YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
0.0000000	1.1136121	0.0000000	0.6292511	1.0091904	0.1716787	0.3232043	0.7787640	0.7202198	0.0842446
0.0878628	0.9980697	0.0000000	0.6382410	0.9960252	0.0000000	0.3064783	0.7095125	0.8150446	0.0115901
0.1166901	0.9404471	0.0062643	0.0000000	0.9658668	0.1172337	0.0212408	0.0000000	0.6979184	0.0323636
0.0972308	1.0546924	0.0273548	0.0308869	0.0000000	0.1277794	0.0708234	0.0116194	0.0000000	0.0188898
