YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C
0.5758388	0.9088058	0.6975338	0.1752373	0.1212120	0.9774301	1.0475597	0.8208285	0.4170066	0.9485966
0.8606936	0.4496057	0.8330404	0.1257883	0.1215888	1.0016583	1.0040078	0.4013658	0.8083961	1.0667625
0.9166820	0.3191019	0.3633201	0.1356281	0.1089106	0.9881939	0.9632130	0.3563464	0.8689118	1.0773279
0.9785229	0.9592020	1.0329327	0.0628794	0.1369182	1.0349040	0.9197946	0.7556692	0.5259876	0.8939595
0.9957932	1.0089105	0.7531143	0.1159301	0.1102070	1.0250341	0.9396985	0.7287615	0.4631114	1.0006408
0.0717387	0.0463227	0.2762845	0.4043734	0.4406413	0.5374847	0.8502700	0.3873468	0.8864730	0.9771016
1.0310470	0.9472675	0.7929143	0.1874881	0.2192077	0.9934174	0.4204459	0.8110946	0.5041485	1.0607056
1.0297176	0.9776519	0.8515529	0.1523511	0.1722581	0.9480026	0.9826938	0.3789887	0.5205671	0.9996317
0.9861587	0.8787059	0.8657237	0.1518938	0.1664928	0.9328932	0.9426070	1.0228104	0.2371790	1.1058662
1.0244820	0.9774370	0.7737878	0.1465815	0.1354391	1.0043470	0.4940234	0.9182190	0.3467642	0.5299048
