"Time"	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C

0	0.2979054	0.2408335	0.0356637	0.0592316	0.9984564	0.6263817	0.5172089	0.5525698	0.9966548	1.0000000
50	0.5941139	0.2351087	0.0356637	0.0592316	0.9984946	0.6464413	0.6422622	0.7180764	0.9966548	1.0000000
100	0.6579167	0.2230683	0.0356637	0.0592316	0.9986385	0.7031607	0.7474997	0.7320938	0.9966548	1.0000000
150	0.6597257	0.2140260	0.0356637	0.0592316	0.9989093	0.7612655	0.8182718	0.7332810	0.9966548	1.0000000
200	0.6496148	0.2088831	0.0356637	0.0592315	0.9991813	0.8027052	0.8607872	0.7333815	0.9966548	1.0000000
250	0.6404274	0.2062791	0.0356637	0.0592314	0.9993823	0.8281252	0.8853866	0.7333900	0.9966548	1.0000000
300	0.6341897	0.2050405	0.0356636	0.0592313	0.9995109	0.8427695	0.8993457	0.7333908	0.9966548	1.0000000
350	0.6303647	0.2044738	0.0356636	0.0592313	0.9995874	0.8509945	0.9071649	0.7333908	0.9966548	1.0000000
400	0.6281270	0.2042213	0.0356636	0.0592313	0.9996314	0.8555677	0.9115079	0.7333908	0.9966548	1.0000000
450	0.6268503	0.2041110	0.0356635	0.0592312	0.9996562	0.8580996	0.9139075	0.7333908	0.9966548	1.0000000
500	0.6261325	0.2040635	0.0356635	0.0592312	0.9996701	0.8594981	0.9152294	0.7333908	0.9966548	1.0000000
550	0.3253770	0.2084119	0.0356635	0.0592312	0.9996775	0.8568934	0.8435055	0.5678842	0.9966548	1.0000000
600	0.2505025	0.2193134	0.0356635	0.0592312	0.9996775	0.8438282	0.7736183	0.5538668	0.9966548	1.0000000
650	0.2385999	0.2288001	0.0356635	0.0592312	0.9996648	0.8223843	0.7191094	0.5526796	0.9966548	1.0000000
700	0.2432040	0.2347285	0.0356635	0.0592312	0.9996360	0.7979917	0.6820763	0.5525791	0.9966548	1.0000000
750	0.2506719	0.2379151	0.0356635	0.0592312	0.9995914	0.7753196	0.6563340	0.5525706	0.9966548	1.0000000
800	0.2573972	0.2394921	0.0356635	0.0592312	0.9995350	0.7562522	0.6370585	0.5525698	0.9966548	1.0000000
850	0.2628314	0.2402337	0.0356635	0.0592312	0.9994726	0.7406952	0.6218104	0.5525698	0.9966548	1.0000000
900	0.2671746	0.2405706	0.0356635	0.0592313	0.9994091	0.7279359	0.6094218	0.5525698	0.9966548	1.0000000
950	0.2706947	0.2407201	0.0356635	0.0592313	0.9993477	0.7173187	0.5992162	0.5525698	0.9966548	1.0000000
1000	0.2735937	0.2407852	0.0356635	0.0592313	0.9992900	0.7083727	0.5907169	0.5525698	0.9966548	1.0000000

0	0.2979054	0.2408335	0.0356637	0.0592316	0.9984564	0.6263817	0.5172089	0.5525698	0.9966548	1.0000000
50	0.2880321	0.3251911	0.0356637	0.0592316	0.9985028	0.6603168	0.7365469	0.9475882	0.9972979	1.0000000
100	0.2615854	0.3371786	0.0356637	0.0592316	0.9987126	0.7421798	0.8729285	0.9810493	0.9974569	1.0000000
150	0.2370811	0.3338869	0.0356637	0.0592315	0.9990460	0.8079707	0.9388129	0.9838859	0.9974962	1.0000000
200	0.2211109	0.3298283	0.0356637	0.0592315	0.9993256	0.8455341	0.9680853	0.9841272	0.9975059	1.0000000
250	0.2121595	0.3272451	0.0356637	0.0592314	0.9995051	0.8644118	0.9808659	0.9841479	0.9975083	1.0000000
300	0.2075196	0.3258687	0.0356636	0.0592313	0.9996076	0.8733933	0.9864463	0.9841497	0.9975089	1.0000000
350	0.2052239	0.3251942	0.0356636	0.0592313	0.9996628	0.8775528	0.9888964	0.9841499	0.9975091	1.0000000
400	0.2041213	0.3248796	0.0356635	0.0592312	0.9996916	0.8794507	0.9899793	0.9841500	0.9975091	1.0000000
450	0.2036021	0.3247374	0.0356635	0.0592312	0.9997062	0.8803091	0.9904608	0.9841500	0.9975091	1.0000000
500	0.2033609	0.3246747	0.0356635	0.0592312	0.9997135	0.8806954	0.9906758	0.9841500	0.9975091	1.0000000
550	0.2038204	0.2346707	0.0356635	0.0592312	0.9997169	0.8787662	0.9346149	0.5893929	0.9968660	1.0000000
600	0.2076057	0.2180173	0.0356635	0.0592312	0.9997163	0.8701319	0.8614877	0.5558041	0.9967070	1.0000000
650	0.2161515	0.2231004	0.0356635	0.0592312	0.9997086	0.8530240	0.7830998	0.5528836	0.9966677	1.0000000
700	0.2276977	0.2303971	0.0356635	0.0592312	0.9996895	0.8287839	0.7248942	0.5526089	0.9966580	1.0000000
750	0.2391934	0.2354071	0.0356635	0.0592312	0.9996557	0.8025119	0.6862551	0.5525768	0.9966556	1.0000000
800	0.2488248	0.2382017	0.0356635	0.0592312	0.9996076	0.7786601	0.6595683	0.5525714	0.9966550	1.0000000
850	0.2563104	0.2396122	0.0356635	0.0592312	0.9995486	0.7588506	0.6396165	0.5525702	0.9966549	1.0000000
900	0.2620683	0.2402836	0.0356635	0.0592312	0.9994844	0.7427921	0.6238613	0.5525699	0.9966548	1.0000000
950	0.2665861	0.2405913	0.0356635	0.0592312	0.9994195	0.7296655	0.6110908	0.5525698	0.9966548	1.0000000
1000	0.2702202	0.2407286	0.0356635	0.0592313	0.9993570	0.7187650	0.6005944	0.5525698	0.9966548	1.0000000

0	0.2979054	0.2408335	0.0356637	0.0592316	0.9984564	0.6263817	0.5172089	0.5525698	0.9966548	1.0000000
50	0.2752846	0.0907017	0.0356637	0.0592316	0.9984844	0.6283053	0.5188404	0.5525412	0.9961516	0.6982385
100	0.2687069	0.0349839	0.0356637	0.0592316	0.9985093	0.6300530	0.5202910	0.5522301	0.9944427	0.6328194
150	0.2666481	0.0143059	0.0356637	0.0592316	0.9985316	0.6316037	0.5214207	0.5515239	0.9924438	0.6186372
200	0.2658791	0.0066327	0.0356637	0.0592316	0.9985513	0.6328727	0.5220989	0.5506936	0.9909657	0.6155626
250	0.2655337	0.0037861	0.0356637	0.0592316	0.9985679	0.6337677	0.5223561	0.5500213	0.9901295	0.6148961
300	0.2653753	0.0027308	0.0356637	0.0592316	0.9985810	0.6342738	0.5223373	0.5495932	0.9897264	0.6147516
350	0.2653202	0.0023399	0.0356637	0.0592316	0.9985902	0.6344643	0.5221851	0.5493612	0.9895502	0.6147203
400	0.2653230	0.0021954	0.0356637	0.0592316	0.9985959	0.6344487	0.5219871	0.5492487	0.9894776	0.6147135
450	0.2653551	0.0021421	0.0356637	0.0592316	0.9985986	0.6343225	0.5217832	0.5491982	0.9894488	0.6147120
500	0.2653992	0.0021225	0.0356637	0.0592316	0.9985992	0.6341486	0.5215884	0.5491767	0.9894377	0.6147117
550	0.2872334	0.1527633	0.0356637	0.0592315	0.9985985	0.6339617	0.5214110	0.5492834	0.9911476	0.9164732
600	0.2931657	0.2086504	0.0356637	0.0592315	0.9985971	0.6337901	0.5213734	0.5500785	0.9939425	0.9818922
650	0.2948192	0.2293050	0.0356637	0.0592315	0.9985955	0.6337347	0.5217523	0.5511186	0.9955052	0.9960744
700	0.2953013	0.2368446	0.0356637	0.0592315	0.9985945	0.6339601	0.5225495	0.5518537	0.9961941	0.9991490
750	0.2953880	0.2395293	0.0356637	0.0592315	0.9985953	0.6345230	0.5235426	0.5522495	0.9964751	0.9998155
800	0.2952879	0.2404467	0.0356637	0.0592315	0.9985987	0.6353330	0.5245536	0.5524349	0.9965858	0.9999600
850	0.2950940	0.2407400	0.0356637	0.0592315	0.9986047	0.6362555	0.5255070	0.5525152	0.9966286	0.9999913
900	0.2948631	0.2408233	0.0356637	0.0592315	0.9986127	0.6371890	0.5263836	0.5525482	0.9966450	0.9999981
950	0.2946267	0.2408413	0.0356637	0.0592315	0.9986216	0.6380796	0.5271828	0.5525614	0.9966511	0.9999996
1000	0.2944002	0.2408417	0.0356637	0.0592315	0.9986308	0.6389053	0.5279089	0.5525666	0.9966534	0.9999999

0	0.2979054	0.2408335	0.0356637	0.0592316	0.9984564	0.6263817	0.5172089	0.5525698	0.9966548	1.0000000
50	0.2973743	0.2470676	0.1900497	0.0223366	0.9984844	0.6283061	0.5188625	0.5528815	0.9986674	0.5889937
100	0.2969812	0.2939295	0.2323332	0.0084359	0.9985094	0.6300878	0.5205533	0.5533460	0.9987341	0.4998915
150	0.2971139	0.3519872	0.2428625	0.0031985	0.9985319	0.6318217	0.5222756	0.5534423	0.9982052	0.4805749
200	0.2983760	0.3888959	0.2453254	0.0012253	0.9985528	0.6335278	0.5238396	0.5532855	0.9976665	0.4763873
250	0.3008145	0.4070425	0.2458779	0.0004818	0.9985725	0.6351262	0.5251551	0.5530758	0.9973173	0.4754795
