YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
0.1015613	0.9809309	0.0052328	0.7115598	0.6305055	0.8698255	0.7553321	0.9276140	0.6164396	0.4591002
0.1065924	0.8183966	0.0305323	0.8359018	0.6492499	0.8131894	0.8085595	1.0144231	0.6454358	1.0280245
0.1042969	0.6408999	0.0005842	0.9027729	0.6921587	0.8062156	0.8783792	0.9762313	0.9557442	1.0033559
0.0036686	0.8996534	0.0646090	0.9259954	0.8733174	0.7874239	0.8727325	1.0008884	0.9740003	0.8675225
0.1085316	0.9040396	0.0262933	1.0780361	1.0792316	0.8019365	0.8879595	0.9589603	0.7763920	0.9837061
0.0892213	0.9963003	0.0025224	0.9155056	0.7686205	0.8975086	0.7233347	1.0117430	0.6967917	0.9899517
0.0148425	0.6491434	0.0011507	0.9045506	0.7501135	0.8613786	0.7609547	0.9662310	0.7834169	0.9312052
0.0877833	1.0132789	0.0029884	0.9595240	0.9367050	0.7041425	0.5284670	0.5916077	0.7427389	1.0016341
0.0023725	0.9135495	0.0345440	0.9182847	0.6240069	0.8232714	0.8917902	0.9253789	0.6874855	0.7021654
0.0848251	1.0497847	0.0006491	0.8932565	0.8652707	0.7186271	0.7252926	0.7204309	0.7467907	0.9794107
