"Time"	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
400	1.0732804	0.4035814	0.3263707	0.8488704	0.6765241	0.3287150	0.1314667	0.7358196	0.4681574	0.7461862
450	1.1107775	0.3955372	0.2513385	0.7717675	0.7503088	0.3990117	0.1456078	0.6275444	0.5259310	0.7510586
500	1.0745501	0.3878812	0.3019794	0.8887303	0.6969440	0.4039191	0.1817559	0.6647439	0.5123798	0.8277662
550	0.8722092	0.3467142	0.2320291	0.8323282	0.6875693	0.5864916	0.3199274	0.4794397	0.3898449	0.6149901
600	0.8909224	0.4532849	0.2395525	0.9050739	0.5973910	0.7561290	0.4163736	0.2529538	0.3823012	0.4720538
650	0.8282261	0.4959923	0.2566099	0.8632702	0.5065081	0.7944045	0.5249804	0.1417726	0.3900100	0.4904059
700	0.9187874	0.5328732	0.2644223	0.7728591	0.4637048	0.8212750	0.5812631	0.0661194	0.3595326	0.4596181
750	0.9935037	0.4771355	0.2896202	0.7019463	0.3921402	0.7674888	0.6035677	0.0365646	0.4528209	0.4403573
800	0.9588440	0.4924456	0.3260422	0.6918532	0.3651995	0.7540769	0.7027332	0.0305934	0.3320887	0.4446999
850	1.0513064	0.4467972	0.4268498	0.7227582	0.2971966	0.6830238	0.7570627	0.0286669	0.2437555	0.4865943
900	1.0809423	0.3382285	0.4167137	0.6767010	0.2927262	0.6743863	0.7883011	0.0168827	0.2965082	0.5265491
950	0.8879830	0.3160908	0.4059523	0.7072204	0.3144977	0.5984216	0.8664638	0.0147548	0.2524450	0.5354582
1000	0.9384250	0.4328039	0.3886813	0.7623708	0.3524288	0.6566188	0.9327136	0.0137683	0.3213837	0.5292478

0	1.0262259	0.3858972	0.3412221	0.7660569	0.4776847	0.5872618	0.7139667	0.0126990	0.3000545	0.5866194
50	0.9170361	0.4412332	0.3600121	0.7004465	0.4102340	0.6540952	0.8110818	0.0199858	0.5800276	0.5313750
100	1.0497660	0.4203195	0.3548877	0.6220557	0.4013213	0.6262754	0.8245636	0.1082907	0.8183525	0.4647767
150	0.9713491	0.4055981	0.4444422	0.5201692	0.4007780	0.6059663	0.7735059	0.2633767	0.8796804	0.5210891
200	0.9863573	0.4023163	0.5423790	0.4502095	0.3601181	0.6181252	0.8809878	0.3414661	1.0017033	0.6069163
250	0.9768687	0.3720964	0.5955701	0.4389924	0.4992096	0.5805844	0.9113489	0.4348977	1.0599627	0.5535305
300	0.9423996	0.3383963	0.7782972	0.4198654	0.4560090	0.5746813	0.8994145	0.5013655	0.8943801	0.5736071
350	1.0098928	0.3196197	0.7166813	0.4348297	0.4832190	0.5762469	0.7843538	0.6034051	0.9033498	0.5311830
400	0.9375009	0.3714807	0.6721943	0.4609640	0.4722530	0.5821455	0.7281312	0.5909700	0.9289786	0.5492837
450	0.9856440	0.3016376	0.6913354	0.4539325	0.4876871	0.6801514	0.5950778	0.5800722	0.9492284	0.6003413
500	0.8948070	0.2249975	0.7738090	0.4700653	0.4518286	0.7649948	0.6514005	0.6120479	0.9561313	0.5729325
550	0.7648223	0.3227868	0.6352897	0.4692402	0.3139535	0.6855484	0.6372593	0.5502269	0.5934635	0.4680534
600	0.8578492	0.4571598	0.6657075	0.3959653	0.2752288	0.6104299	0.7645805	0.3934952	0.4283227	0.4882779
650	1.0026729	0.3947753	0.6347211	0.4959281	0.2901951	0.6733372	0.8329071	0.2335344	0.3995580	0.5556701
700	0.9496367	0.3980951	0.6374956	0.5469849	0.3804798	0.6414583	0.7800019	0.1356984	0.3627380	0.6138726
750	1.0055452	0.3378971	0.6629495	0.5805590	0.4077596	0.6130652	0.8034973	0.0955596	0.3476785	0.5024376
800	0.8841946	0.2812757	0.5816199	0.6991493	0.3982381	0.5603294	0.7420918	0.0571348	0.2976557	0.4944367
850	0.7426300	0.3791387	0.4647601	0.7592411	0.4361187	0.5783432	0.7856891	0.0404274	0.2952161	0.5889129
900	0.8446258	0.4789258	0.3540439	0.7985058	0.3988915	0.5963748	0.8675602	0.0250173	0.3787297	0.5112533
950	0.9603647	0.4522835	0.3393721	0.7863460	0.4531560	0.6359783	0.7731056	0.0138692	0.3528658	0.4410166
1000	0.8582950	0.4111343	0.3780599	0.6926118	0.4435053	0.6906071	0.8590904	0.0226403	0.3686448	0.6056476

0	1.0262259	0.3858972	0.3412221	0.7660569	0.4776847	0.5872618	0.7139667	0.0126990	0.3000545	0.5866194
50	1.0307818	0.3983546	0.2904648	0.7997565	0.4422603	0.7124721	0.6701062	0.0206304	0.2744354	0.4545385
100	0.9932398	0.4024929	0.3008776	0.8835696	0.3865102	0.7513689	0.7412104	0.0122669	0.2699217	0.4702952
150	1.0163488	0.3843974	0.3014320	0.8826178	0.4071258	0.7480756	0.7500092	0.0082313	0.3260484	0.4844091
200	1.1173852	0.4931044	0.3142845	0.8015825	0.4419076	0.7816280	0.7700634	0.0012197	0.2996138	0.3934164
250	0.9355811	0.4723475	0.2752199	0.7993054	0.3451547	0.6439460	0.7345569	0.0164284	0.3831332	0.4169689
300	1.0367098	0.4062292	0.2865023	0.7367258	0.3245970	0.5958192	0.7680279	0.0358980	0.3456069	0.4758355
350	0.9621341	0.4087527	0.3010043	0.7440703	0.3818849	0.6462046	0.8190905	0.0271924	0.2936779	0.4750587
400	0.9814072	0.4351231	0.3480351	0.8003587	0.4055889	0.6656622	0.7096054	0.0269689	0.3385053	0.5471721
450	1.0375455	0.4710452	0.2994440	0.8522521	0.4379729	0.7484960	0.7531838	0.0309004	0.3759479	0.5133298
500	1.0310857	0.4452402	0.2911866	0.7731660	0.3939151	0.6729497	0.7572999	0.0393994	0.4052608	0.4933560
550	0.8571669	0.4454242	0.3655070	0.7254604	0.3849789	0.6493065	0.6775756	0.0226913	0.3378056	0.5476112
600	0.9039310	0.4919198	0.4188055	0.6909221	0.3766009	0.7155477	0.6992172	0.0262521	0.3205871	0.4935554
650	0.9543561	0.4058467	0.3510310	0.7078964	0.3261222	0.6794253	0.7390376	0.0469426	0.4108716	0.4826524
700	0.9869562	0.4729430	0.3625557	0.7411231	0.3353896	0.7189530	0.7205290	0.0238364	0.2783374	0.5859336
750	1.0430813	0.4404169	0.3770057	0.7307749	0.3246043	0.7834532	0.7621426	0.0158733	0.3511463	0.5059521
800	0.9933006	0.4559897	0.3226509	0.7252590	0.3455008	0.6739004	0.7858230	0.0209346	0.3366129	0.4850022
850	0.9295208	0.3998789	0.3929915	0.7530916	0.3719578	0.6086613	0.8589543	0.0098960	0.3361940	0.4489365
900	0.9488716	0.4304640	0.4108753	0.7694570	0.4087386	0.6523120	0.9097814	0.0172274	0.3115764	0.5745059
950	0.9402954	0.4421946	0.3812977	0.7606095	0.4338205	0.6598842	0.8706999	0.0255492	0.2732972	0.5611241
1000	1.0642385	0.3865132	0.3600044	0.8119815	0.4973929	0.5943178	0.8652735	0.0174511	0.3145650	0.5780176

0	1.0262259	0.3858972	0.3412221	0.7660569	0.4776847	0.5872618	0.7139667	0.0126990	0.3000545	0.5866194
50	0.9662463	0.3720965	0.3166272	0.7821347	0.5288271	0.6140116	0.7881538	0.0076593	0.3860009	0.3964291
100	0.9122190	0.4015993	0.3365427	0.7459064	0.4526634	0.6711075	0.7910507	0.0079875	0.2987197	0.4245176
150	0.9153329	0.4653513	0.3288775	0.6829816	0.3943938	0.6994405	0.7008073	0.0123231	0.2979751	0.2702579
200	0.9690160	0.4686055	0.3578472	0.7365729	0.3735235	0.6576902	0.7083614	0.0117139	0.3419697	0.3152744
250	0.9812365	0.3612710	0.3634842	0.6263490	0.3757121	0.5862852	0.7511965	0.0221002	0.3884680	0.3404580
300	0.9965299	0.3483118	0.4426618	0.7023018	0.4201900	0.5970781	0.8777701	0.0275344	0.3582907	0.4557373
350	0.8548385	0.3401248	0.4324243	0.7207372	0.4302765	0.5386467	0.8469591	0.0179435	0.3153913	0.4809264
400	0.9138837	0.4011456	0.3059827	0.8200105	0.4721718	0.5302117	0.8989493	0.0121753	0.2964783	0.4667904
450	0.8719686	0.4087974	0.3091194	0.7978711	0.5234828	0.5843024	0.8277940	0.0145503	0.3485131	0.4617323
500	0.8375750	0.4529504	0.3664841	0.7868495	0.5352648	0.6254826	0.8670885	0.0143096	0.4345467	0.4835626
550	0.8936307	0.4428517	0.3327467	0.7418596	0.4895353	0.6516349	0.8189841	0.0158099	0.4339327	0.5356783
600	0.9547733	0.4839429	0.2691908	0.8583308	0.4555293	0.6034701	0.8123901	0.0220058	0.4139019	0.5947389
650	0.8841512	0.5041998	0.2620836	0.8411194	0.5630765	0.5646019	0.7547595	0.0249207	0.3761192	0.6443963
700	0.8981342	0.4445617	0.2993743	0.7378690	0.4784039	0.6187484	0.7211616	0.0172214	0.4264539	0.5693504
750	0.9760211	0.4404500	0.2533042	0.7488037	0.4731807	0.6461129	0.7550830	0.0306736	0.3441778	0.5235025
800	0.8796908	0.4446287	0.2523577	0.8419933	0.4723576	0.6540299	0.7298693	0.0330801	0.3845194	0.5383189
850	0.9432199	0.5715758	0.2888502	0.8363699	0.5114287	0.6293618	0.7427597	0.0162298	0.4015741	0.5228994
900	0.9854759	0.3490200	0.2451907	0.8486631	0.5316412	0.6266211	0.6848805	0.0260312	0.3889275	0.5076018
950	0.9478770	0.3944458	0.2882459	0.8389275	0.4942224	0.7311361	0.7330474	0.0120385	0.2973121	0.5029210
1000	0.9766440	0.5113019	0.2901938	0.8774494	0.4475594	0.6594549	0.6833062	0.0119650	0.3061776	0.4480515

0	1.0262259	0.3858972	0.3412221	0.7660569	0.4776847	0.5872618	0.7139667	0.0126990	0.3000545	0.5866194
50	1.0290549	0.4384357	0.2664229	0.7868496	0.4082187	0.4859976	0.5531603	0.2946084	0.3369441	0.6096071
100	0.9839855	0.4299593	0.2170670	0.8278501	0.2566189	0.4710737	0.3589751	0.5940996	0.3035976	0.6844941
150	1.0312416	0.3728635	0.1513313	0.8369814	0.1368115	0.5277672	0.2347933	0.8819090	0.3319069	0.5869644
200	1.0191216	0.4515230	0.2040803	0.7985015	0.1293746	0.6057712	0.1425864	0.8059305	0.3367106	0.5012305
250	0.9150746	0.4042515	0.2260829	0.6970445	0.1221111	0.6376320	0.1290852	0.8636458	0.3402385	0.4646731
300	1.0200352	0.5112803	0.2514040	0.6945841	0.0607888	0.5677499	0.1077244	0.8418214	0.3119655	0.5236880
350	0.9560041	0.4932216	0.2985927	0.7112899	0.0852144	0.5743991	0.1233811	0.9074864	0.3824459	0.5460291
400	1.0033419	0.4730542	0.3293945	0.6318800	0.0790296	0.6187858	0.1316843	0.9415081	0.3215645	0.5916143
450	0.9940552	0.4121248	0.3682240	0.6231493	0.0674163	0.6858192	0.1085416	0.9212290	0.3138460	0.4260525
500	0.9116728	0.3978542	0.3495409	0.7489185	0.0484886	0.6203912	0.1252149	0.8678913	0.2638801	0.5185001
550	0.9047734	0.4928798	0.3072397	0.7383951	0.1472236	0.6764735	0.2227250	0.5922964	0.3262370	0.5865277
600	0.9744324	0.4732145	0.3184530	0.7683692	0.2625857	0.8738194	0.3990419	0.3255343	0.3423388	0.4744937
650	0.9722270	0.4594277	0.2860425	0.6919378	0.2832843	0.8860116	0.5727798	0.1991072	0.3085678	0.5430302
700	0.9408118	0.4612168	0.3572616	0.7659117	0.2426196	0.9300618	0.7057138	0.1135259	0.3287769	0.4558241
750	0.9445105	0.5126891	0.3367502	0.6550558	0.1917688	0.7521911	0.6973124	0.0709901	0.2592161	0.4456600
800	0.9354763	0.4162039	0.3589580	0.7283127	0.2497499	0.7664385	0.7577013	0.0395996	0.3500888	0.5172294
850	0.9850795	0.5455217	0.3385083	0.7482858	0.2650883	0.7122668	0.8071302	0.0288715	0.3382372	0.5054005
900	0.9267047	0.4204313	0.3722924	0.6881650	0.3053583	0.6893744	0.7406329	0.0189166	0.3337308	0.4802532
950	0.9728036	0.4830020	0.3916273	0.6496198	0.3256934	0.6897525	0.7435450	0.0151549	0.3723994	0.4520327
1000	0.9300699	0.4931883	0.4674913	0.6632921	0.3550119	0.7262115	0.7657205	0.0176264	0.3991405	0.4701828

0	1.0262259	0.3858972	0.3412221	0.7660569	0.4776847	0.5872618	0.7139667	0.0126990	0.3000545	0.5866194
50	0.9165839	0.1912333	0.3091209	0.5571031	0.4333795	0.5458982	0.7330370	0.0351901	0.3389356	0.1582939
100	0.6585311	0.1923783	0.4760747	0.3521119	0.5076538	0.4090457	0.7739762	0.0398930	0.2656929	0.1760287
150	0.5580535	0.1291907	0.7048889	0.2743712	0.6486033	0.3186420	0.8830422	0.0766218	0.2016418	0.1423461
200	0.4509581	0.1118263	0.8956932	0.1972453	0.8369954	0.2620702	0.8873940	0.0742078	0.1648115	0.1720763
250	0.2560398	0.0648631	0.9465573	0.1616629	0.9168881	0.2465949	0.8846687	0.0624742	0.1386693	0.2169697
300	0.1805951	0.0773084	0.9428823	0.2128157	0.9756338	0.2483965	1.0016040	0.0703172	0.1546123	0.2133492
350	0.1278900	0.0761970	1.0203500	0.1999434	0.9886683	0.2332931	1.0270141	0.0768908	0.0908715	0.1738478
400	0.1327196	0.0612021	1.0940029	0.1922566	1.0053638	0.2431583	0.9683448	0.0871275	0.0820943	0.2315110
450	0.0956797	0.0661860	0.9651761	0.2342434	0.9907616	0.2396452	0.9743048	0.0731729	0.0684757	0.1403600
500	0.0745754	0.0699203	0.9615614	0.2309719	0.9587218	0.1974330	1.0144038	0.0812952	0.0872770	0.1922968
550	0.2694598	0.3689847	0.8666401	0.4911936	0.9509936	0.3056537	1.0876239	0.0603960	0.0954233	0.7600090
600	0.6865815	0.4496583	0.7508501	0.7192973	0.9085376	0.4209274	1.0673314	0.0339717	0.1644489	0.7556780
650	0.8744423	0.4198816	0.5247187	0.8946525	0.8744419	0.4857877	0.9728551	0.0233980	0.2755703	0.6262515
700	1.0087213	0.3834734	0.2813546	0.9062919	0.7562326	0.5674662	0.7628979	0.0215755	0.3178848	0.5924230
750	0.8833583	0.4590027	0.2621963	0.9553447	0.6814234	0.6319061	0.7045738	0.0147351	0.3744248	0.6650633
800	0.8675651	0.5326931	0.2084716	0.9101755	0.5856181	0.6646083	0.6368185	0.0281853	0.3642028	0.4940556
850	1.0028682	0.4437188	0.2292228	0.9079829	0.5033039	0.7349241	0.6103006	0.0237626	0.3802061	0.4810510
900	0.9717767	0.4683348	0.2114085	0.8682025	0.4274019	0.7539006	0.5886771	0.0278736	0.4131996	0.4851859
950	0.9538481	0.4313280	0.2929355	0.7972830	0.4344871	0.7111023	0.6204647	0.0325414	0.3797471	0.4559067
1000	1.0107818	0.4794262	0.2549906	0.7776414	0.4802534	0.6960582	0.6561567	0.0295020	0.3443620	0.5281868

0	1.0262259	0.3858972	0.3412221	0.7660569	0.4776847	0.5872618	0.7139667	0.0126990	0.3000545	0.5866194
50	1.0114683	0.5003271	0.2635731	0.7983344	0.3391075	0.6270287	0.6759942	0.1407342	0.3107437	0.5861511
100	0.9683946	0.4346389	0.3004938	0.8252471	0.4251783	0.6436676	0.6325868	0.3022081	0.3037093	0.5544013
150	1.0211914	0.5003394	0.3231754	0.7991280	0.4088849	0.6240901	0.6634660	0.4708454	0.3419180	0.5595993
200	1.0450966	0.4271600	0.2423466	0.8235751	0.4837069	0.6263577	0.6784489	0.4954111	0.3343920	0.5558707
250	0.9825048	0.4855959	0.2394161	0.7791250	0.4586758	0.7094875	0.5984235	0.4672768	0.3036140	0.6076947
300	0.9195454	0.4395550	0.2605226	0.7569254	0.3980773	0.7379714	0.6085137	0.4793639	0.2688514	0.5738131
350	0.8910145	0.5094486	0.2670311	0.7344775	0.3144685	0.8126967	0.6154460	0.5321162	0.3170207	0.4531956
400	0.9647309	0.5601717	0.3024293	0.7506272	0.2971658	0.8040912	0.6006690	0.6187698	0.3269703	0.5024687
450	0.9141251	0.4761350	0.3118626	0.7159906	0.2796555	0.7967165	0.6613081	0.5748322	0.3853905	0.4874641
500	0.9539434	0.3942523	0.3523759	0.6919246	0.3093749	0.7890104	0.6340355	0.4678703	0.3150057	0.4131072
550	0.8768913	0.4571798	0.3480543	0.7123071	0.2635398	0.8347694	0.5961502	0.3288695	0.2872079	0.4017938
600	0.9735775	0.4404398	0.4156755	0.7247271	0.2256160	0.6810623	0.6108122	0.1681906	0.3506717	0.4410432
650	0.9428962	0.4022367	0.3853901	0.7830858	0.2759391	0.7940456	0.7728213	0.1040147	0.4131940	0.5048262
700	0.9950842	0.4034722	0.3512632	0.7185793	0.2900933	0.7478766	0.8230502	0.0449015	0.4043474	0.5012606
750	0.9918826	0.4492128	0.3517754	0.6612046	0.3691976	0.6128894	0.8319880	0.0425703	0.4289550	0.4973048
800	0.9569350	0.3567718	0.4383410	0.5589945	0.3390430	0.6920381	0.8045611	0.0320560	0.3624777	0.5530411
850	0.8794204	0.4092616	0.4636293	0.6689347	0.3665156	0.7913112	0.7750237	0.0342600	0.3385330	0.4718873
900	0.8574603	0.4999698	0.4055201	0.6925428	0.3452324	0.6767211	0.8234383	0.0223912	0.3048693	0.4359454
950	0.8700777	0.4184175	0.3863284	0.7499827	0.3750844	0.5495402	0.8050835	0.0260396	0.3637591	0.6073936
1000	0.9278819	0.4051144	0.3902474	0.7379725	0.4747541	0.5598018	0.8010821	0.0147181	0.2935019	0.5886562

0	1.0262259	0.3858972	0.3412221	0.7660569	0.4776847	0.5872618	0.7139667	0.0126990	0.3000545	0.5866194
50	0.9705144	0.1903430	0.2191133	0.7984684	0.4528962	0.7280179	0.6569804	0.0260537	0.4317395	0.5673870
100	0.7629133	0.1270968	0.2291170	0.7434546	0.4757331	0.8539818	0.6611099	0.0250032	0.3194697	0.4951210
150	0.5183575	0.1081188	0.3047037	0.7231504	0.3603083	0.8362231	0.7294833	0.0138076	0.3065283	0.4849429
200	0.3968094	0.1439561	0.2705942	0.7323543	0.3140453	0.7540930	0.8298209	0.0120876	0.3512694	0.4583351
250	0.4103628	0.1365627	0.2635238	0.6705628	0.2982318	0.5867760	0.8180311	0.0168063	0.3626690	0.5210753
300	0.4384259	0.1232131	0.3423336	0.7606609	0.4349179	0.5919711	0.7973154	0.0124363	0.3161456	0.6336142
350	0.3973766	0.1355360	0.3113911	0.7545604	0.4203840	0.6020153	0.7460931	0.0114970	0.2806943	0.5441345
400	0.2679904	0.1157622	0.3532086	0.7405313	0.4655995	0.5691870	0.7495451	0.0096061	0.3148101	0.5999549
450	0.2631360	0.1193500	0.3459500	0.7267819	0.5082497	0.6123243	0.8513317	0.0196047	0.2569933	0.6218242
500	0.3142633	0.1275963	0.3576461	0.7840475	0.4517159	0.7372192	0.8008033	0.0107006	0.2894347	0.5498716
550	0.4903215	0.4993981	0.3296079	0.8589386	0.3973918	0.6745824	0.7665062	0.0161449	0.2262967	0.4677541
600	0.7435168	0.6536109	0.2981608	0.7728653	0.4111921	0.6678016	0.7416405	0.0187477	0.3202646	0.5406176
650	0.9244361	0.6324580	0.3070555	0.7203092	0.4001753	0.6211457	0.7902840	0.0124988	0.4054119	0.5457420
700	1.0622832	0.5045771	0.3453029	0.7001259	0.3751041	0.6595679	0.8055712	0.0050487	0.3934981	0.5674282
750	1.0543921	0.4058275	0.3376810	0.7029413	0.3924506	0.7079127	0.7632593	0.0089412	0.4119628	0.4272472
800	0.9455933	0.3972200	0.3977349	0.6808763	0.3735761	0.7259873	0.7931810	0.0125474	0.3490021	0.4338223
850	0.9883002	0.4140347	0.4052780	0.7473407	0.3805139	0.6129215	0.8380272	0.0079888	0.4146819	0.4801740
900	1.0418355	0.4097457	0.3564931	0.7561016	0.3745566	0.5934516	0.8111890	0.0143064	0.3396646	0.5024557
950	0.9949844	0.4278285	0.3310719	0.7838581	0.4891227	0.5680458	0.9118703	0.0058274	0.2591925	0.5702742
1000	0.9391144	0.4064104	0.3111684	0.8822706	0.4948046	0.5877176	0.8580207	0.0159234	0.3308409	0.5642822

0	1.0262259	0.3858972	0.3412221	0.7660569	0.4776847	0.5872618	0.7139667	0.0126990	0.3000545	0.5866194
50	0.9614463	0.4329268	0.2531877	0.8596176	0.3771079	0.6030614	0.7724966	0.1557893	0.3762030	0.1804924
100	0.9140060	0.5097014	0.3295552	0.7428751	0.2103717	0.6987381	0.7060016	0.3443286	0.3796552	0.1121232
150	0.9405931	0.4568275	0.3269429	0.6479250	0.1258436	0.7008848	0.6626940	0.4647931	0.4500239	0.1192670
200	0.9990346	0.3708954	0.3861537	0.6511386	0.0682040	0.7154603	0.7173624	0.5293124	0.4778270	0.1521817
250	0.9822391	0.2822479	0.4421688	0.6017841	0.0446613	0.6127388	0.7054049	0.5759947	0.4548792	0.0977306
300	0.9500291	0.3802768	0.4283149	0.5196333	0.0205355	0.5658950	0.7071065	0.5999479	0.4582028	0.1265882
350	0.9199889	0.3512689	0.5087710	0.5341854	0.0462813	0.6206887	0.7212540	0.5385276	0.4715442	0.1337386
400	0.8670302	0.3897275	0.5274573	0.4316275	0.0386637	0.7060277	0.6985444	0.5190222	0.4810983	0.0930877
450	0.8877494	0.4598088	0.5808283	0.3990158	0.0239996	0.7229283	0.7001739	0.4757253	0.4569294	0.1102200
500	0.8772385	0.3823381	0.6617729	0.3985266	0.0207825	0.7314929	0.7175157	0.5470175	0.4835422	0.0878264
550	0.8970915	0.3922885	0.7158806	0.4411255	0.0897611	0.6531217	0.7498203	0.4159937	0.3635165	0.3933329
600	0.9625997	0.3255635	0.6841812	0.6388134	0.2392867	0.6741247	0.7805807	0.2011830	0.3102418	0.5459376
650	0.8904382	0.3653421	0.5300379	0.6714115	0.3655582	0.6630024	0.8193259	0.1212055	0.2878028	0.5187230
700	0.9016924	0.3251044	0.4353946	0.7562646	0.3794581	0.6257018	0.8832992	0.0616852	0.2679050	0.5095803
750	0.9264580	0.3726300	0.3918677	0.8436344	0.4094340	0.6013461	0.9836778	0.0281432	0.2948955	0.6106138
800	0.8747986	0.4679324	0.3168716	0.7932194	0.4542457	0.5336761	0.9031391	0.0146845	0.3030789	0.5185833
850	0.8226829	0.4977956	0.2898804	0.7707276	0.5072086	0.5399203	0.7821994	0.0253939	0.3379853	0.6283779
900	0.9022527	0.5623628	0.3316485	0.8537501	0.5862855	0.6163710	0.7369174	0.0284217	0.3434758	0.6203074
950	0.8794580	0.5179252	0.3278832	0.8396588	0.5696282	0.7421851	0.7697184	0.0226513	0.3724885	0.5662113
1000	0.9303236	0.5487300	0.2691406	0.7818117	0.4305649	0.6560086	0.7635153	0.0296637	0.3926021	0.5144950
