"Time"	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W

0	0.2662172	0.8474456	0.1399947	0.3906209	0.8534241	0.1210860	0.1189446	0.0649245	0.0650262	1.0000000
50	0.3313890	0.6000891	0.1385847	0.3733248	0.8534241	0.1210860	0.1188533	0.0649245	0.0650262	1.0000000
100	0.3663489	0.5793874	0.1260145	0.3303768	0.8534241	0.1210860	0.1170558	0.0649245	0.0650262	1.0000000
150	0.3831731	0.5929065	0.1029775	0.2932560	0.8534241	0.1210860	0.1094060	0.0649245	0.0650262	1.0000000
200	0.3879906	0.6152951	0.0818651	0.2709530	0.8534241	0.1210860	0.0960855	0.0649245	0.0650262	1.0000000
250	0.3867843	0.6340348	0.0680724	0.2605858	0.8534241	0.1210860	0.0819020	0.0649245	0.0650262	1.0000000
300	0.3837774	0.6455243	0.0606417	0.2574334	0.8534241	0.1210860	0.0707051	0.0649245	0.0650262	1.0000000
350	0.3810618	0.6514352	0.0572478	0.2577731	0.8534241	0.1210860	0.0634789	0.0649245	0.0650262	1.0000000
400	0.3792200	0.6540893	0.0560649	0.2592783	0.8534241	0.1210860	0.0595107	0.0649245	0.0650262	1.0000000
450	0.3781611	0.6550542	0.0559411	0.2607894	0.8534241	0.1210860	0.0576836	0.0649245	0.0650262	1.0000000
500	0.3776313	0.6552233	0.0562193	0.2619025	0.8534241	0.1210860	0.0570616	0.0649245	0.0650262	1.0000000
550	0.3110523	0.9362233	0.0568362	0.2733695	0.8534241	0.1210860	0.0570270	0.0649245	0.0650262	1.0000000
600	0.2738118	0.9634624	0.0608262	0.3098401	0.8534241	0.1210860	0.0576864	0.0649245	0.0650262	1.0000000
650	0.2570518	0.9604444	0.0729187	0.3523306	0.8534241	0.1210860	0.0609168	0.0649245	0.0650262	1.0000000
700	0.2512037	0.9448898	0.0937676	0.3841174	0.8534241	0.1210860	0.0692116	0.0649245	0.0650262	1.0000000
750	0.2507417	0.9168397	0.1177782	0.4018585	0.8534241	0.1210860	0.0827485	0.0649245	0.0650262	1.0000000
800	0.2533857	0.8822609	0.1377626	0.4088107	0.8534241	0.1210860	0.0984171	0.0649245	0.0650262	1.0000000
850	0.2578000	0.8516185	0.1500618	0.4087321	0.8534241	0.1210860	0.1122093	0.0649245	0.0650262	1.0000000
900	0.2625925	0.8318880	0.1547713	0.4045475	0.8534241	0.1210860	0.1217012	0.0649245	0.0650262	1.0000000
950	0.2665086	0.8240489	0.1538800	0.3986744	0.8534241	0.1210860	0.1264718	0.0649245	0.0650262	1.0000000
1000	0.2688630	0.8253229	0.1498778	0.3930716	0.8534241	0.1210860	0.1273761	0.0649245	0.0650262	1.0000000

0	0.2662172	0.8474456	0.1399947	0.3906209	0.8534241	0.1210860	0.1189446	0.0649245	0.0650262	1.0000000
50	0.2732404	0.8476463	0.1398139	0.3900707	0.8381265	0.2692943	0.0876699	0.6455385	0.0650262	1.0000000
100	0.3204126	0.8482061	0.1383836	0.3769379	0.6947133	0.5598629	0.0479550	0.8503823	0.0650262	1.0000000
150	0.3657054	0.8535667	0.1283240	0.3404655	0.5031585	0.7391904	0.0303027	0.9226523	0.0650262	1.0000000
200	0.3894206	0.8730765	0.1080696	0.3074601	0.3777899	0.8299774	0.0230612	0.9481495	0.0650262	1.0000000
250	0.3972939	0.9026474	0.0888809	0.2956288	0.3124812	0.8733823	0.0196164	0.9571451	0.0650262	1.0000000
300	0.3963640	0.9275391	0.0781845	0.3017730	0.2806352	0.8935690	0.0176991	0.9603188	0.0650262	1.0000000
350	0.3924325	0.9407201	0.0760130	0.3152877	0.2653568	0.9027888	0.0166693	0.9614385	0.0650262	1.0000000
400	0.3890054	0.9434527	0.0795654	0.3283456	0.2580635	0.9069419	0.0162765	0.9618335	0.0650262	1.0000000
450	0.3873523	0.9392689	0.0856988	0.3378843	0.2546026	0.9087916	0.0163140	0.9619729	0.0650262	1.0000000
500	0.3874531	0.9316592	0.0919190	0.3436270	0.2529746	0.9096079	0.0165818	0.9620220	0.0650262	1.0000000
550	0.3887289	0.9235633	0.0967948	0.3463245	0.2525006	0.8940878	0.0182054	0.3814254	0.0650262	1.0000000
600	0.3899762	0.9169442	0.0998535	0.3465470	0.2571540	0.8059358	0.0255802	0.1765877	0.0650262	1.0000000
650	0.3890733	0.9127265	0.1009440	0.3427609	0.2788366	0.6249316	0.0414316	0.1043199	0.0650262	1.0000000
700	0.3833593	0.9115911	0.0992431	0.3314976	0.3329997	0.4264363	0.0607342	0.0788234	0.0650262	1.0000000
750	0.3706256	0.9148928	0.0936067	0.3139827	0.4259028	0.2841603	0.0743361	0.0698281	0.0650262	1.0000000
800	0.3504030	0.9232672	0.0852442	0.3003202	0.5427505	0.2022708	0.0792780	0.0666545	0.0650262	1.0000000
850	0.3252579	0.9339262	0.0780913	0.2995846	0.6540517	0.1598553	0.0780771	0.0655348	0.0650262	1.0000000
900	0.3003419	0.9420706	0.0755375	0.3125622	0.7381083	0.1390951	0.0749173	0.0651398	0.0650262	1.0000000
950	0.2803109	0.9442992	0.0790473	0.3343139	0.7916191	0.1292862	0.0732985	0.0650005	0.0650262	1.0000000
1000	0.2669520	0.9389979	0.0886284	0.3580263	0.8220067	0.1247638	0.0752075	0.0649513	0.0650262	1.0000000

0	0.2662172	0.8474456	0.1399947	0.3906209	0.8534241	0.1210860	0.1189446	0.0649245	0.0650262	1.0000000
50	0.3089683	0.2121642	0.1399204	0.3906032	0.2378634	0.1964050	0.1213125	0.0648573	0.0504133	1.0000000
100	0.4288943	0.1478171	0.1390076	0.3887106	0.1024994	0.2280983	0.1219320	0.0647233	0.0454284	1.0000000
150	0.5322231	0.1413514	0.1437378	0.4356201	0.0705847	0.2413709	0.1219808	0.0646316	0.0437279	1.0000000
200	0.5896445	0.1376028	0.1746158	0.4817802	0.0620988	0.2468929	0.1269745	0.0645844	0.0431479	1.0000000
250	0.6175786	0.1281941	0.2181732	0.4981229	0.0594553	0.2491750	0.1433662	0.0645627	0.0429500	1.0000000
300	0.6329381	0.1167046	0.2503234	0.5012158	0.0584989	0.2501126	0.1655056	0.0645534	0.0428825	1.0000000
350	0.6433169	0.1082649	0.2665680	0.5006223	0.0581162	0.2504959	0.1840852	0.0645495	0.0428594	1.0000000
400	0.6505622	0.1038042	0.2724968	0.4993491	0.0579552	0.2506521	0.1956479	0.0645479	0.0428516	1.0000000
450	0.6551233	0.1020246	0.2735687	0.4982010	0.0578862	0.2507155	0.2013505	0.0645473	0.0428489	1.0000000
500	0.6576074	0.1015913	0.2728858	0.4973656	0.0578566	0.2507412	0.2035027	0.0645470	0.0428480	1.0000000
550	0.5871168	0.5686856	0.2552307	0.3559921	0.5604028	0.1753782	0.2012439	0.0645845	0.0574606	1.0000000
600	0.4612823	0.6786815	0.1592723	0.2269997	0.7122249	0.1436536	0.1854793	0.0646942	0.0624454	1.0000000
650	0.3721214	0.8232026	0.0866874	0.2108928	0.7811068	0.1303654	0.1432379	0.0647979	0.0641458	1.0000000
700	0.3131944	0.9221932	0.0586644	0.2436258	0.8173659	0.1248527	0.0993740	0.0648632	0.0647259	1.0000000
750	0.2781605	0.9596567	0.0543106	0.2945332	0.8361860	0.1225946	0.0720320	0.0648970	0.0649238	1.0000000
800	0.2601771	0.9658700	0.0647284	0.3430532	0.8454907	0.1216823	0.0619524	0.0649128	0.0649913	1.0000000
850	0.2524067	0.9541547	0.0859521	0.3781335	0.8498857	0.1213188	0.0652519	0.0649197	0.0650143	1.0000000
900	0.2505232	0.9274600	0.1112857	0.3986474	0.8518860	0.1211758	0.0776207	0.0649226	0.0650222	1.0000000
950	0.2523493	0.8920797	0.1332513	0.4078808	0.8527696	0.1211203	0.0937886	0.0649237	0.0650249	1.0000000
1000	0.2564514	0.8588091	0.1477298	0.4093777	0.8531506	0.1210990	0.1087917	0.0649242	0.0650258	1.0000000

0	0.2662172	0.8474456	0.1399947	0.3906209	0.8534241	0.1210860	0.1189446	0.0649245	0.0650262	1.0000000
50	0.4712487	0.8603310	0.0993510	0.0963615	0.8501891	0.1543763	0.1068692	0.1983660	0.0650262	1.0000000
100	0.5351764	0.9213954	0.0547954	0.0238813	0.8086934	0.2601034	0.0721357	0.2454449	0.0650262	1.0000000
150	0.5647090	0.9649781	0.0397250	0.0060260	0.7133262	0.3644637	0.0453442	0.2620545	0.0650262	1.0000000
200	0.5799875	0.9808610	0.0352590	0.0016538	0.6103218	0.4349801	0.0319315	0.2679145	0.0650262	1.0000000
250	0.5879197	0.9856453	0.0339462	0.0006294	0.5332586	0.4755224	0.0262745	0.2699820	0.0650262	1.0000000
300	0.5921870	0.9870398	0.0335605	0.0004462	0.4850250	0.4968880	0.0240792	0.2707114	0.0650262	1.0000000
350	0.5945480	0.9874472	0.0334471	0.0004690	0.4574611	0.5075464	0.0232663	0.2709687	0.0650262	1.0000000
400	0.5958548	0.9875668	0.0334138	0.0005280	0.4425210	0.5126657	0.0229740	0.2710595	0.0650262	1.0000000
450	0.5965639	0.9876019	0.0334040	0.0005780	0.4347157	0.5150575	0.0228709	0.2710915	0.0650262	1.0000000
500	0.5969379	0.9876123	0.0334012	0.0006113	0.4307564	0.5161519	0.0228351	0.2711028	0.0650262	1.0000000
550	0.4164453	0.9876142	0.0334348	0.1523769	0.4301820	0.4861903	0.0240074	0.1376653	0.0650262	1.0000000
