"Time"	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W

0	0.7260631	0.2186945	0.3720017	0.4913448	0.4158614	1.0589949	1.0633301	0.5362630	0.9745731	1.0052426
50	0.4219045	0.2868238	0.4804382	0.4056920	0.4104665	0.9667636	0.2129627	0.3647784	1.0028318	0.9825034
100	0.3734491	0.5848621	0.5488838	0.3795435	0.4642555	1.0585223	0.1448240	0.3200441	1.0521185	0.8200611
150	0.4143828	0.7475379	0.5528184	0.4621223	0.4629498	1.0147878	0.1084893	0.2768341	0.9998660	0.8538840
200	0.3027749	0.9496138	0.5076906	0.4867756	0.5201365	0.9570239	0.1758851	0.3279638	1.0022980	0.9032967
250	0.3533032	0.8765603	0.4262410	0.4794506	0.4831337	0.9617373	0.1281641	0.3581500	1.0285509	0.8741772
300	0.3881228	0.8925115	0.4952342	0.4958874	0.4989889	0.9396780	0.1314143	0.3641099	1.0108361	0.9121282
350	0.3364287	0.9514409	0.4414377	0.5524767	0.4639136	1.0334288	0.1247270	0.3156612	1.0688558	0.8764263
400	0.3800227	0.8843368	0.3949149	0.5233110	0.4117014	1.0736160	0.1225003	0.2663068	1.0266861	0.9475105
450	0.3930221	0.8985522	0.4222336	0.5292119	0.4341142	1.0278540	0.1106923	0.3199317	0.9829815	0.9240329
500	0.3488871	0.9697306	0.4043437	0.5279338	0.4704256	0.9577158	0.1168973	0.3110307	0.9598531	0.8944725
550	0.7177024	0.7239886	0.4035965	0.5045967	0.4531940	1.0079723	0.8793294	0.4990987	0.9244833	0.9282054
600	0.8170506	0.4150377	0.4968822	0.4958011	0.4726388	1.0349146	0.9465379	0.4794329	1.0002958	0.9709370
650	0.8255869	0.3116824	0.5149416	0.4988535	0.4710065	0.9628515	0.9038391	0.5261161	1.0497933	0.9511113
700	0.7577743	0.2835189	0.4708840	0.4843562	0.4455868	0.8459509	0.9836936	0.5491085	1.1273441	1.0123031
750	0.8033509	0.2613407	0.4543354	0.4915925	0.4834666	1.0148402	0.9704414	0.4288233	1.0076332	0.9932454
800	0.7517322	0.2554234	0.4850725	0.5630127	0.4759254	1.0253769	1.0164670	0.4936874	0.9655054	0.9964560
850	0.6840412	0.2279098	0.3471455	0.5616588	0.4512742	0.9735542	0.9318056	0.5769684	0.9302179	0.9190965
900	0.6728739	0.2295790	0.3678051	0.4606099	0.4795101	0.9602624	1.0616841	0.4963181	0.9451035	0.9453802
950	0.6540763	0.2225961	0.4394817	0.4762095	0.4163543	1.0353510	1.0190521	0.4863418	0.9667769	1.0521197
1000	0.6891789	0.2601200	0.4487484	0.4019864	0.4372277	1.0612947	0.9720409	0.5666257	0.9708955	1.1052532

0	0.7260631	0.2186945	0.3720017	0.4913448	0.4158614	1.0589949	1.0633301	0.5362630	0.9745731	1.0052426
50	0.6512796	0.2467167	0.5224836	0.4704609	0.4686327	1.0129335	0.9361216	0.4972086	1.0017154	1.0104749
100	0.6544504	0.2664719	0.5883052	0.5491297	0.5164767	1.0320341	1.0446959	0.5238604	0.9660760	0.9684380
150	0.6849324	0.2065909	0.5223692	0.6111085	0.4896327	1.0008671	1.0050031	0.5724580	0.8615514	0.9514709
200	0.6619992	0.1967052	0.3627780	0.5449372	0.5306021	1.0337983	0.9422816	0.5680802	1.0428882	0.8953704
250	0.6648019	0.1812496	0.3365822	0.4219844	0.4729470	0.9971224	0.9692367	0.4434724	0.9957138	0.9778341
