YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.3686181	0.3251124	0.2502660	1.0256110	0.9578547	0.5088035	1.0251241	1.0196585	1.0050321	1.0152914
0.7682892	0.2874894	0.2375910	1.0062533	0.9950957	0.5468592	1.0165477	1.0056883	1.0695112	1.0742736
0.7469304	0.3181818	0.1386229	1.0708837	0.9719651	0.5692188	0.8890954	1.0274743	1.0249430	0.9942213
0.9305870	0.6707193	0.4722279	0.5028547	1.0151063	0.6210429	0.9405038	0.9346959	1.0228505	1.0784717
0.8248858	0.4931366	0.2739384	1.0232350	0.5107592	0.5969668	1.0150169	1.0462613	1.0252434	0.9316185
0.8456989	0.5741807	0.3017860	0.9987084	0.9850636	0.2697392	0.9857180	0.9242664	1.0150411	1.0171534
0.8789872	0.5868327	0.2986418	1.0155005	1.0987552	0.3754491	0.5059312	1.0208550	1.0441678	0.9963378
0.8466846	0.5370391	0.2940900	0.9613070	1.0034235	0.6300956	1.0354767	0.4650345	0.9895021	1.0912621
0.9108284	0.5400606	0.2643614	1.0193929	1.0681110	0.6048930	0.9512059	1.0733916	0.4665999	1.0772413
0.9698382	0.5423602	0.2907599	0.9635992	0.9471875	0.5843297	1.0376412	1.0712756	1.0470158	0.5907593
