YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.8895237	0.6814461	0.9952922	0.0004373	0.5286067	0.6554626	1.2703956	0.0213149	0.3071395	0.9815405
0.9198356	0.5194345	0.7927996	0.0122124	0.4987498	0.8763046	0.8345230	0.0086584	0.1907076	0.6819754
0.8276496	0.7293020	0.9741951	0.0783405	0.4652573	0.6438613	0.6817325	0.1838378	0.4158734	1.0716911
0.9331361	0.5694166	1.0686721	0.0027281	0.4963853	0.3438229	0.2034284	0.4683395	0.4248008	1.0452165
0.8025952	0.8068367	0.8940666	0.0712037	0.8576573	0.6991148	0.5388291	0.1495242	0.1707384	1.0598623
0.8248412	0.6481882	0.8856965	0.0895789	0.4249968	0.6994081	0.9060212	0.0553690	0.1856525	1.0136901
0.7934557	0.5747661	0.9816017	0.1712491	0.1176356	0.5362148	0.3446477	0.3081237	0.6091376	1.0295956
0.9362939	0.7702467	0.8914660	0.0227272	0.9965474	0.6300005	0.9452025	0.0346542	0.1322645	0.8896157
0.8623372	0.6770484	0.8437816	0.0027637	0.9610149	0.9630325	1.0240168	0.0117606	0.1554358	1.0226839
0.8878512	0.5809058	1.1236628	0.0304975	0.4151188	0.6841814	0.9345570	0.0174043	0.1217544	1.1325166
