"Time"	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
950	0.2142930	0.4437707	0.4473066	0.9950326	0.4595406	0.9658956	0.9276480	0.3716266	0.1661927	1.0000000
1000	0.2142855	0.4481092	0.4458543	0.9893684	0.4944167	0.9743190	0.9500962	0.3860463	0.1660444	1.0000000

0	0.2144703	0.4391424	0.4673758	0.9651313	0.5234360	0.9799921	0.9697746	0.3940411	0.1681471	1.0000000
50	0.2145327	0.3345890	0.4734984	0.8777643	0.5233962	0.9797837	0.9741857	0.3697698	0.1687034	1.0000000
100	0.2149825	0.2506916	0.5131632	0.7676100	0.5232069	0.9756455	0.9685738	0.2686124	0.1730231	1.0000000
150	0.2158686	0.2103972	0.5793016	0.6970771	0.5216816	0.9566957	0.9053642	0.1702591	0.1821700	1.0000000
200	0.2169102	0.1855222	0.6446905	0.6594432	0.5153457	0.8993318	0.7383281	0.1121067	0.1936347	1.0000000
250	0.2178205	0.1676396	0.6942553	0.6415918	0.4958077	0.7705104	0.5714374	0.0825223	0.2043054	1.0000000
300	0.2184639	0.1552849	0.7261036	0.6351718	0.4505801	0.5938029	0.4748289	0.0669923	0.2124052	1.0000000
350	0.2188323	0.1474701	0.7437783	0.6355709	0.3782116	0.4403826	0.4305132	0.0580020	0.2175385	1.0000000
400	0.2189805	0.1429899	0.7516140	0.6390545	0.2966731	0.3394349	0.4119014	0.0524203	0.2201019	1.0000000
450	0.2189897	0.1407454	0.7535121	0.6426721	0.2263616	0.2804953	0.4042354	0.0488753	0.2208757	1.0000000
500	0.2189379	0.1398696	0.7525933	0.6452162	0.1755978	0.2470024	0.4010175	0.0466579	0.2206973	1.0000000
550	0.2186730	0.2298759	0.7437315	0.7367827	0.1421189	0.2119441	0.2460416	0.0599953	0.2184208	1.0000000
600	0.2176302	0.3024127	0.6976770	0.8511307	0.1166198	0.1931221	0.1480890	0.1406668	0.2083601	1.0000000
650	0.2163850	0.3384853	0.6261433	0.9242758	0.1085826	0.3533649	0.3240846	0.2321699	0.1948966	1.0000000
700	0.2154480	0.3648902	0.5590705	0.9635070	0.1706445	0.6860145	0.6103216	0.2862142	0.1835522	1.0000000
750	0.2148751	0.3893861	0.5100533	0.9828557	0.2921993	0.8734505	0.7914468	0.3137809	0.1758223	1.0000000
800	0.2145619	0.4107732	0.4790443	0.9911123	0.3974679	0.9411890	0.8790257	0.3331316	0.1711364	1.0000000
850	0.2144055	0.4271025	0.4615578	0.9919054	0.4616829	0.9635345	0.9201500	0.3512481	0.1685286	1.0000000
900	0.2143409	0.4379412	0.4534252	0.9877233	0.4946201	0.9718086	0.9414635	0.3679282	0.1672443	1.0000000
950	0.2143304	0.4439818	0.4514775	0.9816502	0.5101190	0.9756799	0.9538888	0.3815060	0.1667814	1.0000000
1000	0.2143486	0.4463937	0.4530894	0.9760391	0.5171985	0.9778622	0.9615656	0.3911140	0.1667895	1.0000000

0	0.2144703	0.4391424	0.4673758	0.9651313	0.5234360	0.9799921	0.9697746	0.3940411	0.1681471	1.0000000
50	0.2144701	0.3731418	0.4673571	0.9651602	0.5235120	0.9821025	0.9687944	0.3574643	0.1246864	1.0000000
100	0.2144699	0.3221891	0.4673370	0.9651580	0.5237507	0.9774116	0.9373958	0.2129578	0.0716074	1.0000000
150	0.2144698	0.3036415	0.4673281	0.9651645	0.5216050	0.9320208	0.6885026	0.0922853	0.0388727	1.0000000
200	0.2144695	0.2980847	0.4672914	0.9657686	0.5019924	0.6945402	0.3322400	0.0343416	0.0220089	1.0000000
250	0.2144653	0.2965993	0.4668554	0.9695406	0.4228582	0.3916471	0.1459571	0.0123202	0.0139937	1.0000000
300	0.2144468	0.2964714	0.4648696	0.9781271	0.3015976	0.2626003	0.0746629	0.0048849	0.0103127	1.0000000
350	0.2144083	0.2973127	0.4606040	0.9870871	0.2040186	0.2274835	0.0498797	0.0025373	0.0086020	1.0000000
400	0.2143610	0.2991635	0.4551678	0.9932180	0.1482489	0.2195203	0.0415561	0.0018251	0.0077661	1.0000000
450	0.2143193	0.3016590	0.4501716	0.9966612	0.1217352	0.2178668	0.0387975	0.0016139	0.0073347	1.0000000
500	0.2142894	0.3041859	0.4464285	0.9984160	0.1104068	0.2175393	0.0378881	0.0015518	0.0071045	1.0000000
550	0.2142706	0.3724117	0.4439735	0.9992645	0.0982866	0.0985600	0.0375889	0.0019665	0.0499473	1.0000000
600	0.2142598	0.4250090	0.4425031	0.9996631	0.0686223	0.0284867	0.0374925	0.0203795	0.1023463	1.0000000
650	0.2142540	0.4446135	0.4416772	0.9998473	0.0436317	0.0132344	0.0413547	0.0972377	0.1346590	1.0000000
700	0.2142510	0.4508023	0.4412344	0.9999314	0.0310291	0.0780192	0.1723170	0.2046816	0.1512993	1.0000000
750	0.2142495	0.4526788	0.4410053	0.9999693	0.0569333	0.4812501	0.5036742	0.2929658	0.1591948	1.0000000
800	0.2142488	0.4532660	0.4408899	0.9999836	0.1838600	0.8057924	0.7560099	0.3484037	0.1627754	1.0000000
850	0.2142485	0.4534655	0.4408410	0.9998004	0.3302743	0.9282907	0.8818995	0.3784539	0.1643557	1.0000000
900	0.2142498	0.4535292	0.4409723	0.9980909	0.4291721	0.9653109	0.9360222	0.3933980	0.1650531	1.0000000
950	0.2142577	0.4534421	0.4418619	0.9932290	0.4815726	0.9760485	0.9581079	0.4004738	0.1654212	1.0000000
1000	0.2142785	0.4529595	0.4442419	0.9861152	0.5059759	0.9793177	0.9670136	0.4037737	0.1657508	1.0000000

0	0.2144703	0.4391424	0.4673758	0.9651313	0.5234360	0.9799921	0.9697746	0.3940411	0.1681471	1.0000000
50	0.2144716	0.4391249	0.4675160	0.9594259	0.6859698	0.9799546	0.9696376	0.3938883	0.1681592	1.0000000
100	0.2145244	0.4387937	0.4728525	0.9074231	0.8494481	0.9799354	0.9695641	0.3939888	0.1686403	1.0000000
150	0.2148203	0.4353248	0.5003955	0.8020113	0.9310861	0.9799566	0.9696094	0.3955530	0.1714827	1.0000000
200	0.2155986	0.4232029	0.5604588	0.6909578	0.9653481	0.9801224	0.9700675	0.4006954	0.1793203	1.0000000
250	0.2169642	0.4012712	0.6401763	0.6058978	0.9786983	0.9805713	0.9713447	0.4105241	0.1934858	1.0000000
300	0.2187750	0.3754058	0.7171881	0.5511304	0.9837089	0.9813592	0.9735867	0.4249234	0.2124588	1.0000000
350	0.2206879	0.3523102	0.7776095	0.5193906	0.9855544	0.9824258	0.9765589	0.4426481	0.2325268	1.0000000
400	0.2223617	0.3350483	0.8189399	0.5022245	0.9862312	0.9836204	0.9797783	0.4613501	0.2501751	1.0000000
450	0.2236205	0.3235325	0.8447213	0.4933735	0.9864832	0.9847678	0.9827559	0.4785874	0.2636615	1.0000000
500	0.2244619	0.3164016	0.8598023	0.4889622	0.9865817	0.9857428	0.9851955	0.4927940	0.2729340	1.0000000
550	0.2249308	0.3122109	0.8677904	0.5026705	0.8248893	0.9864965	0.9870233	0.5034542	0.2785325	1.0000000
600	0.2242860	0.3101293	0.8611870	0.5946477	0.6623591	0.9870271	0.9882900	0.5087089	0.2753335	1.0000000
650	0.2219462	0.3113901	0.8190692	0.7218710	0.5812966	0.9872181	0.9888748	0.4973094	0.2564238	1.0000000
700	0.2192440	0.3190262	0.7430578	0.8242477	0.5473004	0.9866405	0.9880268	0.4605714	0.2302327	1.0000000
750	0.2171981	0.3344523	0.6592206	0.8894036	0.5338913	0.9848255	0.9843244	0.4111967	0.2072536	1.0000000
800	0.2159297	0.3555753	0.5891597	0.9262074	0.5284092	0.9817870	0.9764031	0.3700859	0.1910673	1.0000000
850	0.2152214	0.3781072	0.5396474	0.9456582	0.5256662	0.9783305	0.9652208	0.3480178	0.1809538	1.0000000
900	0.2148479	0.3980731	0.5081972	0.9555923	0.5238481	0.9756995	0.9552827	0.3437354	0.1750709	1.0000000
950	0.2146571	0.4133982	0.4895782	0.9606287	0.5225488	0.9746452	0.9507232	0.3503854	0.1718005	1.0000000
1000	0.2145612	0.4239278	0.4790554	0.9632147	0.5217884	0.9749829	0.9515795	0.3611199	0.1700349	1.0000000

0	0.2144703	0.4391424	0.4673758	0.9651313	0.5234360	0.9799921	0.9697746	0.3940411	0.1681471	1.0000000
50	0.1414358	0.4391279	0.4673571	0.9651616	0.5233985	0.9799893	0.9747011	0.3938866	0.1681457	1.0000000
100	0.0659503	0.4391305	0.4673351	0.9651835	0.5233866	0.9800990	0.9787547	0.3938157	0.1681437	1.0000000
150	0.0276631	0.4391392	0.4673156	0.9651967	0.5234047	0.9802071	0.9804056	0.3937894	0.1681418	1.0000000
200	0.0116022	0.4391487	0.4673012	0.9652008	0.5234357	0.9802678	0.9809883	0.3937847	0.1681403	1.0000000
250	0.0054434	0.4391565	0.4672928	0.9651981	0.5234630	0.9802947	0.9811849	0.3937892	0.1681393	1.0000000
300	0.0032023	0.4391616	0.4672901	0.9651920	0.5234812	0.9803056	0.9812507	0.3937965	0.1681389	1.0000000
350	0.0024142	0.4391640	0.4672913	0.9651855	0.5234915	0.9803100	0.9812733	0.3938033	0.1681390	1.0000000
400	0.0021437	0.4391642	0.4672946	0.9651802	0.5234968	0.9803120	0.9812816	0.3938082	0.1681393	1.0000000
450	0.0020525	0.4391630	0.4672983	0.9651765	0.5234994	0.9803129	0.9812849	0.3938108	0.1681396	1.0000000
500	0.0020222	0.4391614	0.4673016	0.9651741	0.5235006	0.9803133	0.9812863	0.3938114	0.1681400	1.0000000
550	0.0750465	0.4391597	0.4673042	0.9651726	0.5235005	0.9802794	0.9762153	0.3938108	0.1681402	1.0000000
600	0.1505285	0.4391583	0.4673060	0.9651721	0.5234884	0.9801501	0.9720842	0.3938095	0.1681404	1.0000000
650	0.1888144	0.4391573	0.4673069	0.9651741	0.5234558	0.9800309	0.9703968	0.3938081	0.1681405	1.0000000
700	0.2048749	0.4391567	0.4673063	0.9651803	0.5234162	0.9799646	0.9697981	0.3938068	0.1681405	1.0000000
750	0.2110335	0.4391569	0.4673034	0.9651897	0.5233841	0.9799353	0.9695952	0.3938057	0.1681402	1.0000000
800	0.2132746	0.4391581	0.4672982	0.9652000	0.5233635	0.9799238	0.9695276	0.3938049	0.1681397	1.0000000
850	0.2140626	0.4391605	0.4672915	0.9652091	0.5233521	0.9799197	0.9695051	0.3938047	0.1681391	1.0000000
900	0.2143331	0.4391636	0.4672847	0.9652159	0.5233463	0.9799182	0.9694977	0.3938054	0.1681384	1.0000000
950	0.2144242	0.4391670	0.4672788	0.9652204	0.5233437	0.9799178	0.9694954	0.3938072	0.1681378	1.0000000
1000	0.2144545	0.4391701	0.4672741	0.9652233	0.5233425	0.9799178	0.9694951	0.3938097	0.1681373	1.0000000

0	0.2144703	0.4391424	0.4673758	0.9651313	0.5234360	0.9799921	0.9697746	0.3940411	0.1681471	1.0000000
50	0.2144701	0.4470874	0.3710083	0.9651615	0.5234105	0.9802239	0.9696659	0.3964710	0.1759194	0.7208327
100	0.2144699	0.4936240	0.2648422	0.9651804	0.5234631	0.9812021	0.9717289	0.4589414	0.2337653	0.4179907
150	0.2144697	0.5649601	0.2061257	0.9651770	0.5238427	0.9854412	0.9809200	0.6398544	0.3288780	0.2545514
200	0.2144697	0.6291378	0.1788323	0.9651013	0.5249652	0.9905742	0.9903853	0.8142097	0.4094349	0.1809675
250	0.2144700	0.6722362	0.1670748	0.9648811	0.5265168	0.9937144	0.9956071	0.9134163	0.4597707	0.1504416
300	0.2144711	0.6963633	0.1622312	0.9645181	0.5278783	0.9951488	0.9978839	0.9581970	0.4868917	0.1383337
350	0.2144729	0.7083389	0.1603199	0.9640978	0.5287943	0.9957300	0.9987887	0.9764459	0.5003848	0.1336599
400	0.2144753	0.7137892	0.1596188	0.9637127	0.5293182	0.9959547	0.9991348	0.9835951	0.5067957	0.1318868
450	0.2144778	0.7160887	0.1594019	0.9634130	0.5295880	0.9960403	0.9992653	0.9863791	0.5097602	0.1312220
500	0.2144800	0.7169742	0.1593664	0.9632057	0.5297175	0.9960729	0.9993144	0.9874742	0.5111106	0.1309747
550	0.2144817	0.6981623	0.2560541	0.9630742	0.5297744	0.9960339	0.9993328	0.9878406	0.5087610	0.4100505
600	0.2144830	0.6184964	0.3626049	0.9629968	0.5297901	0.9960064	0.9993392	0.9861744	0.4697080	0.7128588
650	0.2144838	0.5373299	0.4215604	0.9629547	0.5297895	0.9959798	0.9993355	0.9757378	0.3864918	0.8762857
700	0.2144843	0.4860820	0.4489851	0.9629340	0.5297800	0.9958847	0.9993053	0.9405795	0.3037246	0.9498650
750	0.2144846	0.4597112	0.4608231	0.9629260	0.5297478	0.9955817	0.9991933	0.8616409	0.2443677	0.9803892
800	0.2144847	0.4474653	0.4657388	0.9629289	0.5296520	0.9948385	0.9988525	0.7446875	0.2082761	0.9924965
850	0.2144848	0.4420958	0.4677329	0.9629489	0.5294227	0.9934080	0.9979409	0.6243723	0.1883500	0.9971701
900	0.2144847	0.4398235	0.4685223	0.9630012	0.5289797	0.9912122	0.9958585	0.5297513	0.1780180	0.9989431
950	0.2144845	0.4388880	0.4688116	0.9631065	0.5282803	0.9885109	0.9920803	0.4676464	0.1728898	0.9996079
1000	0.2144839	0.4385186	0.4688776	0.9632817	0.5273694	0.9858229	0.9868843	0.4314688	0.1704228	0.9998552

0	0.2144703	0.4391424	0.4673758	0.9651313	0.5234360	0.9799921	0.9697746	0.3940411	0.1681471	1.0000000
50	0.2144701	0.4508869	0.3299954	0.9651616	0.5233957	0.9797670	0.9691457	0.3710077	0.1240620	0.8963695
100	0.2144699	0.5256730	0.1786468	0.9651866	0.5231972	0.9753150	0.9534580	0.2617406	0.0707089	0.7839507
150	0.2144696	0.6532769	0.0949437	0.9652585	0.5214183	0.9492008	0.8206764	0.1424359	0.0384688	0.7232800
200	0.2144691	0.7774829	0.0560304	0.9657084	0.5107562	0.8071786	0.4782091	0.0664408	0.0223722	0.6959647
250	0.2144662	0.8638366	0.0392309	0.9681228	0.4548701	0.4240191	0.2160752	0.0288128	0.0150282	0.6846331
300	0.2144530	0.9123808	0.0321836	0.9754964	0.3180077	0.1379867	0.1009715	0.0127118	0.0118139	0.6801385
350	0.2144198	0.9363996	0.0291360	0.9850637	0.1761449	0.0374445	0.0589699	0.0063925	0.0103727	0.6784035
400	0.2143729	0.9475772	0.0276797	0.9920923	0.0892621	0.0115737	0.0446025	0.0040081	0.0096570	0.6777453
450	0.2143284	0.9527674	0.0269089	0.9961056	0.0481823	0.0057827	0.0398063	0.0031020	0.0092609	0.6774985
500	0.2142952	0.9552784	0.0264808	0.9981575	0.0310578	0.0045712	0.0382206	0.0027384	0.0090301	0.6774067
550	0.2142739	0.9200505	0.1561172	0.9991490	0.0243709	0.0044325	0.0377045	0.0352196	0.0846079	0.7810032
600	0.2142616	0.7672262	0.2988787	0.9996129	0.0220682	0.0622336	0.1697627	0.3188418	0.1583771	0.8934095
650	0.2142549	0.6186849	0.3776847	0.9998257	0.0598430	0.5697641	0.6049652	0.5748758	0.1843829	0.9540757
700	0.2142514	0.5301372	0.4142272	0.9999163	0.2091036	0.8740731	0.8502462	0.6525820	0.1855805	0.9813893
750	0.2142499	0.4868209	0.4299531	0.9996247	0.3588000	0.9637851	0.9458284	0.6193233	0.1797809	0.9927202
800	0.2142513	0.4674859	0.4367006	0.9971774	0.4504375	0.9845282	0.9784404	0.5532972	0.1741304	0.9972146
850	0.2142619	0.4590970	0.4405761	0.9911947	0.4952215	0.9876675	0.9874395	0.4952631	0.1703613	0.9989495
900	0.2142875	0.4550333	0.4445808	0.9833983	0.5143604	0.9866644	0.9875250	0.4558281	0.1683448	0.9996077
950	0.2143255	0.4522107	0.4494099	0.9763493	0.5216604	0.9849583	0.9844441	0.4322682	0.1675210	0.9998544
1000	0.2143669	0.4495107	0.4544376	0.9712739	0.5240355	0.9834819	0.9808176	0.4188783	0.1673589	0.9999462

0	0.2144703	0.4391424	0.4673758	0.9651313	0.5234360	0.9799921	0.9697746	0.3940411	0.1681471	1.0000000
50	0.2144701	0.4391279	0.4673571	0.9651615	0.5234065	0.9803720	0.9735428	0.4195249	0.1769289	0.6897114
100	0.2144699	0.4391304	0.4673353	0.9651794	0.5235442	0.9823713	0.9798033	0.4865662	0.2422744	0.3531090
150	0.2144697	0.4391389	0.4673190	0.9651600	0.5241151	0.9863244	0.9872594	0.6349354	0.3439973	0.1714496
200	0.2144698	0.4391462	0.4673236	0.9650514	0.5252523	0.9905984	0.9933991	0.7825609	0.4238314	0.0896627
250	0.2144703	0.4391437	0.4673760	0.9648107	0.5266505	0.9933563	0.9968024	0.8738150	0.4704228	0.0557339
300	0.2144715	0.4391192	0.4675028	0.9644574	0.5278594	0.9947220	0.9983480	0.9191382	0.4941341	0.0422762
350	0.2144733	0.4390611	0.4677074	0.9640664	0.5286890	0.9953245	0.9989921	0.9395243	0.5053743	0.0370813
400	0.2144756	0.4389667	0.4679626	0.9637129	0.5291793	0.9955786	0.9992514	0.9483097	0.5104969	0.0351106
450	0.2144779	0.4388454	0.4682268	0.9634372	0.5294420	0.9956842	0.9993547	0.9520316	0.5127821	0.0343717
500	0.2144800	0.4387147	0.4684638	0.9632444	0.5295737	0.9957280	0.9993958	0.9535933	0.5137923	0.0340968
550	0.2144816	0.4385917	0.4686542	0.9631202	0.5296367	0.9957430	0.9993329	0.9522586	0.5129692	0.3442837
600	0.2144827	0.4384880	0.4687941	0.9630452	0.5296649	0.9957374	0.9992713	0.9496492	0.4816714	0.6808486
650	0.2144835	0.4384080	0.4688899	0.9630023	0.5296743	0.9957102	0.9992370	0.9387953	0.4006073	0.8624942
700	0.2144840	0.4383506	0.4689517	0.9629793	0.5296693	0.9956024	0.9991885	0.9039465	0.3144815	0.9442760
750	0.2144843	0.4383119	0.4689893	0.9629692	0.5296356	0.9952774	0.9990521	0.8311406	0.2510557	0.9782030
800	0.2144844	0.4382873	0.4690103	0.9629712	0.5295348	0.9945260	0.9986734	0.7259123	0.2119954	0.9916600
850	0.2144845	0.4382729	0.4690182	0.9629914	0.5293028	0.9931284	0.9977191	0.6161793	0.1902796	0.9968547
900	0.2144844	0.4382665	0.4690118	0.9630441	0.5288671	0.9910131	0.9956272	0.5275254	0.1789725	0.9988253
950	0.2144842	0.4382681	0.4689847	0.9631482	0.5281892	0.9884133	0.9919167	0.4677397	0.1733454	0.9995642
1000	0.2144836	0.4382803	0.4689262	0.9633192	0.5273096	0.9858074	0.9868442	0.4320977	0.1706339	0.9998391

0	0.2144703	0.4391424	0.4673758	0.9651313	0.5234360	0.9799921	0.9697746	0.3940411	0.1681471	1.0000000
50	0.2144709	0.4471536	0.3702908	0.9621528	0.6200196	0.9799581	0.9696464	0.3946659	0.1681531	1.0000000
100	0.2144959	0.4940488	0.2641977	0.9382589	0.7171732	0.9801961	0.9702419	0.4115231	0.1683815	1.0000000
150	0.2146173	0.5649654	0.2092530	0.8912396	0.7657348	0.9818207	0.9743561	0.4682652	0.1695499	1.0000000
200	0.2148877	0.6248856	0.1906608	0.8401623	0.7862935	0.9850660	0.9819030	0.5524271	0.1722983	1.0000000
250	0.2152812	0.6578455	0.1908222	0.7993579	0.7946157	0.9884191	0.9888638	0.6323994	0.1765200	1.0000000
300	0.2157151	0.6674144	0.1981412	0.7719820	0.7980670	0.9908301	0.9933531	0.6907729	0.1814325	1.0000000
350	0.2161071	0.6638735	0.2064579	0.7554407	0.7995901	0.9922652	0.9957823	0.7267857	0.1861189	1.0000000
400	0.2164126	0.6557316	0.2132774	0.7460683	0.8003072	0.9930392	0.9969920	0.7464082	0.1899773	1.0000000
450	0.2166254	0.6476361	0.2180848	0.7409640	0.8006601	0.9934317	0.9975705	0.7559418	0.1928218	1.0000000
500	0.2167618	0.6413087	0.2211801	0.7382509	0.8008369	0.9936194	0.9978395	0.7599831	0.1947514	1.0000000
550	0.2168375	0.6161058	0.3602744	0.7454621	0.7054164	0.9937013	0.9979595	0.7601790	0.1959233	1.0000000
600	0.2167482	0.5317432	0.5058681	0.7901400	0.6094106	0.9936718	0.9979750	0.7376494	0.1953947	1.0000000
650	0.2163635	0.4543198	0.5659110	0.8491184	0.5614438	0.9932406	0.9977017	0.6658255	0.1917162	1.0000000
700	0.2158296	0.4132909	0.5673417	0.8965082	0.5411871	0.9919197	0.9965712	0.5628303	0.1860223	1.0000000
750	0.2153451	0.4006203	0.5451629	0.9271078	0.5329552	0.9893724	0.9934104	0.4701867	0.1803747	1.0000000
800	0.2149926	0.4030405	0.5201647	0.9447362	0.5292438	0.9858284	0.9869034	0.4099375	0.1759112	1.0000000
850	0.2147670	0.4111272	0.5003510	0.9542881	0.5270321	0.9822219	0.9777538	0.3805760	0.1728243	1.0000000
900	0.2146337	0.4197148	0.4869142	0.9593482	0.5253606	0.9795715	0.9693299	0.3714918	0.1708634	1.0000000
950	0.2145587	0.4266598	0.4785623	0.9620628	0.5240910	0.9782459	0.9643808	0.3726263	0.1696853	1.0000000
1000	0.2145175	0.4315434	0.4736230	0.9635718	0.5232656	0.9779615	0.9629608	0.3773991	0.1690020	1.0000000

0	0.2144703	0.4391424	0.4673758	0.9651313	0.5234360	0.9799921	0.9697746	0.3940411	0.1681471	1.0000000
50	0.2145970	0.4387307	0.4791331	0.8005207	0.6132026	0.9860480	0.9713513	0.4370177	0.1661719	1.0000000
100	0.2157423	0.4298984	0.5571181	0.5863751	0.7039671	0.9905795	0.9773155	0.4724481	0.1726614	1.0000000
150	0.2190997	0.4021663	0.6845565	0.4388313	0.7496967	0.9924944	0.9827589	0.4981468	0.1994578	1.0000000
200	0.2255790	0.3656511	0.8017664	0.3511665	0.7691135	0.9934941	0.9867611	0.5391209	0.2459634	1.0000000
250	0.2349282	0.3347836	0.8824899	0.3026040	0.7768128	0.9943859	0.9902318	0.5972385	0.2988972	1.0000000
300	0.2454014	0.3141798	0.9300550	0.2769256	0.7798105	0.9952526	0.9931759	0.6571517	0.3448545	1.0000000
350	0.2548757	0.3021084	0.9557429	0.2638089	0.7810115	0.9959572	0.9952983	0.7063044	0.3783822	1.0000000
400	0.2621128	0.2955451	0.9689442	0.2572783	0.7815294	0.9964473	0.9966350	0.7413752	0.4002315	1.0000000
450	0.2669766	0.2921320	0.9755376	0.2540842	0.7817756	0.9967579	0.9974136	0.7643809	0.4134328	1.0000000
500	0.2699501	0.2904053	0.9787765	0.2525386	0.7819033	0.9969453	0.9978509	0.7786797	0.4209991	1.0000000
550	0.2666939	0.2895786	0.9770379	0.3896630	0.6935011	0.9952967	0.9980688	0.7695920	0.4251896	1.0000000
600	0.2494408	0.2901727	0.9441878	0.5937255	0.6042927	0.9941852	0.9980870	0.7517039	0.3863226	1.0000000
650	0.2332473	0.2954701	0.8595661	0.7515104	0.5595249	0.9936023	0.9979119	0.7011176	0.3183165	1.0000000
700	0.2235179	0.3090203	0.7491459	0.8504047	0.5405699	0.9926274	0.9972169	0.6068431	0.2586589	1.0000000
750	0.2186129	0.3307381	0.6494693	0.9059212	0.5329132	0.9905613	0.9950408	0.5011077	0.2186291	1.0000000
800	0.2163301	0.3566755	0.5765333	0.9351298	0.5295137	0.9871275	0.9895576	0.4201564	0.1950316	1.0000000
850	0.2153045	0.3816671	0.5295100	0.9499300	0.5274278	0.9829135	0.9796956	0.3755156	0.1820699	1.0000000
900	0.2148486	0.4020551	0.5015406	0.9573362	0.5256635	0.9792631	0.9684227	0.3598257	0.1752398	1.0000000
950	0.2146451	0.4166670	0.4857517	0.9611124	0.5241393	0.9771948	0.9607652	0.3606211	0.1717292	1.0000000
1000	0.2145527	0.4261596	0.4771133	0.9631330	0.5230473	0.9766984	0.9584163	0.3679080	0.1699490	1.0000000
