YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0.5805352	0.3676959	0.3375176	0.3343587	1.0419726	0.0003227	0.4474603	0.2412975	0.0841980	0.9832553
0.5685215	0.4905519	0.3815370	0.2970810	0.9398366	0.0323782	0.9757363	0.0796655	0.0385248	0.7619278
0.4725464	0.6482004	0.9041037	0.1680754	0.7855631	0.0331899	0.5396027	0.0000526	0.0165243	0.7556081
0.7233947	0.7083972	0.8185870	0.1152311	1.0096588	0.0006808	1.0201475	0.0000738	0.0082046	1.0562741
0.5844740	0.6746519	0.7674159	0.1985466	0.6339491	0.0074211	0.3363158	0.6176320	0.0278334	1.0314841
0.4792098	0.6659681	0.9211858	0.1212660	1.0247288	0.0013112	1.0259757	0.0003901	0.0187704	1.0314927
0.5675714	0.7620500	0.8044195	0.1517759	1.0059178	0.0051872	0.7031718	0.0007894	0.0249657	0.6027113
0.5389557	0.8148327	0.7353628	0.1680937	1.0113169	0.0457465	1.0432205	0.0008555	0.0101224	1.0791016
0.6656354	0.7924768	0.8333014	0.0475143	1.0144786	0.0038128	0.8120232	0.2126688	0.0160541	0.5568251
0.1000457	0.0145166	0.1145933	0.4698399	0.2186783	0.2739835	0.0924385	0.9216989	0.9434005	1.0115252
