YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.0000000	0.8985528	0.9744587	0.0523658	0.8933029	0.0000000	1.0177167	0.0142579	0.0980598	1.0934426
0.0000000	0.0000000	1.0414260	0.0460595	0.9183563	0.9586532	1.1156772	0.0121035	0.0643215	0.9666271
0.0000000	1.0294196	0.0000000	0.0650588	1.0601043	1.0693478	1.0923151	0.0137984	0.0891516	1.0907250
0.0000000	0.9331349	0.9566859	0.0678280	0.9944351	0.9693619	1.0264109	0.0000000	0.0639149	1.0130054
0.0000000	0.9688130	0.9920119	0.0857594	0.9361372	0.9548585	1.0505507	0.0093946	0.0000000	0.9843149
0.0000000	1.1123658	1.0721582	0.0728632	1.0584406	1.0045550	0.9392105	0.0133030	0.0619269	0.0000000
0.0659021	0.0000000	0.9295008	0.0497449	0.9285895	0.0000000	0.9557213	0.0166874	0.0885670	0.9435473
0.0416904	0.0000000	1.0320086	0.0576803	0.9692558	1.0058947	1.0008594	0.0195484	0.0956483	0.0000000
0.8028204	0.6589769	0.9740476	0.0636344	0.9740369	0.0000000	0.9192418	0.0178111	0.0000000	1.0261792
0.8905054	0.6530625	1.0063240	0.0968183	0.9394765	0.0000000	1.0168772	0.0245053	0.0695591	0.0000000
