YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.4160530	0.6661886	0.6187427	0.0789735	0.7813546	0.7067987	0.9165459	0.4749226	0.8381541	0.4711266
0.4644734	0.8761057	0.7345644	0.1097490	0.6163077	0.8755906	0.8157458	0.6231195	0.5908620	0.6498758
0.2003550	0.6446251	0.4952663	0.0629379	0.6730165	0.7069703	0.7360689	0.6861674	0.6315170	0.6301506
0.2335437	0.7073020	0.7503241	0.1262067	0.6654784	0.7574396	0.9351091	0.7864082	0.5777235	0.7137917
0.3829200	0.7354792	0.6684504	0.0397391	0.8165989	0.8701198	0.6478068	0.7805592	0.5827770	0.6568538
0.3040567	0.6773242	0.8327143	0.1416053	0.6525122	0.2292854	0.7981732	0.7184276	0.7164504	0.8905714
0.3623855	0.5626171	0.6062933	0.3783033	0.2910222	0.4811907	0.7762191	0.9157205	0.8390656	0.6139257
0.3353274	0.6889697	0.6316014	0.0866847	0.7065114	0.6165627	0.6301241	0.8146622	0.7384647	0.7324217
0.2744244	0.6411846	0.5803847	0.0889677	0.8030421	0.7269823	0.6243626	0.4605861	0.8870409	0.5845216
0.2255789	0.6371379	0.6160169	0.0761745	0.7471984	0.6825253	0.7034654	0.4992212	0.6601634	0.7558729
