"Time"	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
950	0.6592368	0.5796480	0.6237952	0.2095688	0.1124416	0.8549306	0.7193896	0.5156409	0.7817470	0.8436348
1000	0.7027926	0.4122526	0.4983913	0.3078094	0.1442642	0.7639553	0.7729017	0.5701689	0.7912755	0.9850971

0	0.7530335	0.1415286	0.3210342	0.3882103	0.2086363	0.7119314	0.7958907	0.5311668	0.8067004	0.5465650
50	0.8063397	0.2017069	0.2228994	0.2589698	0.1166438	0.7539620	0.9444330	0.3841748	0.7635223	0.8319963
100	0.7760136	0.1651873	0.4338798	0.1280492	0.1000788	0.8008161	0.6644894	0.3735281	0.6795601	0.7474672
150	0.7050531	0.2200860	0.5820427	0.0663606	0.1032552	0.7262434	0.7884959	0.4170972	0.6724826	0.8198697
200	0.6128889	0.3949604	0.6863285	0.0452860	0.0621011	0.5885798	0.6951785	0.5204031	0.7114069	0.7763561
250	0.7900590	0.3876701	0.6739131	0.0516781	0.0707559	0.6846424	0.6843308	0.4259152	0.6655843	0.9929265
300	0.6593786	0.5086891	0.7798228	0.0365048	0.0872874	0.7125762	0.7867353	0.5188480	0.7644719	0.6387655
350	0.8068723	0.6408265	0.7769471	0.0240910	0.0935819	0.6816655	0.6578711	0.4345309	0.5780344	0.7416884
400	0.6900375	0.6751379	0.7171897	0.0242237	0.0997719	0.6450098	0.6973517	0.5294031	0.7297376	0.7571106
450	0.7154423	0.6359010	0.7394910	0.0099191	0.1233894	0.6968475	0.7176545	0.4860683	0.8753118	0.8369089
500	0.6859401	0.7306198	0.7853292	0.0209590	0.1262799	0.6103764	0.7889596	0.4630089	0.7580168	0.7060400
550	0.8148336	0.6124296	0.7000609	0.0577412	0.1030118	0.6044765	0.7917958	0.4451640	0.8058617	0.7119544
600	0.6662709	0.6721989	0.8235975	0.1636635	0.0805589	0.6550533	0.7174342	0.4988019	0.7316715	0.8038934
650	0.7730046	0.5942941	0.5634268	0.1751325	0.1208217	0.8732225	0.7299637	0.5291294	0.7712852	0.6875473
700	0.6890279	0.5500977	0.4902378	0.1542820	0.1128681	0.8258864	0.8003598	0.5770204	0.7606023	0.7009649
750	0.7668936	0.5197769	0.4608845	0.2121050	0.1218260	0.8681536	0.7158735	0.4650952	0.6707090	0.7963037
800	0.7031775	0.5793168	0.4145836	0.1946011	0.1213255	0.9121247	0.7099696	0.6089838	0.7333347	0.6730891
850	0.8053488	0.4506951	0.5120639	0.2796043	0.1274070	0.6142588	0.6846807	0.4956491	0.7508698	0.7165118
900	0.9847020	0.3480033	0.4354703	0.1495542	0.1283429	0.7187119	0.7257835	0.6283054	0.7476373	0.7410948
950	0.7506159	0.4205788	0.4436914	0.1901723	0.1033475	0.7575737	0.8328613	0.5111055	0.7526400	0.9383907
1000	0.7315868	0.4860377	0.5096109	0.2093536	0.1845875	0.8046552	0.7926095	0.6075796	0.7796827	0.9379755

0	0.7740783	0.1858235	0.2932055	0.2782431	0.1272185	0.6403384	0.8002522	0.7176544	0.8067124	0.6019062
50	0.8736580	0.2034488	0.2251896	0.3416853	0.1281535	0.7682551	0.8224777	0.6641790	0.6006102	0.7701111
100	0.6711172	0.1290607	0.1698693	0.3381181	0.0487109	0.7484686	0.8455593	0.4822382	0.4881698	0.4163679
150	0.6576433	0.1002595	0.2636029	0.3369633	0.0560008	0.6746278	0.8367834	0.3225994	0.2208640	0.4668265
200	0.7635745	0.0966122	0.3173060	0.3535292	0.0349553	0.6773103	0.8210025	0.2205934	0.1955614	0.2863344
250	0.7477304	0.1646096	0.2856166	0.4206638	0.0278786	0.9015519	0.7430692	0.0757168	0.1494706	0.3460724
300	0.8820095	0.0909093	0.2710760	0.3060268	0.0375814	0.7399107	0.7495277	0.0398347	0.1094026	0.2439668
350	0.7374419	0.1053182	0.1900944	0.2586062	0.0187538	0.8332623	0.8534711	0.0184887	0.1080951	0.1985684
400	0.6912083	0.1244540	0.1879360	0.3194554	0.0385868	0.7752081	0.6393413	0.0157729	0.0914178	0.1722091
450	0.8457196	0.0736898	0.2119032	0.4307254	0.0344111	0.7531924	0.7464498	0.0227982	0.0878376	0.2253225
500	0.6715730	0.0900484	0.1597487	0.3542212	0.0503807	0.7665879	0.7627388	0.0038041	0.1559063	0.2737461
550	0.6686988	0.1623822	0.1638224	0.4132192	0.0633651	0.9022559	0.7142615	0.0111270	0.3170334	0.3139377
600	0.4782094	0.0694419	0.2150450	0.2640123	0.0551904	0.7628087	0.6959484	0.0475249	0.6271447	0.6288163
650	0.3895650	0.1280908	0.4071144	0.3866011	0.1157633	0.7400844	0.8302182	0.0935666	0.6661397	0.7720211
700	0.4613457	0.1088403	0.3739765	0.2480035	0.1332022	0.7981528	0.9282509	0.2932141	0.7002963	0.6931020
750	0.7105250	0.1355476	0.3561407	0.2928750	0.1239892	0.6584744	0.6034484	0.4299326	0.6910554	0.7485091
800	0.6044046	0.1321181	0.3713046	0.3800148	0.1328985	0.7098602	0.7069457	0.4420775	0.7693057	0.7455599
850	0.7440968	0.1286824	0.4668960	0.3449454	0.0972855	0.8349645	0.7226681	0.4588815	0.7633864	0.8191149
900	0.7441940	0.2387505	0.3512886	0.3044735	0.1070645	0.8178593	0.7765119	0.4682998	0.7008306	0.7590935
950	0.6474199	0.2367223	0.2724496	0.4119186	0.1811187	0.6399654	0.9672314	0.4787120	0.8274474	0.7498290
1000	0.8631372	0.2188694	0.3640885	0.4042304	0.2085854	0.5424381	0.7921240	0.5079958	0.7708932	0.7990377

0	0.6524694	0.1168477	0.3189060	0.3665732	0.1476835	0.7296549	0.8841977	0.6781622	0.8031680	0.6276435
50	0.6796638	0.3953972	0.3516925	0.3185381	0.1099141	0.7864574	0.8237456	0.5053092	0.7181886	0.7738552
100	0.7903171	0.4818624	0.5166313	0.2925892	0.1355040	0.8908041	0.8107081	0.6629997	0.7005087	0.9625824
150	0.7801064	0.5176915	0.5493191	0.1434943	0.0807110	0.8549518	0.7167867	0.4673211	0.6353951	0.7645568
200	0.7769481	0.6060744	0.6814023	0.1413772	0.0907666	0.7637684	0.7109880	0.5184515	0.6722982	0.7380608
250	0.6415991	0.5815000	0.7111927	0.1223272	0.1032491	0.6515044	0.8303438	0.3927066	0.6326316	0.6531518
300	0.7829122	0.6933272	0.8286487	0.0787932	0.0660565	0.7966278	0.6178731	0.4230080	0.6636873	0.8309743
350	0.7446611	0.7370102	0.6059531	0.1011358	0.0734314	0.8776390	0.6872075	0.3635852	0.6091426	0.7237719
400	0.6643175	0.7712252	0.7068904	0.1411021	0.0975755	0.8128247	0.5572852	0.4217914	0.5982498	0.8036375
450	0.7088273	0.9559025	0.7856134	0.0711273	0.1158886	0.7343702	0.7028129	0.3927688	0.8642819	0.9104413
500	0.8179115	0.6704736	0.6678677	0.0806102	0.1109012	0.7137735	0.6850927	0.4476660	0.7336051	0.7011264
550	0.8760311	0.7067044	0.7362606	0.1089797	0.1358855	0.8353559	0.7087636	0.4952560	0.6278347	0.8120665
600	0.8369358	0.6812226	0.6688641	0.1062815	0.0966433	0.7599774	0.6754313	0.5554243	0.6952145	0.7929193
650	0.7820758	0.7320658	0.7330952	0.0673226	0.1383971	0.8238532	0.6940620	0.4654830	0.8551108	0.8224585
700	0.7070862	0.5243577	0.6541664	0.1716095	0.1517614	0.6713027	0.8153849	0.4045580	0.6882964	0.9469919
750	0.6694403	0.6612381	0.6223820	0.2065461	0.1592743	0.7317067	0.7183264	0.5359245	0.7030070	0.8040342
800	0.8249664	0.4804580	0.5537239	0.1822209	0.1682037	0.6271064	0.7626731	0.5328788	0.7703111	0.7628091
850	0.7070620	0.5718554	0.4976131	0.2006491	0.2256171	0.8549064	0.7246177	0.6187529	0.6926391	0.7006273
900	0.5932789	0.6257678	0.4146445	0.3625913	0.2069481	0.9098578	0.8805549	0.5820192	0.6604442	0.7634515
950	0.7216519	0.4182812	0.4735044	0.2291376	0.1206747	0.8601070	0.8059590	0.4712997	0.7569589	0.8770135
1000	0.5911192	0.3392100	0.5722127	0.2078733	0.1529962	0.8385920	0.8407270	0.5000946	0.8250321	0.7515912

0	0.7422651	0.1688577	0.2970630	0.3464252	0.1337173	0.6754183	0.7704236	0.6203448	0.8635136	0.6610404
50	0.7001744	0.2810650	0.2589434	0.3685187	0.1227864	0.7314161	0.6289610	0.5373040	0.7594320	0.7595208
100	0.7178112	0.3371290	0.2269165	0.3497412	0.1160582	0.4320285	0.7201969	0.4641132	0.8081633	0.7776730
150	0.7952986	0.3057230	0.1922341	0.3577664	0.3030423	0.2403331	0.7045361	0.5304676	0.8253743	0.6226708
200	0.6697565	0.4200670	0.2284522	0.5333072	0.4215622	0.1859134	0.7080260	0.4602510	0.7971067	0.7028824
250	0.7506073	0.4214957	0.0985306	0.7248553	0.4831017	0.1411769	0.7875054	0.5816877	0.8442158	0.5675763
300	0.7630377	0.3109546	0.0739594	0.6479183	0.5681118	0.1397783	0.6834139	0.6030066	0.7951071	0.5891235
350	0.7329603	0.2936186	0.0768106	0.6826486	0.5213827	0.1778479	0.6575682	0.5104147	0.7221037	0.7064034
400	0.8524928	0.3328453	0.0560478	0.6486044	0.6046813	0.1529735	0.6805317	0.5372959	0.8184301	0.6730432
450	0.8450367	0.2955250	0.0699020	0.6355630	0.4359305	0.1402243	0.6187965	0.6266668	0.8111087	0.5911530
500	0.6150347	0.3343290	0.0912846	0.7750486	0.6562778	0.1574311	0.6159349	0.5487538	0.7515753	0.6141841
550	0.6845767	0.2663633	0.1454971	0.7086479	0.7114231	0.2603038	0.6766344	0.5777163	0.7433785	0.7737483
600	0.6550630	0.1131393	0.1073523	0.6233529	0.5466333	0.4951113	0.7235219	0.5852244	0.7521560	0.6651153
650	0.6618895	0.0728461	0.1553580	0.6617880	0.4232149	0.5670695	0.6433787	0.4209799	0.7710989	0.7839119
700	0.6673706	0.0664634	0.1687470	0.6804131	0.3646690	0.5729788	0.7642166	0.3928016	0.7218348	0.6760291
750	0.6744683	0.0613321	0.1515946	0.4913856	0.1792607	0.7267409	0.7542815	0.5820305	0.6754288	0.7679108
800	0.4862780	0.0877698	0.1793573	0.4483563	0.2192164	0.6222799	0.7999170	0.4786657	0.7892499	0.8804128
850	0.5245971	0.0706991	0.2715918	0.3866203	0.1584559	0.7767594	0.9519710	0.4926547	0.8523777	0.7289326
900	0.6125875	0.0630369	0.2100404	0.4180010	0.1532400	0.7406923	0.7411159	0.5111497	0.8293047	0.7093834
950	0.5549999	0.0711991	0.1899930	0.5093906	0.1310436	0.7000986	0.8176843	0.5212421	0.8911735	0.7174136
1000	0.5747833	0.1175235	0.2840481	0.4365115	0.1070592	0.8560013	0.8955847	0.5729440	0.7820179	0.7580198

0	0.6521323	0.2079976	0.2988426	0.3579572	0.1329658	0.6854683	0.9122780	0.4777026	0.7540738	0.7360914
50	0.7662942	0.2298065	0.3293539	0.3736160	0.1484442	0.6796328	0.7752911	0.4995929	0.7797768	0.8119681
100	0.8243583	0.0871966	0.3217762	0.3536506	0.0551048	0.5539842	0.7946641	0.5313153	0.8358987	0.7919486
150	0.7116279	0.1179488	0.3456723	0.2462459	0.0672977	0.7107496	0.7021080	0.5893614	0.6811973	0.7414904
200	0.6869156	0.1586564	0.3709414	0.2650766	0.0793396	0.6268411	0.6507264	0.4929087	0.8175512	0.8945621
250	0.6874688	0.2037573	0.4053611	0.2975509	0.0300048	0.8460080	0.7998964	0.4817665	0.7709887	0.7303929
300	0.8006835	0.2444488	0.3879157	0.2649842	0.0283079	0.6775033	0.6787073	0.4525326	0.7669156	0.7027146
350	0.7138181	0.3069261	0.4118453	0.3110593	0.0169868	0.6345727	0.7239265	0.4229089	0.7494567	0.7253632
400	0.6683295	0.2693387	0.3262708	0.3917218	0.0481056	0.7123579	0.7936873	0.5285804	0.6448987	0.8169057
450	0.6805140	0.1823279	0.2429731	0.3243584	0.0342816	0.7897713	0.7544035	0.5352268	0.7271384	0.7430757
500	0.6958973	0.1637591	0.3496336	0.3357083	0.0249996	0.6912097	0.6045672	0.5565837	0.7634204	0.7675961
550	0.7157556	0.1606273	0.3030928	0.2970084	0.0950789	0.7400076	0.8745472	0.4293472	0.8057283	0.7443374
600	0.7664446	0.2299783	0.3665361	0.2576169	0.0914463	0.8820461	0.9251171	0.4756495	0.8173103	0.7372072
650	0.7481513	0.3960490	0.4650037	0.2869916	0.1497747	0.5944490	0.7273593	0.5858826	0.8750864	0.6858080
700	0.7633421	0.3188817	0.3444849	0.3888788	0.2031144	0.5764882	0.6877953	0.6544272	0.7264221	0.8484810
750	0.6958889	0.2910093	0.4250494	0.4509014	0.2154472	0.6735500	0.8492005	0.7445840	0.6971780	0.8497204
800	0.7091621	0.3093133	0.3363337	0.2493471	0.2491947	0.9302944	0.7928744	0.6030149	0.8205460	0.6699793
850	0.7720210	0.2261856	0.3408710	0.3738608	0.1751239	0.7584959	0.6422429	0.5949238	0.8232040	0.6941233
900	0.7401399	0.1839198	0.3170684	0.3931758	0.1068852	0.9002243	0.6555664	0.6249472	0.9514831	0.7927536
950	0.6920100	0.1766480	0.2471891	0.2970471	0.1171131	0.8482570	0.7682067	0.5355836	0.6761956	0.7278470
1000	0.7926656	0.1920575	0.3378858	0.3790274	0.1325781	1.0000754	0.9625749	0.4331410	0.7121861	0.6917464

0	0.7866980	0.1994800	0.3098714	0.3471986	0.0850857	0.7010381	0.7509412	0.5830562	0.8212585	0.6187868
50	0.5735740	0.1321402	0.2366127	0.2926546	0.1235859	0.7733355	0.7411296	0.4473165	0.5940415	0.6908568
100	0.6869775	0.1340214	0.1821745	0.3846218	0.0958168	0.6720883	0.5653839	0.4857203	0.3615985	0.6919641
150	0.5929696	0.0812549	0.2866965	0.3912265	0.0418057	0.8354065	0.6220163	0.1889095	0.1832083	0.8352551
200	0.5085883	0.0657457	0.2596920	0.4197873	0.0179434	0.7325132	0.7304818	0.1322467	0.0738951	0.6942127
250	0.5038326	0.0498990	0.2118864	0.4928519	0.0278861	0.7514524	0.5405698	0.0412996	0.0260925	0.7134083
300	0.4824062	0.1171890	0.1930528	0.3233740	0.0450546	0.7802381	0.5288024	0.0259082	0.0244030	0.7870267
350	0.3355605	0.0650966	0.1119790	0.3936813	0.0283498	0.6824028	0.5435132	0.0421259	0.0221851	0.6511490
400	0.3389304	0.0611854	0.2060133	0.4140376	0.0184228	0.7319587	0.6566531	0.0156373	0.0532130	0.6874421
450	0.3337590	0.0956647	0.2070066	0.4805807	0.0169565	0.8575793	0.4874673	0.0188105	0.0046401	0.8913582
500	0.3458055	0.0739497	0.1865728	0.4481057	0.0413456	0.7953650	0.5995085	0.0227695	0.0103329	0.6952484
550	0.4065130	0.0555884	0.2271824	0.4125310	0.0524270	0.7547920	0.5988780	0.0223566	0.2778754	0.8694893
600	0.4204325	0.0887924	0.2237997	0.5321402	0.0978316	0.6904795	0.7177877	0.0130842	0.4569836	0.7502860
650	0.4004903	0.0699625	0.2745504	0.4345070	0.1464156	0.5848372	0.6908785	0.1084585	0.5990940	0.7570291
700	0.3829917	0.1179237	0.2040713	0.3362414	0.1172405	0.6376143	0.7237629	0.2308227	0.6967514	0.8102845
750	0.6415230	0.1516904	0.2938369	0.4372462	0.1666736	0.7152236	0.6681346	0.4656149	0.8746615	0.7079657
800	0.5486144	0.1285889	0.3019810	0.2915590	0.0911155	0.7298988	0.7401585	0.5124368	0.7443783	0.7049570
850	0.6685465	0.2003299	0.3353066	0.2917409	0.0842880	0.8211821	0.7671008	0.5041448	0.7554638	0.8356589
900	0.6652130	0.1575028	0.3405445	0.3047200	0.1115351	0.8233505	0.7470961	0.5231550	0.9658289	0.7388086
950	0.6338222	0.2265592	0.3834253	0.2790206	0.1240717	0.7306838	0.9293220	0.4976884	0.8178296	0.7201359
1000	0.6495924	0.2190872	0.3030779	0.2725842	0.1734980	0.6764167	0.9388856	0.6338107	0.8236515	0.8361238

0	0.7125184	0.1814523	0.3028897	0.2517448	0.1260499	0.6637409	0.8148282	0.5092409	0.8200355	0.6153356
50	0.7548669	0.1397805	0.2868735	0.3162192	0.1140385	0.7614599	0.5761239	0.5111629	0.5731227	0.8289934
100	0.8673034	0.0658136	0.1996389	0.3727649	0.1966951	0.5853823	0.3705813	0.3483305	0.6781819	0.7353270
150	0.8221709	0.0585638	0.2844226	0.4829634	0.1815027	0.6748851	0.2468721	0.4522608	0.7026155	0.7781386
200	0.6372746	0.0650369	0.2222770	0.5467171	0.1800993	0.8092541	0.1000957	0.4585811	0.6752077	0.7597066
250	0.9714013	0.0711169	0.2219429	0.4348592	0.1811894	0.8437774	0.1689219	0.4110510	0.8018637	0.8346220
300	0.7463311	0.0987643	0.2487629	0.3867964	0.1770081	0.8688213	0.2006611	0.4092513	0.7740094	0.8857702
350	0.7677238	0.1416780	0.2659094	0.2912210	0.1159266	0.7652091	0.1526240	0.5035459	0.8903436	0.7481516
400	0.7125969	0.1091777	0.2552988	0.3504629	0.0731042	0.8388300	0.1716854	0.5244725	0.8588576	0.7904470
450	0.6570133	0.0807333	0.2167532	0.3325099	0.0881818	0.7200748	0.1182868	0.5333150	0.8022872	0.8612947
500	0.6281769	0.1068362	0.2908937	0.3543184	0.0945963	0.7472455	0.1405580	0.4159687	0.7421575	0.7510491
550	0.6948451	0.0964676	0.2364798	0.3474670	0.0465613	0.7239888	0.3579062	0.4578097	0.6599400	0.7034020
600	0.5587136	0.0830409	0.3301287	0.3630705	0.0543136	0.7633897	0.5711543	0.4632661	0.7030582	0.9596025
650	0.6819462	0.1801185	0.3011021	0.3991144	0.0984864	0.7364257	0.6787358	0.4563217	0.8857260	0.6718105
700	0.6577118	0.1727803	0.2408753	0.3549671	0.1443305	0.7637004	0.7719224	0.5237849	0.8555989	0.8194526
750	0.6288153	0.1344868	0.2707269	0.3521787	0.1187864	0.8129688	0.7703882	0.5475715	0.8463206	0.7838447
800	0.6446635	0.0933695	0.2999162	0.2977472	0.1374998	0.7122658	0.7583565	0.6342846	0.8421441	0.6605518
850	0.7081093	0.1649311	0.2860649	0.3737290	0.1300834	0.9186342	0.7027766	0.5272495	0.7016697	0.8159383
900	0.8701375	0.1249249	0.3116698	0.3144403	0.1752879	0.6417364	0.8407621	0.5143787	0.8720791	0.7894923
950	0.7500955	0.1309876	0.3371365	0.3031901	0.1217721	0.7757539	0.7557446	0.5655759	0.7638574	0.6563975
1000	0.6494300	0.1077279	0.3089985	0.3630099	0.1273988	0.7694148	0.9754648	0.4882779	0.7687698	0.6606407

0	0.7107015	0.2031137	0.3118018	0.3362979	0.1038518	0.7125838	0.8388125	0.5460227	0.7127630	0.6980413
50	0.7550144	0.1740378	0.3657703	0.3832226	0.1377674	0.6890652	0.7718641	0.5812681	0.7825731	0.5614108
100	0.6993683	0.1619154	0.3495871	0.4001561	0.1159200	0.8326290	0.7671612	0.6136626	0.7964243	0.2202288
150	0.6645045	0.1483440	0.3232328	0.3752783	0.0907736	0.6438080	0.7131678	0.5819932	0.7411163	0.1708757
200	0.7186023	0.2333288	0.3730594	0.3665426	0.1100455	0.6993410	0.7253792	0.5226442	0.6789680	0.0272083
250	0.6110827	0.1509214	0.3160926	0.3059104	0.1348284	0.7880381	0.6684120	0.4761802	0.7296159	0.0329508
300	0.6798603	0.1437234	0.2993812	0.3637813	0.0821847	0.7610663	0.9247878	0.5919465	0.6512477	0.0063523
350	0.6109187	0.1086487	0.2351802	0.4188813	0.1126328	0.6615004	0.7623523	0.4607960	0.7677243	0.0047947
400	0.5626788	0.1551257	0.2917682	0.4307339	0.1057888	0.7708852	0.7198791	0.6505387	0.9344629	0.0050182
450	0.5660406	0.2399547	0.2559975	0.3251008	0.1591645	0.7035134	0.9472983	0.6157164	0.8260155	0.0000000
500	0.6185858	0.1384496	0.3270586	0.3453929	0.1149661	0.7266021	0.8224238	0.5506103	0.7078260	0.0013398
550	0.7336193	0.1657684	0.3125033	0.2798852	0.1502373	0.7134535	0.8398094	0.4478464	0.7090483	0.2313483
600	0.7424681	0.1872003	0.3122702	0.4471942	0.1556669	0.7659805	0.7426593	0.5555184	0.7753538	0.3975843
650	0.7573231	0.1172823	0.3586438	0.2547558	0.1183419	0.7714886	0.7449795	0.6043767	0.8710156	0.5943334
700	0.7104449	0.1525781	0.2877818	0.3444982	0.1605556	0.7013902	0.7406133	0.5656326	0.7338012	0.6246507
750	0.6629097	0.1453214	0.3754973	0.2525562	0.1590599	0.6766343	0.7321391	0.6757683	0.7023248	0.7365118
800	0.6672443	0.1886848	0.3021520	0.3143683	0.2131871	0.6697701	0.6590371	0.5551151	0.7299516	0.8306829
850	0.5740190	0.2245131	0.4100050	0.2604166	0.0733839	0.7164263	0.8433323	0.6651053	0.9036199	0.8535111
900	0.6962233	0.2113832	0.4164679	0.2592708	0.1421491	0.7999122	0.8808576	0.6755812	0.8439927	0.8264074
950	0.6749618	0.2361931	0.3316093	0.2934144	0.1168887	0.7955801	0.8921026	0.5730144	0.7818912	0.8052752
1000	0.5616264	0.2186202	0.3257456	0.3251734	0.0993861	0.8295397	0.8956182	0.7123059	0.7716296	0.8268798
