YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.0027079	0.5277006	0.3311623	0.9701733	0.5085417	0.9935727	0.9605446	0.7586411	0.2181307	0.8604197
0.0701592	0.2986216	0.5921394	0.7343201	0.5052903	0.9852109	0.9834300	0.4371346	0.2000707	0.9932161
0.2144385	0.5007066	0.3668039	0.9697354	0.5098918	0.9969235	0.9992090	0.9056787	0.3620507	0.5758318
0.0619346	0.2812442	0.5348357	0.8096623	0.5070518	0.9838242	0.9670892	0.3859499	0.1201983	1.0000000
0.0794414	0.4162419	0.5146372	0.9062167	0.6355073	0.9891909	0.9524705	0.5142718	0.2089073	0.8617380
0.0026551	0.4844523	0.3900595	0.8794604	0.5270396	0.9313056	0.7561551	0.2256688	0.1170861	1.0000000
0.0944186	0.4493004	0.4486663	0.9555790	0.5485982	0.9893894	0.9981667	0.7529866	0.2468705	0.7977703
0.2144293	0.4417108	0.4625975	0.9710435	0.5058552	0.9869155	0.9586167	0.6466423	0.2362058	0.6976931
0.2153419	0.4299930	0.4219416	0.8588253	0.6921420	0.9958201	0.9990481	0.8660445	0.3687499	0.5867929
0.2150639	0.2462588	0.5298048	0.8886514	0.6580461	0.9759428	0.9436675	0.3249981	0.1823138	0.9776988
