"Time"	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0	0.8457619	0.7701653	0.9873349	0.0898721	0.8827231	0.8539161	1.0785104	0.0207522	0.2166565	1.0900608
50	0.9219788	0.6692955	0.8678031	0.0632445	0.6025087	0.8421393	0.9957101	0.0199584	0.1570407	0.5878562
100	0.7667321	0.5890641	1.0157744	0.0697084	0.4151222	0.8473875	1.0046858	0.0364280	0.1368273	0.3062456
150	0.8642025	0.5946894	1.0547847	0.0803912	0.3381892	0.7696780	1.0422645	0.0251341	0.0950708	0.1565909
200	0.7573249	0.6706417	0.9924280	0.0699689	0.3167021	0.6912165	1.0497954	0.0307284	0.0859820	0.0957060
250	0.8765651	0.6335862	0.9330162	0.0594694	0.2824847	0.6696170	1.0150471	0.0225355	0.0562598	0.0910768
300	0.7898455	0.5860572	0.9041891	0.0478869	0.2542751	0.6868107	1.0440566	0.0246300	0.0632136	0.0806379
350	0.8228250	0.5412661	0.9719165	0.0841918	0.2166587	0.6387134	1.0814664	0.0182539	0.0957405	0.0639571
400	0.7980348	0.6221644	0.8970098	0.0861238	0.2393489	0.6655572	1.0650019	0.0161373	0.0788609	0.0411545
450	0.9035323	0.5366272	0.9951912	0.0590703	0.2683303	0.7832302	1.1297294	0.0178400	0.0706390	0.0494380
500	0.8116999	0.4777329	1.0037550	0.0682189	0.2674238	0.8120569	1.0123330	0.0135650	0.0632386	0.0502191
550	0.8136638	0.6239592	0.9973246	0.0698740	0.5183819	0.8894630	1.0209235	0.0198355	0.0825093	0.4177215
600	0.7536083	0.6630000	0.9357174	0.0613528	0.7506113	0.9701215	1.0273006	0.0244132	0.1020902	0.8408223
650	0.9246166	0.6548126	0.9466450	0.0695451	0.8994481	0.9113178	1.0214502	0.0255587	0.1982753	0.8989527
700	0.8368317	0.6202907	1.0271696	0.0812852	0.8834300	0.9680784	1.0970086	0.0204903	0.1477411	0.9846801
750	0.8098510	0.6149000	0.9796274	0.0551473	0.8815962	0.9116242	1.1261202	0.0321236	0.2156535	0.9575660
800	0.8700424	0.7110254	1.1383169	0.0768847	0.8266696	0.8955950	0.9612860	0.0150800	0.2133719	1.0429367
850	0.8361574	0.6998818	1.0411497	0.0615439	0.8248337	0.8747695	1.0030451	0.0161994	0.2310785	1.0667698
900	0.8255381	0.7456113	1.0804463	0.0607551	0.7943979	0.8892263	1.0479980	0.0311893	0.2241219	1.0265152
950	0.8375428	0.7278353	1.1352329	0.0551275	0.8505593	0.8390018	0.9875845	0.0159512	0.2300533	0.9918952
1000	0.8647748	0.6133213	1.1169966	0.0963577	0.7641504	0.9001743	0.9737351	0.0197117	0.2342459	0.9824899

0	0.8457619	0.7701653	0.9873349	0.0898721	0.8827231	0.8539161	1.0785104	0.0207522	0.2166565	1.0900608
50	0.8481052	0.5972344	0.7867783	0.0606239	0.8906900	0.8401574	0.9072026	0.3034662	0.1877740	0.8412609
100	0.9093746	0.4471128	0.5583834	0.0692805	0.8861172	0.6449682	0.5718853	0.5254016	0.1861197	0.8191686
150	0.8687038	0.4327500	0.4218820	0.0614523	0.9739547	0.5387515	0.3708373	0.6577708	0.1641790	0.7425006
200	0.8115408	0.4455314	0.3811991	0.0690637	0.8817764	0.4423257	0.1976859	0.8573180	0.1106267	0.6748301
250	0.7767090	0.4727588	0.3487061	0.0692021	0.9368765	0.3996599	0.1852313	0.8968356	0.0816651	0.6724598
300	0.6792281	0.4615852	0.3854295	0.0817637	0.9111064	0.3945088	0.1323504	0.8373298	0.0877788	0.6690041
350	0.7882064	0.5644749	0.3471135	0.0612734	0.9231011	0.3444982	0.1000395	0.8892112	0.0941911	0.7174589
400	0.9145908	0.4705418	0.2997505	0.0815986	0.9289091	0.3770985	0.0840995	0.9474629	0.1160079	0.8265009
450	0.8159654	0.4289963	0.2879396	0.0752129	0.9246880	0.3233774	0.0986155	0.8609373	0.1296449	0.7506216
500	0.8386965	0.4258370	0.2732327	0.0645294	0.9302066	0.3188995	0.1016811	0.7809616	0.1098396	0.7440985
550	0.7713439	0.5308262	0.4889495	0.0803587	0.9565966	0.3594269	0.1027434	0.6806319	0.0837290	0.8148085
600	0.7661019	0.6304211	0.7458097	0.0777274	1.0071333	0.4158770	0.1396666	0.4043599	0.0903593	0.8914807
650	0.7912237	0.7440318	0.9280766	0.0761146	0.9912870	0.4932676	0.2136040	0.2078692	0.1255717	0.9556052
700	0.8242996	0.7639106	1.0329827	0.0638858	0.9934044	0.5921765	0.3456677	0.1256071	0.1709631	0.9738894
750	0.8391789	0.6544529	1.0205627	0.0753449	0.9488930	0.6174622	0.6243360	0.0672666	0.2164107	0.9390264
800	0.8152807	0.6938104	0.9470601	0.0997519	0.9118546	0.6864961	0.7576674	0.0594604	0.2025246	0.9991463
850	0.8644851	0.6731283	0.9907074	0.1253540	0.8838173	0.7687540	0.8473462	0.0364561	0.2017970	0.9652311
900	0.8509662	0.6331792	0.9295865	0.0704024	0.8223798	0.7361642	1.0342853	0.0192457	0.1961962	1.0653543
950	0.9158230	0.6199867	0.9472524	0.0840024	0.8349936	0.8122093	1.0066388	0.0353757	0.2097752	0.9946626
1000	0.9366987	0.6756310	0.9285898	0.0599414	0.8803000	0.8304254	1.0087003	0.0144905	0.2498277	0.9627898

0	0.8457619	0.7701653	0.9873349	0.0898721	0.8827231	0.8539161	1.0785104	0.0207522	0.2166565	1.0900608
50	0.9077243	0.6024033	1.0502683	0.0557562	0.8287287	1.0070633	1.0355773	0.0165272	0.2410838	1.0226053
100	1.0324947	0.5522182	0.9877543	0.0592457	0.8652866	0.9135455	0.9022423	0.0076759	0.2566590	0.9473087
150	0.9823239	0.4875157	0.9345861	0.0495382	0.9883108	0.9752740	0.9549964	0.0143131	0.2121234	0.9065304
200	0.8988832	0.4832690	1.0181496	0.0581460	1.0232633	1.0622220	0.9925225	0.0136943	0.1800958	0.8800020
250	1.0048090	0.5628377	1.1532930	0.0711288	0.8692123	0.9884659	0.9578335	0.0234559	0.1673175	0.8686577
300	1.0455020	0.4807090	1.1005676	0.0565269	0.9392155	1.0329113	1.0148630	0.0106830	0.1686240	0.9506270
350	1.0593109	0.4957506	1.0222117	0.0565862	0.8809955	0.9519164	0.9837731	0.0030095	0.1512563	1.0016864
400	1.0249160	0.4741331	0.9703240	0.0558012	0.8680894	0.9546155	0.9888730	0.0068519	0.1345144	1.0355542
450	0.9144793	0.4118653	1.0768242	0.0411669	0.8996782	0.8904693	0.9977010	0.0038234	0.1477378	0.9249047
500	0.9370275	0.4583575	1.0623582	0.0596650	0.9981979	0.9676925	0.9391688	0.0082501	0.1283837	0.8948372
550	0.8565218	0.5269556	0.9050241	0.0786849	0.9812643	0.9541383	0.9525647	0.0067772	0.1184886	1.0242589
600	0.8302042	0.5151317	1.0483317	0.0696597	0.9558150	0.9252417	0.9881840	0.0190033	0.1688908	0.9612914
650	0.7517443	0.5678884	0.9963310	0.0521285	0.9410999	0.9039911	1.0642330	0.0147396	0.1669468	0.9720427
700	0.8093965	0.6526749	0.9569941	0.0694014	1.0002324	0.9772818	1.0197645	0.0199994	0.1551835	0.9869616
750	0.8043954	0.7811853	0.9869856	0.0822719	1.0054216	1.0145314	0.9780528	0.0070273	0.2152796	0.8826055
800	0.9128408	0.6292942	1.0569026	0.0687214	0.9117808	0.9229217	1.0390394	0.0169685	0.2329707	0.9938257
850	0.9560036	0.5766793	1.0103876	0.0632942	0.9527721	0.9764601	1.1617611	0.0368963	0.2269831	1.0455911
900	1.0129488	0.5797442	0.9804219	0.0663474	0.9824621	0.9486653	0.9899076	0.0232323	0.1517515	0.9869912
950	0.9135580	0.5406706	1.0169938	0.0863479	0.8903685	0.9477289	0.9770858	0.0203589	0.2252780	1.0115411
1000	0.8296725	0.5212081	0.9095876	0.0908878	0.8699271	0.9019754	0.9864982	0.0300908	0.2039683	1.0614018

0	0.8457619	0.7701653	0.9873349	0.0898721	0.8827231	0.8539161	1.0785104	0.0207522	0.2166565	1.0900608
50	0.9466884	0.6262843	1.1022885	0.0906193	0.8711792	0.8876150	0.6982243	0.0142908	0.2675658	0.9974560
100	0.8815770	0.6533160	0.9953431	0.0982753	0.8981115	0.9588981	0.3743897	0.0323736	0.2409937	1.0377670
150	0.9577081	0.6313653	1.0146392	0.0752880	0.8886541	0.9007744	0.2396044	0.0360113	0.2214508	1.0296784
200	0.8977492	0.5457884	0.9215533	0.0960233	0.8013650	0.9870062	0.1573705	0.0316565	0.1996173	0.9578087
250	0.8265679	0.6901200	0.9137998	0.0701306	0.8848946	0.9090514	0.1098232	0.0281204	0.1591022	1.0046905
300	0.9055184	0.5862151	0.8862444	0.0561526	0.9370570	0.8988483	0.1257322	0.0426458	0.1614005	0.9920177
350	0.8482115	0.6308463	0.9381951	0.0668178	0.9550125	0.8974035	0.1146116	0.0361694	0.1931214	0.9760879
400	0.8201835	0.6749652	1.1081166	0.0390887	0.9301835	0.9105774	0.0920210	0.0244305	0.2192141	0.9065206
450	0.8072148	0.6194241	1.0055192	0.0707596	0.8738445	0.9006110	0.1117018	0.0182649	0.1979698	0.9491728
500	0.8932649	0.6555693	1.0176843	0.1074778	0.9268782	0.8331519	0.1165232	0.0226511	0.2570702	1.0203917
550	0.7720156	0.7115568	0.9094393	0.0978586	0.9729821	0.8355155	0.3285297	0.0187629	0.2296549	0.9750687
600	0.8418165	0.6820301	0.9596307	0.1142710	0.9914046	0.8917813	0.6342377	0.0240111	0.2099872	0.9856015
650	0.8826624	0.6892274	1.0151495	0.0946608	0.9867989	0.8760830	0.8258210	0.0201885	0.1997151	1.0158245
700	0.9617160	0.6005954	0.9439798	0.0731473	1.0227313	0.8802248	0.9350339	0.0166843	0.2901198	0.9756076
750	0.9818577	0.4681440	0.9514510	0.0686100	0.9375321	0.8745184	1.0446291	0.0207227	0.2159582	1.0361311
800	0.7784810	0.5277897	0.8171898	0.0883207	0.9147058	0.9258629	0.8986717	0.0331349	0.1905156	1.1089766
850	0.7062468	0.5464621	0.8716739	0.0695893	0.9514072	0.9532944	1.0034912	0.0160174	0.1809163	1.0713069
900	0.7022607	0.6958135	0.9696114	0.0754262	0.9259050	0.9325160	0.8903071	0.0187151	0.1808772	1.0689934
950	0.7556860	0.7213697	0.9651069	0.0812159	1.0041197	0.9356322	0.9285690	0.0060219	0.2094283	1.0275668
1000	0.7863938	0.7351374	0.8575844	0.0865043	0.9032166	1.0607307	0.9861826	0.0135564	0.2539316	1.1107972

0	0.8457619	0.7701653	0.9873349	0.0898721	0.8827231	0.8539161	1.0785104	0.0207522	0.2166565	1.0900608
50	0.8480659	0.6069378	1.0097339	0.0506605	0.8077454	0.8549424	0.9273790	0.0151679	0.5101665	1.1235254
100	0.8573027	0.6279977	0.9977796	0.0620003	0.6348799	0.8468196	0.6121684	0.0330609	0.5818047	1.0206656
150	0.8175674	0.6360628	1.0590335	0.0681666	0.5261031	0.7634709	0.4912871	0.0675519	0.7722359	1.0875361
200	0.8060243	0.6997071	1.0361460	0.0553437	0.2957898	0.6803119	0.3830207	0.0901548	0.8879394	1.1760604
250	0.8865313	0.7135286	1.1008018	0.0535947	0.2335126	0.5995497	0.3440517	0.1566722	0.8942822	1.1461739
300	0.8486290	0.6505809	1.0039908	0.0597956	0.1814732	0.6383281	0.2509824	0.1568897	0.8370180	1.0662146
350	0.8884481	0.6204370	1.0678431	0.0791405	0.1947984	0.5517650	0.2252993	0.2010612	0.8870528	0.9909372
400	0.9003185	0.5514012	1.1164878	0.0801500	0.1980028	0.5767057	0.2173583	0.2218833	0.8268074	1.0841174
450	0.8292705	0.5280430	0.9864480	0.0987880	0.2192536	0.5444661	0.1911280	0.2606161	0.8342388	1.0603909
500	0.8589888	0.5915241	0.9809895	0.0965504	0.1648849	0.5030037	0.2079497	0.2479155	0.8094530	1.0009633
550	0.7109774	0.6375891	1.0492786	0.0647584	0.2341318	0.5453494	0.2923347	0.1884225	0.5138375	1.0140544
600	0.7154135	0.7119987	0.9494258	0.0810417	0.3704602	0.5729860	0.3634841	0.1655499	0.3434184	0.9168105
650	0.7605395	0.7647427	0.8718848	0.0776044	0.5647096	0.6306660	0.5765900	0.1209253	0.2513962	1.0537017
700	0.8235763	0.7308877	0.8884219	0.0766104	0.6862044	0.6622113	0.7765537	0.0698509	0.2432580	0.9336101
750	0.8832936	0.7150214	0.9820451	0.0593050	0.7950681	0.7360874	0.7869467	0.0628853	0.2381177	1.0416266
800	0.8612110	0.7781753	1.0892527	0.0561490	0.8066591	0.8301924	0.7875997	0.0503855	0.2615386	1.1297027
850	0.8405230	0.7440707	0.9107306	0.0626191	0.7900865	0.8759729	0.8816783	0.0301463	0.2369647	1.0728056
900	0.8608911	0.7312250	0.8887692	0.0600221	0.9377110	0.8540695	0.9712148	0.0250933	0.2261178	0.9819700
950	0.8932304	0.6833000	0.9493841	0.0801294	0.9133669	0.8055618	0.9668369	0.0364850	0.2775157	1.0431401
1000	0.8313569	0.6800999	0.9605902	0.0772491	0.9171539	0.9336428	0.9849747	0.0380495	0.2389439	1.0052324

0	0.8457619	0.7701653	0.9873349	0.0898721	0.8827231	0.8539161	1.0785104	0.0207522	0.2166565	1.0900608
50	0.9134227	0.5925006	1.0449823	0.0598039	0.8755761	0.8478883	1.0536552	0.0211444	0.2603319	0.7100486
100	0.9150301	0.5737374	1.0592315	0.0725669	0.8274911	0.6972349	0.7668467	0.0218376	0.1920892	0.5875328
150	0.9112776	0.6184243	1.0225634	0.0683788	0.8683492	0.7302796	0.6494518	0.0273953	0.1333904	0.4697539
200	0.8848830	0.6595120	0.9675252	0.0392822	0.8487948	0.7272114	0.7447184	0.0243058	0.0885233	0.5046002
250	0.8472258	0.6741890	1.1201164	0.0548206	0.8662279	0.6813302	0.6252113	0.0301784	0.1092943	0.4593606
300	0.7959500	0.6616814	0.9873412	0.0866649	0.9446197	0.6140537	0.5914521	0.0249326	0.1085093	0.4718302
350	0.7638993	0.6365411	1.0498632	0.0693910	0.9623940	0.6558328	0.5870805	0.0214809	0.1075921	0.4836459
400	0.8473356	0.7124128	1.0944280	0.0587889	1.0027083	0.6844153	0.6414156	0.0164152	0.1554341	0.5171967
450	0.8306284	0.6196576	0.9196598	0.0864382	0.9296353	0.6810901	0.5806903	0.0361715	0.0940286	0.5249963
500	0.9249713	0.6595486	1.0580504	0.0786818	1.0014522	0.6303489	0.5190101	0.0306686	0.0929360	0.4934965
550	0.9000767	0.6317210	1.1622868	0.0757419	0.8966484	0.6614126	0.7262395	0.0298707	0.0841519	0.7817980
600	0.8938003	0.6201321	1.0919877	0.0460553	0.9679370	0.7664031	0.8576230	0.0185135	0.1337088	0.8571514
650	0.8242171	0.6745011	1.0126040	0.0941295	0.9665815	0.9178017	0.8282445	0.0204993	0.1214459	1.0819413
700	0.9008569	0.6798488	0.9391837	0.0629325	1.0156355	0.9236053	0.8882560	0.0131653	0.2241083	1.0558008
750	0.9029181	0.5715773	0.9464082	0.0918884	0.9870003	0.8783019	0.9240638	0.0125195	0.2323849	0.9946771
800	0.8228000	0.5835018	0.9532973	0.0884126	0.9500381	0.8478012	0.9580893	0.0148459	0.2614617	1.0257424
850	0.8495534	0.6643723	1.0719370	0.0475632	0.9176204	0.8808021	0.9384500	0.0211924	0.2495337	1.0660183
900	0.7994601	0.6255882	1.1846040	0.0536483	0.7477939	0.9602503	0.9683611	0.0412822	0.2286783	0.9634556
950	0.8202081	0.6122385	1.0598933	0.0657786	0.7502048	0.8782987	0.9959094	0.0215317	0.2454154	0.9270394
1000	0.9736743	0.7293726	1.0041385	0.0932709	0.8967653	0.8833082	1.0262559	0.0328333	0.2207635	0.9480540

0	0.8457619	0.7701653	0.9873349	0.0898721	0.8827231	0.8539161	1.0785104	0.0207522	0.2166565	1.0900608
50	0.8171702	0.5783209	0.9885440	0.0768590	0.7742132	0.7165730	0.9871561	0.0443300	0.2508547	0.9992707
100	0.8541322	0.6575510	1.0212665	0.0490424	0.7511631	0.4256912	0.9767490	0.1387823	0.2371199	0.9519409
150	0.8371732	0.6299109	0.9599374	0.0665853	0.8171688	0.2267266	0.8680651	0.2221211	0.1808003	1.0327302
200	0.7910342	0.6388834	0.9903941	0.0874612	0.9009257	0.1183271	0.6874558	0.2124408	0.1362513	1.0221866
250	0.9245431	0.6635259	1.0209355	0.0622918	0.9944384	0.0534729	0.5459589	0.1589371	0.0882395	1.0433573
300	0.9160412	0.6612235	0.9915648	0.0807584	1.0180601	0.0498383	0.5571207	0.1580152	0.1085912	0.9780370
350	0.9335693	0.6000794	0.9582036	0.0958672	1.0814392	0.0536087	0.6407201	0.1662796	0.0807847	1.0146799
400	0.9376778	0.6370182	0.8942477	0.0664391	1.0634832	0.0508437	0.6906367	0.2022264	0.1071182	1.0705658
450	0.9247032	0.6113662	0.8923098	0.0406391	0.9848298	0.0463586	0.5924767	0.1549071	0.0921471	1.0720583
500	0.7860786	0.5792184	0.9176773	0.0403733	0.9020245	0.0425555	0.5931707	0.1851422	0.0759675	1.0706766
550	0.7811819	0.6767362	1.0422403	0.0544872	0.9866096	0.2047044	0.7143599	0.1186333	0.0646764	0.9851493
600	0.7953316	0.6652170	1.0473998	0.0710503	1.0364074	0.4749232	0.7845005	0.1176490	0.0734740	0.9861443
650	0.9137203	0.6632269	1.0302184	0.0561399	0.9967904	0.6358943	0.7795984	0.0799151	0.1292938	0.8981253
700	0.9539809	0.7604570	0.9749625	0.0431908	0.9326940	0.7885259	0.8648952	0.0661902	0.1640865	0.9051767
750	0.9779655	0.5967603	1.0342014	0.0594741	0.8894427	0.8574963	0.9946055	0.0380480	0.1738455	0.9430972
800	0.8829115	0.5300601	0.9562653	0.0528808	0.9346423	0.8437673	1.0073782	0.0263734	0.1821730	0.8603875
850	0.8533801	0.5497321	0.9746885	0.0977522	0.9147533	0.8878940	0.9267329	0.0379373	0.1794555	0.9930626
900	0.8277310	0.6528742	0.8937768	0.0711420	0.8059252	1.0050301	0.9640001	0.0307806	0.2120769	1.0809612
950	0.8204517	0.6018813	0.8490829	0.0841472	0.9233454	0.9365652	0.8948646	0.0198396	0.2287010	1.1488254
1000	0.8175698	0.6366134	0.9212345	0.1107405	0.7985107	0.9224331	0.9621614	0.0167044	0.2054732	0.9289541

0	0.8457619	0.7701653	0.9873349	0.0898721	0.8827231	0.8539161	1.0785104	0.0207522	0.2166565	1.0900608
50	0.9286569	0.5995444	1.0602406	0.0440864	0.6310083	0.8818706	0.9558401	0.0940376	0.2452082	1.0941416
100	0.9965682	0.5194254	1.0032072	0.0035108	0.4526941	0.8496008	0.8232879	0.2108562	0.2378353	1.1107906
150	1.0503409	0.5349768	1.0092459	0.0070406	0.3616985	0.7487792	0.6281423	0.2644194	0.1904875	1.0549396
200	1.0114761	0.5259139	0.9737880	0.0067482	0.3547500	0.6815197	0.5061007	0.3143198	0.2608054	1.0740348
250	0.8821000	0.5744942	1.0014199	0.0051077	0.2938173	0.5929294	0.4048215	0.3270703	0.2246928	1.0323893
300	0.9050101	0.6094968	1.0510580	0.0022796	0.3166721	0.5373797	0.3445116	0.3356140	0.1791749	1.0486653
350	0.8650252	0.5831957	0.9120055	0.0041522	0.3301029	0.5391956	0.2964010	0.3170386	0.2382584	0.9687239
400	0.8659698	0.6240203	1.0335911	0.0016852	0.2378191	0.5310300	0.2710667	0.3131633	0.2183014	1.0247770
450	0.8415293	0.5441043	1.0907011	0.0089766	0.3290905	0.4568345	0.2858612	0.3290839	0.1882095	1.0064190
500	0.8587858	0.5435979	1.0572851	0.0033906	0.3063991	0.5510359	0.3082041	0.3122379	0.1892288	1.0036353
550	0.8998626	0.6102429	1.0907590	0.0448028	0.5842577	0.5611826	0.3458346	0.2466242	0.1463407	0.9328934
600	0.8032831	0.6606699	0.9562774	0.0404812	0.8358643	0.6281111	0.3382925	0.1797464	0.1565087	1.0155442
650	0.7616371	0.7260149	0.9365641	0.0568416	1.0128617	0.5977191	0.4792876	0.1180327	0.1520569	0.9343593
700	0.8381967	0.7260033	1.0660443	0.0613842	0.9367287	0.6834205	0.6408221	0.0631056	0.2089285	1.0713225
750	0.8979588	0.7662596	1.0177432	0.0546693	0.8694718	0.7541759	0.7905803	0.0419168	0.2152435	0.9575212
800	0.9557134	0.6408210	0.9616159	0.0446275	0.8398676	0.8661166	0.8590061	0.0310589	0.2261807	1.0488128
850	0.9252858	0.5876890	1.0364958	0.0631444	0.8949607	0.8963903	0.8940023	0.0163752	0.2148490	1.0406050
900	0.8770808	0.5601029	1.0042293	0.0654045	0.8911048	0.9671104	0.9387536	0.0174962	0.1919572	1.0243987
950	0.8732770	0.5909326	0.9215894	0.0610925	0.7840851	0.9446727	1.0471895	0.0150670	0.1987673	1.0103846
1000	0.9516388	0.6691383	0.9240354	0.0602472	0.9973710	0.9920097	1.0415739	0.0135492	0.2021740	0.9709786

0	0.8457619	0.7701653	0.9873349	0.0898721	0.8827231	0.8539161	1.0785104	0.0207522	0.2166565	1.0900608
50	0.8671018	0.5247641	1.0261567	0.0579558	0.8302303	0.9980282	1.0469878	0.0164360	0.5004736	1.0295072
100	0.7009172	0.3898339	0.9459641	0.1043379	0.6759653	0.9911362	1.0210525	0.0228324	0.8841735	0.9835609
150	0.6433533	0.4257173	0.9421844	0.0569173	0.3739081	0.8997127	1.0009629	0.0375530	0.9793602	1.0258790
200	0.6188452	0.4856849	0.9864906	0.0740971	0.2470191	0.8714513	0.9624042	0.0571283	1.1035726	0.9293393
250	0.6519665	0.4446381	0.9755241	0.0647342	0.1549902	0.9419943	1.0780182	0.0483888	1.1353173	0.9748669
300	0.7131724	0.5419505	0.9163926	0.0981959	0.1333184	0.9017882	1.0477692	0.0503857	1.0345004	0.9149871
350	0.6723849	0.4864902	0.9163136	0.2097952	0.1067731	0.8389568	0.9409875	0.0445464	0.9380571	0.9991526
400	0.6931580	0.4893926	0.9513873	0.2299263	0.1594342	0.9070695	0.9558320	0.0470689	0.9153703	1.0698533
450	0.7062350	0.4709304	0.9073552	0.1874267	0.1528290	0.9348422	0.9303472	0.0778982	0.9369686	1.0038684
500	0.7051658	0.4441153	0.9241257	0.1426620	0.1490671	0.9007720	0.9105194	0.0603259	0.9974224	1.0794189
550	0.6128063	0.5981053	0.9091969	0.1246411	0.1490179	0.9907119	0.9823611	0.0557078	0.6874870	1.0246122
600	0.7466403	0.7867262	0.9363602	0.1134472	0.2460617	0.9531882	0.9779421	0.0590887	0.4227790	1.0185109
650	0.8454087	0.7030124	0.9383245	0.0992977	0.4263969	0.9646075	0.9534637	0.0414403	0.2849537	0.9628951
700	0.9374795	0.7792772	1.0466289	0.0947241	0.6110318	0.8940259	0.9829615	0.0503804	0.2570878	0.9629530
750	0.9084478	0.6654630	1.0524619	0.0720331	0.7801983	0.8208743	1.0103165	0.0431703	0.2517472	0.9535587
800	0.8150429	0.6388328	1.0573130	0.0511618	0.8452455	0.8792501	1.0986925	0.0378251	0.2476027	0.8313224
850	0.8402004	0.6279459	1.0161127	0.0492448	0.8382544	0.8358795	1.0193792	0.0308887	0.2178405	0.9132061
900	0.9154313	0.5792534	0.8783778	0.0741917	0.8549278	0.8929672	1.0875375	0.0197707	0.1674884	0.9423992
950	0.9454236	0.6634597	0.9954261	0.0566041	0.9420600	0.8912865	1.1652034	0.0106448	0.1738375	0.8533094
1000	0.8328053	0.7164150	0.9805355	0.0441115	0.9426812	0.8322770	1.1162794	0.0132031	0.1660149	0.9337882
