YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.0000000	0.0144324	0.2459670	0.9061411	0.9924101	0.6209248	1.0665559	0.9757327	1.0394792	1.0021243
0.0783008	0.0000000	0.2648536	1.0484805	0.9836441	0.5292933	0.9414855	1.0664620	1.0056291	1.0840929
0.2076992	0.0348825	0.0000000	1.0011208	1.0644926	0.6246917	1.0211882	0.9881572	0.9849495	1.0522481
0.8346244	0.7800493	1.0330283	0.0000000	1.1790325	0.5252880	1.1081662	1.1209008	1.0798737	1.0214108
0.8539178	0.5678006	0.3361663	0.9120350	0.0000000	0.5653685	1.0115436	0.9722843	1.0119407	0.9445123
0.8864993	0.4789901	0.2377279	0.9388425	0.9736443	0.0000000	0.9864746	0.9627674	0.9052970	1.1236130
0.8904709	0.5597134	0.2996913	1.0884010	1.0288961	0.0058759	0.0000000	1.0999066	1.0886429	0.9957319
0.8995329	0.5554806	0.2433822	1.0575694	1.0412036	0.5713412	1.0471145	0.0000000	1.0220294	1.0149516
0.8089326	0.5829866	0.2442444	1.0451023	0.8661363	0.5576241	0.9417277	0.9828001	0.0000000	1.1011576
0.8709943	0.5275037	0.2509813	0.9776515	0.9594764	0.6173143	0.9782784	0.9773099	1.0411297	0.0000000
