"Time"	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W

0	0.0327385	0.9412799	1.0103065	0.0155992	0.2299298	0.4290870	0.6154170	0.0583398	1.0587510	1.0346088
50	0.0192371	0.8815915	1.0486948	0.0283353	0.6422850	0.7252170	0.2520497	0.0112873	0.9686172	1.0013264
100	0.0092443	0.9037517	0.9698499	0.0578787	0.7354643	0.6753086	0.2067620	0.0036487	0.9128673	1.1199259
150	0.0207594	0.8918884	1.0130129	0.1060520	0.7055134	0.7031037	0.1554073	0.0039146	0.9633720	0.9954069
200	0.0134385	0.9094428	0.9418172	0.1075593	0.7366330	0.5697956	0.1275040	0.0022706	1.0030815	1.0307749
250	0.0271905	0.8000262	0.7800611	0.1927744	0.7958399	0.6451980	0.0976276	0.0031817	0.9787694	1.0512077
300	0.0455111	0.8185629	0.8390644	0.2497485	0.7906932	0.5994094	0.0975918	0.0044901	0.9387523	0.9485317
350	0.0307596	0.8557016	0.7706301	0.2355064	0.8719287	0.6267551	0.1426969	0.0033877	0.9559385	0.9924770
400	0.0183472	0.8175950	0.6867299	0.2515940	0.7564987	0.5790632	0.1312485	0.0077089	0.9357528	1.0427679
450	0.0275282	0.7047518	0.5785323	0.2436761	0.7077641	0.6519208	0.1403631	0.0013600	1.0224554	1.0359346
500	0.0225912	0.6346368	0.5925315	0.2545019	0.7965570	0.6656666	0.1856380	0.0051218	0.9436355	1.0569656
550	0.0467334	0.6245035	0.5209243	0.1902130	0.3460694	0.1628033	0.5120029	0.0463522	1.0029418	1.0256980
600	0.1294830	0.5410940	0.6294163	0.0929183	0.1519606	0.2806340	0.5370650	0.0755101	1.0194388	0.9650442
650	0.1953834	0.6275114	0.7455126	0.0376736	0.1266260	0.3530406	0.6218323	0.0628521	0.9579967	1.0371539
700	0.1744864	0.6719858	0.8428891	0.0188328	0.1098246	0.2973140	0.5572222	0.0682047	0.9434355	0.9332691
750	0.1202269	0.7678905	0.9662146	0.0272094	0.1410873	0.4106904	0.6063076	0.0640538	0.8609400	0.9499625
800	0.0700564	0.8198002	0.9418751	0.0139370	0.2127794	0.3522150	0.5914588	0.0816876	0.8540679	0.9731076
850	0.0638479	0.8845926	0.9568829	0.0146284	0.1992386	0.3998789	0.6121819	0.0736720	0.7949241	0.9537541
900	0.0689230	0.8757345	0.9716369	0.0186003	0.1946716	0.4929579	0.5830340	0.0378589	0.9372567	1.0037382
950	0.0423978	0.9200444	0.8782467	0.0248775	0.1888605	0.4373997	0.5157221	0.0591253	1.0088559	1.0143349
1000	0.0225103	0.8571415	0.9696259	0.0183920	0.2094254	0.4413186	0.5487060	0.0582995	0.9997646	0.9969971

0	0.0327385	0.9412799	1.0103065	0.0155992	0.2299298	0.4290870	0.6154170	0.0583398	1.0587510	1.0346088
50	0.0189011	0.8742648	0.6627534	0.0184840	0.2816389	0.9077978	0.4333186	0.0730032	0.8726127	0.8872988
100	0.0203740	0.8334975	0.5815204	0.0203573	0.4151194	0.8912235	0.4035787	0.0801871	0.9382447	1.0202105
150	0.0081670	0.6764735	0.4990278	0.0407550	0.4403706	0.9166220	0.3808073	0.0712807	0.9003046	0.9393113
200	0.0276844	0.5579841	0.4481878	0.0548799	0.5339713	0.9141930	0.3917540	0.0751280	0.9749965	1.0854480
250	0.0435888	0.5587094	0.4477375	0.0436756	0.4507801	0.8916525	0.4235612	0.0722422	0.9895438	0.9818270
300	0.0459725	0.5520105	0.4526189	0.0413240	0.5639327	0.9086448	0.4826466	0.0440170	1.0069485	1.0420989
350	0.0239727	0.4516832	0.4409634	0.0765637	0.5322405	0.8250984	0.4319383	0.0764392	1.0444260	0.9759517
400	0.0479112	0.4406717	0.4824345	0.0955176	0.5214049	0.8793054	0.5246132	0.0804788	0.9557917	0.9463908
450	0.0736828	0.4283551	0.4841962	0.1143656	0.4907899	0.8428933	0.4584595	0.0737298	0.9070064	0.9866833
500	0.0620660	0.4941104	0.4414746	0.0979047	0.4794767	0.7274093	0.4670868	0.0969498	0.9301126	1.0213442
550	0.0499647	0.5256998	0.7150256	0.0698232	0.4506209	0.4799998	0.6013820	0.0567085	0.9835853	0.9411715
600	0.0489193	0.7085548	0.8494330	0.0592509	0.3349991	0.3309238	0.6222531	0.0581392	1.0157124	0.9556063
650	0.0845542	0.7653039	0.8784365	0.0445869	0.2671829	0.3769622	0.5343059	0.0504028	1.0024863	0.9276375
700	0.0537016	0.8814089	0.9916937	0.0432247	0.2064248	0.3697298	0.5500796	0.0591320	0.9530275	0.9296105
750	0.0327411	0.8959404	0.9719325	0.0279239	0.1666748	0.4281657	0.5623255	0.0924116	0.9671128	0.9887119
800	0.0531942	0.9082871	0.9998559	0.0436475	0.2047979	0.4141789	0.5746398	0.0762873	0.8841112	0.9703918
850	0.0439752	0.8687529	1.0930510	0.0303327	0.1815600	0.3550746	0.5802021	0.0648941	0.8793583	0.9904545
900	0.0424313	0.9985840	1.1032083	0.0156492	0.2182802	0.3022180	0.5959066	0.0666469	0.9024644	1.0590236
950	0.0290969	0.9113881	1.0461683	0.0195660	0.2052518	0.3941920	0.6171521	0.0756864	0.9718935	0.9640306
1000	0.0389425	0.9034079	0.9964262	0.0128294	0.2254044	0.3838336	0.5698089	0.0619355	0.9543825	1.0624563

0	0.0327385	0.9412799	1.0103065	0.0155992	0.2299298	0.4290870	0.6154170	0.0583398	1.0587510	1.0346088
50	0.0201885	0.9132127	1.0552278	0.1570718	0.2415338	0.6995645	0.5038893	0.0517546	1.0600920	0.9678137
100	0.0100396	0.9644162	0.9452723	0.2167579	0.4079906	0.8422304	0.5085475	0.0721062	0.9806807	1.0899782
150	0.0091077	0.8693417	0.8330253	0.2070257	0.4351501	0.8512158	0.5746581	0.0632509	0.9814106	1.0137745
200	0.0021213	0.8413854	0.7809459	0.1790293	0.4853435	0.8889245	0.5749716	0.0645692	1.0145096	1.0385353
250	0.0036586	0.8114187	0.7040528	0.1714405	0.5567892	0.7977817	0.5916667	0.0714453	0.9982151	1.0187582
300	0.0088752	0.8437295	0.6953215	0.2381252	0.5207433	0.8523648	0.5709613	0.0786114	0.9268270	0.9296817
350	0.0009570	0.8364334	0.6685163	0.2426041	0.4734641	0.7979189	0.5686659	0.0792260	0.8930129	0.9405898
400	0.0062385	0.7616715	0.6940142	0.2229950	0.5076757	0.8784982	0.5878135	0.0506301	0.8583616	1.0486023
450	0.0031178	0.7974775	0.6669616	0.2724502	0.4980396	0.8463186	0.6017353	0.0811721	0.9794092	1.0054750
500	0.0039488	0.7646547	0.5332047	0.2683859	0.5242514	0.8323234	0.4791295	0.0593205	0.9264607	1.0034510
550	0.0281500	0.7166047	0.6203536	0.1522520	0.4489539	0.4726394	0.5246124	0.1036443	0.9544601	0.9456146
600	0.0585540	0.7191244	0.6942721	0.1108459	0.3525325	0.4363376	0.5801224	0.0804946	0.9837764	0.9354291
650	0.0450268	0.7338875	0.7509378	0.0560475	0.3234841	0.5018691	0.6197350	0.0375636	0.9240173	1.0093649
700	0.0404425	0.7681121	0.8862452	0.0412819	0.2813992	0.3562353	0.6849175	0.0495169	0.9412478	1.0029641
750	0.0320096	0.8280788	0.8742850	0.0315479	0.2723234	0.3244608	0.6818219	0.0473091	0.9188858	1.0228308
800	0.0579145	0.8453184	0.9264350	0.0306112	0.2630570	0.3482629	0.5783935	0.0714607	1.0014139	1.0153260
850	0.0406520	0.9159941	0.9216433	0.0182819	0.2147565	0.4829917	0.5277230	0.0726965	0.9864766	1.0449177
900	0.0426212	0.9712160	0.9404893	0.0302332	0.2092707	0.4067679	0.5335457	0.0577144	0.9813628	0.9433647
950	0.0402551	0.8316023	0.9634147	0.0191605	0.2375638	0.4154386	0.4953318	0.0540443	0.9311946	1.0027639
1000	0.0362983	0.8394631	0.9427215	0.0160830	0.1935150	0.3365362	0.6060735	0.0494549	0.9591903	0.9348681

0	0.0327385	0.9412799	1.0103065	0.0155992	0.2299298	0.4290870	0.6154170	0.0583398	1.0587510	1.0346088
50	0.0714293	0.8323552	1.1360309	0.0252070	0.8659521	0.4099217	0.2272406	0.0504118	0.9951803	0.9994981
100	0.0507608	0.9118177	1.0267344	0.1292959	0.9564220	0.3988720	0.1626620	0.0504118	1.0010956	1.0083398
150	0.0414854	0.9788714	0.8996881	0.2243705	0.9911485	0.4130756	0.1018553	0.0555804	0.9788439	0.9766917
200	0.0563420	0.8846509	0.7766426	0.2643437	1.0576051	0.3580280	0.0509786	0.0434695	1.0000149	1.0492784
250	0.0619159	0.7665487	0.6239228	0.3793380	1.0234211	0.4085623	0.0756171	0.0490818	0.9373415	0.9495936
300	0.0363755	0.7323812	0.4950139	0.4237784	0.9441854	0.4252041	0.0840554	0.0657956	0.9531677	0.9560718
350	0.0546003	0.5959774	0.4422728	0.4461791	0.9609494	0.4062828	0.1044371	0.0561757	0.8998137	1.0028706
400	0.1291171	0.5273653	0.3734968	0.4163553	0.9161429	0.4749920	0.1141040	0.0779971	0.9320122	0.9491101
450	0.1615322	0.4145211	0.3360844	0.4228820	0.9390876	0.4469758	0.1349999	0.0611059	0.9876792	1.0109557
500	0.3056696	0.3662786	0.3268083	0.3172980	1.0067771	0.3753030	0.1490605	0.0965645	0.9912121	0.9304185
550	0.5163294	0.2596080	0.4047617	0.2109484	0.3551662	0.4549072	0.5110398	0.0783082	0.8985143	1.0799307
600	0.5169613	0.3821809	0.5914500	0.1126771	0.2740268	0.4726969	0.6372668	0.0727639	0.9950254	0.9956520
650	0.2771526	0.5835048	0.7251134	0.0621135	0.2549873	0.4400923	0.5800887	0.0668274	0.9514723	1.0006168
700	0.1600669	0.7436445	0.9453706	0.0366779	0.2334133	0.4702996	0.6337238	0.0660903	0.9717490	1.0374529
750	0.0829935	0.8431151	1.0107503	0.0406123	0.2014257	0.4184609	0.6202842	0.0385939	0.8933803	1.0197599
800	0.0473101	0.8656048	0.9740045	0.0233176	0.2562340	0.4196904	0.5883038	0.0733741	0.9816786	1.0013511
850	0.0490273	0.9359780	0.9172155	0.0224547	0.2250738	0.5199460	0.5924760	0.0874183	1.0106837	0.9537915
900	0.0371174	0.9154356	0.8872308	0.0201927	0.2183250	0.4643414	0.6333297	0.0400592	0.9579874	0.9834997
950	0.0647249	0.8065083	0.9079262	0.0204088	0.1598112	0.3389975	0.6649694	0.0429842	1.0593496	0.9632505
1000	0.0718800	0.8301916	0.9808955	0.0364531	0.1319397	0.3920718	0.6327838	0.0655688	0.9725051	1.0295214

0	0.0327385	0.9412799	1.0103065	0.0155992	0.2299298	0.4290870	0.6154170	0.0583398	1.0587510	1.0346088
50	0.0168887	0.9816250	0.4753971	0.0279321	0.5559641	0.8620222	0.5886730	0.0195434	1.0043277	0.9158446
100	0.0251081	0.8376747	0.2226927	0.0568263	0.6242754	0.8816125	0.6427585	0.0160582	0.9995210	0.9828329
150	0.0273057	0.6336558	0.1211801	0.0561244	0.7107635	0.8947838	0.6721185	0.0097560	0.9677420	1.0293230
200	0.0305040	0.5348608	0.0728379	0.1280235	0.6583663	0.8879834	0.8326479	0.0050916	0.9697901	0.9906353
