YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.4960325	0.0415833	0.0900404	0.9853812	0.9463432	1.0000000	0.2352300	0.7980526	0.8805180	0.9990177
0.9975446	0.0207971	0.0900404	0.9853812	0.9463432	1.0000000	0.2352300	0.7980524	0.8805180	0.9990177
0.9928549	0.0390372	0.0450203	0.9853812	0.9463432	1.0000000	0.2649800	0.7843652	0.8805180	0.9990177
0.9911712	0.0442740	0.1103731	0.4926906	0.9463432	1.0000000	0.1794393	0.8263015	0.8805180	0.9990177
0.9920551	0.0415921	0.0901361	0.9587780	0.4731719	1.0000000	0.2346647	0.7982302	0.8799995	0.9952396
0.9920573	0.0415841	0.0900480	0.9831385	0.8609994	0.5000001	0.4218628	0.7218183	0.8804856	0.9987817
0.9920575	0.0415833	0.0900404	0.9853812	0.9463432	1.0000000	0.1172448	0.8617341	0.8805180	0.9990177
0.9920575	0.0415833	0.0900404	0.9853812	0.9463432	1.0000000	0.2414574	0.3975618	0.8805180	0.9990177
0.9920575	0.0415833	0.0900404	0.9853812	0.9463432	1.0000000	0.2367145	0.6836437	0.4402590	0.9990177
0.9920575	0.0415833	0.0900404	0.9853812	0.9463432	1.0000000	0.2354423	0.7801810	0.7483954	0.4995144
