YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.0000000	0.5595110	0.9173685	0.0000000	0.4442102	0.7463370	0.0681288	0.5894863	0.7950124	0.8086004
0.0000000	0.0339338	0.0231431	0.8467837	0.0000000	0.7349992	0.0337709	0.8314079	0.6226999	0.6784941
0.0000000	0.0193961	0.0202961	0.7287333	0.0461433	0.6827249	0.0463093	0.6902221	0.7727525	0.0000000
0.4984932	0.0000000	0.3908435	0.4551434	0.6158849	0.6773851	0.0000000	0.5724388	0.6452601	0.6886280
0.5292188	0.1921069	0.3323059	0.8810081	0.0000000	0.8239999	0.0299790	0.6617231	0.7458696	0.0000000
0.3802226	0.2313693	0.3433603	0.5385628	0.0300002	0.0000000	0.0424672	0.0000000	0.6770596	0.6118831
0.4335870	0.2739819	0.3856396	0.7523249	0.0411344	0.0000000	0.4689505	0.6761430	0.7166903	0.0000000
