YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
0.8121949	0.9565919	0.0000000	0.0000000	0.0701751	0.9576728	0.4641374	0.3485366	0.0183039	0.0365962
0.2049009	0.4709005	0.0000000	0.9564551	0.0991737	0.6899301	0.6040312	0.2863230	0.0169441	0.0000000
0.2441475	0.4856496	0.0391474	0.9218291	0.0000000	0.8269863	0.5836638	0.2178757	0.0244620	0.0000000
0.1584714	0.4397946	0.0333166	0.9411097	0.0023434	0.0000000	0.0000000	0.0953726	0.0230216	0.0417721
