YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C
0.0000000	0.8384281	0.4105521	0.1308803	0.2031434	0.1194741	0.8297408	0.8902721	0.3865238	1.0014213
0.0575081	0.0000000	0.4047309	0.1472918	0.1587811	0.1002197	0.8626409	0.0744994	0.9794847	0.9893452
0.0521233	0.1310285	0.0000000	0.1562509	0.0821879	0.0680002	0.8574659	0.0775320	1.0056943	0.9976977
0.0492367	0.0945020	0.0163492	0.0000000	0.1267362	0.0848145	0.9668347	0.0860466	0.9689669	1.0356476
0.8585359	0.6435911	0.1990426	0.0624365	0.0000000	0.0964766	1.1152903	0.6056902	0.5572107	1.0257225
0.8825339	0.5002926	0.1508491	0.0446685	0.0142052	0.0000000	1.0190034	0.7916064	0.5106674	1.0917395
0.9145289	0.8477450	0.8842034	0.8418767	1.0065932	0.9555741	0.0000000	0.8872288	0.4246004	0.8875434
1.0643388	0.9238977	0.6043871	0.4194923	0.2998978	0.1138008	0.8190372	0.0000000	0.3611598	1.0995491
1.0260553	0.9640977	0.3191192	0.1338981	0.1113751	0.0585466	0.8895872	0.9525881	0.0000000	1.0289115
0.9672590	0.9814058	0.7796389	0.9486080	0.9968852	1.0181539	0.0496001	0.0487868	1.0402882	0.0000000
