YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0.0000000	0.3779594	0.5099110	0.7663745	0.4338653	0.8432609	0.0000000	0.0446145	0.0641407	0.8636813
0.8098424	0.0000000	0.3868145	0.6304367	0.0267727	0.0396120	0.3815189	0.5077886	0.7944015	0.0000000
