YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.3290801	0.5851692	0.1608249	0.3560698	0.2691625	0.1683649	0.6606462	0.9565554	0.7243106	1.0000000
0.7653724	0.4795145	0.0851834	0.1514984	0.1756896	0.6184881	0.6317119	0.8616968	0.8878927	1.0000000
0.4413510	0.7002598	0.0431967	0.2035893	0.2042732	0.2437085	0.6465796	0.9050143	0.8361189	1.0000000
0.4435777	0.6985726	0.0849235	0.1004190	0.2029550	0.2456205	0.6461839	0.9038383	0.8382808	1.0000000
0.4435652	0.6985823	0.0849070	0.0864739	0.1014773	0.2456326	0.6461844	0.9038335	0.8382869	1.0000000
0.4436610	0.6985058	0.0862292	0.1988520	0.2019649	0.1439242	0.6649029	0.9622709	0.8398838	1.0000000
0.4436422	0.6985152	0.0862930	0.2007605	0.2028926	0.2457217	0.3230858	0.9037773	0.8383804	1.0000000
0.4436607	0.6985123	0.0862226	0.1986993	0.2018891	0.0633728	0.4579570	0.4979782	0.8400182	1.0000000
0.5503309	0.6219058	0.9225468	0.9651734	0.7388445	0.2651811	0.5952082	0.7659487	0.4590205	1.0000000
0.4436243	0.6985327	0.0857741	0.1845067	0.1947536	0.2465224	0.6465765	0.9050162	0.8519647	0.5000000
