YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
0.3709051	0.3935645	0.1543595	0.3881224	0.2657437	0.5093711	0.5285153	0.8573352	0.2190560	0.2340143
0.4398188	0.2971183	0.0163031	0.6567965	0.0725231	0.5753057	0.6331378	0.7759494	0.4273306	0.3267977
0.1911772	0.4185947	0.0100717	0.6382208	0.2786624	0.7015837	0.3985425	0.1691606	0.0001701	0.1355353
0.0598054	0.2144363	0.0353494	0.7551568	0.1826287	0.5203712	0.6392711	0.7823847	0.2733490	0.0961083
0.4437076	0.3266331	0.0528316	0.6150672	0.1308534	0.4316482	0.5771757	0.4831964	0.0022599	0.0259082
0.0843509	0.3335115	0.0917271	0.5752901	0.3043108	0.4198802	0.5237461	0.8824627	0.2863114	0.2409363
0.2037134	0.2841137	0.0159769	0.6580430	0.1447690	0.6892034	0.1396955	0.0000161	0.0005577	0.3430118
0.1692801	0.3941545	0.0074148	0.6665634	0.0312755	0.6272603	0.0766997	0.0376212	0.0134011	0.0001090
0.1130450	0.2809156	0.0028772	0.8406910	0.1040806	0.4621215	0.3251952	0.1264286	0.0004009	0.0000000
0.0812069	0.2525771	0.0262161	0.8654844	0.2149010	0.5609148	0.3964300	0.3771936	0.0002802	0.0024533
