YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.3748311	0.6936539	0.6481082	0.8359657	0.0469167	0.1235470	0.6214134	0.3018919	0.8505335	0.5803541
0.5998462	0.3361810	0.7582188	0.6961866	0.0527202	0.0963515	0.5624041	0.3027622	0.7330232	0.7195608
0.6454083	0.6725053	0.4273782	0.7239415	0.0575378	0.1090155	0.5771103	0.2329539	0.8003327	0.6736732
0.6715661	0.7697446	0.5742177	0.3821425	0.0250525	0.1248356	0.7079397	0.2436927	0.7001586	0.6691876
0.5958008	0.7732469	0.5705064	0.6120467	0.0179417	0.1364466	0.6391843	0.2390423	0.7945360	0.7737849
0.6972066	0.7068855	0.5931879	0.7439151	0.0347340	0.0446234	0.5651775	0.2809078	0.7583542	0.7454387
0.7299612	0.7503454	0.7574413	0.7900306	0.2041068	0.2347117	0.3403329	0.3031626	0.5741927	0.7037797
0.5896956	0.8042715	0.5445014	0.8437313	0.0827153	0.1009933	0.8033908	0.1330876	0.7659679	0.7433323
0.7428811	0.7014571	0.7016838	0.7394414	0.0330362	0.1522949	0.7317558	0.4015617	0.4320907	0.7033836
0.7748260	0.7805461	0.6845195	0.7712453	0.0558281	0.0941212	0.6800343	0.2099761	0.7259016	0.4350146
