YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.0000000	0.9419930	0.7132201	0.2878268	0.3383342	0.5534590	0.4352524	1.0098526	0.4538126	1.0170014
0.2520862	0.0000000	0.7889873	0.1799296	0.3513832	0.5565752	0.4868831	1.0718754	0.4400019	0.9897127
0.7438634	0.0019932	0.0000000	0.1900026	0.4104074	0.6552183	0.5420146	1.0369598	0.5381221	1.1786252
0.8971205	0.0665327	0.0702020	0.0000000	0.3665957	0.6454656	0.5299186	0.9299044	0.4244857	1.0514278
0.2462765	1.0426153	1.0046686	0.9700238	0.0000000	0.6025194	0.4635176	0.8313550	0.4717381	0.9481813
0.4145947	1.1179549	1.0369076	1.0310402	0.0598484	0.0000000	0.8954463	0.1949240	0.0659191	0.9651987
0.3663722	0.9749120	0.9818771	1.0252880	0.0352364	0.0030200	0.0000000	0.1623040	0.0533627	1.1817624
0.1612553	1.0354566	0.5364271	0.1101375	0.5861677	0.8804088	0.9606338	0.0000000	0.6222781	0.8784364
0.5983844	1.0557166	0.5084447	0.1636579	0.5657446	0.7929670	0.9035142	0.1075821	0.0000000	1.1281135
0.2031363	0.9835301	0.6856164	0.2727396	0.4631246	0.6498676	0.5746181	0.9552058	0.5205703	0.0000000
