"Time"	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W

0	0.7156389	0.2423345	0.4386094	0.4999415	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
50	0.6092380	0.2509736	0.4364337	0.4995670	0.4783824	1.0000000	0.6008811	0.4160540	1.0000000	0.9551931
100	0.4915957	0.3645292	0.4345490	0.4987550	0.4783824	1.0000000	0.2992489	0.3537165	1.0000000	0.9125801
150	0.4266664	0.5991714	0.4343339	0.4978609	0.4783824	1.0000000	0.1863644	0.3328104	1.0000000	0.8927092
200	0.3928167	0.7757192	0.4350260	0.4973849	0.4783824	1.0000000	0.1497720	0.3267984	1.0000000	0.8849698
250	0.3751737	0.8635761	0.4357526	0.4973780	0.4783824	1.0000000	0.1384713	0.3251621	1.0000000	0.8821855
300	0.3666808	0.9002164	0.4360810	0.4976016	0.4783824	1.0000000	0.1350456	0.3247268	1.0000000	0.8812254
350	0.3630125	0.9141560	0.4360302	0.4978092	0.4783824	1.0000000	0.1340149	0.3246121	1.0000000	0.8809024
400	0.3615956	0.9191342	0.4358254	0.4978909	0.4783824	1.0000000	0.1337057	0.3245820	1.0000000	0.8807954
450	0.3611097	0.9207998	0.4356629	0.4978653	0.4783824	1.0000000	0.1336131	0.3245742	1.0000000	0.8807603
500	0.3609659	0.9213149	0.4356133	0.4978025	0.4783824	1.0000000	0.1335853	0.3245721	1.0000000	0.8807489
550	0.4804601	0.8695772	0.4381172	0.4979078	0.4783824	1.0000000	0.5326959	0.4145796	1.0000000	0.9255521
600	0.6422398	0.6151940	0.4403884	0.4986958	0.4783824	1.0000000	0.8343257	0.4769169	1.0000000	0.9681638
650	0.7284531	0.4093812	0.4407843	0.4997013	0.4783824	1.0000000	0.9472094	0.4978231	1.0000000	0.9880344
700	0.7522527	0.3080788	0.4400652	0.5002865	0.4783824	1.0000000	0.9838016	0.5038350	1.0000000	0.9957737
750	0.7478017	0.2664496	0.4392271	0.5003351	0.4783824	1.0000000	0.9951022	0.5054713	1.0000000	0.9985579
