YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
0.2234162	0.6795610	0.6076565	0.9999464	0.1629726	0.4110406	0.0174385	0.9487623	0.1695539	0.8178613
0.2447785	0.7700517	0.9494080	0.8437272	0.1356132	0.3677933	0.0402685	0.7920308	0.0341880	0.6997673
0.1426046	0.5190715	0.9999106	0.7678881	0.1341302	0.3655101	0.0245027	0.8239363	0.0078176	1.0000000
0.1488952	0.7577064	0.8061462	0.6511845	0.2087243	0.2298267	0.0366044	0.8380655	0.1733873	0.9938408
0.1462628	0.6960604	0.9997626	0.9996331	0.1636762	0.4119226	0.0317435	0.7868794	0.0242244	0.9884402
0.1110081	0.4941893	0.9458519	0.6144909	0.2669820	0.5674365	0.0243473	0.7703674	0.0699711	1.0000000
0.1427228	0.5625357	0.9999865	0.9999679	0.7617820	0.6754804	0.0148622	0.9289922	0.0519147	1.0000000
0.1046631	0.7930775	0.7705042	0.8420378	0.3743950	0.6657127	0.0160839	0.9425533	0.0820079	1.0000000
0.1427253	0.6614595	0.9999663	0.9999302	0.3068321	0.6279949	0.0189185	0.9082156	0.0522739	1.0000000
0.0951145	0.4758552	0.5773445	0.9987829	0.4749135	0.4150019	0.0460512	0.7333959	0.0187888	1.0000000
