YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
0.0000000	0.3889221	0.5833640	0.4712154	0.6148405	0.2439738	0.0456565	0.0841819	0.8534043	0.7272236
0.6197331	0.0000000	0.5853639	0.3990033	0.6098949	0.1992740	0.0397534	0.1019806	0.7065434	0.7386119
0.8645454	0.1090018	0.0000000	0.1850059	0.2788578	0.0576006	0.0253006	0.0626086	0.9827384	0.8867709
0.7234182	0.4872186	0.7753579	0.0000000	0.7848970	0.2611886	0.0519299	0.1302845	0.6978865	0.8059795
0.7093742	0.4682076	0.7556399	0.0189713	0.0000000	0.3018335	0.0581095	0.1266938	0.7293085	0.7673401
0.7242899	0.4564131	0.7664821	0.0072098	0.0802724	0.0000000	0.0736932	0.0659837	0.7492315	0.0000782
0.6374139	0.3860036	0.4985592	0.5118212	0.6936843	0.2777011	0.0000000	0.0999839	0.7429205	0.6787328
0.3528224	0.3584706	0.5116568	0.5400687	0.6645112	0.2283794	0.0563178	0.0000000	0.6858749	0.6613298
0.5150351	0.4344915	0.4371755	0.4512488	0.7056991	0.5249492	0.5296103	0.8642806	0.0000000	0.8751986
0.5467230	0.3883492	0.7127242	0.4728858	0.6516028	0.1995322	0.0313925	0.0829904	0.8067754	0.0000000
