YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.1592462	0.2546183	0.3498813	0.4827153	0.1878515	0.3412275	0.8100379	0.5174112	0.5793267	0.6961108
0.1033036	0.1250886	0.3255845	0.5204377	0.1942669	0.3035138	0.8093720	0.4642915	0.6774079	0.6492549
0.0825519	0.0780734	0.2909635	0.3711556	0.2666720	0.2413053	0.7689404	0.6221833	0.5140241	0.7316252
0.4414382	0.5389488	0.7053371	0.0696564	0.2017894	0.2704673	0.7917538	0.0668576	0.4869571	0.8397087
0.3138077	0.1947030	0.3115222	0.4655164	0.1320473	0.3306095	0.7680236	0.7717360	0.5737028	0.7694117
0.1682577	0.1208184	0.2342866	0.5527670	0.1216763	0.1518701	0.7618404	0.6538270	0.4503260	0.7588967
0.5676871	0.5080321	0.7212870	0.0600634	0.3152210	0.5175147	0.3744931	0.0639829	0.5028238	0.6900532
0.6262301	0.3964324	0.5362368	0.1251648	0.2104333	0.2790937	0.7913762	0.1146874	0.4321106	0.7323153
0.5471926	0.4479426	0.5281418	0.1529080	0.1656441	0.2718836	0.7190459	0.2072044	0.3027710	0.8023946
0.5226767	0.4333309	0.4179173	0.2987258	0.2430010	0.1998531	0.8563725	0.4353129	0.4210954	0.4275014
