"Time"	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W
500	0.4135553	0.3455710	0.7292718	0.0111272	0.9402620	0.8419409	0.2834627	0.5468540	0.8545758	0.0462220
550	0.6486516	0.3854285	0.8427499	0.0209010	0.7935014	0.8436910	0.2856019	0.4659931	0.9171193	0.0448203
600	0.8596800	0.5569300	0.9394476	0.0401171	0.6698168	0.8420446	0.3048986	0.3591526	0.9691436	0.0392299
650	0.9512626	0.7269421	0.9793337	0.0641949	0.6175693	0.8322562	0.3430136	0.2821960	0.9899884	0.0334185
700	0.9842120	0.8328866	0.9927430	0.0879506	0.5919009	0.8129899	0.3898257	0.2350571	0.9969550	0.0295404
750	0.9950903	0.8873667	0.9962852	0.1084491	0.5688908	0.7879512	0.4343304	0.2076377	0.9991057	0.0274143
800	0.9985126	0.9126465	0.9963283	0.1274001	0.5422366	0.7625755	0.4705871	0.1901717	0.9997424	0.0263779
850	0.9995573	0.9235920	0.9949492	0.1482535	0.5137182	0.7407021	0.4985129	0.1765011	0.9999263	0.0259252
900	0.9998698	0.9280159	0.9925084	0.1734193	0.4869471	0.7235555	0.5210136	0.1640229	0.9999787	0.0257675
950	0.9999621	0.9295625	0.9886536	0.2030756	0.4642747	0.7105965	0.5409624	0.1523330	0.9999935	0.0257669
1000	0.9999890	0.9297842	0.9828411	0.2354394	0.4462320	0.7007779	0.5598429	0.1418394	0.9999976	0.0258723

0	1.0000000	0.9086821	0.8845885	0.4117856	0.3975520	0.6774357	0.6604051	0.1053757	0.9999983	0.0317247
50	0.9071824	0.9162228	0.6409629	0.3524814	0.3972657	0.6755941	0.6602569	0.1053793	0.9999982	0.0340763
100	0.8238687	0.8827250	0.4403520	0.2791623	0.3944453	0.6665963	0.6602028	0.1052563	0.9999969	0.0543228
150	0.7877122	0.8001713	0.3640745	0.2347509	0.3861650	0.6552967	0.6604560	0.1044936	0.9999763	0.0996165
200	0.7747039	0.7198887	0.3412949	0.2160607	0.3748350	0.6467563	0.6617683	0.1024649	0.9998208	0.1501231
250	0.7704092	0.6671112	0.3354402	0.2139549	0.3644587	0.6415744	0.6650987	0.0992821	0.9993192	0.1870378
300	0.7690581	0.6387976	0.3338750	0.2202600	0.3568580	0.6385061	0.6706937	0.0956913	0.9984953	0.2081853
350	0.7686457	0.6252255	0.3330279	0.2292268	0.3518032	0.6363259	0.6778020	0.0924177	0.9976408	0.2188861
400	0.7685223	0.6189989	0.3321510	0.2377707	0.3483256	0.6343758	0.6852135	0.0898045	0.9969789	0.2242047
450	0.7684859	0.6160289	0.3312343	0.2448510	0.3455999	0.6324900	0.6919366	0.0878460	0.9965441	0.2271196
500	0.7684752	0.6144124	0.3303745	0.2505188	0.3432105	0.6307466	0.6975130	0.0863745	0.9962745	0.2290196
550	0.8612898	0.5540266	0.5927796	0.3354168	0.3412105	0.6311971	0.7019457	0.0852172	0.9962181	0.2059389
600	0.9446025	0.6268392	0.7922766	0.4394102	0.3426068	0.6421548	0.7054441	0.0843672	0.9972575	0.1374652
650	0.9807588	0.7451357	0.8388871	0.5014304	0.3526116	0.6604866	0.7079601	0.0844447	0.9986639	0.0848715
700	0.9937670	0.8243221	0.8281572	0.5201457	0.3700102	0.6766648	0.7084869	0.0864987	0.9994812	0.0571688
750	0.9980617	0.8630938	0.8156952	0.5059422	0.3879674	0.6853003	0.7053381	0.0908196	0.9998196	0.0450501
800	0.9994128	0.8791406	0.8186898	0.4748029	0.4003213	0.6862655	0.6977667	0.0963992	0.9999395	0.0402699
850	0.9998252	0.8864615	0.8346199	0.4425125	0.4050047	0.6826830	0.6870711	0.1015795	0.9999788	0.0380823
900	0.9999486	0.8918430	0.8546509	0.4191494	0.4037733	0.6782941	0.6759585	0.1050816	0.9999913	0.0364687
950	0.9999850	0.8970247	0.8714748	0.4077024	0.4000377	0.6754567	0.6669907	0.1065721	0.9999954	0.0349573
1000	0.9999957	0.9016613	0.8819082	0.4058740	0.3966731	0.6746884	0.6614597	0.1065475	0.9999968	0.0336454

0	1.0000000	0.9086821	0.8845885	0.4117856	0.3975520	0.6774357	0.6604051	0.1053757	0.9999983	0.0317247
50	0.7363091	0.8950407	0.7293706	0.3902658	0.5259547	0.6770378	0.6597610	0.1101113	0.9999982	0.0330591
100	0.4996187	0.7746308	0.6055596	0.3040288	0.6337750	0.6721534	0.6492273	0.1355946	0.9999977	0.0418906
150	0.3968998	0.5574426	0.5705001	0.2144817	0.6751438	0.6639987	0.6171240	0.1695980	0.9999946	0.0558756
200	0.3599437	0.3717639	0.5703938	0.1534368	0.6863701	0.6631290	0.5736674	0.1962712	0.9999858	0.0668112
250	0.3477427	0.2596234	0.5762218	0.1186940	0.6900243	0.6725440	0.5347200	0.2122625	0.9999731	0.0721430
300	0.3439042	0.2031193	0.5804143	0.1005219	0.6950017	0.6870992	0.5070951	0.2207586	0.9999621	0.0737901
350	0.3427325	0.1776555	0.5826240	0.0909962	0.7023668	0.7011445	0.4899605	0.2256372	0.9999559	0.0738908
400	0.3423819	0.1670523	0.5836763	0.0854814	0.7103622	0.7119873	0.4798032	0.2292679	0.9999536	0.0735802
450	0.3422785	0.1629108	0.5841741	0.0818025	0.7173462	0.7194444	0.4734312	0.2325165	0.9999533	0.0732709
500	0.3422483	0.1613908	0.5844248	0.0791112	0.7226705	0.7244027	0.4688946	0.2354500	0.9999537	0.0730544
550	0.6059304	0.2032783	0.7580610	0.0799227	0.6107280	0.7278161	0.4655181	0.2337659	0.9999548	0.0690253
600	0.8426182	0.4211418	0.9058277	0.1008242	0.5166889	0.7300843	0.4672466	0.2132281	0.9999635	0.0549354
650	0.9453365	0.6513408	0.9657988	0.1440608	0.4799725	0.7298662	0.4816163	0.1843395	0.9999781	0.0417769
700	0.9822923	0.7963988	0.9832257	0.1904107	0.4669135	0.7250955	0.5078353	0.1610135	0.9999891	0.0336357
750	0.9944933	0.8706247	0.9833078	0.2268771	0.4585247	0.7159521	0.5377431	0.1462084	0.9999949	0.0294542
800	0.9983317	0.9044227	0.9770939	0.2537832	0.4482969	0.7049275	0.5639960	0.1372296	0.9999975	0.0276024
850	0.9995034	0.9183636	0.9691578	0.2766230	0.4360797	0.6947856	0.5841034	0.1309129	0.9999985	0.0269624
900	0.9998540	0.9233172	0.9606253	0.2995371	0.4239677	0.6871333	0.5992272	0.1254645	0.9999989	0.0269079
950	0.9999575	0.9243735	0.9511783	0.3233822	0.4138866	0.6822685	0.6114674	0.1204004	0.9999990	0.0271335
1000	0.9999877	0.9237082	0.9405249	0.3465887	0.4066923	0.6796841	0.6222074	0.1159004	0.9999990	0.0275139

0	1.0000000	0.9086821	0.8845885	0.4117856	0.3975520	0.6774357	0.6604051	0.1053757	0.9999983	0.0317247
50	1.0000000	0.9010192	0.6353362	0.4138202	0.3742723	0.5405368	0.6602792	0.1050115	0.9999982	0.0341373
100	1.0000000	0.8374929	0.4213396	0.4590678	0.2822948	0.4268566	0.6619339	0.0981570	0.9999968	0.0558240
150	1.0000000	0.7051581	0.3221437	0.5925426	0.1982877	0.3844783	0.6740899	0.0801631	0.9999701	0.1100844
200	1.0000000	0.5547790	0.2627210	0.7456478	0.1535877	0.3808324	0.7050994	0.0594821	0.9996766	0.1880329
250	1.0000000	0.4198041	0.2154407	0.8570146	0.1371541	0.3920701	0.7507207	0.0437268	0.9979356	0.2813298
300	1.0000000	0.3088468	0.1804794	0.9223205	0.1350137	0.4045336	0.7982241	0.0342728	0.9911731	0.3864548
350	1.0000000	0.2254904	0.1584941	0.9562028	0.1382363	0.4134591	0.8369830	0.0295366	0.9725359	0.4907367
400	1.0000000	0.1692093	0.1471422	0.9721076	0.1422077	0.4186877	0.8631855	0.0275628	0.9367615	0.5777751
450	1.0000000	0.1352934	0.1439429	0.9787178	0.1451629	0.4213613	0.8783463	0.0268729	0.8885922	0.6382954
500	1.0000000	0.1179968	0.1466229	0.9809711	0.1468866	0.4225656	0.8860884	0.0265912	0.8413187	0.6710745
550	1.0000000	0.1364947	0.2985126	0.9811491	0.1632281	0.5826212	0.8898254	0.0264389	0.8103946	0.6295286
600	1.0000000	0.2704340	0.4078633	0.9692676	0.2539157	0.7159132	0.8909058	0.0287864	0.8392525	0.4477684
650	1.0000000	0.4289293	0.4486608	0.8841762	0.3752795	0.7677577	0.8828334	0.0412720	0.9106889	0.2908834
700	1.0000000	0.5453832	0.5063041	0.6991202	0.4589429	0.7677835	0.8505555	0.0672194	0.9619323	0.1975449
750	1.0000000	0.6387205	0.6181892	0.5082867	0.4863828	0.7326321	0.7913588	0.0972885	0.9858741	0.1392994
800	1.0000000	0.7278229	0.7504235	0.3784231	0.4679402	0.6897533	0.7240185	0.1189910	0.9951453	0.0969364
850	1.0000000	0.8036814	0.8515906	0.3216278	0.4297986	0.6640489	0.6699107	0.1266214	0.9984133	0.0672137
900	1.0000000	0.8569052	0.9062616	0.3250840	0.3980984	0.6587248	0.6392150	0.1228329	0.9994993	0.0487166
950	1.0000000	0.8887409	0.9234491	0.3614536	0.3834941	0.6645713	0.6308095	0.1144328	0.9998452	0.0384086
1000	1.0000000	0.9050412	0.9167864	0.4003178	0.3830298	0.6730350	0.6369349	0.1071062	0.9999522	0.0333103

0	1.0000000	0.9086821	0.8845885	0.4117856	0.3975520	0.6774357	0.6604051	0.1053757	0.9999983	0.0317247
50	1.0000000	0.8970901	0.5462264	0.4034311	0.3867869	0.6162279	0.6403119	0.2073754	0.9999982	0.0354560
100	1.0000000	0.7800256	0.2578345	0.4122134	0.3414495	0.5717271	0.5531797	0.3239987	0.9999938	0.0843081
150	1.0000000	0.5303657	0.1375815	0.4708134	0.2994697	0.5734923	0.4582965	0.3868734	0.9995316	0.2612835
200	1.0000000	0.3026701	0.0930206	0.5561601	0.2865876	0.6001206	0.3938511	0.4126770	0.9870310	0.5108909
250	1.0000000	0.1637443	0.0747647	0.6220180	0.2955358	0.6302580	0.3587233	0.4219117	0.9203351	0.7079308
300	1.0000000	0.0929935	0.0668875	0.6488941	0.3072103	0.6530127	0.3418450	0.4250409	0.7994771	0.8271609
350	1.0000000	0.0602422	0.0671085	0.6479340	0.3123879	0.6665142	0.3344170	0.4251941	0.6808308	0.8900645
400	1.0000000	0.0466818	0.0727595	0.6385531	0.3125813	0.6730657	0.3316004	0.4233664	0.5977615	0.9169920
450	1.0000000	0.0425459	0.0781701	0.6316812	0.3116240	0.6756310	0.3310786	0.4207036	0.5520373	0.9222356
500	1.0000000	0.0424761	0.0811774	0.6287383	0.3115809	0.6763315	0.3316463	0.4182772	0.5334451	0.9176886
550	1.0000000	0.0934750	0.4336902	0.6362825	0.3214596	0.7470632	0.3387294	0.3076851	0.5386245	0.7974313
600	1.0000000	0.3487281	0.6406760	0.6220966	0.3883343	0.8025078	0.3841763	0.1829871	0.6576186	0.4742425
650	1.0000000	0.5900625	0.7079875	0.5331438	0.4785886	0.8098303	0.4707272	0.1246969	0.8344851	0.2505209
700	1.0000000	0.7358212	0.7751449	0.4062053	0.5246878	0.7816809	0.5549703	0.1187217	0.9380372	0.1363286
750	1.0000000	0.8173587	0.8523135	0.3042313	0.5199894	0.7382812	0.5978455	0.1322045	0.9795747	0.0812961
800	1.0000000	0.8651223	0.9131762	0.2500151	0.4855133	0.7019897	0.6034951	0.1420976	0.9937035	0.0540842
850	1.0000000	0.8936442	0.9479766	0.2422589	0.4463466	0.6825703	0.5963868	0.1414422	0.9981308	0.0402540
900	1.0000000	0.9100057	0.9612027	0.2689574	0.4182184	0.6766901	0.5939085	0.1333263	0.9994569	0.0332442
950	1.0000000	0.9185174	0.9589818	0.3109875	0.4040576	0.6773016	0.6009100	0.1233860	0.9998438	0.0298586
1000	1.0000000	0.9219529	0.9465222	0.3501776	0.3996525	0.6794536	0.6143675	0.1154008	0.9999549	0.0284776
