YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
0.4998482	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9985368	0.0458552	1.0000000
0.9998205	0.0065881	0.0533205	0.8563352	0.9229055	1.0000000	0.0373545	0.9985368	0.0458552	1.0000000
0.4628574	0.6885148	0.0266677	0.8545860	0.9211593	0.9760174	0.4455574	0.9985368	0.0458552	1.0000000
0.9999867	0.0016076	0.0734917	0.4281683	0.9229055	1.0000000	0.0373545	0.9985368	0.0458552	1.0000000
0.9995484	0.0108782	0.0547850	0.7466125	0.4614528	1.0000000	0.0373546	0.9985368	0.0458552	1.0000000
0.9996253	0.0098538	0.0555595	0.7069681	0.8524895	0.5000000	0.0373546	0.9985368	0.0458552	1.0000000
0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0186945	0.9985368	0.0458552	1.0000000
0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.4995483	0.0458552	1.0000000
0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0313834	0.9997340	0.0229285	1.0000000
0.9993602	0.0131622	0.0533206	0.8563325	0.9229028	0.9999616	0.1354621	0.9614766	0.1750334	0.5000001
