"Time"	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
900	0.5355269	0.9159658	0.5362296	0.9606021	0.4505372	0.2239548	0.1370892	0.1583198	0.9521970	0.9942707
950	0.5029683	0.9153687	0.4963575	1.0396679	0.3947715	0.3073289	0.1156372	0.1677111	1.0095333	0.9568976
1000	0.6555925	0.9149296	0.4828460	1.0131974	0.3903972	0.3257059	0.0942643	0.1734803	1.0254664	0.9779092

0	0.6258613	0.8564099	0.5109283	0.9797785	0.4305379	0.5426353	0.1059473	0.1415658	1.0748207	1.0311001
50	0.5442640	0.8954394	0.5576449	0.4360810	0.5006437	0.4913539	0.1278774	0.1442752	1.0109725	0.9922132
100	0.5207456	0.8490632	0.6854105	0.2960396	0.5239239	0.2705557	0.0754600	0.1527350	1.0543874	0.9736494
150	0.6366555	0.7644886	0.8768423	0.2878942	0.5366709	0.1871478	0.1265892	0.1829757	1.0659860	0.9720435
200	0.6785652	0.5673416	0.9056777	0.2986401	0.4634285	0.1970096	0.1706640	0.2180014	1.0493383	0.9518331
250	0.7738760	0.5696174	0.9823180	0.3186217	0.4079827	0.2218636	0.2250439	0.2067433	0.9119657	1.0299147
300	0.7210887	0.4262634	0.9338700	0.2819631	0.4634138	0.3608540	0.1958402	0.2474538	1.0308003	0.9960249
350	0.8324200	0.4587232	0.9449433	0.2736137	0.4555931	0.2929540	0.1964774	0.2190036	0.9531829	0.9543073
400	0.8622911	0.4628303	0.9696758	0.2497575	0.4072580	0.3085158	0.1998041	0.2454106	0.9017859	0.9960558
450	0.8540773	0.4180372	1.0229119	0.3166937	0.4428910	0.3899621	0.2411735	0.2819764	0.9660802	0.9633787
500	0.9262515	0.3817900	0.8755238	0.3447862	0.5265438	0.3750632	0.2321759	0.2325872	0.9682474	0.9413215
550	0.9555848	0.4103335	0.8024138	0.8605183	0.3731997	0.3485544	0.2070590	0.2630823	1.0256936	0.9880943
600	0.8505148	0.5144616	0.6467548	0.9832447	0.4009478	0.3762550	0.2078425	0.2663117	1.0254139	1.0273969
650	0.7716655	0.6552870	0.4999936	0.9625624	0.3978217	0.3704815	0.2460630	0.2225462	1.0292106	1.0198315
700	0.7754735	0.7792362	0.5434355	0.9372342	0.3815202	0.3719584	0.2075216	0.1743639	1.0116865	1.0542532
750	0.7764237	0.9065565	0.5258292	1.0598108	0.4124323	0.4150105	0.2004309	0.1629797	0.8933273	0.9618649
800	0.6222359	0.9346576	0.5266318	1.0433172	0.4539921	0.3074172	0.1392470	0.1823455	0.9660449	1.0110554
850	0.6241283	0.9999681	0.4990472	0.9728057	0.4310686	0.3068904	0.1553606	0.1641890	0.9963333	1.0174720
900	0.5494983	0.9458679	0.4613409	1.0855491	0.4465694	0.4246173	0.1572062	0.2039976	0.8988982	1.0504370
950	0.5228994	0.8937929	0.4938827	0.9735613	0.4221689	0.4773563	0.1559663	0.1569480	1.0711797	0.9852205
1000	0.5798997	0.9612926	0.4813206	1.0548096	0.4254072	0.4890733	0.1414184	0.1744038	0.9356433	1.0630968

0	0.6258613	0.8564099	0.5109283	0.9797785	0.4305379	0.5426353	0.1059473	0.1415658	1.0748207	1.0311001
50	0.6249387	0.9302093	0.4824740	0.9238092	0.6023148	0.2683640	0.1067502	0.1381929	0.5559133	0.9433657
100	0.5858649	0.9845122	0.5182654	0.9794687	0.6253381	0.1444891	0.1308403	0.1487478	0.4903887	0.9368176
150	0.5335231	0.9653200	0.5552748	1.0133714	0.6437474	0.0888434	0.1278830	0.2552486	0.4256596	0.8832877
200	0.5255525	0.8981682	0.5357895	0.9477659	0.6028313	0.0874244	0.2052050	0.3702937	0.4250310	0.8949376
250	0.5494567	0.8813007	0.4685003	1.0303926	0.6688715	0.0960979	0.4231073	0.3535397	0.4067238	0.9335050
300	0.5261972	0.9396159	0.4738106	1.0510261	0.6530018	0.0558720	0.4848003	0.4247161	0.3898255	0.8948320
350	0.6096213	0.9473852	0.5030982	1.0539651	0.6709415	0.0710919	0.5619662	0.4518704	0.3436176	0.8820416
400	0.5074395	0.9095119	0.5387186	1.0018155	0.7062117	0.0780539	0.5835213	0.5841964	0.3659644	0.8459091
450	0.4973635	0.9653824	0.5150406	0.9836210	0.6709129	0.0876687	0.6479303	0.6303226	0.2512112	0.8263594
500	0.4512425	0.9707222	0.4952415	0.9275992	0.7308333	0.0839946	0.6343691	0.6453864	0.2960028	0.9162299
550	0.4902025	0.9661937	0.5498973	1.0080015	0.5006491	0.1472432	0.7027138	0.5637561	0.4108101	0.9746911
600	0.5541905	0.9537754	0.5381133	0.9634189	0.4626418	0.2221481	0.6565584	0.4475365	0.4881114	1.0857218
650	0.5349942	0.9203311	0.5694019	1.0742723	0.3274063	0.2980344	0.5814895	0.3348843	0.5551768	1.0663351
700	0.6207158	0.8788887	0.5603343	0.9445472	0.3450834	0.4377019	0.5367977	0.3194360	0.4907485	1.0643339
750	0.6512118	0.7783475	0.5025599	0.9325079	0.3800111	0.6273785	0.3984816	0.2817312	0.6241444	1.0257211
800	0.7390889	0.8577805	0.5033279	1.0187040	0.4242094	0.5648366	0.3424966	0.2242541	0.7721508	0.9825320
850	0.6408676	0.9474493	0.4860838	1.0762121	0.4446729	0.4493095	0.2696023	0.1501159	0.8378067	0.9607536
900	0.6657589	0.9180014	0.4831669	1.0620228	0.5074479	0.5503332	0.1999618	0.1545597	0.9145661	1.0224187
950	0.5229284	0.9567240	0.4332348	1.0805597	0.5310132	0.3802315	0.1311013	0.1430710	0.9843665	1.0248241
1000	0.6253985	0.8835073	0.4442999	1.0790560	0.4457286	0.2668034	0.1457179	0.1451545	0.9313328	1.0285201

0	0.6258613	0.8564099	0.5109283	0.9797785	0.4305379	0.5426353	0.1059473	0.1415658	1.0748207	1.0311001
50	0.6818599	0.3629992	0.2969223	1.0589006	0.4308436	0.3080495	0.5038657	0.1377532	0.7286232	0.7601161
100	0.8666681	0.1950707	0.3010208	0.9791769	0.4248398	0.2933061	0.6595678	0.2002725	0.5365453	0.7072256
150	0.9524349	0.1564549	0.2363652	1.0149621	0.4316364	0.2983661	0.7274252	0.1739058	0.3571842	0.6292135
200	0.9876797	0.1269184	0.2493042	0.9898520	0.3676915	0.4299389	0.7853617	0.2171053	0.3621367	0.6754567
250	0.9559763	0.1355106	0.3038743	0.9657198	0.4281997	0.4532547	0.7396947	0.2977602	0.4018549	0.6707090
300	1.0192510	0.1230759	0.2255602	1.0886988	0.4765690	0.3724644	0.7831824	0.3076471	0.3744615	0.6759832
350	0.9648362	0.1004403	0.2591810	0.9684642	0.4258282	0.3639175	0.7867812	0.4048253	0.3841751	0.6582223
400	0.9076874	0.0947400	0.2958454	0.9531258	0.4208901	0.4258234	0.7662232	0.4730732	0.3684718	0.6012137
450	0.9563944	0.1086057	0.2384935	0.9721625	0.4586253	0.4225874	0.8493103	0.4599414	0.5277625	0.6680034
500	0.9960161	0.1192359	0.2743400	1.0460420	0.4637191	0.3252310	0.8507820	0.3092623	0.3690552	0.6702923
550	0.9057117	0.6301130	0.4635166	1.0004931	0.4005106	0.2891126	0.5470087	0.2841695	0.4992545	0.8813694
600	0.8722435	0.8164852	0.4318455	0.9928171	0.4687600	0.2905584	0.3442154	0.2552575	0.6097479	0.9906994
650	0.6471214	0.9610772	0.5014180	0.8848581	0.4162648	0.4026771	0.2826994	0.1963125	0.7337993	0.9200028
700	0.5683468	0.9274789	0.5557302	1.0179669	0.4396302	0.3692702	0.2318698	0.1740547	0.8822161	1.0118801
750	0.5954344	0.8862178	0.4910086	1.0060726	0.4229967	0.3670151	0.1739076	0.1821403	0.9549703	1.0269205
800	0.5621695	0.8691457	0.4796400	0.9335837	0.4602113	0.3476520	0.1248056	0.1638100	0.9791637	1.0262466
850	0.6141480	0.8888214	0.5525887	1.0452757	0.4314302	0.3365704	0.1072412	0.1644174	0.9836372	0.9736758
900	0.5666267	0.9124502	0.5543905	1.0783993	0.4217669	0.3029348	0.1585801	0.1537382	1.0047099	0.9294442
950	0.6069864	0.8653749	0.5004817	1.0264510	0.4461764	0.4128655	0.1425954	0.1886706	1.0200290	0.8532691
1000	0.5709244	0.8894747	0.5275916	1.0455940	0.4433318	0.3824477	0.1011548	0.1911928	0.9282101	0.9367517

0	0.6258613	0.8564099	0.5109283	0.9797785	0.4305379	0.5426353	0.1059473	0.1415658	1.0748207	1.0311001
50	0.5669811	0.9265262	0.5103976	1.0566139	0.2781458	0.3461195	0.1001610	0.1526300	0.9644030	1.0665227
100	0.5085101	0.8698733	0.5566716	1.0839735	0.1840020	0.5455816	0.1087923	0.1703546	0.9980949	1.0666018
150	0.6091425	0.9032404	0.5215004	0.9892553	0.1689677	0.6975120	0.1195665	0.1331418	1.0291975	0.9974745
200	0.5866770	0.8421248	0.4967137	0.9855568	0.1830623	0.7760737	0.1183608	0.1374666	0.9351055	1.0289409
250	0.5723610	0.8547520	0.4817474	1.0453797	0.2215162	0.8970937	0.1005512	0.1561336	0.9353563	0.9846231
300	0.5482929	0.9421258	0.5805690	0.9988450	0.2570181	0.8934567	0.0944932	0.1292617	0.9521289	1.0323130
350	0.5193900	0.9098665	0.5191866	1.0769586	0.2232303	0.8577522	0.1265748	0.1448011	0.9853677	1.1291661
400	0.5822880	0.9330603	0.4741052	1.0155897	0.2261785	0.8249164	0.1060504	0.1822922	0.9961948	1.0396670
450	0.5650210	0.9746881	0.5254980	0.9573731	0.2357381	0.8664433	0.1662934	0.1990104	0.9649613	1.0426945
500	0.5224900	0.9752132	0.5572670	0.9478873	0.2427544	0.7866944	0.1449812	0.2148863	0.9609662	1.0389753
550	0.5031303	0.8711031	0.5516376	0.9834435	0.4797177	0.7040693	0.2089975	0.1788814	0.9351874	1.0565298
600	0.5136028	0.8231432	0.5437612	0.9816588	0.4617076	0.5273671	0.1867578	0.1561992	0.9296957	1.0332965
650	0.5852275	0.9014055	0.5521894	0.8958930	0.5007398	0.4098983	0.1635922	0.1786683	0.9836303	0.9943683
700	0.5712725	0.9896269	0.5673340	0.9924062	0.4861519	0.3905994	0.1543398	0.1684891	0.9690973	0.9446269
750	0.5012174	0.8957094	0.5206392	1.0862927	0.4444146	0.3246967	0.1107498	0.1777428	0.8917529	0.9288061
800	0.5593058	0.8784829	0.4153622	1.0336520	0.3847082	0.3890017	0.1336129	0.1918458	0.9887268	0.9948357
850	0.5701621	0.9367225	0.5066712	0.9225442	0.4003718	0.4762819	0.1706439	0.1513510	0.9740099	1.0485470
900	0.5237693	0.9404898	0.5189929	0.9573824	0.4622967	0.5260720	0.1843969	0.1479574	0.9865992	1.0339852
950	0.5350310	0.9276575	0.5292752	1.0304420	0.4353988	0.5985686	0.1958988	0.1673325	1.0923728	0.9459019
1000	0.5896701	0.9420931	0.5302281	0.9975845	0.4865323	0.4621142	0.1735168	0.1665467	0.9726035	1.0911168

0	0.6258613	0.8564099	0.5109283	0.9797785	0.4305379	0.5426353	0.1059473	0.1415658	1.0748207	1.0311001
50	0.5371777	1.0722628	0.2264843	0.9871393	0.4135176	0.3627543	0.1445195	0.1593457	0.9753507	1.0430470
100	0.4577024	1.0504717	0.1036344	1.0082639	0.3981805	0.3527501	0.1616810	0.1405806	0.9473214	1.0111659
150	0.4333133	1.1174825	0.0788467	0.9695189	0.4254381	0.4334253	0.1147598	0.0818012	0.9999522	1.0315471
200	0.3932548	1.1040125	0.0606585	0.9726480	0.4830707	0.4859104	0.0832569	0.0326602	1.0837316	0.9948386
250	0.3975302	1.0540451	0.0548513	1.0086269	0.4401398	0.5098093	0.0569058	0.0271529	1.0120293	1.0369548
300	0.4649357	0.9877685	0.0760423	0.9619616	0.4667076	0.4053375	0.0541924	0.0139237	1.0052503	1.0558866
350	0.4815923	0.9491287	0.0572288	1.0722817	0.5142975	0.4481305	0.0388173	0.0228914	0.9563252	1.0765587
400	0.4467811	0.9550406	0.0607290	0.9546913	0.4287695	0.4418804	0.0506210	0.0274983	0.9191342	1.0818185
450	0.4832676	0.9540269	0.0517502	0.9943029	0.4251069	0.5627406	0.0359101	0.0192061	0.9931827	1.1381629
500	0.5128653	0.8292096	0.0554206	0.9630241	0.4695478	0.5922640	0.0486333	0.0137187	0.9974440	1.0505452
550	0.5685662	0.9029232	0.4281809	0.9864693	0.5149810	0.4987975	0.0282478	0.0331503	0.9661329	1.0473123
600	0.5370241	0.9703215	0.5129893	1.0658108	0.4913351	0.7692654	0.0565828	0.0779375	0.9502888	1.0342633
650	0.5254501	0.9841936	0.4945554	0.9805241	0.5371320	0.7144556	0.0505049	0.1213263	1.1082828	0.9975913
700	0.4431502	0.8895358	0.4954077	0.9674068	0.5627975	0.3238854	0.0896230	0.1678786	0.9807613	1.0061614
750	0.4907194	0.9098519	0.5893281	0.9998255	0.4618062	0.2314571	0.1281342	0.1521960	0.8982317	0.9401937
800	0.5818196	0.8674844	0.5580664	0.9820139	0.4025866	0.2127873	0.0872522	0.1486312	1.0376727	1.0215452
850	0.6222983	0.8674742	0.5643022	0.9745933	0.4304303	0.3382930	0.0843093	0.1784075	1.0379340	1.0274809
900	0.5609155	0.9187709	0.5456581	1.0461132	0.4194637	0.4780302	0.1428764	0.1949432	0.9456113	0.9633220
950	0.6768085	0.8408050	0.4841624	0.9781915	0.3985078	0.3807399	0.1336062	0.1857038	0.8917866	0.9823103
1000	0.6356189	0.8745522	0.4632259	1.0774162	0.3992494	0.5200335	0.1318975	0.1866796	0.9947647	1.0112127

0	0.6258613	0.8564099	0.5109283	0.9797785	0.4305379	0.5426353	0.1059473	0.1415658	1.0748207	1.0311001
50	0.5227472	0.8263619	0.5595628	0.3677637	0.3890005	0.4534768	0.1136728	0.1598171	1.0050503	0.4348492
100	0.6671430	0.7563041	0.7371223	0.3311799	0.3548659	0.5042341	0.0962495	0.1540953	1.0867513	0.3535448
150	0.7063738	0.6174962	0.9271630	0.2799108	0.3290838	0.6103459	0.0961143	0.1840620	1.0586322	0.2691056
200	0.7657575	0.4863764	0.9362198	0.3342080	0.2411222	0.6843423	0.1146907	0.2225331	1.0522083	0.2481835
250	0.9053275	0.4256179	0.8323802	0.3577149	0.2441375	0.7134886	0.1398208	0.2208929	0.9782892	0.2013352
300	0.9001252	0.3336800	0.9895951	0.3203992	0.2620345	0.7884315	0.1784303	0.2342510	0.9905901	0.2201245
350	1.0390647	0.3492745	0.9221494	0.3088354	0.2621511	0.8329367	0.1769868	0.2086990	1.0628832	0.1997545
400	0.9577171	0.3403284	0.9334975	0.3077894	0.3372179	0.7685844	0.2094283	0.2140409	1.1074960	0.2129896
450	0.9343850	0.2785706	0.9557824	0.3366620	0.3839900	0.6340867	0.2098647	0.2067734	1.0293323	0.2092569
500	0.9853343	0.2803362	0.9296404	0.3247409	0.3566196	0.5716623	0.2070055	0.2425841	0.9202858	0.1827899
550	1.0130234	0.4039576	0.9058499	0.9589406	0.3735268	0.5521709	0.1799162	0.2782999	0.9645125	0.6902600
600	0.9284757	0.4928322	0.6433884	1.0011968	0.4604015	0.6136861	0.1936147	0.2603042	0.9618402	0.8552360
650	0.8982898	0.7239437	0.5229188	1.0112888	0.4809265	0.4843304	0.2087588	0.2163652	0.9858660	1.0035697
700	0.7357349	0.8296623	0.5119705	1.0125959	0.4363237	0.4006524	0.2095828	0.2113238	1.0356984	1.0622979
750	0.6618943	0.8629951	0.5378829	1.0698361	0.4416624	0.2981831	0.1918037	0.1793189	0.9651239	0.9795753
800	0.6142665	0.8482066	0.4796242	1.0341294	0.4778712	0.2583278	0.2443468	0.1819349	0.9282687	0.9956587
850	0.6981029	0.8169319	0.5342421	0.9682494	0.5132855	0.2779719	0.2585923	0.1267393	1.0527984	1.0031937
900	0.6696876	0.9324029	0.4773015	1.0253481	0.4456177	0.3137303	0.1767367	0.1186964	0.9965659	0.8899315
950	0.5672318	0.9768866	0.5921771	0.9673183	0.3858678	0.3465511	0.1489633	0.1557124	1.0095678	0.9083472
1000	0.5511702	0.8907688	0.5295609	0.9854158	0.4195596	0.3870966	0.1423897	0.1986277	0.9317609	0.9775610
