YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.0000000	0.5491867	0.6062489	0.8605654	0.9578403	0.0341817	0.9782927	0.2526503	0.9340540	1.0651360
0.3159913	0.0000000	0.2351827	0.7927035	0.3550200	0.2869327	1.0282064	0.3182297	0.9389838	1.0424694
0.0401208	0.0041174	0.0000000	0.8986061	0.4338978	0.3122717	0.8680081	0.3353070	1.0178824	1.0235861
1.0465805	0.5507223	0.5022414	0.0000000	1.0049663	0.0476518	1.0499534	0.2745789	0.9682460	1.0700654
0.6630956	0.3927146	0.3629302	0.5870250	0.0000000	0.0935989	0.9929101	0.2579291	1.0002400	1.0189892
0.2579511	0.2795313	0.2119136	0.9167157	1.0181593	0.0000000	1.0756978	0.2522487	1.0097462	0.9766169
0.3005117	0.2989604	0.2664307	0.7718609	0.1369039	0.4826390	0.0000000	0.2797679	1.1108280	1.0251931
0.2224941	0.2973120	0.2396847	0.9149847	0.9627021	0.0975715	1.0108069	0.0000000	1.0147931	1.1618590
0.3544121	0.3253248	0.2635311	0.6732658	0.0848319	0.4959658	0.2753607	0.9625345	0.0000000	1.0961066
0.1086818	0.2355927	0.2107376	0.8880323	1.0981926	0.0990325	1.0963856	0.2340246	1.0191372	0.0000000
