"Time"	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
500	0.9272045	0.5831252	0.2550857	0.0979248	0.1346498	0.2536432	0.9984704	0.9105022	0.2329899	0.9858715
550	0.9279187	0.6014818	0.1839280	0.0978859	0.1326639	0.2536433	0.9984703	0.9104931	0.2329900	0.9870848
600	0.9383718	0.6800533	0.1377437	0.0975860	0.1303319	0.2536433	0.9984702	0.9104929	0.2329366	0.9913315
650	0.9564841	0.7594555	0.1232478	0.0970958	0.1289626	0.2536433	0.9984703	0.9105163	0.2328050	0.9950898
700	0.9701500	0.8061694	0.1192823	0.0966178	0.1282946	0.2536433	0.9984704	0.9105699	0.2326559	0.9972552
750	0.9774170	0.8273819	0.1182240	0.0962567	0.1279957	0.2536433	0.9984708	0.9106385	0.2325399	0.9982927
800	0.9807057	0.8357167	0.1179334	0.0960223	0.1278684	0.2536432	0.9984712	0.9107019	0.2324673	0.9987427
850	0.9820684	0.8387177	0.1178477	0.0958847	0.1278159	0.2536430	0.9984717	0.9107496	0.2324276	0.9989260
900	0.9826010	0.8397432	0.1178196	0.0958094	0.1277947	0.2536429	0.9984720	0.9107806	0.2324080	0.9989977
950	0.9828003	0.8400845	0.1178093	0.0957702	0.1277862	0.2536428	0.9984722	0.9107989	0.2323990	0.9990250
1000	0.9828724	0.8401978	0.1178052	0.0957507	0.1277829	0.2536428	0.9984723	0.9108088	0.2323950	0.9990351

0	0.9828353	0.8400509	0.1178160	0.0957908	0.1277853	0.2536428	0.9984723	0.9108084	0.2323951	0.9990324
50	0.9828669	0.8371231	0.1415350	0.0992485	0.2510445	0.1306619	0.9984778	0.9172190	0.1420630	0.9990046
100	0.9819196	0.7802803	0.2509568	0.1262968	0.3911303	0.0683659	0.9985512	0.9444684	0.0584972	0.9977688
150	0.9739013	0.6407977	0.3682149	0.1769140	0.4712481	0.0539489	0.9986942	0.9716987	0.0211334	0.9890032
200	0.9430328	0.5022962	0.4383648	0.2300064	0.5096842	0.0511129	0.9988204	0.9876907	0.0073525	0.9663827
250	0.8714495	0.4140718	0.4640005	0.2716188	0.5266896	0.0505729	0.9988975	0.9950808	0.0027269	0.9374384
300	0.7750464	0.3719213	0.4645750	0.2991571	0.5338738	0.0504635	0.9989364	0.9981154	0.0012742	0.9150991
350	0.6968365	0.3577719	0.4575667	0.3155018	0.5368208	0.0504372	0.9989539	0.9992901	0.0008483	0.9042120
400	0.6560571	0.3563927	0.4521799	0.3244982	0.5380055	0.0504294	0.9989613	0.9997317	0.0007332	0.9017224
450	0.6435038	0.3585179	0.4503144	0.3291841	0.5384750	0.0504267	0.9989643	0.9998954	0.0007037	0.9027106
500	0.6434424	0.3601682	0.4505751	0.3315245	0.5386591	0.0504257	0.9989654	0.9999556	0.0006951	0.9040279
550	0.6459026	0.3614669	0.4345763	0.3260000	0.4084963	0.1733967	0.9989650	0.9979107	0.0929087	0.9051255
600	0.6545611	0.3792747	0.3505270	0.2859754	0.2632886	0.2356846	0.9989416	0.9807684	0.1781383	0.9145165
650	0.7029549	0.4448385	0.2485809	0.2256665	0.1855111	0.2500896	0.9988592	0.9542707	0.2158149	0.9388566
700	0.7990362	0.5549975	0.1791532	0.1731153	0.1510714	0.2529169	0.9987382	0.9329450	0.2288972	0.9646705
750	0.8878918	0.6677169	0.1435348	0.1378051	0.1369247	0.2534593	0.9986264	0.9204674	0.2324832	0.9820844
800	0.9401232	0.7498330	0.1278565	0.1172300	0.1313133	0.2535789	0.9985493	0.9144617	0.2330518	0.9913963
850	0.9647659	0.7976424	0.1215526	0.1062401	0.1291295	0.2536158	0.9985060	0.9119709	0.2328956	0.9957850
900	0.9753873	0.8216715	0.1191585	0.1007006	0.1282906	0.2536311	0.9984853	0.9110780	0.2326798	0.9977058
950	0.9798248	0.8326036	0.1182824	0.0980215	0.1279717	0.2536380	0.9984766	0.9108154	0.2325365	0.9985080
1000	0.9816590	0.8372394	0.1179696	0.0967655	0.1278517	0.2536410	0.9984734	0.9107666	0.2324592	0.9988325

0	0.9828353	0.8400509	0.1178160	0.0957908	0.1277853	0.2536428	0.9984723	0.9108084	0.2323951	0.9990324
50	0.9795092	0.6836192	0.1062483	0.0953013	0.1075902	0.2536189	0.9987944	0.9107683	0.2338879	0.7713661
100	0.9574527	0.5674726	0.0678931	0.0926090	0.0838823	0.2535569	0.9989412	0.9095030	0.2469875	0.5250978
150	0.9275346	0.5450858	0.0405170	0.0886301	0.0699531	0.2535190	0.9989700	0.9031273	0.2812075	0.3936522
200	0.9133582	0.5528514	0.0290116	0.0850706	0.0631509	0.2535077	0.9989430	0.8876889	0.3307632	0.3356048
250	0.9124903	0.5614467	0.0250667	0.0825692	0.0601047	0.2535147	0.9988633	0.8642217	0.3778201	0.3121722
300	0.9153402	0.5661016	0.0238059	0.0810370	0.0588085	0.2535370	0.9987343	0.8389086	0.4110677	0.3031971
350	0.9177478	0.5681191	0.0234051	0.0801774	0.0582780	0.2535722	0.9985784	0.8176775	0.4303208	0.2998760
400	0.9191009	0.5689036	0.0232746	0.0797240	0.0580710	0.2536140	0.9984280	0.8028306	0.4400668	0.2986767
450	0.9197386	0.5691911	0.0232309	0.0794958	0.0579974	0.2536543	0.9983076	0.7937343	0.4445599	0.2982514
500	0.9200103	0.5692929	0.0232160	0.0793856	0.0579774	0.2536871	0.9982247	0.7886819	0.4464968	0.2981026
550	0.9331919	0.7509285	0.0240819	0.0795835	0.0781700	0.2537542	0.9975831	0.7870727	0.4227479	0.5259422
600	0.9635684	0.9005523	0.0335785	0.0813511	0.1018875	0.2538816	0.9973303	0.8001714	0.3461266	0.7724863
650	0.9807630	0.9514918	0.0563498	0.0846644	0.1158326	0.2539392	0.9974653	0.8306898	0.2861289	0.9041390
700	0.9871929	0.9476527	0.0815192	0.0882502	0.1226459	0.2539096	0.9977715	0.8621601	0.2550455	0.9622625
750	0.9886590	0.9198218	0.0995772	0.0911655	0.1256906	0.2538364	0.9980552	0.8846706	0.2413771	0.9856256
800	0.9880099	0.8894752	0.1096527	0.0931572	0.1269742	0.2537638	0.9982478	0.8978922	0.2358262	0.9944292
850	0.9866177	0.8668804	0.1144627	0.0943687	0.1274890	0.2537108	0.9983595	0.9047932	0.2336696	0.9975581
900	0.9852391	0.8532481	0.1165297	0.0950466	0.1276847	0.2536783	0.9984184	0.9081291	0.2328559	0.9986030
950	0.9842104	0.8460948	0.1173503	0.0954026	0.1277541	0.2536603	0.9984476	0.9096578	0.2325563	0.9989270
1000	0.9835697	0.8427037	0.1176544	0.0955801	0.1277763	0.2536510	0.9984614	0.9103310	0.2324486	0.9990178

0	0.9828353	0.8400509	0.1178160	0.0957908	0.1277853	0.2536428	0.9984723	0.9108084	0.2323951	0.9990324
50	0.9732842	0.5304466	0.1167705	0.0957587	0.1277825	0.2536427	0.9984724	0.9108093	0.2325278	0.9742473
100	0.8221155	0.2733890	0.1121558	0.0957444	0.1277814	0.2536427	0.9984723	0.9107193	0.2332707	0.9474509
150	0.4759067	0.1725475	0.1070728	0.0957380	0.1277810	0.2536428	0.9984714	0.9104189	0.2343123	0.9331976
200	0.2546948	0.1406554	0.1036878	0.0957353	0.1277808	0.2536431	0.9984693	0.9099681	0.2351757	0.9269603
250	0.1693971	0.1318810	0.1019158	0.0957341	0.1277808	0.2536437	0.9984664	0.9095199	0.2357217	0.9244843
300	0.1417239	0.1298185	0.1011082	0.0957336	0.1277810	0.2536444	0.9984635	0.9091724	0.2360147	0.9235605
350	0.1333957	0.1294628	0.1007718	0.0957334	0.1277812	0.2536452	0.9984611	0.9089442	0.2361554	0.9232313
400	0.1310212	0.1294617	0.1006405	0.0957333	0.1277814	0.2536459	0.9984595	0.9088110	0.2362178	0.9231183
450	0.1303855	0.1295007	0.1005918	0.0957333	0.1277817	0.2536463	0.9984585	0.9087397	0.2362438	0.9230809
500	0.1302309	0.1295264	0.1005746	0.0957334	0.1277819	0.2536466	0.9984579	0.9087041	0.2362541	0.9230689
550	0.2495475	0.4513942	0.1015238	0.0957335	0.1277820	0.2536468	0.9984577	0.9086928	0.2360924	0.9478622
600	0.6653510	0.7168421	0.1059225	0.0957335	0.1277821	0.2536468	0.9984577	0.9087957	0.2352484	0.9746737
650	0.8815997	0.8164870	0.1109827	0.0957336	0.1277822	0.2536468	0.9984587	0.9091299	0.2341696	0.9889444
700	0.9538865	0.8428449	0.1144763	0.0957336	0.1277822	0.2536465	0.9984610	0.9096019	0.2333425	0.9951883
750	0.9752773	0.8460808	0.1163520	0.0957336	0.1277822	0.2536458	0.9984640	0.9100461	0.2328488	0.9976578
800	0.9811890	0.8442615	0.1172197	0.0957336	0.1277820	0.2536450	0.9984669	0.9103752	0.2325949	0.9985699
850	0.9826685	0.8423756	0.1175831	0.0957336	0.1277818	0.2536443	0.9984692	0.9105835	0.2324768	0.9988885
900	0.9829617	0.8412388	0.1177244	0.0957335	0.1277815	0.2536437	0.9984707	0.9107016	0.2324257	0.9989943
950	0.9829785	0.8406741	0.1177761	0.0957335	0.1277813	0.2536432	0.9984715	0.9107632	0.2324049	0.9990276
1000	0.9829524	0.8404230	0.1177940	0.0957334	0.1277811	0.2536430	0.9984720	0.9107934	0.2323968	0.9990375

0	0.9828353	0.8400509	0.1178160	0.0957908	0.1277853	0.2536428	0.9984723	0.9108084	0.2323951	0.9990324
50	0.9727195	0.5194185	0.1996462	0.0957587	0.1277825	0.2536427	0.9984724	0.9108137	0.2323943	0.9986371
100	0.7972388	0.2423274	0.2513575	0.0957444	0.1277814	0.2536427	0.9984725	0.9108146	0.2324184	0.9956094
150	0.4195176	0.1259074	0.2661766	0.0957380	0.1277810	0.2536427	0.9984724	0.9108018	0.2325179	0.9907950
200	0.2116489	0.0854433	0.2691970	0.0957353	0.1277808	0.2536427	0.9984723	0.9107592	0.2326833	0.9868971
250	0.1412605	0.0726861	0.2693703	0.0957341	0.1277808	0.2536427	0.9984720	0.9106875	0.2328516	0.9846681
300	0.1206128	0.0689474	0.2691005	0.0957335	0.1277807	0.2536428	0.9984715	0.9106058	0.2329782	0.9836427
350	0.1148241	0.0679336	0.2688939	0.0957333	0.1277807	0.2536430	0.9984710	0.9105339	0.2330555	0.9832450
400	0.1132267	0.0676877	0.2687893	0.0957332	0.1277808	0.2536431	0.9984705	0.9104816	0.2330959	0.9831156
450	0.1127896	0.0676394	0.2687462	0.0957332	0.1277808	0.2536432	0.9984702	0.9104485	0.2331146	0.9830831
500	0.1126712	0.0676348	0.2687312	0.0957332	0.1277809	0.2536433	0.9984699	0.9104298	0.2331222	0.9830793
550	0.1462481	0.3020055	0.1865679	0.0957332	0.1277809	0.2536434	0.9984698	0.9104203	0.2331205	0.9846528
600	0.4986504	0.5684164	0.1349588	0.0957332	0.1277809	0.2536434	0.9984697	0.9104214	0.2330510	0.9899702
650	0.8013108	0.7272086	0.1205207	0.0957332	0.1277810	0.2536435	0.9984698	0.9104519	0.2328854	0.9945247
700	0.9237050	0.8001348	0.1176530	0.0957332	0.1277810	0.2536434	0.9984700	0.9105197	0.2327020	0.9970713
750	0.9644524	0.8279944	0.1174156	0.0957332	0.1277810	0.2536434	0.9984705	0.9106045	0.2325623	0.9982531
800	0.9772801	0.8371430	0.1175708	0.0957332	0.1277810	0.2536433	0.9984710	0.9106817	0.2324765	0.9987456
850	0.9812374	0.8397093	0.1176953	0.0957332	0.1277809	0.2536431	0.9984715	0.9107389	0.2324309	0.9989361
900	0.9824349	0.8402779	0.1177585	0.0957332	0.1277809	0.2536430	0.9984719	0.9107755	0.2324088	0.9990056
950	0.9827855	0.8403396	0.1177856	0.0957332	0.1277809	0.2536429	0.9984722	0.9107967	0.2323990	0.9990296
1000	0.9828826	0.8403107	0.1177962	0.0957332	0.1277808	0.2536428	0.9984723	0.9108079	0.2323948	0.9990375

0	0.9828353	0.8400509	0.1178160	0.0957908	0.1277853	0.2536428	0.9984723	0.9108084	0.2323951	0.9990324
50	0.9828802	0.8402167	0.1173352	0.0957124	0.1238815	0.1333254	0.9984774	0.9167537	0.1489115	0.9970612
100	0.9829208	0.8421812	0.1115975	0.0949052	0.1102501	0.0723784	0.9985461	0.9423165	0.0717233	0.9949440
150	0.9831593	0.8516755	0.1000891	0.0928149	0.0979800	0.0582727	0.9986824	0.9685331	0.0372542	0.9938984
200	0.9838780	0.8690410	0.0890206	0.0902127	0.0906777	0.0554962	0.9988059	0.9845956	0.0245599	0.9935628
250	0.9849910	0.8877927	0.0815306	0.0879482	0.0870206	0.0549654	0.9988838	0.9924535	0.0202918	0.9935330
300	0.9861297	0.9026335	0.0773460	0.0863371	0.0853481	0.0548561	0.9989247	0.9959001	0.0189297	0.9935876
350	0.9870281	0.9122879	0.0752625	0.0853275	0.0846237	0.0548289	0.9989440	0.9973264	0.0185083	0.9936436
400	0.9876272	0.9177981	0.0742999	0.0847471	0.0843209	0.0548203	0.9989526	0.9978965	0.0183800	0.9936818
450	0.9879835	0.9206667	0.0738773	0.0844338	0.0841972	0.0548171	0.9989562	0.9981193	0.0183409	0.9937040
500	0.9881784	0.9220627	0.0736984	0.0842725	0.0841476	0.0548158	0.9989576	0.9982049	0.0183288	0.9937157
550	0.9882784	0.9226975	0.0737675	0.0842015	0.0855018	0.1751298	0.9989570	0.9956458	0.1018139	0.9956981
600	0.9883233	0.9223780	0.0763018	0.0844333	0.0947223	0.2360720	0.9989313	0.9783281	0.1790023	0.9978372
650	0.9882900	0.9181622	0.0843199	0.0855589	0.1075196	0.2501664	0.9988492	0.9531911	0.2134666	0.9989619
700	0.9880470	0.9068452	0.0952361	0.0876173	0.1172050	0.2529328	0.9987334	0.9332686	0.2261547	0.9994071
750	0.9874619	0.8901524	0.1047170	0.0899850	0.1227756	0.2534629	0.9986280	0.9214615	0.2304170	0.9994985
800	0.9865635	0.8731577	0.1110284	0.0920504	0.1255510	0.2535790	0.9985548	0.9155066	0.2317754	0.9994309
850	0.9855436	0.8596902	0.1145765	0.0935552	0.1268242	0.2536145	0.9985124	0.9127846	0.2321959	0.9993166
900	0.9846213	0.8507461	0.1163576	0.0945237	0.1273800	0.2536294	0.9984906	0.9116170	0.2323256	0.9992129
950	0.9839233	0.8455227	0.1171838	0.0950940	0.1276152	0.2536366	0.9984803	0.9111367	0.2323670	0.9991387
1000	0.9834645	0.8427516	0.1175461	0.0954084	0.1277129	0.2536400	0.9984758	0.9109443	0.2323814	0.9990927

0	0.9828353	0.8400509	0.1178160	0.0957908	0.1277853	0.2536428	0.9984723	0.9108084	0.2323951	0.9990324
50	0.9818209	0.6389045	0.3422884	0.0977650	0.2038110	0.2536427	0.9984724	0.9108136	0.2323972	0.9969028
100	0.9360905	0.3764181	0.5153771	0.1127577	0.2930512	0.2536427	0.9984724	0.9108067	0.2325792	0.9690209
150	0.7371673	0.2217383	0.5905991	0.1409860	0.3454473	0.2536427	0.9984723	0.9106848	0.2336694	0.9068018
200	0.5083084	0.1524039	0.6129295	0.1713188	0.3710076	0.2536428	0.9984709	0.9101745	0.2362315	0.8428158
250	0.3919814	0.1259745	0.6118946	0.1956993	0.3824428	0.2536433	0.9984668	0.9090533	0.2397923	0.8004519
300	0.3493303	0.1178527	0.6054463	0.2121838	0.3873114	0.2536446	0.9984588	0.9074294	0.2431876	0.7811203
350	0.3356318	0.1164582	0.6009102	0.2221388	0.3893200	0.2536468	0.9984479	0.9057089	0.2455416	0.7760078
400	0.3316465	0.1168611	0.5992104	0.2276944	0.3901313	0.2536498	0.9984364	0.9042980	0.2467450	0.7765658
450	0.3306637	0.1173302	0.5991333	0.2306206	0.3904542	0.2536528	0.9984267	0.9033723	0.2471723	0.7780670
500	0.3304956	0.1175183	0.5995285	0.2320954	0.3905816	0.2536554	0.9984201	0.9028787	0.2472407	0.7789496
550	0.2309206	0.2002661	0.4084551	0.2291345	0.3146036	0.2536573	0.9984163	0.9026681	0.2471052	0.7972491
600	0.2978090	0.3480541	0.2586385	0.2073379	0.2253826	0.2536584	0.9984146	0.9027292	0.2454511	0.8659349
650	0.5784753	0.5098879	0.1882258	0.1740296	0.1729943	0.2536588	0.9984157	0.9034630	0.2418056	0.9295209
700	0.8042507	0.6412679	0.1531518	0.1439957	0.1474371	0.2536583	0.9984216	0.9049687	0.2380880	0.9668973
750	0.9119145	0.7293766	0.1348197	0.1229496	0.1360031	0.2536566	0.9984319	0.9067403	0.2354478	0.9851294
800	0.9549897	0.7822082	0.1255645	0.1101495	0.1311346	0.2536539	0.9984436	0.9082683	0.2339026	0.9932402
850	0.9716101	0.8114744	0.1211784	0.1030263	0.1291257	0.2536508	0.9984538	0.9093539	0.2330972	0.9966724
900	0.9781709	0.8266521	0.1192173	0.0992954	0.1283141	0.2536481	0.9984614	0.9100312	0.2327079	0.9980849
950	0.9808710	0.8340866	0.1183792	0.0974254	0.1279908	0.2536460	0.9984663	0.9104167	0.2325293	0.9986574
1000	0.9820235	0.8375546	0.1180329	0.0965192	0.1278632	0.2536446	0.9984692	0.9106216	0.2324504	0.9988876

0	0.9828353	0.8400509	0.1178160	0.0957908	0.1277853	0.2536428	0.9984723	0.9108084	0.2323951	0.9990324
50	0.9826272	0.8093426	0.2187976	0.1822773	0.1256663	0.1933275	0.9983046	0.7056833	0.2323946	0.9984891
100	0.9779104	0.6950757	0.2802687	0.2885352	0.1172974	0.1629865	0.9952575	0.5318216	0.2324294	0.9940121
150	0.9617899	0.5976517	0.2930112	0.3536436	0.1088241	0.1569494	0.9880835	0.4560969	0.2325772	0.9869197
200	0.9369636	0.5509408	0.2909392	0.3863914	0.1034572	0.1575543	0.9799820	0.4269669	0.2328198	0.9817378
250	0.9157626	0.5366133	0.2871198	0.4012858	0.1008327	0.1595233	0.9742071	0.4161414	0.2330518	0.9794625
300	0.9046850	0.5353971	0.2846374	0.4076459	0.0998408	0.1612018	0.9710653	0.4121462	0.2332048	0.9789698
350	0.9012958	0.5374138	0.2834916	0.4102525	0.0996194	0.1622390	0.9695984	0.4106675	0.2332779	0.9791460
400	0.9012792	0.5392190	0.2831211	0.4112991	0.0996776	0.1627758	0.9689704	0.4101181	0.2333005	0.9794209
450	0.9020471	0.5401891	0.2830874	0.4117213	0.0997923	0.1630243	0.9687149	0.4099145	0.2333007	0.9796114
500	0.9026588	0.5405478	0.2831555	0.4118979	0.0998869	0.1631314	0.9686145	0.4098402	0.2332949	0.9797055
550	0.9044495	0.5661582	0.1785909	0.3246991	0.1015245	0.2234733	0.9739111	0.6148349	0.2332833	0.9819144
600	0.9234356	0.6781099	0.1150271	0.2175486	0.1091351	0.2514418	0.9888045	0.7886049	0.2331844	0.9888316
650	0.9524650	0.7866145	0.1026155	0.1520885	0.1177020	0.2551278	0.9952944	0.8643225	0.2329669	0.9943723
700	0.9713528	0.8406973	0.1061306	0.1195441	0.1232443	0.2545810	0.9974520	0.8934968	0.2327373	0.9972848
750	0.9798838	0.8553958	0.1113583	0.1051143	0.1259782	0.2540304	0.9981404	0.9043759	0.2325696	0.9985261
800	0.9829098	0.8537609	0.1148162	0.0992151	0.1271293	0.2537835	0.9983618	0.9084111	0.2324716	0.9989635
850	0.9836193	0.8486784	0.1165788	0.0969562	0.1275645	0.2536916	0.9984346	0.9099144	0.2324229	0.9990775
900	0.9835452	0.8446401	0.1173501	0.0961397	0.1277155	0.2536595	0.9984592	0.9104783	0.2324019	0.9990858
950	0.9833146	0.8422766	0.1176514	0.0958605	0.1277636	0.2536485	0.9984678	0.9106909	0.2323942	0.9990708
1000	0.9831279	0.8411027	0.1177579	0.0957704	0.1277775	0.2536447	0.9984708	0.9107711	0.2323919	0.9990570
