YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C
0.0000000	0.8247492	0.2707093	0.1492287	0.1481596	0.3272092	0.2961483	0.6715863	0.8625694	1.0000000
1.0000000	0.0000000	0.2706775	0.1491310	0.1480685	0.3271614	0.4564979	0.3687663	0.8625694	1.0000000
0.4715426	1.0000000	0.0000000	0.3123788	0.2408416	0.3912809	0.3183521	0.6130832	0.8625694	1.0000000
0.4964460	0.9808307	0.1429866	0.0000000	0.1930645	0.3606369	0.3221303	0.6040693	0.8625694	1.0000000
0.5288200	0.9564746	0.1791190	0.0843800	0.0000000	0.3511845	0.3274484	0.5914299	0.8625694	1.0000000
0.5295812	0.9559102	0.1797633	0.0850258	0.0316436	0.0000000	0.3275848	0.5911180	0.8625694	1.0000000
0.7070438	0.8242947	0.2705678	0.1490261	0.1479956	0.3271402	0.0000000	0.5086158	0.8625694	1.0000000
0.7070438	0.8242947	0.2705678	0.1490261	0.1479956	0.3271402	0.9999953	0.0000000	0.8625694	1.0000000
0.9999989	0.0694899	0.9428061	0.9096408	0.7180519	0.6814388	0.3245813	0.5979208	0.0000000	1.0000000
0.9999989	0.0695064	0.9427491	0.9095375	0.7180104	0.6814579	0.3309848	0.5830052	0.0279315	0.0000000
