YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.0000000	0.9951664	0.9713060	0.9963889	0.1469379	0.2572055	0.4673138	1.0000000	0.0000002	1.0000000
0.1355447	0.0313268	0.0000018	0.9998747	0.0559016	0.1357715	0.9999999	0.0000002	0.9999585	1.0000000
0.4240232	0.0313135	0.0000000	0.9986865	0.1099312	0.2155251	0.5467576	0.8539924	0.0000001	1.0000000
0.9998724	0.9951700	0.9714826	0.9998754	0.0558943	0.1357690	1.0000000	0.0000000	0.0000031	1.0000000
