YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0.6308224	0.3699124	0.4277368	0.6924382	0.5059472	0.2040799	0.8748430	0.6061595	0.6847992	0.6934373
0.4578684	0.0699687	0.2949682	0.4402490	0.6927298	0.0804466	0.6798240	0.3150513	0.5763578	0.6588728
0.4419116	0.6128844	0.3220023	0.6687387	0.1304304	0.2758528	0.5438083	0.4188491	0.5682699	0.8135895
0.3163983	0.0730595	0.2689242	0.4481893	0.6042222	0.1264548	0.4227111	0.3940907	0.6187744	0.8314309
0.5930369	0.2920571	0.4155344	0.6570588	0.4002715	0.1274313	0.7073129	0.3948855	0.6030990	0.6339300
0.6338663	0.2653022	0.2763125	0.6098708	0.4736536	0.1930192	0.7653623	0.2506796	0.4855198	0.7261399
0.7027181	0.5707539	0.1686832	0.3661104	0.0193839	0.3624792	0.2978550	0.4357894	0.5623340	0.7454202
0.3029449	0.6455108	0.4992181	0.7003062	0.4147132	0.1386080	0.5641501	0.1834041	0.4764642	0.6684737
0.2767933	0.0944861	0.3558375	0.4931584	0.7961652	0.0641308	0.7241223	0.5287992	0.7582977	0.8689375
0.7930091	0.7468350	0.4070085	0.7212134	0.1065403	0.3076454	0.3617216	0.2024160	0.3618865	0.5900733
