"Time"	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
950	0.9670050	0.0596068	0.0166330	1.0693372	0.9326500	0.3274782	0.8985488	1.0523158	0.9131774	1.0578038
1000	0.9482230	0.0396002	0.0168380	1.1468125	0.9264864	0.3806250	0.8515230	1.0858225	1.0023708	0.9678153

0	0.8323761	0.0668787	0.0022042	0.9940793	0.9267430	0.3660222	0.9191836	0.9278498	0.9572511	1.0163276
50	0.7415990	0.3281630	0.0186480	1.1813068	0.8860370	0.3410549	1.0059596	0.8254064	0.9649771	0.8893868
100	0.5939165	0.7017535	0.0140861	1.0655796	0.8418183	0.3210151	1.0027373	0.6082992	0.9033726	0.7292085
150	0.4330097	0.9238956	0.0059069	1.0056013	0.8445746	0.2974538	0.9519009	0.6345769	0.8554045	0.5869754
200	0.2993777	1.0147655	0.0195900	1.0476410	0.8469335	0.3303518	0.8843382	0.6211197	0.8614025	0.5647191
250	0.2147399	1.0539969	0.0119413	1.0381773	0.7781729	0.3425553	0.9526284	0.5761661	0.8788231	0.4992070
300	0.1979504	1.0302245	0.0118778	1.1247460	0.6892437	0.2566398	0.8979099	0.6089408	0.8155367	0.4928559
350	0.1592224	0.9254990	0.0005976	1.0771797	0.7136487	0.2740437	0.9407871	0.5751587	0.9344368	0.5081105
400	0.1933862	1.0347679	0.0010029	1.0479501	0.7157138	0.2344301	0.9283006	0.5539503	1.0113023	0.6213757
450	0.1570145	0.9799984	0.0023601	1.0292300	0.7916764	0.2496656	0.9769583	0.5283495	1.0089216	0.5079588
500	0.1566769	1.0451841	0.0063565	1.0055315	0.7516820	0.2744121	0.9624638	0.5367256	0.9108865	0.5033149
550	0.1653150	0.6862898	0.0050381	1.0338464	0.6811839	0.3425314	0.9566035	0.7942739	1.0026723	0.6763654
600	0.2111703	0.3126145	0.0079467	1.0302348	0.7375945	0.3032232	0.9278912	0.9770298	0.9608026	0.8538833
650	0.3310731	0.2088435	0.0059949	0.9184956	0.7989440	0.2993149	0.9620438	1.0529789	0.9168569	0.9070547
700	0.4636448	0.1231814	0.0083175	1.0110120	0.8214835	0.3156312	0.9843841	1.0539611	0.9812066	0.9103272
750	0.5882203	0.1481749	0.0161729	0.9128582	0.9156392	0.3338653	0.9043189	1.0361498	0.8864600	0.9604404
800	0.6575424	0.1109158	0.0065737	1.0079083	0.9058337	0.2932538	0.9182267	1.0256541	0.9931371	1.1531314
850	0.8485927	0.0954179	0.0030433	0.8690062	0.8760285	0.3242087	1.0577346	0.9596147	1.0197819	1.0359165
900	0.9135838	0.0795784	0.0004270	0.9918277	0.9212586	0.3518860	0.9495707	1.0094684	1.0704316	1.0440104
950	0.8742209	0.0881517	0.0085844	0.9128075	0.9081374	0.4270822	0.9551625	0.9874493	0.9953820	1.0295699
1000	0.8619412	0.0858278	0.0056350	0.9499476	0.8912270	0.4018703	0.9230426	1.0187865	0.9033036	0.9629958

0	0.8323761	0.0668787	0.0022042	0.9940793	0.9267430	0.3660222	0.9191836	0.9278498	0.9572511	1.0163276
50	0.9162097	0.1093553	0.0113407	0.9681706	0.8955764	0.3013210	0.9436677	0.5081225	0.9965363	0.8232650
100	0.9149301	0.0744039	0.0022771	0.8471381	0.8781676	0.3896687	0.8607363	0.2526849	1.0859720	0.6469340
150	0.9372202	0.1393536	0.0034638	0.9712990	0.8277308	0.3242254	0.4505970	0.1207778	1.1123949	0.6436071
200	0.8584582	0.1056584	0.0127823	0.8503787	0.8506581	0.1957824	0.2222917	0.1043568	1.1406305	0.5492744
250	0.8255363	0.0738179	0.0107719	0.9077142	0.8647969	0.0946292	0.0982063	0.0947628	1.0337162	0.5410230
300	0.9218871	0.0998654	0.0060777	0.9378058	0.8755957	0.0480048	0.1054137	0.0906299	1.0711285	0.4810904
350	0.9576447	0.1048961	0.0132204	0.8873657	0.8742820	0.0552697	0.0760308	0.0794927	1.0253076	0.4892654
400	0.9128249	0.0795698	0.0039485	0.9479949	0.9791379	0.0372436	0.0867950	0.0827702	1.0477570	0.5201827
450	0.9716637	0.0756136	0.0032115	0.9058457	1.0145086	0.0371982	0.0743807	0.0777374	1.0589752	0.5196012
500	0.9029745	0.0817930	0.0003195	0.8626032	0.9613596	0.0333444	0.0434867	0.0558199	1.0080428	0.4908537
550	0.9296619	0.0917296	0.0077394	0.9965562	1.0034875	0.0169878	0.0815168	0.6592578	0.9211886	0.5859879
600	0.9092590	0.1180070	0.0108965	0.9592248	0.9728818	0.0374686	0.3840279	0.8935715	0.9237677	0.8652536
650	0.9633604	0.0907146	0.0209114	1.0137874	1.0715210	0.1054072	0.6453811	0.9821155	0.8914884	1.0120618
700	0.9679963	0.0934648	0.0146757	0.9717166	0.9837847	0.3092124	0.8526989	1.0792432	0.8411755	1.0807395
750	1.0355161	0.0776986	0.0107550	1.0318556	1.0050429	0.3719421	0.9697091	0.8872297	0.9069025	1.1273279
800	0.9413459	0.0998495	0.0103576	0.9338898	1.0340375	0.4041673	1.0312728	0.9386771	0.8705254	1.0370576
850	0.9883936	0.0770600	0.0027359	1.0417488	1.0997400	0.4405198	0.8761338	0.9662564	0.9083107	1.0215577
900	0.9875446	0.0697503	0.0080713	1.0841322	1.0317091	0.3881833	0.8812539	1.0039874	0.8926905	0.9921310
950	0.9676374	0.0822279	0.0057776	1.0167387	0.9235488	0.3297893	0.8911566	1.0498823	0.7942268	1.0391196
1000	0.9622533	0.0887982	0.0064590	1.0262301	0.9311752	0.4361063	0.9286343	1.0799874	0.8299499	1.0932752

0	0.8323761	0.0668787	0.0022042	0.9940793	0.9267430	0.3660222	0.9191836	0.9278498	0.9572511	1.0163276
50	0.8683991	0.0862337	0.0001761	1.0458352	0.8061112	0.4657672	1.0383084	1.0418570	0.9937383	0.9539929
100	0.8645923	0.1113449	0.0013328	1.0206337	0.7183271	0.5651457	1.0347943	1.0229506	1.0044636	0.9367655
150	0.7207123	0.1355919	0.0031847	0.9760602	0.6937083	0.6072264	0.9932022	1.0145956	0.8389146	1.0354046
200	0.7575034	0.1466287	0.0053869	1.0267092	0.7230833	0.5759212	1.1013510	1.0650992	0.8867766	1.0080600
250	0.7546442	0.0871014	0.0032331	0.9486185	0.6927863	0.5307540	0.9549212	1.0702825	0.9108738	1.0455860
300	0.7482539	0.1013457	0.0072972	0.9210531	0.6685257	0.6590910	1.0710639	1.0880285	0.9572267	1.0022065
350	0.8136839	0.1188567	0.0021123	1.0569882	0.6593822	0.5239979	1.0115863	0.9952278	1.0565371	0.9399828
400	0.8299767	0.0561800	0.0039755	1.0459798	0.6826500	0.6048979	0.9393378	1.0744222	1.0765903	0.9587996
450	0.9003260	0.1054264	0.0007556	1.0912133	0.7313982	0.6563601	0.9279234	1.0541408	1.0774921	0.9763187
500	0.9394174	0.1437060	0.0046553	1.0774111	0.6927130	0.5540338	1.0152863	0.9651169	1.0719900	0.9507968
550	0.9368573	0.1257593	0.0022978	1.0661350	0.7450983	0.4525670	0.9010889	1.0231055	0.9951240	0.9702180
600	0.8344309	0.0963193	0.0034375	1.0226729	0.8512455	0.2962019	0.8409485	1.0345417	1.0789312	0.9288038
650	0.8330664	0.1060673	0.0073113	0.9643924	0.9149503	0.2823026	0.9167073	1.0440574	0.9996715	0.9588951
700	0.8048830	0.1236384	0.0183850	1.0237998	0.9268404	0.4130244	0.9177104	0.9896071	0.9496271	1.0461458
750	0.7980475	0.0713597	0.0182792	1.0429045	0.9773587	0.3692122	0.8776757	1.0224171	0.9252496	0.9886867
800	0.8726534	0.0668360	0.0112512	1.0394216	1.0123943	0.4130804	0.8716200	1.0611871	0.9613095	0.8793676
850	0.8937882	0.0830315	0.0106874	1.0155273	0.9421892	0.4056002	0.9040982	1.0598300	0.9779156	0.9003994
900	0.8693330	0.0720800	0.0188946	1.0975553	1.0288832	0.4453939	0.9477688	1.0241898	0.8620646	0.9558136
950	0.9225294	0.0552172	0.0114773	1.0402674	1.0364381	0.3905348	1.0249817	0.9841618	0.8906442	0.9402927
1000	0.9592324	0.0523390	0.0093898	0.9733387	0.9353243	0.3983823	0.9067810	1.0271460	1.0476640	1.0063686

0	0.8323761	0.0668787	0.0022042	0.9940793	0.9267430	0.3660222	0.9191836	0.9278498	0.9572511	1.0163276
50	1.0026859	0.1147585	0.0025267	0.8380727	0.9882146	0.3787617	0.9463380	1.0457451	0.9469989	0.9203248
100	0.9957933	0.0881739	0.0022278	0.7704399	0.9201869	0.3662640	1.0185935	0.9768396	1.0053864	0.9861609
150	1.0125910	0.0684309	0.0019933	0.7519315	0.9723082	0.4268638	1.0510654	0.9821247	1.0013135	0.9596412
200	0.9722453	0.0632023	0.0000202	0.6576408	1.0049165	0.4612591	0.8863213	0.9964602	1.0074820	0.8438839
250	0.9661047	0.0441905	0.0006980	0.6764155	0.9102384	0.4376464	0.8597270	1.0262647	1.0250620	0.9808797
300	1.0519131	0.0636603	0.0013774	0.7599152	1.0046466	0.5026072	1.0003784	1.0125403	0.9731823	0.8783358
350	0.9102756	0.0898859	0.0014635	0.8326758	0.9758229	0.4238248	0.9651106	0.9994229	0.9570132	0.9122801
400	0.9509952	0.0630835	0.0026078	0.7704459	1.0007068	0.4330968	0.9104676	0.9840272	1.0529060	0.9935588
450	0.9616564	0.0926147	0.0000000	0.7409413	0.9934449	0.4606573	0.9147370	0.9560605	0.9555358	0.8738001
500	1.0045978	0.0762517	0.0004688	0.7628675	0.9602481	0.4443729	0.9454431	0.9453263	0.9397388	0.8497922
550	0.9395178	0.1112615	0.0049423	0.8099047	0.9550568	0.4055253	0.9403250	1.0782221	0.9453061	0.9732367
600	0.7802710	0.0801385	0.0122863	1.0146974	0.9801858	0.4246636	0.9065629	1.0083702	1.0302767	1.0059468
650	0.8973385	0.0860310	0.0085615	0.9959762	0.8193898	0.3889655	0.8655553	1.0596265	0.9494550	0.9890033
700	0.8604496	0.0985321	0.0152258	0.9659574	0.9482365	0.2683473	0.9074887	1.0431693	0.9564113	1.0621382
750	0.9030653	0.1036796	0.0119427	1.0172907	0.9916548	0.3557630	0.8440424	1.0825706	0.9398813	0.9936764
800	0.8459739	0.1412013	0.0058792	0.8990334	0.8924988	0.4261471	0.9056345	1.0408052	1.0272629	1.0033571
850	0.7882287	0.1253611	0.0021288	1.0533741	0.9398382	0.3543103	0.9085622	1.0160491	1.0213491	0.8732792
900	0.7202304	0.0826377	0.0026131	0.9971216	0.9033676	0.3246122	0.8852552	1.0047426	0.9357495	0.8154439
950	0.7516131	0.0739577	0.0058219	1.0690401	0.8907059	0.3782777	0.8732396	0.9762389	0.9971939	0.9532805
1000	0.8529882	0.0601714	0.0105873	1.0707872	0.9976300	0.3856027	0.8587682	1.0362420	0.9922322	1.0083974

0	0.8323761	0.0668787	0.0022042	0.9940793	0.9267430	0.3660222	0.9191836	0.9278498	0.9572511	1.0163276
50	0.7826294	0.0726255	0.0062403	0.6631515	0.9195812	0.3545531	0.9204586	1.0530345	1.0288586	1.1082280
100	0.7009625	0.0818717	0.0039279	0.2964568	0.9752470	0.3678328	1.0125653	1.0719400	1.0405493	1.0300523
150	0.6425376	0.0693439	0.0077948	0.1334170	0.9332745	0.4144273	0.9989605	1.0907516	1.0007739	1.0705513
200	0.5861980	0.1034237	0.0085127	0.0586296	0.9467576	0.4157805	1.0147277	1.0972798	0.9021213	0.9736297
250	0.5361953	0.0725100	0.2341546	0.0336975	0.7974233	0.4045705	1.0336289	1.1043221	0.9860222	1.0645797
300	0.6035436	0.1176601	0.5833130	0.0525815	0.7106529	0.2915486	1.1058393	0.9004925	0.9716648	1.0052196
350	0.5683546	0.2378423	0.6376720	0.0447413	0.6516461	0.3047212	1.0448173	0.7488337	0.9829249	0.9507960
400	0.4507971	0.3023152	0.8057107	0.0276050	0.5342182	0.2146844	0.9568255	0.6932365	1.0462556	0.9896902
450	0.3630721	0.5075058	0.8846430	0.0188900	0.4598520	0.1353627	0.9395847	0.7535743	1.0620842	0.9697850
500	0.2328438	0.6697417	0.8767220	0.0284096	0.3896372	0.1204489	0.9763509	0.6775447	1.0360594	1.0772669
550	0.2075991	0.7767139	0.6365851	0.4385017	0.5295309	0.1215016	1.0128736	0.6699391	0.9036468	1.0419669
600	0.1465933	0.5348416	0.2169109	0.6870706	0.6821865	0.1828758	0.9689857	0.6693297	0.9286849	0.9367220
650	0.2178138	0.2919375	0.0929312	0.9111977	0.8139717	0.2593460	0.8766201	0.8429964	1.0381230	0.9827461
700	0.4377990	0.2029331	0.0343191	0.9879242	0.8123998	0.2563501	0.8407288	1.0218400	0.9253599	1.0386132
750	0.5472297	0.1232543	0.0089713	0.9536085	0.9090810	0.3142818	0.7958538	0.9680970	0.9073641	1.1013299
800	0.6529684	0.1248786	0.0102394	0.9793238	0.9256173	0.2984110	0.9158215	0.9585558	0.9044144	0.9572063
850	0.7733073	0.0851907	0.0022491	0.9266246	0.8455324	0.3692476	0.8658567	1.0385314	0.9587241	1.0436785
900	0.8615520	0.1057289	0.0084744	0.8285136	0.8791364	0.3145197	0.9646679	1.0411034	0.9245797	1.1058557
950	0.8713267	0.1185077	0.0030848	0.8928799	0.9417596	0.3255994	0.9784914	1.1167007	0.9911732	1.0184070
1000	0.8054590	0.0792112	0.0076175	0.8780647	0.9181197	0.3140409	0.9437265	1.0460126	0.9556815	1.0197699

0	0.8323761	0.0668787	0.0022042	0.9940793	0.9267430	0.3660222	0.9191836	0.9278498	0.9572511	1.0163276
50	0.6693078	0.0760421	0.0023815	1.0385749	0.8807072	0.3916759	0.9767028	1.1020771	0.8650274	0.9656221
100	0.3087449	0.0469761	0.0005951	0.9833227	0.9341205	0.3652361	1.0171367	1.0515595	1.0053179	0.9273352
150	0.1813583	0.0839221	0.0020283	0.9826381	1.0662359	0.3254894	0.9310822	1.0894129	0.9473805	0.9810401
200	0.0855746	0.0685624	0.0017256	1.0167407	0.9869208	0.4587489	1.0418612	0.9957462	1.0018239	0.9388623
250	0.0636979	0.1036902	0.0049443	0.9943178	0.9563781	0.4336918	0.9537154	1.0502638	0.9451873	1.0597269
300	0.0461978	0.1361254	0.0039017	1.1212552	0.9312354	0.3957683	1.0290243	1.1061031	0.9511692	1.0369908
350	0.0518557	0.0963365	0.0036975	0.9897152	0.9618184	0.3500552	0.9672303	0.9837536	1.0285503	1.0565699
400	0.0367492	0.0973947	0.0016831	0.9060549	0.9880750	0.4458412	1.0156144	1.0098899	1.0428382	1.0676701
450	0.0307671	0.1075596	0.0033877	1.0256751	0.9895055	0.4811990	1.0394908	1.0114966	1.0307089	1.0254167
500	0.0526260	0.0965856	0.0201802	0.9819298	1.0176264	0.4089832	0.9902590	0.9512847	1.0443003	0.9300744
550	0.3209845	0.1047820	0.0076030	1.0233133	0.9620735	0.4103092	0.9740246	1.0441673	0.9191654	1.0396257
600	0.5863975	0.1034448	0.0096187	0.9391463	0.9630238	0.3252133	0.9593915	0.9851485	0.8860634	1.0865187
650	0.7811565	0.1177458	0.0113572	1.1068858	0.9229932	0.3979544	0.9455136	1.0624294	0.9572218	1.0045457
700	0.7587097	0.1036324	0.0073625	1.0484553	0.9912612	0.3995722	1.0286130	1.0525568	0.9627965	0.9733232
750	0.8180692	0.0678482	0.0076051	1.0688653	0.9298291	0.4338742	1.0535559	1.0147225	0.9606337	1.0435558
800	0.8644831	0.0957819	0.0114589	1.0316066	0.8743237	0.4581339	1.0663284	1.0369655	0.9082375	1.0368253
850	0.8418559	0.0893171	0.0075613	1.1126549	0.9530130	0.3832461	0.9651054	1.0280907	0.8291650	0.8692786
900	0.7370743	0.1072035	0.0043826	1.1168096	0.9458804	0.3570123	0.9714871	0.9631023	0.8724533	0.9328254
950	0.8511702	0.1033865	0.0033266	1.0803584	0.9059062	0.3375201	1.0001509	0.9659465	0.9416977	0.9662083
1000	0.9216752	0.1189360	0.0020439	1.1508770	0.9270965	0.3821703	0.9595208	1.0342994	1.1204012	1.0744375

0	0.8323761	0.0668787	0.0022042	0.9940793	0.9267430	0.3660222	0.9191836	0.9278498	0.9572511	1.0163276
50	0.9303923	0.1586302	0.0079327	0.9249366	0.9348511	0.4040997	0.8636495	0.9698736	0.9588574	1.0896212
100	0.8085581	0.2299723	0.0048611	0.9437326	0.9861170	0.3635851	0.8941649	0.8968639	0.8695879	0.9562746
150	0.6726729	0.2667688	0.0039472	0.9754634	0.9161017	0.3998891	0.9336171	0.9904042	0.9288783	1.0729191
200	0.6939416	0.2966038	0.0120074	1.0467827	0.8938125	0.3616441	0.8684240	0.9655918	0.9523190	1.2010078
250	0.5852952	0.2238557	0.0018775	1.0250012	0.8533918	0.3439307	0.9003270	0.9730681	0.8473446	1.0896095
300	0.6847997	0.2399697	0.0055176	0.9597411	0.8407268	0.3447759	0.9609658	1.0142313	0.9117917	0.9657114
350	0.6567314	0.2931206	0.0072902	1.0559070	0.7820844	0.3272721	1.0371360	1.0068023	0.9648662	0.9766227
400	0.4700593	0.2563789	0.0064858	0.9799177	0.7955890	0.3059892	1.0670832	1.0788261	0.9094660	0.9788329
450	0.4646963	0.2741853	0.0041455	0.9274786	0.9119571	0.2732092	1.0740457	1.1732587	0.9541182	0.9171648
500	0.5022893	0.3172327	0.0040270	1.0208549	0.9209943	0.3364577	1.0631089	1.0424320	0.9081437	0.8814006
550	0.4801694	0.2316874	0.0062766	1.0583472	0.8004415	0.3859802	0.9659565	1.0018047	0.9892125	0.8398645
600	0.5298012	0.1387605	0.0221960	1.0333576	0.8770598	0.4105836	0.9771625	1.0244384	0.9941159	0.9292720
650	0.6464572	0.1060384	0.0112804	1.0391547	0.9377264	0.3694118	0.8952697	0.9205018	1.0155959	0.9636136
700	0.7309726	0.0914368	0.0013292	0.9892044	0.9027179	0.3775640	0.8993384	0.9583669	0.9539189	0.9363478
750	0.8195155	0.0857213	0.0004689	1.0232164	0.9218141	0.4163055	0.9269250	1.0047293	0.8921466	1.0484645
800	0.7599756	0.0912142	0.0061800	1.0802866	0.9159751	0.3919293	0.9216863	1.0718003	1.0101632	1.0272986
850	0.8149708	0.0833450	0.0052270	1.0203034	0.9432491	0.3587666	0.8445633	1.0926618	0.9978938	1.0154637
900	0.8601742	0.0952595	0.0064023	0.9766808	0.9243313	0.4031633	0.9440254	0.9669247	0.9545072	1.0219988
950	0.8753724	0.0901982	0.0065982	0.9397635	0.9690400	0.3364834	0.9022501	1.0013270	1.0090883	1.1002594
1000	0.8205695	0.0996000	0.0158998	1.1243390	0.9221680	0.3746734	0.9515859	0.9975400	0.9866970	0.9394237

0	0.8323761	0.0668787	0.0022042	0.9940793	0.9267430	0.3660222	0.9191836	0.9278498	0.9572511	1.0163276
50	0.7849520	0.2496429	0.0009295	0.9991420	0.7860297	0.2744027	0.8127463	1.1250292	0.9641167	0.6482139
100	0.6900529	0.3464289	0.0029869	1.0304574	0.7421427	0.3190665	0.8629283	0.9920570	0.8555110	0.3518076
150	0.5227709	0.5474917	0.0053011	1.0542728	0.5719671	0.2758559	0.8685482	1.0080086	0.8308453	0.1604988
200	0.4087877	0.4707890	0.0031889	0.9655215	0.5680959	0.2558071	0.9063490	0.9811153	0.5902622	0.1315696
250	0.3594551	0.4902872	0.0015395	0.9843937	0.6724779	0.2110431	0.9118833	1.0479523	0.5787438	0.1127993
300	0.3289254	0.4653179	0.0026003	0.9958789	0.6189557	0.1755749	0.8698437	1.0413536	0.4619836	0.0763148
350	0.3553831	0.4381417	0.0111430	1.0113986	0.5994967	0.2404579	0.9496002	0.9066432	0.4906591	0.0801321
400	0.3581454	0.4308926	0.0056308	0.9105689	0.6607912	0.2372036	1.0430892	0.8736022	0.5208267	0.0996535
450	0.3509901	0.4863299	0.0072071	0.9952572	0.6643685	0.2393049	0.9100818	0.9342163	0.5338392	0.1333804
500	0.3277177	0.4492238	0.0047499	0.9664273	0.7159582	0.2571625	0.8454143	0.8822151	0.4825548	0.0912226
550	0.3637266	0.3157471	0.0004920	1.0199903	0.7447500	0.2649322	0.8902918	0.9593568	0.4189861	0.4160974
600	0.3760702	0.2039457	0.0058266	1.0663741	0.8330963	0.2885470	0.9300720	0.9206212	0.7081453	0.6921464
650	0.5782802	0.1785956	0.0052382	0.9232501	0.9381506	0.3352564	0.8826562	1.0239683	0.8557699	0.8061068
700	0.6683366	0.0843526	0.0053787	1.0642118	0.8742354	0.3365213	0.8855722	0.9903536	0.8932069	0.9674598
750	0.7936483	0.0817417	0.0030917	0.9314440	0.8895255	0.3275245	0.8549053	1.0662731	0.8837830	0.9472022
800	0.7902488	0.0964995	0.0082991	1.0660861	0.8380030	0.3545673	0.9199811	1.0823384	0.9076777	1.0036064
850	0.9392855	0.0957696	0.0126186	1.0477646	0.8738141	0.3814038	0.8892222	1.0436576	0.8957657	0.9929916
900	0.8691807	0.0796255	0.0040978	1.0851660	0.9861169	0.4271213	0.9733925	1.0374315	0.9662805	0.9714553
950	0.9076073	0.0700069	0.0021939	1.0218037	1.0137504	0.4738730	0.9462033	0.9952191	0.9090097	1.0283677
1000	0.8963792	0.0694473	0.0100813	1.0222777	0.9578229	0.4299783	0.9717073	1.0524856	0.9486402	0.9878283

0	0.8323761	0.0668787	0.0022042	0.9940793	0.9267430	0.3660222	0.9191836	0.9278498	0.9572511	1.0163276
50	0.8525750	0.0772674	0.0005641	0.9179026	0.9485868	0.6242066	0.9189372	1.0245818	1.0779699	0.9372824
100	0.8102919	0.0940602	0.0026081	0.8840855	0.9053708	0.8205614	0.9861475	0.9377675	1.0758095	0.8017729
150	0.9443640	0.0789885	0.0060077	0.9306023	0.9429011	0.7137909	0.9650041	0.9348393	1.0193445	0.7224348
200	0.8664975	0.0933690	0.0093429	0.9325102	0.9370593	0.7573060	0.9819234	1.0480849	0.9825484	0.7377446
250	0.8873059	0.1148313	0.0123193	0.9777826	0.9474287	0.6637009	0.9297255	0.9991357	0.9404775	0.5527336
300	0.8803691	0.0957234	0.0023334	0.9586359	0.9060130	0.7712763	0.9248962	0.9274121	0.8713671	0.5857623
350	0.9109673	0.0841644	0.0084659	0.8844559	0.8144091	0.8260399	0.9251972	0.9240582	0.8901963	0.6326802
400	0.9252125	0.0758202	0.0095197	0.8519933	0.9242649	0.7789631	0.8926219	0.9602392	1.0173039	0.6087462
450	0.8780721	0.0728769	0.0066154	0.9178119	0.9176002	0.7647448	0.9277471	0.9115757	0.9326146	0.6712622
500	0.9716295	0.0831194	0.0082989	0.8928781	0.9122936	0.7830867	0.9833782	0.9185724	0.9636383	0.7016334
550	0.9651976	0.0901684	0.0135280	1.0204711	0.9391955	0.5576545	0.8190708	0.9291574	0.8912165	0.7401426
600	0.8388652	0.0829437	0.0134223	1.0169523	0.9528888	0.3835270	0.8488667	0.8580680	0.8972440	0.8865876
650	0.8564431	0.0544152	0.0059663	1.0425629	0.9749450	0.3776213	0.9481162	0.8984102	0.9367849	0.9555971
700	0.9637794	0.1063925	0.0034424	1.0071718	0.9154048	0.3947116	0.9568903	0.9576385	0.9624430	0.9769020
750	0.9125562	0.0664261	0.0097489	0.9902239	0.9214322	0.4180456	0.9700965	1.0103580	0.9346245	0.9951545
800	0.8609683	0.0729020	0.0122986	0.9453025	0.9927576	0.4090679	0.9593704	0.9815701	1.0109075	0.9585668
850	0.9242683	0.0621030	0.0084229	0.9364213	0.9683355	0.4827543	0.9278215	0.9867237	0.9560743	0.9282352
900	0.9258242	0.0861014	0.0045870	0.9355482	0.9378090	0.3588729	0.9098440	0.9622198	0.9495018	0.9771254
950	0.9221909	0.0924525	0.0165040	1.0149589	0.9081916	0.3791974	1.0596279	0.9889805	0.9486745	0.9590320
1000	0.9195019	0.1032321	0.0156278	0.9110840	0.9078738	0.3895267	0.9771494	0.9238793	0.9970060	0.9986229
