YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C
0.0000000	0.3060380	0.1002244	1.0018089	0.1093055	0.1983085	0.0368208	0.0000000	0.0712652	0.9684169
0.9540677	0.1273280	0.6840392	1.0437589	0.0000000	1.0141090	0.3896957	0.0708236	0.0000000	1.0427938
