YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.0000001	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1271555	0.9969446	0.7718234
0.0189263	0.0000000	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1271555	0.9969446	0.7718234
0.0491995	0.0477010	0.0000024	1.0000000	0.0109108	0.2567239	1.0000000	0.6635770	0.9986795	0.9975529
0.0491997	0.0477010	0.0093646	0.0000004	0.0109108	0.2567239	1.0000000	0.6474755	0.9986758	0.9973185
0.9982007	0.9320797	0.8426334	1.0000000	0.0000006	0.2567239	1.0000000	0.1271557	0.9969446	0.7718234
0.9982007	0.9320796	0.8426332	0.9999993	0.0104686	0.0000001	1.0000000	0.1271558	0.9969446	0.7718235
0.1321992	0.0733513	0.1932048	0.3689215	0.8586062	1.0000000	0.0000000	0.1165223	0.9983393	0.9299352
0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.0000000	0.9280031	0.2877566
0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.1271558	0.0000008	0.7718236
0.9982007	0.9320796	0.8426331	0.9999992	0.0109108	0.2567239	1.0000000	0.3873810	0.0032303	0.0000002
