"Time"	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C

0	0.4411089	0.5601808	0.7717655	1.0156941	0.0746763	0.2657835	1.0410920	0.2224200	0.2708070	1.0180786
50	0.3929662	0.4158390	0.7609140	1.1006953	0.0482188	0.1254941	0.6612662	0.2235494	0.2697317	1.0048308
100	0.4604145	0.4462791	0.6939642	1.0074784	0.0341729	0.0866491	0.3373362	0.2318849	0.2589418	1.0821025
150	0.4402782	0.4339418	0.6281637	1.0927625	0.0174024	0.1314331	0.1448465	0.2476555	0.1268307	1.1484488
200	0.3675330	0.4527506	0.7027592	0.9465805	0.0198265	0.2182496	0.0891417	0.2396274	0.1064670	1.0536929
250	0.3983209	0.4676729	0.6882840	1.0760715	0.0324386	0.2650271	0.0720662	0.2239631	0.1082235	1.0639345
300	0.3419968	0.5045192	0.7939984	1.1240361	0.0550041	0.2400841	0.0653685	0.2268773	0.1595858	0.9786264
350	0.4124023	0.4328462	0.7382974	1.0064551	0.0804713	0.2487140	0.0650339	0.2536716	0.2003404	0.9168994
400	0.4133794	0.4523071	0.7600315	1.0547528	0.0718901	0.2562825	0.0464606	0.2644735	0.2677424	0.9763076
450	0.4079706	0.4036576	0.6636326	0.9630310	0.0614496	0.3020228	0.0288993	0.2864739	0.2714195	1.0202962
500	0.4044588	0.4675352	0.6319310	0.9918257	0.0762322	0.3213113	0.0391427	0.2511085	0.2971965	0.9575413
550	0.4523955	0.4650489	0.5703201	0.9708467	0.1358104	0.4907924	0.4258780	0.2382016	0.3336644	0.9704694
600	0.3769209	0.5323570	0.6248625	0.9331073	0.1867470	0.4835335	0.8039188	0.2270861	0.2919253	0.9918235
650	0.3308188	0.5759724	0.7008304	0.9735587	0.2691665	0.3460585	0.8793463	0.1920951	0.4155182	1.0875075
700	0.4044015	0.4518049	0.7149847	1.0314681	0.1896620	0.2947640	1.0605520	0.1803377	0.4673771	0.8959962
750	0.4232927	0.4397959	0.7161604	0.8635724	0.1309666	0.2433567	0.9745203	0.2347397	0.3972036	0.9290259
800	0.4430742	0.4247978	0.7020699	0.9950298	0.0820329	0.2330479	1.0417489	0.2059278	0.3690494	1.0703563
850	0.4989010	0.4497865	0.6646797	0.9856655	0.0542937	0.2671456	1.0437225	0.2305043	0.4006593	1.0280890
900	0.4549488	0.5032497	0.6818826	1.0748422	0.0560881	0.2629963	0.9165041	0.2125010	0.3248626	1.0568160
950	0.4485676	0.4766038	0.7404186	1.1699716	0.0326827	0.2058243	0.9491487	0.1981289	0.2960208	1.0185306
1000	0.3725877	0.4328895	0.7572251	1.0484647	0.0606761	0.2478549	0.9890869	0.1773893	0.2179732	1.0506700

0	0.4411089	0.5601808	0.7717655	1.0156941	0.0746763	0.2657835	1.0410920	0.2224200	0.2708070	1.0180786
50	0.3200972	0.4639044	0.5891363	1.0491716	0.2751680	0.2234400	1.0739672	0.1723196	0.2478463	1.0055561
100	0.3380382	0.5040073	0.6338907	0.9979693	0.4295245	0.2122032	1.0105984	0.0838638	0.3867489	0.9405165
150	0.3309906	0.6010534	0.6462475	1.0034645	0.5687119	0.2218207	0.9509564	0.0681336	0.4704379	0.9969858
200	0.3758068	0.5002671	0.6728594	0.9822424	0.5082730	0.2189099	0.9306078	0.0528532	0.6059403	1.1094682
250	0.3471280	0.4488962	0.7046116	0.9079200	0.5108539	0.2281825	1.0149143	0.0253743	0.5255590	1.0190417
300	0.3459303	0.4437658	0.6757572	0.8875707	0.6347178	0.2288212	1.0413393	0.0046628	0.5173065	1.0506124
350	0.3545802	0.4334779	0.7462945	0.8511990	0.6218111	0.1980867	1.0024953	0.0004687	0.4440749	0.9924637
