YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.3827921	0.5331324	0.9205031	0.8383337	0.5394277	0.3397710	0.7504710	0.6018491	0.6351096	1.0416337
0.9474587	0.2385919	1.0515017	0.5350274	0.3748072	0.8202988	0.2489232	0.6147718	0.5696481	0.8667454
0.5689672	0.9880608	0.5023651	0.8958283	0.8414407	0.1141340	1.0475596	0.2042127	0.5322625	1.0440062
0.5170786	1.0247876	0.5298372	0.4113055	0.7908452	0.1424326	1.0006589	0.2648048	0.6528237	1.1210229
0.5406672	0.6620652	0.7986547	0.5047525	0.2918675	0.3710550	0.8757848	0.4451510	0.6512570	0.9721681
0.7385673	0.4876512	0.9246483	0.7177905	0.3799817	0.1942977	0.4931065	0.6096239	0.6365836	0.9745922
0.6256542	0.6603288	0.8426848	0.5550992	0.3888387	0.5545300	0.4290072	0.4795305	0.7084147	1.0851397
0.6849274	0.5139926	0.9010634	0.7319087	0.7531704	0.1403944	1.0223860	0.3431043	0.6223138	0.9765013
0.6246563	0.6595107	0.8384735	0.5975891	0.3760174	0.7591980	0.3889859	0.5576844	0.3121402	1.0362786
0.6961375	0.4342909	1.0539187	0.7371093	0.3542283	0.5237594	0.2554743	0.8110511	0.4767481	0.4973768
