"Time"	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W

0	0.1080152	0.4113308	0.8766812	0.4712186	0.6194593	0.9392444	0.4241122	0.0303815	0.6822003	0.7221838
50	0.1042736	0.3247444	0.9106823	0.5851083	0.3660517	0.9456647	0.5001678	0.0401545	0.4374894	0.4397908
100	0.0756991	0.4265860	0.9339876	0.6690358	0.2242432	0.9140758	0.6328650	0.0302949	0.3747290	0.4700744
150	0.0930280	0.5800714	1.0444767	0.7425414	0.1583438	0.9104109	0.7408442	0.0438705	0.6018525	0.4531346
200	0.0945489	0.6801319	1.0949519	0.5737639	0.1663079	0.9612785	0.7095769	0.0445691	0.5395136	0.4185539
250	0.0819729	0.7994523	0.9437149	0.6180190	0.1373008	0.9118456	0.5797050	0.0450747	0.4322866	0.3871332
300	0.1125294	0.7668282	1.0147049	0.6143434	0.1572104	0.9683551	0.6580720	0.0401717	0.3944166	0.4048435
350	0.0903185	0.7260975	0.8370688	0.6062568	0.1358634	1.0288330	0.7521484	0.0496283	0.4041545	0.4021374
400	0.0717807	0.8122932	0.9113072	0.6705273	0.1635935	0.9794716	0.8522247	0.0585968	0.3013964	0.4241842
450	0.1243864	0.7878578	0.8329407	0.6201513	0.1744958	0.9955738	0.9196028	0.0757388	0.3887769	0.4612750
500	0.0907823	0.7725659	1.0062067	0.6312567	0.1498643	1.0414784	0.9382653	0.0870261	0.3342955	0.4402982
550	0.0830571	0.7885132	1.0708624	0.4116257	0.4408078	0.9330895	0.8235562	0.0558926	0.4338674	0.6141674
600	0.1005960	0.6942910	0.8967642	0.4071702	0.5386851	0.9586462	0.7161812	0.0650994	0.6541226	0.7011455
650	0.0722160	0.4722958	0.7195565	0.4103281	0.5267585	1.0254691	0.5706324	0.0250071	0.6616764	0.6316603
700	0.0956620	0.4336037	0.7556185	0.4630192	0.6342346	1.0019676	0.4859090	0.0275409	0.6246725	0.6866742
750	0.0861780	0.3441582	0.7701423	0.4706104	0.6253094	0.9651825	0.4142382	0.0174020	0.7469327	0.5871902
800	0.1125400	0.4301876	0.7858078	0.4696747	0.6291980	0.8971748	0.4159414	0.0097081	0.7199639	0.5482186
850	0.1275699	0.3737537	0.8145731	0.4703757	0.6435538	0.8632441	0.3228513	0.0114407	0.7070960	0.5595934
900	0.1192841	0.3942726	0.8561070	0.5249491	0.6486872	0.8101322	0.3034617	0.0127936	0.7369547	0.6644401
950	0.1145143	0.3940219	0.7902384	0.4544571	0.5660216	0.8324866	0.3637896	0.0278608	0.6262884	0.6345026
1000	0.1075836	0.3579437	0.8925695	0.4573108	0.6361233	0.9050401	0.3972466	0.0334992	0.5417757	0.6353829

0	0.1080152	0.4113308	0.8766812	0.4712186	0.6194593	0.9392444	0.4241122	0.0303815	0.6822003	0.7221838
50	0.0749434	0.3749416	0.9427184	0.6467815	0.4679075	0.8082164	0.4151202	0.0217591	0.6599282	0.5882759
100	0.0259997	0.3844964	0.9993463	0.7669094	0.5615536	0.8403087	0.4432192	0.0338037	0.7086135	0.6275188
150	0.0082553	0.3664180	1.0045321	0.7661997	0.4760330	0.8587295	0.3847160	0.0327700	0.7231933	0.6329730
200	0.0020447	0.4128750	1.0369692	0.8179358	0.3032277	0.8939712	0.3711012	0.0209045	0.8798556	0.6782115
250	0.0015923	0.4818189	0.9953462	0.7513906	0.3600156	0.8415001	0.2913454	0.0259364	0.8674928	0.7488992
300	0.0032033	0.4996067	1.0748078	0.8429048	0.4572260	0.7422563	0.2146522	0.0184655	0.8245832	0.7580243
350	0.0051927	0.5223915	0.9632784	0.8335384	0.4926805	0.5480231	0.2771922	0.0168662	0.9642526	0.7389617
400	0.0005424	0.4169140	0.9505808	0.7681031	0.5416661	0.6349170	0.2832852	0.0166779	0.9610944	0.6475065
450	0.0000901	0.4533272	1.0910317	0.7616260	0.4648978	0.6603684	0.2055301	0.0161489	0.9466891	0.6201023
500	0.0010290	0.4361183	1.0786396	0.7119034	0.4365751	0.5207030	0.1967795	0.0205354	0.9376284	0.6734163
550	0.0322950	0.4555011	0.9559490	0.6321944	0.6567214	0.4290258	0.1613559	0.0110988	0.9073744	0.6128141
600	0.0665433	0.4167347	0.8521001	0.5471606	0.7604207	0.3834527	0.1621969	0.0163703	0.9485919	0.5386931
650	0.1113649	0.3346214	0.9490733	0.5185265	0.7759837	0.4014070	0.1769074	0.0091927	0.9222764	0.5415672
700	0.1401663	0.2877823	0.8927266	0.6068712	0.8143729	0.4564336	0.2074817	0.0171465	0.7739163	0.5087727
750	0.1184152	0.2844948	0.9947591	0.6526757	0.8630444	0.4486771	0.2795270	0.0197177	0.7096786	0.4766280
800	0.1272110	0.2944788	0.9264599	0.6123087	0.8748887	0.5089053	0.3336198	0.0233455	0.6583937	0.5656566
850	0.1007308	0.2619014	0.9803424	0.5533931	0.7408018	0.6527561	0.3548417	0.0281980	0.5918334	0.4637042
900	0.1420649	0.2719085	0.9186845	0.5258806	0.6499183	0.7250199	0.4114104	0.0292480	0.6691382	0.5680628
950	0.1458202	0.3101135	0.9322553	0.4102355	0.6893927	0.7464628	0.4334967	0.0365580	0.5712201	0.6111410
