YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
0.3843778	0.3767309	0.1120240	0.5101102	0.1982795	0.4801816	0.5748636	0.8285555	0.2129016	0.2935002
0.4490170	0.2847999	0.0244264	0.7823577	0.1998184	0.4488374	0.5353802	0.7159334	0.4634380	0.3307598
0.1804211	0.3468837	0.0146099	0.6441415	0.3929379	0.5744902	0.3977441	0.1817249	0.0010566	0.1305591
0.0908747	0.1991387	0.0119135	0.6777736	0.1458844	0.4774538	0.5568601	0.7458996	0.2025253	0.1775597
0.5180466	0.2906035	0.0607375	0.5050677	0.1084360	0.3953639	0.6757366	0.4722622	0.0030578	0.0518819
0.0726979	0.3070937	0.0994025	0.5449546	0.2028230	0.3980812	0.7383408	0.7900272	0.2494817	0.2213699
0.1249172	0.2750212	0.0168085	0.7789148	0.1130790	0.8665804	0.1506674	0.0005893	0.0020195	0.3325581
0.1329411	0.4241184	0.0117838	0.6109413	0.0308688	0.8289712	0.0933290	0.0223232	0.0195124	0.0039633
0.0905108	0.3296186	0.0041279	0.7222436	0.0986612	0.5138064	0.2680818	0.0921625	0.0004257	0.0010465
0.0555487	0.3192233	0.0443575	0.7451193	0.2020132	0.5610147	0.5673323	0.4180279	0.0004794	0.0027438
