"Time"	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W

0	0.9207265	0.2119722	0.4254292	0.4465924	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
50	0.9188436	0.1646817	0.1931824	0.4834722	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
100	0.9011666	0.1177012	0.1644879	0.5275994	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
150	0.8652680	0.1000495	0.1482184	0.5458466	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
200	0.8266150	0.0940802	0.1394197	0.5528970	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
250	0.7977301	0.0920801	0.1352489	0.5558459	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
300	0.7803364	0.0914003	0.1333517	0.5571438	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
350	0.7711316	0.0911632	0.1324958	0.5577260	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
400	0.7666370	0.0910775	0.1321096	0.5579888	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
450	0.7645544	0.0910453	0.1319351	0.5581076	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
500	0.7636226	0.0910327	0.1318562	0.5581613	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
550	0.7634919	0.0937031	0.3201779	0.5423135	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
600	0.7691217	0.1074420	0.3421557	0.5123931	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
650	0.7871619	0.1244860	0.3605453	0.4935909	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
700	0.8122835	0.1400564	0.3761673	0.4818471	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
750	0.8369345	0.1537816	0.3879005	0.4734058	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
800	0.8576444	0.1654822	0.3966610	0.4670853	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
850	0.8737800	0.1751484	0.4032936	0.4623145	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
900	0.8858865	0.1829756	0.4083594	0.4586887	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
950	0.8948205	0.1892382	0.4122495	0.4559155	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
1000	0.9013858	0.1942115	0.4152489	0.4537837	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000

0	0.9207265	0.2119722	0.4254292	0.4465924	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
50	0.9397685	0.6553272	0.5285812	0.1911641	0.1584881	1.0000000	1.0000000	0.8157466	0.9544484	1.0000000
100	0.9622586	0.8109422	0.7275336	0.1382139	0.1584881	1.0000000	1.0000000	0.8502846	0.9365059	1.0000000
