"Time"	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W

0	0.7914522	0.0394071	0.0483345	0.7033525	0.7108323	0.6625000	0.1643410	0.5363155	0.7382054	0.6702252
50	0.6571274	0.0260282	0.0472961	0.7841468	0.7044000	0.4168502	0.0473144	0.6692420	0.6361634	0.6782556
100	0.7646799	0.0436873	0.0457863	0.6793379	0.6180864	0.4186702	0.0733613	0.5278008	0.6178413	0.9316525
150	0.7905886	0.0436872	0.0768172	0.6417804	0.7168543	0.3905183	0.0765431	0.6012111	0.7352518	0.8150902
200	0.7430697	0.0564193	0.1021289	0.6906664	0.6647120	0.3700694	0.0359935	0.7330205	0.5931396	0.6462545
250	0.8036570	0.0544875	0.1070060	0.6835980	0.6756528	0.3822264	0.0202537	0.7109587	0.5826766	0.6268482
300	0.7176381	0.0386389	0.0435771	0.6158220	0.6254526	0.3713587	0.0500472	0.6652336	0.5202983	0.6605692
350	0.7260612	0.0385393	0.0655908	0.6715833	0.6247463	0.4060027	0.0661088	0.5804602	0.7307790	0.6708591
400	0.8364295	0.0148602	0.0684194	0.6335029	0.6250787	0.3651027	0.0522903	0.6584494	0.5920956	0.7578800
450	0.6268257	0.0377519	0.0548102	0.7580789	0.6517216	0.3609966	0.1019277	0.6513424	0.6882441	0.8392663
500	0.8034044	0.0608541	0.0560513	0.6674349	0.7131312	0.4262909	0.1210472	0.6362550	0.5741458	0.7742269
550	0.7880748	0.0799209	0.0502957	0.7536060	0.5759940	0.5596782	0.2331461	0.5065350	0.7107541	0.7269968
600	0.8389449	0.0301786	0.0418621	0.6609307	0.6453875	0.8231599	0.2192530	0.4766321	0.6200849	0.6797689
650	0.7096835	0.0429939	0.1013870	0.6204578	0.7591878	0.8635217	0.2333673	0.4812655	0.6534431	0.7423993
700	0.8044193	0.0241994	0.0874971	0.6970135	0.8198466	0.8959218	0.1079914	0.5962523	0.6420210	0.5280535
750	0.7025588	0.0397739	0.0759474	0.6325439	0.8286657	0.8794236	0.1511812	0.5789710	0.6735716	0.6130930
800	0.6802276	0.0573088	0.0708984	0.8849297	0.6602174	0.7195077	0.1467002	0.5901981	0.6311303	0.8215732
850	0.6642485	0.0225226	0.0678343	0.6645612	0.8117901	0.7236933	0.2099675	0.5752734	0.4920039	0.6270111
900	0.8004685	0.0471203	0.0516123	0.7405029	0.6175218	0.8650776	0.1507379	0.5990434	0.5997109	0.6770947
950	0.8403471	0.0269536	0.0891963	0.6785766	0.7356265	0.6260821	0.1569778	0.5480578	0.6218057	0.7296705
1000	0.6783883	0.0595547	0.0997508	0.7084832	0.6268999	0.9329192	0.1577150	0.6378831	0.6783643	0.6655567

0	0.7090330	0.0311020	0.0705607	0.6137477	0.8265090	0.7768924	0.1394147	0.5927295	0.5302939	0.6772593
50	0.6377452	0.0438566	0.0442732	0.7032034	0.7394640	0.5852844	0.0964407	0.5841359	0.7521814	0.9800959
100	0.8010483	0.0385401	0.0502039	0.7571719	0.6198274	0.5005961	0.0313403	0.6247223	0.6438371	0.6907528
150	0.6692442	0.0509634	0.0524986	0.8148797	0.6338612	0.6780865	0.0931363	0.6341189	0.5580245	0.8094071
200	0.7803932	0.0371350	0.0942218	0.6950798	0.5654326	0.5350146	0.0374760	0.5882697	0.5786833	0.7389951
250	0.7188394	0.0196173	0.0648203	0.6786580	0.6849367	0.5190644	0.0769093	0.7414912	0.6753243	0.7120885
300	0.7145971	0.0284647	0.0790377	0.8391855	0.6185445	0.5603219	0.0498306	0.7033472	0.5194670	0.6949928
350	0.7480527	0.0360478	0.0396263	0.7068932	0.6190347	0.5623724	0.0615002	0.5934262	0.5769980	0.8239365
400	0.7321734	0.0483894	0.0730586	0.6853479	0.6361589	0.5527600	0.0815494	0.7698627	0.5820596	0.7639735
450	0.6387231	0.0135344	0.1001829	0.6561905	0.7077971	0.5445519	0.0639671	0.7076942	0.6796366	0.6911622
500	0.7655312	0.0257376	0.0384543	0.6749866	0.5293220	0.5187671	0.0945741	0.6073384	0.5617484	0.6687136
550	0.8131281	0.0214074	0.0464580	0.6457733	0.6613062	0.7217377	0.1329539	0.6302198	0.6712765	0.7279109
600	0.7793420	0.0360633	0.0432716	0.7306851	0.6774715	0.6121027	0.1710029	0.5830819	0.6076483	0.6957852
650	0.8254859	0.0304835	0.0947053	0.7377974	0.7507581	0.7576249	0.1786339	0.6530341	0.7299302	0.6916194
700	0.7225629	0.0176266	0.0599179	0.7849976	0.7360801	0.7112933	0.1569727	0.5747531	0.6800904	0.7819875
750	0.6887453	0.0418268	0.0792970	0.6386635	0.7262661	0.6578134	0.2114237	0.5630353	0.6573937	0.6207940
800	0.7755155	0.0148642	0.0580059	0.7735737	0.6414512	0.7108885	0.1603890	0.5408410	0.7854174	0.7187475
850	0.6119145	0.0254822	0.0578993	0.8031026	0.7940314	0.7996562	0.2110552	0.5552996	0.6734146	0.6924808
900	0.6534903	0.0255537	0.0330984	0.6594328	0.6272729	0.7786183	0.1631321	0.5474420	0.6653041	0.7855128
950	0.6950339	0.0303522	0.0488040	0.7450660	0.7093444	0.6560071	0.1678366	0.6717405	0.6551268	0.6222134
1000	0.7537566	0.0484331	0.0707009	0.8014974	0.6220776	0.7988199	0.1935538	0.5395274	0.6080560	0.6666673

0	0.7497032	0.0259446	0.0701350	0.7555442	0.6354927	0.7622483	0.1547449	0.4721608	0.6286850	0.7624749
50	0.5426920	0.0465730	0.0703202	0.7403570	0.7252286	0.6969367	0.1410402	0.5735714	0.8974106	0.7972384
100	0.7115362	0.0226757	0.0850655	0.7837522	0.6354486	0.7549085	0.1667183	0.6112007	0.7267711	0.7093130
150	0.5429537	0.0237855	0.0373115	0.7217897	0.5967617	0.5785947	0.1922342	0.5883839	0.6623761	0.8628393
200	0.6282763	0.0109989	0.0462350	0.7823138	0.6650068	0.8656705	0.1803284	0.5210773	0.6583683	0.8297900
250	0.5361921	0.0286155	0.1003209	0.6226945	0.7290773	0.7473346	0.2176559	0.5176984	0.7435822	0.8259760
300	0.5953258	0.0091405	0.0502503	0.7750904	0.7803338	0.6185188	0.2021833	0.5543031	0.7135018	0.7793695
350	0.4959896	0.0175376	0.0461350	0.7720753	0.7336747	0.7570204	0.1892077	0.6910731	0.7453894	0.8536793
400	0.5505910	0.0176154	0.1041195	0.7486961	0.6873166	0.6364664	0.1671038	0.5476331	0.6617729	0.6571733
450	0.6334500	0.0438346	0.1050159	0.7168465	0.7179621	0.6499180	0.1695524	0.5540989	0.8586877	0.6831472
500	0.5222288	0.0510537	0.1003848	0.7720111	0.7037303	0.6476362	0.1543938	0.5987946	0.7753855	0.7299649
550	0.6487044	0.0693038	0.0704081	0.6416742	0.9171931	0.7927822	0.1119183	0.5928792	0.7817293	0.8888178
600	0.6424963	0.0171078	0.0862465	0.7120057	0.7430452	0.7865544	0.1182942	0.6568484	0.6313967	0.6323674
650	0.7387902	0.0220251	0.0610329	0.6934861	0.8542442	0.8353071	0.1698573	0.5566716	0.7756038	0.6146304
700	0.7658515	0.0387783	0.0627948	0.7160074	0.6092824	0.7125168	0.1714770	0.7399344	0.6894893	0.7984418
750	0.6771438	0.0212397	0.0845130	0.7759564	0.6989222	0.8089682	0.2106989	0.7669762	0.7370605	0.6663931
800	0.7440282	0.0692065	0.0996771	0.6214765	0.7465995	0.6965639	0.1452347	0.5109266	0.5252538	0.8026107
850	0.7298447	0.0483646	0.0457386	0.8115826	0.6260020	0.6259435	0.1565752	0.6060206	0.6499437	0.6785601
900	0.7880933	0.0304721	0.0569381	0.6995054	0.7558499	0.6463101	0.0995519	0.5644940	0.7057932	0.7985015
950	0.6832526	0.0522326	0.0488425	0.7175061	0.5726282	0.6648795	0.2316052	0.6473845	0.6799829	0.7662450
1000	0.6529317	0.0413615	0.0678078	0.7196206	0.5368742	0.6458616	0.1529770	0.5497957	0.6332198	0.7322792

0	0.7742772	0.0411193	0.0629590	0.6398033	0.6496483	0.7334772	0.1286655	0.5792410	0.5908020	0.8482444
50	0.7561255	0.0717677	0.0714609	0.7469206	0.6716283	0.7234236	0.1955846	0.5957519	0.5964165	0.7302051
100	0.6490948	0.1056666	0.0608027	0.8386222	0.7078745	0.8078979	0.2176570	0.6415462	0.7835623	0.6242914
150	0.7386133	0.0891440	0.0651286	0.8275214	0.7013399	0.7462672	0.1300561	0.4627388	0.6310206	0.8232392
200	0.7510403	0.1202798	0.0916459	0.7927757	0.7709507	0.8039027	0.2038715	0.5898955	0.6781632	0.6285712
250	0.7111604	0.1204185	0.0847260	0.7235996	0.8014296	0.7349385	0.2200449	0.5767657	0.6531225	0.7584568
300	0.7072701	0.0952468	0.0378579	0.9473853	0.8165949	0.9180949	0.1576338	0.4613859	0.7311426	0.9616915
350	0.6212288	0.0763022	0.0975065	0.7107752	0.8176948	0.7614970	0.1584479	0.5504822	0.7339749	0.7792846
400	0.6385459	0.0755620	0.0771722	0.7540178	0.7904754	0.8415125	0.1349201	0.6176979	0.7336406	0.6935524
450	0.7849528	0.1149903	0.0428848	0.8315121	0.8666894	0.8430023	0.1332112	0.6127090	0.6922558	0.7047710
500	0.7786526	0.1020763	0.0921259	0.6114963	0.7022784	0.7111522	0.1396756	0.5351886	0.6913542	0.7428065
550	0.6724618	0.0330909	0.1010484	0.7403858	0.7055185	0.8364859	0.1320993	0.5092044	0.7512153	0.6646337
600	0.8488983	0.0551806	0.0683290	0.7755165	0.6320504	0.8743719	0.1786418	0.5370390	0.6991017	0.7253541
650	0.6920782	0.0402876	0.0623906	0.6497102	0.7139359	0.5030214	0.1917910	0.6376635	0.6660647	0.7794008
700	0.8332749	0.0427105	0.0569805	0.7288023	0.7433374	0.8095080	0.1263282	0.6433129	0.5857290	0.7997667
750	0.7122578	0.0297563	0.1021772	0.8936973	0.8278645	0.7577772	0.2010133	0.5672158	0.5797602	0.8230601
800	0.8232803	0.0302673	0.0496813	0.8860973	0.6022463	0.6548603	0.1689887	0.5346121	0.6619749	0.7630559
850	0.6789193	0.0456462	0.0549364	0.7192420	0.6690183	0.6808415	0.2040616	0.7379055	0.6249215	0.5818788
900	0.7074923	0.0329047	0.0767346	0.6901729	0.6350306	0.7069007	0.2133595	0.6034923	0.6535058	0.6178976
950	0.7846364	0.0783490	0.0397698	0.7292903	0.6134478	0.7654783	0.2032248	0.6409492	0.6352446	0.8551452
1000	0.7281970	0.0360195	0.0577441	0.6106563	0.7258821	0.7137847	0.2505008	0.5118619	0.6481611	0.6607788

0	0.7772664	0.0257707	0.0512221	0.9750044	0.6387258	0.8089608	0.1219481	0.6733576	0.7120157	0.7113901
50	0.6192288	0.3574344	0.0841064	0.6685175	0.7863547	0.7958245	0.1888280	0.6528873	0.6777965	0.6962279
100	0.5019866	0.5110241	0.0669922	0.7684251	0.6846728	0.7934575	0.1718268	0.6055562	0.6195343	0.7757210
150	0.3362679	0.6347290	0.0646050	0.7609375	0.6321195	0.6659428	0.1423612	0.6721183	0.6592461	0.7191736
200	0.3623186	0.6507200	0.0446755	0.7825886	0.6010795	0.7028765	0.1452062	0.6060761	0.7188147	0.6889017
250	0.3229347	0.7287647	0.0738230	0.6914045	0.7016573	0.6122840	0.1387501	0.6218288	0.7136898	0.6930897
300	0.3014261	0.5836479	0.0682480	0.5527177	0.6307643	0.7043025	0.1630454	0.6474784	0.7095001	0.7234212
350	0.2367936	0.7008399	0.0849907	0.6671950	0.7611094	0.6879243	0.1134485	0.5659992	0.6584128	0.8427804
400	0.3429152	0.4114523	0.1029907	0.6703812	0.7254280	0.6674446	0.1934875	0.6633219	0.6900401	0.7349830
450	0.2737935	0.6424875	0.0255461	0.7418740	0.5132448	0.6401304	0.2064116	0.6069858	0.7171808	0.7981879
500	0.3876671	0.5410777	0.0809707	0.7355995	0.6842203	0.7589602	0.1576699	0.6151916	0.6221381	0.7957079
550	0.4092700	0.2796601	0.0513758	0.6053128	0.5955031	0.6670354	0.2459878	0.5640043	0.5784231	0.7307541
600	0.5533890	0.0853182	0.0837474	0.7600214	0.5985686	0.7223047	0.1778759	0.6167845	0.6202086	0.6686838
650	0.7184370	0.0490563	0.0753848	0.6266172	0.6198862	0.7718262	0.1482957	0.6149169	0.7614498	0.7933333
700	0.8074590	0.0371023	0.0729610	0.8173018	0.6717554	0.7582587	0.0984824	0.6181489	0.6983088	0.7022775
750	0.7777111	0.0154065	0.0675645	0.7903960	0.7787521	0.7505084	0.2009810	0.5614488	0.6973418	0.7693238
800	0.6941307	0.0298022	0.0943730	0.6679347	0.6118699	0.9427808	0.2519998	0.6704692	0.6983896	0.8606931
850	0.6668036	0.0644307	0.0436377	0.7708886	0.7277588	0.6665877	0.1504004	0.5525592	0.7029797	0.7021819
900	0.7380460	0.0210074	0.0486602	0.7420789	0.8271198	0.7745638	0.1508999	0.5566829	0.7870707	0.6921834
950	0.8300754	0.0259688	0.0965880	0.7095679	0.6578152	0.7599569	0.2128392	0.6778676	0.6000737	0.7291828
1000	0.6609929	0.0533789	0.0722225	0.8466808	0.6192948	0.7684913	0.1274886	0.6419723	0.6312879	0.7708331

0	0.8041684	0.0261652	0.0623438	0.7792745	0.6965567	0.7502518	0.1475899	0.5683161	0.4986885	0.6990351
50	0.4648291	0.0578410	0.0745825	0.6834411	0.7184366	0.5382146	0.1843728	0.5895163	0.7985931	0.6814706
100	0.3919558	0.0248611	0.0707004	0.7274846	0.6859388	0.5821799	0.1729949	0.6943019	0.6855588	0.6231361
150	0.4228217	0.0231776	0.0543335	0.7398159	0.6610717	0.6649606	0.1793875	0.6589281	0.6835045	0.7306163
200	0.5098577	0.0246130	0.0729649	0.7028248	0.6375316	0.5002181	0.2620236	0.6679627	0.5775013	0.8580560
250	0.3020090	0.0268824	0.0657481	0.7228781	0.6033550	0.5680001	0.2031481	0.6378426	0.6551930	0.7650385
300	0.4255646	0.0331672	0.0708831	0.7434425	0.7485501	0.5033027	0.2549650	0.7605671	0.7347685	0.7986222
350	0.3340115	0.0320099	0.0601195	0.7638465	0.6891523	0.5870774	0.1831281	0.6542384	0.6990905	0.7726367
400	0.4686981	0.0502718	0.0372802	0.6472278	0.8094923	0.6084668	0.1945114	0.6675855	0.7097483	0.7464999
450	0.2828532	0.0164667	0.0545306	0.6169734	0.6482918	0.4739936	0.2135790	0.6665832	0.7739379	0.8025733
500	0.4820830	0.0487698	0.0954004	0.6443912	0.7234427	0.6600867	0.3008290	0.7050632	0.6717552	0.7088553
550	0.6649869	0.0191735	0.0246099	0.7571083	0.6779669	0.6133786	0.2230978	0.6495306	0.5143297	0.6711991
600	0.7209460	0.0422809	0.0461985	0.7513243	0.6669139	0.7487881	0.2058244	0.5458115	0.6129397	0.8306737
650	0.6249880	0.0419884	0.0329077	0.6901866	0.7263670	0.7251485	0.1388404	0.5024427	0.7354512	0.7316152
700	0.6275092	0.0272905	0.0667953	0.7631244	0.7799597	0.6965366	0.1628943	0.6810572	0.6446232	0.7885852
750	0.6706475	0.0384811	0.0578276	0.7416542	0.6516684	0.9440484	0.2050685	0.5919697	0.6182066	0.7095885
800	0.7604072	0.0333882	0.0663767	0.6663963	0.6260813	0.6949365	0.1685097	0.6227586	0.6226265	0.6982757
