YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
0.2551298	1.0022148	0.6125779	0.7960180	0.5345055	0.8346281	0.8229603	0.0598106	0.1361997	1.0056362
0.9092108	0.4536050	0.5224244	0.7525570	0.5243503	0.9170775	1.0666594	0.0518510	0.2185681	0.9594610
0.9074858	0.4452314	0.2834334	0.8207393	0.5986393	0.8006085	0.9454651	0.0436546	0.1591880	1.0199672
0.5222138	0.9577716	0.8220372	0.4375470	0.6243633	0.7933819	1.0440171	0.0403280	0.2042117	0.9244747
0.5159168	0.9857654	0.7560737	0.5175374	0.3263261	0.8476441	1.0815752	0.0484401	0.1720719	1.0967607
0.5642936	0.8948026	0.5922323	0.8827810	0.6244364	0.3864321	0.9770225	0.0446923	0.2249959	0.9601367
0.5564737	0.9561370	0.8801465	0.2501688	0.1536748	0.7446080	0.5149464	0.0585025	0.2004799	0.8655814
0.6420926	0.8079001	0.5645781	0.8139028	0.4994365	0.8820271	0.9356443	0.0202542	0.2284590	0.9725218
0.6034360	0.9598958	0.5045865	0.9492705	0.6282389	0.8469336	0.9699310	0.0373083	0.1228327	1.0262091
0.6129295	0.8878943	0.6383126	0.4842031	0.3032216	0.8508349	0.7784642	0.1878089	0.5206988	0.4205723
