YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
0.1151768	0.3118646	0.9370274	0.7969067	0.6914074	0.6716147	0.3080575	0.0195663	0.7625101	0.5652236
0.1266209	0.2526262	0.6869842	0.4300384	0.6289023	0.8624077	0.3912005	0.0070543	0.6176491	0.5901528
0.0911565	0.1800568	0.9440428	0.4903884	0.7264182	0.5060128	0.2429309	0.0043504	0.7771926	0.2814388
0.1496935	0.2039537	0.9297908	0.7381222	0.7354463	0.5561379	0.2375391	0.0127691	0.8651596	0.4685005
0.1117377	0.3491868	0.6594516	0.4185144	0.6091468	0.9317697	0.9679411	0.3362087	0.2033011	0.5985041
0.0136605	0.2796578	0.8578800	0.5007362	0.7639659	0.4826523	0.1708248	0.0023281	0.8560176	0.5017391
0.0171907	0.2576986	0.7330231	0.4525563	0.6694436	0.7336798	0.3422733	0.0205662	0.7237798	0.5738701
0.0370621	0.2107900	0.8971684	0.6161655	0.8325735	0.3399792	0.1948787	0.0168765	0.9501951	0.5158540
0.1051598	0.6468513	0.0844911	0.1596686	0.2499236	0.9688906	0.6401262	0.0722846	0.3178601	0.3549461
0.0647615	0.1556917	0.9927682	0.7884846	0.7472518	0.3204430	0.1196333	0.0165661	0.9892280	0.3357298
