YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
0.0000054	0.6560620	0.9998343	0.9997295	0.2557366	0.5259049	0.0288273	0.9722819	0.0922306	1.0000000
0.1432838	0.0000000	0.9998422	0.9997405	0.2578328	0.5290451	0.0284658	0.9802283	0.0932238	1.0000000
0.1432205	0.6487497	0.0000030	0.9997003	0.2506006	0.5181014	0.0297715	0.9522010	0.0898378	1.0000000
0.1432206	0.6487508	0.9998130	0.0000017	0.2506045	0.5181041	0.0297714	0.9522031	0.0898400	1.0000000
0.1432206	0.6487506	0.9998130	0.9997003	0.0000033	0.5181035	0.0297714	0.9522026	0.0898396	1.0000000
0.1426995	0.6310238	0.9997488	0.9996153	0.0168718	0.0000048	0.0322123	0.9058879	0.0479551	1.0000000
0.1831478	0.6546351	1.0000000	1.0000000	0.5375211	0.9999995	0.0000000	0.9681385	0.3705995	1.0000000
0.1426993	0.0774377	0.0545729	0.0483454	0.0307672	0.1069395	1.0000000	0.0000000	0.0480200	1.0000000
0.1426042	0.5705913	0.9992835	0.9990614	0.1943997	0.4334255	0.0424594	0.7682845	0.0000014	1.0000000
0.9999994	0.5226425	0.9983031	0.9980473	0.1616970	0.3826635	0.0533316	0.6757171	0.3893017	0.0000000
