YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.0000032	0.9986992	0.9972460	0.0733410	0.1176163	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
0.0220982	0.0000000	0.9972460	0.0733410	0.1176163	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
0.7343626	0.9999994	0.0000008	0.0733414	0.1176181	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
0.7338089	0.9986991	1.0000000	0.0000008	0.0648332	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
0.7338089	0.9986992	0.9974687	0.0718919	0.0000065	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
0.7339940	0.9991175	0.1356559	0.4599780	0.7149665	0.0000000	1.0000000	1.0000000	0.1056248	1.0000000
0.7338089	0.9986992	0.9973645	0.0725808	0.0944310	0.9999988	0.0000027	1.0000000	0.1056248	1.0000000
0.7323964	0.9955288	1.0000000	0.0733410	0.1176162	0.1980673	1.0000000	0.0000047	0.1056248	1.0000000
0.7343849	1.0000000	0.9972460	0.0733411	0.1176167	0.1980673	1.0000000	1.0000000	0.0000014	1.0000000
0.6392958	0.8212933	0.9972460	0.0733410	0.1176162	0.1980673	1.0000000	1.0000000	0.9999867	0.0000003
