"Time"	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
1000	0.0658420	0.2695257	0.6418766	0.3753308	0.4028636	0.6901938	0.2594790	0.0124878	0.3978582	0.3863458

0	0.0820866	0.2337064	0.6681032	0.3893737	0.3649981	0.6920970	0.3684158	0.0205071	0.4594861	0.5595602
50	0.0729887	0.3350748	0.6341317	0.5251125	0.3529659	0.5735103	0.3186507	0.0168590	0.4779312	0.3705294
100	0.0142877	0.2223699	0.6816610	0.4634044	0.5131436	0.5841537	0.3196708	0.0218289	0.6727898	0.4862536
150	0.0127804	0.2439738	0.6478399	0.3574526	0.4739195	0.6290927	0.2230004	0.0368801	0.6061220	0.4868156
200	0.0250660	0.2471778	0.6776333	0.4988548	0.4198934	0.5401424	0.1995571	0.0240238	0.7523258	0.4709440
250	0.0051297	0.2289126	0.8340526	0.4641128	0.5067321	0.4478404	0.1843680	0.0057753	0.7495139	0.4058935
300	0.0016859	0.2448199	0.7813966	0.5022608	0.5278597	0.4826354	0.1435501	0.0241491	0.6552763	0.3361243
350	0.0072455	0.2224486	0.9015702	0.6198540	0.4979141	0.2412144	0.1365089	0.0123637	0.8406549	0.3944660
400	0.0045390	0.1382987	0.8014276	0.6331567	0.6400729	0.3340346	0.1371694	0.0199866	0.7137141	0.3594840
450	0.0068468	0.1957434	0.8474457	0.6073600	0.6327358	0.3640725	0.1149647	0.0360071	0.5947766	0.4230024
500	0.0047857	0.1886842	0.7186679	0.5599559	0.5981385	0.1837440	0.1045924	0.0086206	0.6532593	0.4230958
550	0.0268275	0.2052491	0.6528198	0.5096502	0.7775043	0.2156653	0.1288130	0.0041772	0.6733748	0.4345919
600	0.1267365	0.1354996	0.5918564	0.4204124	0.5521562	0.2959079	0.1750487	0.0241256	0.7969400	0.3438679
650	0.1029691	0.1677149	0.5479946	0.4595221	0.5479163	0.4000490	0.2116455	0.0190809	0.4689758	0.3063391
700	0.1288481	0.1907777	0.9080877	0.5361260	0.4873911	0.4581631	0.2668324	0.0100805	0.6027397	0.3633227
750	0.1073931	0.2189137	0.6411053	0.4014210	0.5361555	0.5869105	0.3255363	0.0296423	0.4634006	0.3495120
800	0.0899986	0.2225268	0.5562461	0.3303609	0.4659163	0.6481805	0.3293493	0.0271283	0.5852313	0.3355997
850	0.0754860	0.2431613	0.7032702	0.3917862	0.6661009	0.6322079	0.4173892	0.0220094	0.5378910	0.4033176
900	0.0730318	0.2755481	0.6555221	0.3477907	0.5859976	0.6328118	0.3005799	0.0210539	0.3661333	0.5385178
950	0.0599656	0.2260822	0.7538668	0.3254762	0.5369173	0.7179166	0.4700593	0.0076026	0.5116852	0.3733605
1000	0.1304715	0.2564189	0.7929044	0.3460715	0.5493783	0.7146198	0.3244693	0.0117401	0.5939814	0.4021163

0	0.0655198	0.3010625	0.5850416	0.3447054	0.4725000	0.7224073	0.3107024	0.0107901	0.5376439	0.5143980
50	0.0666379	0.2121164	0.6061816	0.3439477	0.4442989	0.8029589	0.3388284	0.0292585	0.5101657	0.4643724
100	0.0425310	0.2437292	0.5815735	0.3422821	0.5456131	0.6474535	0.2597691	0.0214763	0.4729707	0.4852314
150	0.0126391	0.3058412	0.7651452	0.3225760	0.5067077	0.6537082	0.2263279	0.0193270	0.6017869	0.5112741
200	0.0052116	0.2436963	0.5308613	0.2931574	0.4484508	0.5972015	0.2323629	0.0077265	0.7163768	0.3886079
250	0.0033060	0.2705099	0.6007240	0.3088935	0.4947432	0.6715466	0.1330372	0.0036288	0.7782931	0.4492416
300	0.0039258	0.2248168	0.6404670	0.2751611	0.5166905	0.7305354	0.1806300	0.0298392	0.7775645	0.4841138
350	0.0081765	0.2896810	0.4687046	0.3607787	0.4947725	0.6137003	0.1568741	0.0232382	0.7364626	0.4319661
400	0.0063902	0.3469505	0.7022353	0.3520254	0.4557312	0.5782230	0.1691191	0.0384216	0.6825134	0.4307111
450	0.0156560	0.2086381	0.5583779	0.3245753	0.5456617	0.6037755	0.1388420	0.0078377	0.6279614	0.3599672
500	0.0231656	0.2805921	0.6181078	0.2922433	0.3764178	0.5998373	0.1962730	0.0188109	0.7698228	0.4420420
550	0.0611959	0.2039751	0.5295079	0.2511160	0.4880365	0.5987463	0.1570795	0.0350369	0.8310081	0.5543711
600	0.0750639	0.1740601	0.6758020	0.2963433	0.5894695	0.4782105	0.1863866	0.0219437	0.7603181	0.4856504
650	0.0804767	0.2076232	0.5361986	0.3974994	0.4246103	0.4125527	0.1978792	0.0017704	0.5715412	0.4853451
700	0.0900572	0.2035353	0.6104242	0.3275048	0.5185510	0.4578061	0.2164763	0.0134425	0.6290969	0.5191914
750	0.0627163	0.2209073	0.5998208	0.3042219	0.5135832	0.5795388	0.2951096	0.0029291	0.3944121	0.3197157
800	0.0874008	0.2628871	0.5277134	0.2905028	0.5629459	0.5533394	0.3387843	0.0090053	0.4155462	0.3308893
850	0.0598657	0.1967029	0.5242885	0.4240256	0.6071411	0.6622755	0.3592515	0.0100511	0.5526208	0.3686305
900	0.0650870	0.2154561	0.6078385	0.4404912	0.5415462	0.6435438	0.3187658	0.0159255	0.5595373	0.4676722
950	0.0844233	0.2576907	0.6177071	0.4458522	0.5525050	0.5964811	0.2922710	0.0212533	0.5945876	0.4089028
1000	0.1009785	0.2467611	0.5455372	0.3172873	0.4763564	0.7764120	0.2394180	0.0278880	0.5030312	0.4101616
