YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
0.0000000	0.5706866	0.7717391	0.5444407	0.8392274	0.3268521	0.0787087	0.1536871	1.0679811	1.0303285
0.6929015	0.0000000	0.7261009	0.5302208	0.9535417	0.3252933	0.0397454	0.1236956	1.0176370	0.9689091
1.0955323	0.0899185	0.0000000	0.2139158	0.4475756	0.0509161	0.0454847	0.1208803	1.0132207	0.9524827
0.8981233	0.6901165	0.9556203	0.0000000	1.0078750	0.3842770	0.0576373	0.1469563	0.9840693	0.9315792
1.0684881	0.6784462	0.9639875	0.0094760	0.0000000	0.3957228	0.0688792	0.1275647	1.0596775	0.9427796
0.8864398	0.5356897	1.0172932	0.0285701	0.0904573	0.0000000	0.0704752	0.1136019	0.9443681	0.0008244
0.8031045	0.5275736	0.6646853	0.5325671	0.9111769	0.3015704	0.0000000	0.0901968	1.0136806	0.8773123
0.4464529	0.5578093	0.7181167	0.6800958	0.7770655	0.2927270	0.0542916	0.0000000	0.9329954	0.9879984
0.5224740	0.4629715	0.6324605	0.7083131	0.9363982	0.6074928	0.5863577	1.0784334	0.0000000	1.0499700
0.7552688	0.5892010	0.7916778	0.5474444	0.9081449	0.2871466	0.0642923	0.1115146	0.9877000	0.0000000
