"Time"	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
400	0.0402167	0.2832729	0.6128315	0.3411744	0.6482754	0.3873481	0.7459135	0.6537239	0.0413938	0.7605408
450	0.0357048	0.2652780	0.5677031	0.3186772	0.5270457	0.3408268	0.7620600	0.5959092	0.0256942	0.6593041
500	0.0480358	0.2035974	0.6124814	0.3735826	0.6287138	0.4952833	0.7114430	0.7141950	0.0273780	0.5770119
550	0.0417603	0.2398438	0.6805326	0.3871882	0.8143511	0.4437911	0.7351048	0.6651241	0.0859180	0.7830228
600	0.0468021	0.2310996	0.5744852	0.4230702	0.6047926	0.3792934	0.6785780	0.6746498	0.0951836	0.8021949
650	0.0538287	0.1670204	0.6471579	0.3398658	0.7385999	0.3522564	0.6566438	0.7468389	0.1107379	0.9163226
700	0.1026634	0.1681787	0.7696510	0.3103364	0.8656050	0.3181693	0.7247134	0.6694447	0.0692239	0.7252746
750	0.0810166	0.1895963	0.6138251	0.4305887	0.8847697	0.3286130	0.7609863	0.6857413	0.0688268	0.7022342
800	0.0748482	0.1803495	0.6703387	0.4681441	0.8034808	0.3420968	0.8027129	0.7021814	0.0518476	0.7376902
850	0.1097446	0.2362234	0.6273983	0.3734826	0.9000889	0.4604393	0.8995782	0.6837231	0.1195363	0.8120333
900	0.0447286	0.2355670	0.6307260	0.4393535	0.8132532	0.4180495	0.6851229	0.7561187	0.0772536	0.7285778
950	0.0884141	0.1664376	0.6100435	0.3447816	0.7101665	0.3922493	0.6771568	0.7682639	0.0607513	0.7802237
1000	0.0643747	0.1360627	0.6890938	0.4156619	0.7488704	0.3846330	0.5146422	0.6858686	0.0393281	0.8101474

0	0.0524739	0.1573143	0.5742595	0.3309896	0.6800156	0.3891419	0.7431423	0.7747856	0.0585037	0.7685261
50	0.0570154	0.2131400	0.6056532	0.3946587	0.9311580	0.3767789	0.2907613	0.5658004	0.0639068	0.9415764
100	0.0379122	0.1008847	0.5375306	0.3524585	0.7241597	0.3004465	0.1750163	0.6320897	0.0893550	0.7003414
150	0.0462683	0.1882398	0.5080011	0.3509100	0.6479542	0.1042409	0.1038748	0.6308944	0.0499359	0.7631847
200	0.0437788	0.2250694	0.7241436	0.2915339	0.7211356	0.0450072	0.1800201	0.6056207	0.0842831	0.6696029
250	0.0504197	0.1997363	0.7878164	0.3898115	0.6032628	0.0308728	0.0960322	0.6527687	0.0330674	0.7008388
300	0.1348666	0.2725557	0.7779457	0.2879866	0.2940406	0.0138338	0.0859152	0.4987295	0.0620061	0.8084642
350	0.0371056	0.2930136	0.8484641	0.1982662	0.3139868	0.0174080	0.1196718	0.5366855	0.0905595	0.7696637
400	0.0782286	0.3377100	0.7738419	0.1170322	0.2084299	0.0288086	0.1440763	0.5141363	0.1101109	0.8023943
450	0.0881821	0.4210250	0.5936616	0.0773033	0.0629661	0.0390706	0.0658071	0.5498046	0.0672752	0.7611895
500	0.1857317	0.3859662	0.7811173	0.0457709	0.0799989	0.0228811	0.1549114	0.5802970	0.0829864	0.7798010
550	0.1328252	0.4239571	0.8981948	0.0301844	0.0795132	0.0243660	0.5696814	0.6449127	0.0950061	0.7890231
600	0.1388369	0.3282840	0.8486659	0.0173701	0.1819076	0.1117242	0.7511534	0.8135396	0.0569710	0.6335394
650	0.1895340	0.4495849	0.7827617	0.0460544	0.5829229	0.1684262	0.6080746	0.7285397	0.0863429	0.7670384
700	0.2420173	0.4042899	0.7653619	0.1247571	0.6593259	0.2594429	0.6919293	0.9442659	0.0645199	0.8615663
750	0.1872524	0.3800579	0.6810979	0.2508494	0.8353246	0.3745709	0.6873516	0.8572372	0.0507758	0.8534492
800	0.0849574	0.3792150	0.8439096	0.3421103	0.7926395	0.4432779	0.6876095	0.7073439	0.0689896	0.7065661
850	0.1482760	0.3014003	0.6301261	0.3539223	0.7329122	0.5124766	0.7063403	0.5822696	0.0801241	0.6983620
900	0.1100945	0.2670085	0.8240808	0.4407998	0.7527937	0.4524347	0.6709853	0.7557719	0.0535770	0.7188737
950	0.1411887	0.2551156	0.4961034	0.3899458	0.6982888	0.4863157	0.6784551	0.6835766	0.0562303	0.7360816
1000	0.0953968	0.1926578	0.5903116	0.4063914	0.6608033	0.3734317	0.6899024	0.6519669	0.0744154	0.7683465

0	0.0280293	0.2024512	0.6653784	0.4094062	0.6381403	0.2988292	0.6372917	0.7173241	0.0617188	0.7090189
50	0.2462261	0.1868840	0.6310903	0.3751379	0.6945735	0.4188442	0.6986031	0.7740208	0.0451521	0.7512862
100	0.3263820	0.1777541	0.6031950	0.3591141	0.7927291	0.4455252	0.6894219	0.6541815	0.0112127	0.8490451
150	0.3294045	0.2223251	0.5060198	0.3889205	0.7672933	0.4280695	0.6670876	0.7680872	0.0146248	0.8013818
200	0.3745173	0.1872512	0.6775637	0.3694832	0.6502029	0.4402030	0.6772993	0.6877514	0.0183130	0.8229550
250	0.3107395	0.1456610	0.7128333	0.3946278	0.6961428	0.4457766	0.6329542	0.7353393	0.0293958	0.7994451
300	0.4115301	0.2306585	0.7251406	0.3753040	0.7532688	0.3873672	0.6463860	0.9261288	0.0210460	0.7781830
350	0.3549852	0.1945438	0.8378319	0.3569588	0.7254566	0.3817071	0.5645500	0.6610041	0.0363322	0.6736663
400	0.3611548	0.1794286	0.6965935	0.3442578	0.7709611	0.4529146	0.7433947	0.6610352	0.0210482	0.8574246
450	0.3934333	0.2309362	0.5987212	0.3209445	0.7546661	0.4767800	0.6902276	0.8056050	0.0160652	0.7981877
500	0.3773303	0.1808546	0.6556615	0.4183573	0.7820766	0.3121515	0.6939127	0.7510739	0.0195310	0.7674790
550	0.1875116	0.2467275	0.7348761	0.4146369	0.7222098	0.4215731	0.6922444	0.7520107	0.0385716	0.7250678
600	0.0951423	0.2147981	0.6048795	0.4123645	0.7180906	0.3029729	0.6667680	0.7431670	0.0593186	0.8161822
650	0.1323291	0.2331574	0.6306131	0.4523207	0.6767384	0.3714733	0.7049352	0.6998161	0.0668702	0.7331952
700	0.1196238	0.1300444	0.6080510	0.4710405	0.7870620	0.3980806	0.6631519	0.6495821	0.0956565	0.7457213
750	0.0410161	0.1528687	0.5215137	0.4019483	0.6972053	0.5033493	0.7291334	0.6778547	0.0945810	0.8495237
800	0.0504619	0.1424328	0.6701461	0.3984933	0.7494525	0.4115772	0.6308272	0.7035550	0.1095964	0.8733737
850	0.0227036	0.1716071	0.5357671	0.3914958	0.8645043	0.3439595	0.7185232	0.7798896	0.0772608	0.7181455
900	0.0450302	0.1480498	0.6592626	0.3812936	0.8291810	0.3301951	0.6550747	0.7502221	0.1077206	0.7541542
950	0.0405256	0.1588541	0.5452465	0.4364661	0.7256653	0.3804116	0.6823203	0.7174405	0.0974916	0.6619650
1000	0.0778517	0.1861717	0.6734367	0.3415812	0.6195299	0.3471821	0.7599335	0.8752656	0.0754848	0.7143027

0	0.0388897	0.2191284	0.6388700	0.4895009	0.7638167	0.3202145	0.6986787	0.6896956	0.1019921	0.7732740
50	0.0325352	0.1850871	0.1590934	0.4833984	0.7503317	0.4289965	0.6828269	0.7187802	0.0739678	0.9181083
100	0.0658382	0.0949593	0.0425644	0.3395413	0.6869149	0.4391415	0.7109968	0.6202629	0.0637695	0.6335290
150	0.0498386	0.1032382	0.0374345	0.3946760	0.6981939	0.5272581	0.6870881	0.7689094	0.0539532	0.7838583
200	0.0354648	0.0826926	0.0229896	0.4097190	0.7757272	0.5190295	0.6085719	0.8084937	0.0850147	0.7534839
250	0.0561020	0.0412496	0.0222092	0.4922681	0.7383086	0.4730777	0.6000336	0.7973005	0.0713792	0.8762044
300	0.0217232	0.0326719	0.0469337	0.4946112	0.7542096	0.4210497	0.5675342	0.7977937	0.0910031	0.8547110
350	0.0400519	0.0409460	0.1353639	0.3529993	0.7334118	0.4252454	0.6130605	0.7486388	0.0563446	0.7729537
400	0.0295981	0.0291140	0.0645159	0.3267314	0.8247495	0.4800359	0.7227734	0.7819636	0.0685061	0.7722293
450	0.0578469	0.0325161	0.0718419	0.4072488	0.7953393	0.4557268	0.5519882	0.5742364	0.0862282	0.8308437
500	0.0260531	0.0138130	0.0346188	0.4548572	0.7082495	0.3872743	0.7140312	0.6890348	0.0917233	0.7567061
550	0.0178242	0.0846745	0.5500481	0.3794332	0.6604969	0.3473662	0.7109885	0.7376707	0.0631219	0.7840884
600	0.0131966	0.1516812	0.5820978	0.5116430	0.8133179	0.4275435	0.6714403	0.7395131	0.0625113	0.7806415
650	0.0221646	0.1560761	0.6682793	0.4433823	0.8921545	0.3704274	0.6627009	0.7767365	0.0551912	0.6377594
700	0.0604417	0.1972490	0.4820721	0.3535349	0.7573778	0.3661822	0.5697555	0.7839906	0.0550083	0.8317575
750	0.0498526	0.2546196	0.5681520	0.3981112	0.7416343	0.3359603	0.5600681	0.7109763	0.0576094	0.7752440
800	0.0618663	0.1337399	0.5938854	0.3947605	0.6536506	0.3959978	0.6462828	0.7248232	0.0807194	0.7000686
850	0.0317686	0.2151317	0.6499561	0.3258778	0.6354686	0.4132461	0.6986619	0.7352988	0.1037046	0.6888708
900	0.0314794	0.1790548	0.6533744	0.3144583	0.6523099	0.4064291	0.5867830	0.7404065	0.0933492	0.6136052
950	0.0936339	0.2351986	0.6938512	0.4449026	0.6762606	0.5717991	0.6315249	0.6313594	0.0700877	0.7929733
1000	0.0655482	0.2050510	0.6904396	0.3974154	0.7645658	0.3822115	0.6767874	0.5575603	0.0660714	0.7996971

0	0.0272956	0.1770089	0.5176628	0.3736951	0.7853574	0.3922401	0.8091509	0.8700579	0.0580715	0.7098499
50	0.0467577	0.0967386	0.5646601	0.5200503	0.7520717	0.4000447	0.6779560	0.7426965	0.0924626	0.8023857
100	0.0857463	0.0502277	0.4602007	0.6420861	0.7707217	0.4431301	0.6318640	0.7006458	0.0947573	0.8540439
150	0.0493817	0.0160970	0.5131450	0.7187693	0.7810349	0.3728891	0.6134852	0.6562397	0.0757306	0.7788295
200	0.0190767	0.0074519	0.4616889	0.6832593	0.7245466	0.4811062	0.6340249	0.8212759	0.0576364	0.6563036
250	0.0306053	0.0039946	0.5263811	0.6339699	0.7385837	0.3784732	0.6521095	0.7667704	0.0732875	0.7248098
300	0.0203362	0.0088032	0.4027211	0.7337228	0.6385513	0.4435442	0.6855669	0.6268122	0.0747647	0.7329942
350	0.0199589	0.0165029	0.4297934	0.7643477	0.7155833	0.3860854	0.4949318	0.8676732	0.1285522	0.8317393
400	0.0258037	0.0053343	0.3674204	0.6603338	0.7372114	0.4169016	0.6675283	0.7794162	0.0953165	0.6547448
450	0.0215428	0.0035877	0.3905324	0.6565028	0.6695129	0.4293097	0.6292989	0.5962854	0.1069421	0.7151966
500	0.0159035	0.0006123	0.4104857	0.6228773	0.6631671	0.3320298	0.5019031	0.7646891	0.0864431	0.6335665
550	0.0293664	0.0716516	0.4508457	0.5181274	0.7633205	0.2650250	0.5492651	0.6433216	0.0994908	0.7603004
600	0.0435107	0.1161814	0.5573279	0.4105308	0.8129606	0.2493278	0.6735275	0.8904827	0.1070295	0.8858428
650	0.0609422	0.2467459	0.6158888	0.3067779	0.8022110	0.2713757	0.6242716	0.9764926	0.1325155	0.5779797
700	0.0519259	0.2082530	0.6914591	0.3548934	0.8394576	0.4103428	0.7758618	0.7000730	0.1013095	0.7441796
750	0.0369238	0.1802273	0.7356323	0.3671014	0.7907809	0.3743195	0.7762445	0.9025814	0.0581811	0.8460800
800	0.0795919	0.2082692	0.5948789	0.4697634	0.7708626	0.3462721	0.7529321	0.7707169	0.0651962	0.7805993
850	0.0338971	0.1938874	0.5222741	0.3617773	0.7383484	0.3894406	0.6943206	0.7761316	0.0671092	0.5997816
900	0.0514061	0.2654773	0.6083549	0.4306783	0.8697901	0.4773812	0.6630242	0.7704834	0.0894780	0.7893107
950	0.0468204	0.2096254	0.7145108	0.4012993	0.8148109	0.5007587	0.5666123	0.8880014	0.1172417	0.6669755
1000	0.0343003	0.2573915	0.6971848	0.4367933	0.7058877	0.4347455	0.7530127	0.6925774	0.0547531	0.8053255

0	0.0343065	0.2247317	0.8407375	0.3793949	0.7782563	0.3632867	0.5985578	0.7922887	0.0874104	0.7288768
50	0.0542334	0.2025526	0.0709948	0.6004720	0.6785965	0.4076407	0.3819938	0.8008259	0.1251804	0.3419341
100	0.0584157	0.1736374	0.0243576	0.5835460	0.8345528	0.2711095	0.2895046	0.6693400	0.1690063	0.1893830
150	0.0638214	0.1039001	0.0227967	0.5632886	0.8440270	0.2083849	0.2340994	0.6031454	0.2826789	0.1679530
200	0.0544091	0.1194531	0.0039726	0.8214054	0.7380800	0.1384281	0.2605589	0.3832389	0.4374239	0.1866180
250	0.0341367	0.1509015	0.0090913	0.6703062	0.6236916	0.1590878	0.2790481	0.2697372	0.6129520	0.1844963
300	0.0235339	0.1691007	0.0030271	0.6326994	0.7761777	0.1889231	0.2489495	0.1992907	0.7022985	0.1320372
350	0.0425011	0.2412109	0.0451832	0.6531924	0.7122763	0.2765605	0.3717475	0.1093988	0.5873900	0.1628232
400	0.0614904	0.3590341	0.0138192	0.6071393	0.8421175	0.2038646	0.3572818	0.1627482	0.7233532	0.1574006
450	0.0763905	0.5458530	0.0156315	0.6052373	0.8671889	0.1401321	0.3443562	0.1167329	0.6401712	0.1485025
500	0.1576636	0.3837741	0.0155551	0.8432845	0.8584991	0.1262549	0.4445454	0.1120726	0.6665328	0.2200123
550	0.2481881	0.4893576	0.3837732	0.4943419	0.7539521	0.1197649	0.5880396	0.0875485	0.4821482	0.7976091
600	0.1858844	0.4789606	0.4866143	0.4490444	0.6733971	0.2239272	0.7917284	0.0808802	0.2014019	0.9039357
650	0.2326797	0.4242338	0.6189449	0.3731507	0.5620670	0.2851836	0.6437475	0.2750488	0.1130144	0.7419537
700	0.1853209	0.4242049	0.6602977	0.3482749	0.7344910	0.3502034	0.7611057	0.4531834	0.1324156	0.7149464
750	0.1364743	0.2501041	0.7161931	0.3774842	0.7273974	0.4565692	0.7717978	0.6435246	0.0538065	0.8027559
800	0.1299337	0.2307973	0.7062379	0.3338891	0.7295990	0.4791117	0.7807200	0.8919963	0.0861922	0.7467871
850	0.1053660	0.2156668	0.6797124	0.3868140	0.6715675	0.4143059	0.4536628	0.7424124	0.0861527	0.7180643
900	0.0960617	0.2365276	0.7279917	0.3300081	0.6973297	0.4608862	0.7212349	0.7439189	0.0476501	0.8476900
950	0.0981077	0.2482692	0.6892429	0.5089447	0.7940154	0.5230385	0.6783166	0.8166996	0.0393175	0.7889318
1000	0.0631344	0.2522077	0.6539901	0.3527507	0.8528489	0.4233324	0.7473429	0.8616962	0.1029615	0.8761724

0	0.0314902	0.2136009	0.6445472	0.4556193	0.7050230	0.3374667	0.7354738	0.7049029	0.0612163	0.6575137
50	0.0428984	0.2194539	0.5902486	0.3608068	0.6972698	0.4200541	0.5010687	0.6661174	0.0321422	0.7984503
100	0.0607043	0.2955383	0.6558302	0.4132645	0.8742256	0.3671991	0.4244917	0.7079858	0.0243641	0.6914139
150	0.0814721	0.2897578	0.7614329	0.3725041	0.7043619	0.2012943	0.3399599	0.7154792	0.0355478	0.6912957
200	0.0531663	0.2240352	0.7240292	0.3408571	0.7430776	0.1291856	0.5403950	0.6350860	0.0526175	0.7677702
250	0.0976382	0.1914038	0.6671385	0.4254051	0.7838441	0.1297369	0.3442873	0.7533006	0.0143620	0.7248317
300	0.0717990	0.2170474	0.6244210	0.3077611	0.6974364	0.0841108	0.4918782	0.7831564	0.0197687	0.6286038
350	0.0899801	0.2021088	0.5762998	0.4692190	0.5679692	0.0593736	0.4904452	0.8678323	0.0260948	0.6084952
400	0.0624091	0.2152423	0.6888074	0.2335902	0.6415276	0.1183306	0.4371820	0.6405921	0.0192224	0.7182567
450	0.0592040	0.2494271	0.8270795	0.3047368	0.7553957	0.0973994	0.3254343	0.8273489	0.0237554	0.6766878
500	0.0324866	0.2188450	0.6354356	0.3089510	0.6117953	0.0955389	0.4348996	0.7964923	0.0758737	0.7090606
550	0.0530922	0.2083316	0.6943637	0.2572582	0.6905235	0.1788849	0.5978556	0.7746911	0.0737897	0.6465593
600	0.0655393	0.2452767	0.6677320	0.3293506	0.7752318	0.3189968	0.7599347	0.8244411	0.0892152	0.8365309
650	0.0348020	0.1714159	0.6988273	0.3833573	0.7069893	0.4595888	0.6998558	0.8251099	0.0945521	0.8516352
700	0.1818124	0.2727394	0.7402423	0.4342207	0.6701235	0.3667061	0.7183519	0.8097242	0.1054280	0.8088861
750	0.0675714	0.2179668	0.7134412	0.4825681	0.6677162	0.4865821	0.6603545	0.8378554	0.0550069	0.7571262
800	0.0692943	0.2456979	0.5293522	0.4160408	0.8477391	0.4042916	0.6191366	0.7233257	0.0522311	0.8060997
850	0.0719413	0.2479102	0.6628535	0.4647327	0.7008048	0.4386859	0.6279599	0.7332292	0.0676995	0.8230721
900	0.0881230	0.1447552	0.5600680	0.3569148	0.7564541	0.3581851	0.6011101	0.6793453	0.0443824	0.6326269
950	0.0564251	0.1962959	0.5662319	0.4803589	0.6775143	0.4755745	0.6588516	0.6284905	0.0923055	0.6842083
1000	0.0553393	0.1377933	0.6053245	0.4038479	0.7926405	0.3859566	0.5473221	0.7459168	0.1572510	0.7369300

0	0.0395638	0.1947227	0.6442211	0.3451310	0.7009757	0.4214734	0.7994862	0.7237295	0.0698721	0.8383139
50	0.3846583	0.2706440	0.0832514	0.5488633	0.8376452	0.5665203	0.6722476	0.1788309	0.1047180	0.6862569
100	0.5133032	0.2341097	0.0414703	0.5781222	0.7189627	0.7124119	0.7173070	0.0803976	0.0441649	0.8019788
150	0.6671746	0.3487444	0.0285140	0.7481249	0.6734442	0.7213555	0.6329391	0.0537472	0.0575729	0.7536899
200	0.5934686	0.3852402	0.0056259	0.7182181	0.6477591	0.6916422	0.6437868	0.0584764	0.0712610	0.7729967
250	0.7603040	0.5040051	0.0146573	0.5627102	0.7987640	0.7415225	0.8442292	0.0937231	0.0895803	0.7535844
300	0.6083054	0.4707049	0.0072248	0.7173627	0.7350124	0.8050842	0.7394074	0.0547051	0.0721144	0.8105967
350	0.5959194	0.3691685	0.0140705	0.7393761	0.6280219	0.6587496	0.7162607	0.0468529	0.0934637	0.7558852
400	0.6408236	0.4619299	0.0127574	0.6896641	0.8097870	0.6605394	0.6298495	0.0315856	0.0385645	0.6774941
450	0.5875853	0.4751070	0.0111256	0.6855318	0.8037092	0.8450436	0.5825124	0.0404568	0.0607203	0.7666819
500	0.5781182	0.5001187	0.0357688	0.6724044	0.7431246	0.7495224	0.6672886	0.0634968	0.0456938	1.0000000
550	0.3236079	0.3421875	0.3587761	0.5336489	0.8602093	0.4849787	0.6931764	0.5138919	0.0609720	0.7531886
600	0.1974437	0.2355188	0.4067442	0.4757840	0.7606839	0.3831498	0.5406219	0.8626749	0.1111015	0.7026691
650	0.1372171	0.1277957	0.5738299	0.4935395	0.6656362	0.3719217	0.5743686	0.7191076	0.0844915	0.6580978
700	0.1021243	0.1899989	0.4790492	0.4832490	0.8802455	0.3657935	0.7389417	0.7220677	0.0706262	0.6708263
750	0.0406927	0.2029112	0.5538659	0.3915360	0.7293545	0.4089627	0.8119673	0.8189851	0.0598882	0.7278204
800	0.0552543	0.2736591	0.6522110	0.4179335	0.7954038	0.4071453	0.7264433	0.7585051	0.0490092	0.7868644
850	0.0285648	0.1915070	0.7148564	0.3908990	0.7286890	0.3665091	0.7851069	0.6975304	0.0844110	0.7257926
900	0.0251551	0.1958585	0.5370212	0.5006361	0.7677664	0.3096752	0.7458555	0.8053363	0.0494058	0.6758271
950	0.0470498	0.1807794	0.5535663	0.4366081	0.8519226	0.3798033	0.6947169	0.8324627	0.0836961	0.6660450
1000	0.0340886	0.1761281	0.7044335	0.4040056	0.6132443	0.2634623	0.6237420	0.6629168	0.1327481	0.7270488

0	0.0364630	0.2129815	0.6154104	0.4665612	0.6865888	0.3974060	0.7084001	0.5954061	0.0875820	0.6804396
50	0.0400910	0.1235195	0.6397163	0.4446338	0.7014159	0.3395446	0.8140751	0.6750673	0.0588296	0.7787344
100	0.0585253	0.1376122	0.5234422	0.4495646	0.6497803	0.4359992	0.6009756	0.6290250	0.0651684	0.8569277
150	0.0372185	0.1430325	0.6141538	0.4163574	0.6392913	0.5267500	0.6983252	0.6131265	0.0793781	0.7670006
200	0.0522706	0.1000393	0.7057347	0.3410029	0.7227230	0.4157647	0.6958313	0.6321598	0.0542572	0.7592868
250	0.0314363	0.0762599	0.7591363	0.4416324	0.7380853	0.3768763	0.7828130	0.6026276	0.0555731	0.7565057
300	0.0182320	0.0947703	0.6591328	0.3072662	0.7857262	0.4544920	0.6612078	0.5672791	0.1003503	0.8299616
350	0.0324929	0.1476965	0.7328526	0.4709118	0.7670471	0.3316647	0.7384125	0.6552762	0.1190871	0.7183278
400	0.0238698	0.0955024	0.6026553	0.5556841	0.8262429	0.4089422	0.6103505	0.6903941	0.0646189	0.7408951
450	0.0395864	0.1177657	0.6448697	0.3891251	0.7056609	0.3527954	0.7272750	0.5257318	0.0721110	0.6573597
500	0.0248209	0.1088441	0.5663085	0.5265822	0.7516335	0.4851603	0.5639469	0.6284809	0.0583699	0.5672601
550	0.0492631	0.1672491	0.5962161	0.4222536	0.8528391	0.4638126	0.5727835	0.6835337	0.0456678	0.8057367
600	0.0819488	0.1903423	0.7179816	0.3931769	0.8200281	0.3746616	0.7765851	0.7402676	0.0981695	0.7295383
650	0.0528003	0.2610674	0.8031956	0.3969928	0.8406923	0.3800876	0.6308389	0.6558521	0.0624532	0.7809783
700	0.0189715	0.2406030	0.6215422	0.4205576	0.7997860	0.4588168	0.7054523	0.6940738	0.0675123	0.6223437
750	0.0490788	0.1835001	0.5558673	0.4098869	0.8026431	0.4727642	0.6578611	0.6474275	0.0333102	0.6274030
800	0.0247973	0.2562493	0.7788991	0.3370433	0.7306041	0.5352918	0.6814019	0.7989335	0.0493174	0.6795718
850	0.0394811	0.1976805	0.5580905	0.3773491	0.6137263	0.4793055	0.7597103	0.6962575	0.0879108	0.8086499
900	0.0578300	0.1810540	0.6545891	0.4002847	0.7581819	0.4305528	0.6796651	0.6889473	0.0882620	0.8055762
950	0.0335941	0.2171182	0.6363723	0.3728741	0.7941245	0.4398377	0.6420556	0.7555701	0.0715373	0.9601344
1000	0.0496181	0.2623954	0.6638514	0.4981021	0.8280417	0.3095147	0.6199136	0.6816935	0.0420942	0.7294681
