YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.3779115	0.0533166	0.2727821	0.9120956	0.7507178	0.9412331	0.0444843	0.7845401	1.0363139	1.0147212
0.6982581	0.1364997	0.5208659	0.7601051	0.7739030	1.0342110	0.0616911	0.9256396	1.0445944	1.0658149
0.7889113	0.0975360	0.3945190	0.6482755	0.6625389	0.9940423	0.0456836	0.8306924	1.0453310	0.9416576
0.4014403	0.5311561	0.7664534	0.4639359	0.6405890	0.9674999	0.0510739	0.9032849	0.9409260	0.9474112
0.6484637	0.2266731	0.5074264	0.5591576	0.4217033	1.0393984	0.0294706	0.9329244	0.9384262	1.1627849
0.5852842	0.2769495	0.4561293	0.7961651	0.3144782	0.5131573	0.0495353	0.8807177	0.9478299	1.0652010
0.5325374	0.2412511	0.4315453	0.8414661	0.6451752	1.1407836	0.0230643	0.8874103	1.0802300	0.9647464
0.7043492	0.2484276	0.5155993	0.6713159	0.7438716	0.9467736	0.0575967	0.4047788	0.9319737	1.0694562
0.6420590	0.3118863	0.4748635	0.6447330	0.6551222	1.0495302	0.0608118	0.4023825	0.4924535	1.1132876
0.6968060	0.2942284	0.5475222	1.0241956	0.3231392	0.9855997	0.0556873	0.8721275	1.0364546	0.5673393
