"Time"	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
1000	0.1114213	0.3470860	0.7891917	0.4624017	0.6208136	0.8827047	0.4155962	0.0231154	0.6526292	0.5954089

0	0.1121965	0.3422842	0.8042739	0.4661344	0.6238964	0.8790871	0.4176971	0.0232324	0.6505050	0.5924273
50	0.0733791	0.3482401	0.8470100	0.6377967	0.5095273	0.8789441	0.4169530	0.0231593	0.6665017	0.6012908
100	0.0345713	0.3788795	0.9114868	0.7334162	0.4402026	0.8775782	0.4005798	0.0219902	0.7497286	0.6348023
150	0.0150822	0.4168779	0.9536130	0.7525285	0.4216553	0.8663894	0.3544550	0.0198668	0.8388246	0.6651394
200	0.0066951	0.4442034	0.9747187	0.7540766	0.4210254	0.8307363	0.3003129	0.0183300	0.8908636	0.6812326
250	0.0032821	0.4578665	0.9840527	0.7544873	0.4305333	0.7642545	0.2583528	0.0175749	0.9144180	0.6863557
300	0.0019318	0.4600445	0.9879308	0.7568244	0.4494810	0.6792228	0.2321676	0.0172592	0.9240198	0.6839533
350	0.0014243	0.4531811	0.9895541	0.7614164	0.4753416	0.5973307	0.2177194	0.0171344	0.9282013	0.6759159
400	0.0012763	0.4400776	0.9903396	0.7675968	0.5028533	0.5330414	0.2102248	0.0170817	0.9308078	0.6642491
450	0.0013000	0.4241548	0.9908463	0.7741531	0.5269706	0.4891153	0.2062966	0.0170521	0.9332368	0.6514955
500	0.0014170	0.4085972	0.9912553	0.7799737	0.5452114	0.4615087	0.2039970	0.0170278	0.9357521	0.6398994
550	0.0396882	0.3890382	0.9854964	0.6074903	0.6759134	0.4446486	0.2023907	0.0170047	0.9375582	0.6214010
600	0.0782029	0.3532213	0.9590683	0.5349598	0.7558358	0.4341911	0.2019220	0.0170208	0.9184153	0.5844576
650	0.0983409	0.3196075	0.9265121	0.5361038	0.7808976	0.4304666	0.2084307	0.0172998	0.8571166	0.5556718
700	0.1083048	0.2977685	0.9088277	0.5447885	0.7866296	0.4446616	0.2294457	0.0180469	0.7860902	0.5406229
750	0.1137151	0.2863044	0.9037126	0.5485576	0.7803840	0.4911036	0.2640821	0.0191748	0.7306234	0.5346261
800	0.1168333	0.2823224	0.9032299	0.5464542	0.7611643	0.5674401	0.3041512	0.0204073	0.6937906	0.5346266
850	0.1184410	0.2841673	0.9022165	0.5383871	0.7322784	0.6533887	0.3413613	0.0214979	0.6707580	0.5395433
900	0.1188652	0.2905837	0.8980238	0.5256555	0.7015067	0.7291874	0.3713586	0.0223385	0.6566626	0.5481293
950	0.1183965	0.2998339	0.8896485	0.5110936	0.6752010	0.7864476	0.3933678	0.0229281	0.6483525	0.5583284
1000	0.1173956	0.3099009	0.8775159	0.4975418	0.6556728	0.8257549	0.4083654	0.0233053	0.6439963	0.5680940

0	0.1121965	0.3422842	0.8042739	0.4661344	0.6238964	0.8790871	0.4176971	0.0232324	0.6505050	0.5924273
50	0.1132135	0.2581750	0.8027534	0.4405707	0.4170021	0.8789548	0.4175361	0.0136978	0.6537928	0.4764438
100	0.1246581	0.1741854	0.7566392	0.3432836	0.2915240	0.8786478	0.4147151	0.0088605	0.6617907	0.4277199
150	0.1624772	0.1365835	0.5961664	0.2593930	0.2567161	0.8772117	0.4116255	0.0078015	0.6412300	0.4323719
200	0.2202637	0.1235681	0.3938542	0.2183267	0.2489020	0.8764704	0.4281895	0.0090469	0.5613053	0.4421643
250	0.2717153	0.1196039	0.2457750	0.2030865	0.2470871	0.8851594	0.4993405	0.0164718	0.4082776	0.4476306
300	0.3045452	0.1185345	0.1624382	0.1979385	0.2451369	0.9098454	0.6467815	0.0610900	0.2385219	0.4501110
350	0.3214638	0.1184906	0.1213726	0.1952163	0.2415102	0.9403455	0.8039497	0.2770576	0.1236486	0.4516464
400	0.3284152	0.1189870	0.1020763	0.1922873	0.2372652	0.9638111	0.9069575	0.6249031	0.0634325	0.4532391
450	0.3296887	0.1197733	0.0924752	0.1891222	0.2337924	0.9778816	0.9593767	0.8114611	0.0355716	0.4549307
500	0.3279348	0.1206030	0.0869313	0.1863890	0.2315233	0.9852838	0.9830132	0.8670727	0.0235892	0.4564201
550	0.2870831	0.2649837	0.0847189	0.2161878	0.4301734	0.9889020	0.9930555	0.9519193	0.0188989	0.6012386
600	0.2021011	0.3624407	0.1224514	0.3185868	0.5505742	0.9905933	0.9971923	0.9896872	0.0221027	0.6445357
650	0.1492412	0.3794818	0.2728804	0.3958297	0.5837830	0.9913610	0.9988501	0.9958602	0.0480478	0.6305752
700	0.1252385	0.3733587	0.4654476	0.4306096	0.5912703	0.9917014	0.9988070	0.9256304	0.1530157	0.6167391
750	0.1158009	0.3660355	0.6104712	0.4429083	0.5927838	0.9918160	0.9831807	0.4931316	0.3301117	0.6098538
800	0.1124677	0.3615394	0.6950724	0.4466886	0.5930787	0.9914782	0.9048717	0.1679295	0.4765716	0.6070528
850	0.1114210	0.3592677	0.7378678	0.4477649	0.5932671	0.9896069	0.7693700	0.0613842	0.5647975	0.6060013
900	0.1111472	0.3581741	0.7576720	0.4481490	0.5938332	0.9842582	0.6380987	0.0336937	0.6103796	0.6055622
950	0.1111049	0.3575179	0.7664153	0.4485796	0.5952810	0.9734064	0.5434415	0.0265306	0.6319409	0.6051935
1000	0.1111242	0.3568043	0.7704898	0.4494624	0.5980677	0.9568510	0.4853074	0.0244528	0.6415930	0.6045662

0	0.1121965	0.3422842	0.8042739	0.4661344	0.6238964	0.8790871	0.4176971	0.0232324	0.6505050	0.5924273
50	0.1123159	0.3346832	0.8036783	0.4520958	0.5057857	0.8891959	0.4148984	0.0229843	0.6766176	0.6015742
100	0.1124754	0.3502383	0.7816732	0.4000624	0.4322469	0.8986752	0.3997764	0.0220664	0.7028708	0.6364999
150	0.1118543	0.3804877	0.7093942	0.3551656	0.4104779	0.8985573	0.3799998	0.0213048	0.7118255	0.6688274
200	0.1106624	0.4053257	0.6069597	0.3326989	0.4058378	0.8908784	0.3660919	0.0210144	0.7085585	0.6869003
250	0.1095445	0.4199098	0.5168604	0.3245963	0.4065112	0.8811368	0.3615383	0.0211096	0.6956677	0.6945918
300	0.1087710	0.4266311	0.4580145	0.3229708	0.4085557	0.8745821	0.3669877	0.0215664	0.6725515	0.6969230
350	0.1083244	0.4288623	0.4273067	0.3236121	0.4100987	0.8745471	0.3829269	0.0224448	0.6433452	0.6970212
400	0.1081014	0.4291978	0.4146046	0.3244484	0.4101193	0.8819187	0.4076310	0.0236842	0.6165297	0.6966160
450	0.1080044	0.4293111	0.4106445	0.3244659	0.4083380	0.8947645	0.4358399	0.0250126	0.5976243	0.6966226
500	0.1079624	0.4300872	0.4090549	0.3233362	0.4052038	0.9094043	0.4614397	0.0261155	0.5866757	0.6973981
550	0.1078998	0.4376647	0.4090839	0.3381453	0.5193045	0.9153694	0.4852349	0.0274367	0.5477835	0.6874662
600	0.1078562	0.4185354	0.4487499	0.3910929	0.5885148	0.9203596	0.5228245	0.0305925	0.5154899	0.6514742
650	0.1081864	0.3898953	0.5457724	0.4316757	0.6064803	0.9299061	0.5594152	0.0328743	0.5270047	0.6221417
700	0.1089287	0.3694522	0.6463016	0.4496711	0.6085656	0.9399419	0.5665044	0.0314660	0.5675285	0.6074723
750	0.1098080	0.3585944	0.7163483	0.4551945	0.6070863	0.9454270	0.5415950	0.0283361	0.6056142	0.6019014
800	0.1105482	0.3538561	0.7553552	0.4560405	0.6058995	0.9439766	0.5039913	0.0258431	0.6296133	0.6003444
850	0.1110424	0.3520484	0.7739193	0.4558745	0.6062178	0.9359602	0.4704146	0.0244226	0.6417425	0.6000402
900	0.1113241	0.3512008	0.7818308	0.4561125	0.6081504	0.9238235	0.4469585	0.0237374	0.6469595	0.5997440
950	0.1114773	0.3503473	0.7853606	0.4571128	0.6111922	0.9108754	0.4328988	0.0234418	0.6489205	0.5990329
1000	0.1115764	0.3491825	0.7877667	0.4587193	0.6145761	0.8997422	0.4253329	0.0233256	0.6496153	0.5979210

0	0.1121965	0.3422842	0.8042739	0.4661344	0.6238964	0.8790871	0.4176971	0.0232324	0.6505050	0.5924273
50	0.1122157	0.3440229	0.8044501	0.4619004	0.5867528	0.8747569	0.3689241	0.0232352	0.6504043	0.5951686
100	0.1120898	0.3526339	0.7987744	0.4469753	0.5664818	0.8456662	0.3172178	0.0232447	0.6497070	0.6051123
150	0.1116973	0.3618873	0.7828756	0.4363661	0.5687448	0.7932163	0.2898959	0.0232837	0.6480776	0.6127438
200	0.1112154	0.3660443	0.7650394	0.4354511	0.5818546	0.7390540	0.2781862	0.0233534	0.6464380	0.6140873
250	0.1108801	0.3645640	0.7555652	0.4412901	0.5977374	0.6982387	0.2739121	0.0234190	0.6457193	0.6106156
300	0.1107946	0.3595954	0.7573414	0.4495951	0.6112746	0.6731567	0.2724837	0.0234458	0.6461852	0.6050705
350	0.1109375	0.3536325	0.7669008	0.4572712	0.6206104	0.6596088	0.2717240	0.0234233	0.6475190	0.5996428
400	0.1112240	0.3483398	0.7791291	0.4629681	0.6262078	0.6524732	0.2708392	0.0233654	0.6491138	0.5954199
450	0.1115589	0.3443670	0.7903529	0.4666460	0.6293798	0.6481191	0.2697623	0.0232973	0.6504334	0.5925697
500	0.1118701	0.3416707	0.7990019	0.4688576	0.6313078	0.6447208	0.2687053	0.0232408	0.6512342	0.5907892
550	0.1121290	0.3381625	0.8053131	0.4743733	0.6696548	0.6531128	0.3165787	0.0232055	0.6515865	0.5869657
600	0.1124587	0.3295847	0.8142005	0.4886659	0.6868396	0.7054670	0.3676718	0.0231842	0.6521709	0.5772904
650	0.1130138	0.3220870	0.8278557	0.4966529	0.6772259	0.7696667	0.3946618	0.0231518	0.6532702	0.5713479
700	0.1136187	0.3201093	0.8393941	0.4945604	0.6598347	0.8176673	0.4063274	0.0231105	0.6538214	0.5720718
750	0.1139702	0.3228302	0.8435737	0.4873996	0.6451861	0.8464298	0.4110183	0.0230962	0.6531186	0.5765737
800	0.1139602	0.3275599	0.8405481	0.4799805	0.6356769	0.8617712	0.4133625	0.0231285	0.6515811	0.5816628
850	0.1136941	0.3321922	0.8334392	0.4744110	0.6302785	0.8696199	0.4152184	0.0231913	0.6500508	0.5857259
900	0.1133369	0.3357890	0.8254998	0.4708775	0.6273993	0.8738299	0.4169184	0.0232543	0.6490589	0.5884485
950	0.1130044	0.3382390	0.8187173	0.4688362	0.6258528	0.8763692	0.4182711	0.0232966	0.6486813	0.5900998
1000	0.1127453	0.3397865	0.8137461	0.4676962	0.6249624	0.8780479	0.4191142	0.0233141	0.6487378	0.5910571

0	0.1121965	0.3422842	0.8042739	0.4661344	0.6238964	0.8790871	0.4176971	0.0232324	0.6505050	0.5924273
50	0.0732174	0.3584399	0.8020367	0.4317998	0.3526296	0.8789443	0.4169654	0.0231606	0.6661645	0.6150113
100	0.0340808	0.4560466	0.7343712	0.2991694	0.1881167	0.8776103	0.4010855	0.0220249	0.7448479	0.7087826
150	0.0142210	0.5940048	0.5154128	0.1863943	0.1426026	0.8669147	0.3576695	0.0200221	0.8151136	0.8010003
200	0.0056642	0.7014425	0.2937340	0.1328800	0.1332060	0.8347546	0.3135848	0.0188868	0.7835774	0.8534563
250	0.0022411	0.7635041	0.1608816	0.1141855	0.1337430	0.7880374	0.3149716	0.0202074	0.6155640	0.8760198
300	0.0009247	0.7926269	0.0965635	0.1098488	0.1366844	0.7767053	0.4059680	0.0280070	0.4562610	0.8833192
350	0.0004296	0.8037157	0.0685236	0.1100066	0.1370621	0.8257632	0.5577257	0.0476867	0.3653598	0.8845965
400	0.0002459	0.8083572	0.0570397	0.1097670	0.1335619	0.8894103	0.6973981	0.0763111	0.3227623	0.8853699
450	0.0001780	0.8129221	0.0524787	0.1077353	0.1288515	0.9356292	0.7923677	0.1024343	0.3043944	0.8876599
500	0.0001520	0.8186433	0.0506141	0.1048581	0.1250933	0.9623026	0.8472696	0.1196624	0.2964093	0.8908535
550	0.0373288	0.7860859	0.0499734	0.1426595	0.3844468	0.9761047	0.8763501	0.1292094	0.2929874	0.8581234
600	0.0744055	0.6488806	0.0657946	0.2781932	0.5407000	0.9828609	0.8907884	0.1334233	0.2915674	0.7513852
650	0.0929677	0.5167585	0.1906672	0.3807091	0.5830476	0.9860738	0.8987411	0.1384978	0.2814616	0.6702712
700	0.1012874	0.4344526	0.4001043	0.4263704	0.5921811	0.9876109	0.9056602	0.1465071	0.2976848	0.6305163
750	0.1053925	0.3919640	0.5728145	0.4422411	0.5938052	0.9883365	0.8892743	0.1117328	0.4076827	0.6142955
800	0.1077878	0.3721149	0.6769885	0.4469805	0.5940108	0.9880322	0.8089138	0.0621379	0.5230420	0.6082768
850	0.1092799	0.3633575	0.7303597	0.4482647	0.5942102	0.9852530	0.6881751	0.0371127	0.5932432	0.6061478
900	0.1101748	0.3595551	0.7551462	0.4487242	0.5950165	0.9777939	0.5798606	0.0279771	0.6271236	0.6053248
950	0.1106783	0.3577123	0.7660993	0.4493065	0.5969871	0.9641058	0.5056974	0.0248856	0.6413442	0.6047388
1000	0.1109538	0.3563684	0.7712455	0.4504742	0.6004579	0.9454308	0.4623311	0.0238320	0.6466849	0.6038784

0	0.1121965	0.3422842	0.8042739	0.4661344	0.6238964	0.8790871	0.4176971	0.0232324	0.6505050	0.5924273
50	0.1122232	0.3421391	0.8533454	0.4662394	0.6239853	0.8788870	0.4156373	0.0126775	0.6698548	0.5923400
100	0.1122407	0.3420478	0.9074500	0.4663061	0.6241147	0.8771522	0.4040421	0.0070602	0.6918573	0.5922848
150	0.1122523	0.3419547	0.9372583	0.4664264	0.6247798	0.8707321	0.3873298	0.0054522	0.7046670	0.5921989
200	0.1122625	0.3417097	0.9509471	0.4668574	0.6266414	0.8592016	0.3726336	0.0049453	0.7109823	0.5919095
250	0.1122803	0.3411046	0.9568014	0.4678844	0.6297985	0.8452344	0.3624375	0.0047544	0.7139021	0.5912171
300	0.1123185	0.3400310	0.9593529	0.4695530	0.6336805	0.8320305	0.3562463	0.0046744	0.7152509	0.5900750
350	0.1123868	0.3385727	0.9606672	0.4716138	0.6375050	0.8215022	0.3527689	0.0046387	0.7159150	0.5886367
400	0.1124855	0.3369518	0.9615661	0.4736966	0.6407103	0.8140645	0.3508933	0.0046217	0.7162659	0.5871509
450	0.1126053	0.3354056	0.9623133	0.4755055	0.6430901	0.8092441	0.3498985	0.0046132	0.7164355	0.5858297
500	0.1127314	0.3340962	0.9629564	0.4769028	0.6447032	0.8063062	0.3493849	0.0046092	0.7164687	0.5847835
550	0.1128495	0.3330865	0.9194269	0.4778884	0.6457221	0.8047058	0.3508988	0.0147491	0.6973183	0.5840267
600	0.1129499	0.3323677	0.8713755	0.4785271	0.6462010	0.8061949	0.3610703	0.0202143	0.6758795	0.5835225
650	0.1130281	0.3319415	0.8453102	0.4787972	0.6455757	0.8143012	0.3766826	0.0219331	0.6633251	0.5832846
700	0.1130807	0.3319340	0.8335485	0.4784429	0.6432034	0.8278402	0.3912269	0.0226023	0.6568395	0.5834805
750	0.1130993	0.3325170	0.8282743	0.4772372	0.6394359	0.8424469	0.4019172	0.0229194	0.6535661	0.5842695
800	0.1130734	0.3336936	0.8251314	0.4753263	0.6353039	0.8548580	0.4088262	0.0230806	0.6518586	0.5855699
850	0.1130004	0.3352471	0.8222437	0.4731477	0.6316693	0.8639839	0.4129946	0.0231658	0.6508973	0.5870960
900	0.1128911	0.3368760	0.8191441	0.4711273	0.6288980	0.8701081	0.4154406	0.0232134	0.6503191	0.5885507
950	0.1127653	0.3383397	0.8160048	0.4695017	0.6269774	0.8739885	0.4168723	0.0232414	0.6499779	0.5897536
1000	0.1126422	0.3395167	0.8131422	0.4683191	0.6257284	0.8763638	0.4177078	0.0232576	0.6498067	0.5906522

0	0.1121965	0.3422842	0.8042739	0.4661344	0.6238964	0.8790871	0.4176971	0.0232324	0.6505050	0.5924273
50	0.1129030	0.2782112	0.8222222	0.6002967	0.6239843	0.8789585	0.4177198	0.0090788	0.6503968	0.5923401
100	0.1195018	0.2066127	0.8778110	0.6868906	0.6240296	0.8789187	0.4179517	0.0021683	0.6478820	0.5922884
150	0.1390088	0.1662192	0.9248004	0.7132093	0.6240394	0.8791467	0.4208290	0.0006912	0.6317566	0.5922600
200	0.1712244	0.1470068	0.9517148	0.7199389	0.6239154	0.8810858	0.4345591	0.0004740	0.5915190	0.5922542
250	0.2061555	0.1385280	0.9647530	0.7214912	0.6231970	0.8882375	0.4690996	0.0005453	0.5371015	0.5923205
300	0.2342734	0.1350075	0.9705088	0.7216184	0.6210624	0.9029283	0.5243196	0.0007380	0.4879378	0.5926303
350	0.2526151	0.1337887	0.9728844	0.7210725	0.6171440	0.9222839	0.5875578	0.0009953	0.4531032	0.5934422
400	0.2626019	0.1337308	0.9737738	0.7199983	0.6121566	0.9409000	0.6445594	0.0012536	0.4316346	0.5948734
450	0.2667630	0.1342825	0.9740112	0.7186052	0.6072938	0.9554612	0.6880692	0.0014629	0.4194196	0.5967397
500	0.2673136	0.1350945	0.9739580	0.7171884	0.6033582	0.9654629	0.7176935	0.0016074	0.4128302	0.5986787
550	0.2497599	0.2017490	0.9700978	0.5786912	0.6005526	0.9718017	0.7362794	0.0349139	0.4098047	0.6003804
600	0.1963256	0.2763525	0.9407906	0.4887598	0.5987163	0.9756159	0.7463170	0.0512477	0.4148811	0.6016990
650	0.1533963	0.3188388	0.8879289	0.4607491	0.5975854	0.9777525	0.7446540	0.0521554	0.4397732	0.6026310
700	0.1301395	0.3393579	0.8393432	0.4531192	0.5969481	0.9784970	0.7219912	0.0459587	0.4863956	0.6032441
750	0.1193170	0.3486312	0.8077494	0.4510346	0.5967254	0.9774682	0.6741638	0.0377984	0.5396001	0.6036119
800	0.1146186	0.3526612	0.7907378	0.4504863	0.5969985	0.9737557	0.6114540	0.0313971	0.5835646	0.6037714
850	0.1126472	0.3542704	0.7826109	0.4505432	0.5979769	0.9663493	0.5504542	0.0275009	0.6131010	0.6037041
900	0.1118383	0.3546514	0.7792428	0.4510828	0.5998927	0.9549003	0.5018816	0.0254018	0.6304774	0.6033425
950	0.1115217	0.3542554	0.7784715	0.4521657	0.6028250	0.9404278	0.4681240	0.0243306	0.6398760	0.6026092
1000	0.1114217	0.3532560	0.7793635	0.4538105	0.6065488	0.9251384	0.4467732	0.0237967	0.6447378	0.6014778

0	0.1121965	0.3422842	0.8042739	0.4661344	0.6238964	0.8790871	0.4176971	0.0232324	0.6505050	0.5924273
50	0.0732580	0.3320523	0.8522664	0.5757764	0.6239869	0.8787798	0.4123803	0.0227698	0.7072619	0.5923400
100	0.0346352	0.3206733	0.9150735	0.6465512	0.6242601	0.8738335	0.3773170	0.0207605	0.8146195	0.5922791
150	0.0157834	0.3141356	0.9546099	0.6682196	0.6263884	0.8496843	0.3186045	0.0186865	0.9045061	0.5920810
200	0.0081286	0.3103265	0.9744548	0.6746365	0.6342925	0.7904774	0.2633142	0.0174704	0.9551368	0.5910788
250	0.0052972	0.3064293	0.9834159	0.6787929	0.6524346	0.6966749	0.2244668	0.0169105	0.9788768	0.5879559
300	0.0043685	0.3001526	0.9873157	0.6850188	0.6820112	0.5908699	0.2012506	0.0166759	0.9890683	0.5813697
350	0.0042204	0.2905557	0.9891321	0.6941500	0.7186023	0.4984649	0.1886680	0.0165809	0.9932577	0.5711249
400	0.0044752	0.2784825	0.9901897	0.7049448	0.7546929	0.4310467	0.1822694	0.0165428	0.9949591	0.5586782
450	0.0050117	0.2658783	0.9909845	0.7154014	0.7843724	0.3875782	0.1791533	0.0165275	0.9956672	0.5462918
500	0.0057607	0.2545841	0.9916474	0.7240241	0.8055596	0.3618645	0.1776780	0.0165213	0.9959829	0.5357679
550	0.0488588	0.2555659	0.9847967	0.6404389	0.8191421	0.3476236	0.1774156	0.0165372	0.9831547	0.5278671
600	0.0909894	0.2602133	0.9677057	0.5876662	0.8270466	0.3417136	0.1808117	0.0166705	0.9362299	0.5224857
650	0.1111566	0.2621855	0.9482746	0.5736503	0.8301672	0.3483809	0.1951610	0.0171700	0.8447545	0.5191610
700	0.1191849	0.2627551	0.9341915	0.5706270	0.8260612	0.3835003	0.2281443	0.0182690	0.7570081	0.5176761
750	0.1221197	0.2638355	0.9261772	0.5676654	0.8085999	0.4618161	0.2760597	0.0198175	0.6978285	0.5186795
800	0.1229756	0.2674016	0.9212501	0.5599471	0.7751729	0.5704984	0.3262792	0.0213692	0.6643724	0.5236265
850	0.1227186	0.2748823	0.9159417	0.5458498	0.7334993	0.6772034	0.3681038	0.0225655	0.6471256	0.5332363
900	0.1216225	0.2860695	0.9075354	0.5274562	0.6950238	0.7603732	0.3977777	0.0233276	0.6387958	0.5460819
950	0.1199523	0.2990990	0.8948001	0.5088526	0.6659410	0.8164805	0.4164904	0.0237448	0.6354200	0.5593824
1000	0.1180896	0.3116643	0.8784185	0.4932710	0.6465863	0.8510434	0.4270008	0.0239263	0.6350741	0.5708267

0	0.1121965	0.3422842	0.8042739	0.4661344	0.6238964	0.8790871	0.4176971	0.0232324	0.6505050	0.5924273
50	0.0766270	0.3421672	0.8137973	0.4661694	0.6226012	0.9049731	0.4139439	0.0228995	0.6923147	0.5923857
100	0.0412117	0.3426329	0.8239304	0.4650712	0.6166230	0.9320493	0.3858023	0.0211930	0.7867956	0.5930945
150	0.0237298	0.3442605	0.8284868	0.4622358	0.6104981	0.9412434	0.3325739	0.0191370	0.8753606	0.5949905
200	0.0164280	0.3464714	0.8284254	0.4592338	0.6079528	0.9322852	0.2781205	0.0178070	0.9287207	0.5970890
250	0.0135347	0.3481271	0.8260445	0.4577703	0.6099190	0.9085004	0.2377407	0.0171574	0.9547542	0.5982298
300	0.0123981	0.3483819	0.8238008	0.4585980	0.6157891	0.8777573	0.2127109	0.0168755	0.9661409	0.5978276
350	0.0119772	0.3469964	0.8234723	0.4615331	0.6238039	0.8488689	0.1987966	0.0167590	0.9708468	0.5959309
400	0.0118881	0.3443264	0.8256899	0.4657139	0.6318622	0.8267213	0.1915916	0.0167118	0.9728124	0.5930817
450	0.0119787	0.3410631	0.8299827	0.4700790	0.6385157	0.8119166	0.1880233	0.0166923	0.9737675	0.5900024
500	0.0121685	0.3378799	0.8352744	0.4738415	0.6432868	0.8029092	0.1862819	0.0166833	0.9743885	0.5872650
550	0.0479954	0.3350512	0.8321657	0.4770640	0.6545996	0.6615400	0.1858199	0.0166964	0.9628571	0.5848866
600	0.0836809	0.3298981	0.8286074	0.4858300	0.6962390	0.5117296	0.1889908	0.0168271	0.9217914	0.5789094
650	0.1015752	0.3187908	0.8338740	0.5049084	0.7451373	0.4391172	0.2020238	0.0172838	0.8445036	0.5659491
700	0.1096578	0.3043870	0.8489071	0.5262473	0.7759758	0.4346261	0.2307732	0.0182312	0.7690706	0.5509499
750	0.1137702	0.2920327	0.8677743	0.5407055	0.7805237	0.4875220	0.2716315	0.0195108	0.7167954	0.5401170
800	0.1163270	0.2854011	0.8836080	0.5443413	0.7614917	0.5755339	0.3142594	0.0207685	0.6855979	0.5365634
850	0.1179009	0.2856617	0.8925303	0.5376756	0.7296268	0.6675822	0.3504339	0.0217664	0.6672819	0.5403344
900	0.1184697	0.2917670	0.8934308	0.5243503	0.6970832	0.7430863	0.3775795	0.0224785	0.6558777	0.5491406
950	0.1181143	0.3012608	0.8869868	0.5090656	0.6708361	0.7969110	0.3967263	0.0229718	0.6486183	0.5597684
1000	0.1171641	0.3115185	0.8751604	0.4953616	0.6523211	0.8323961	0.4097345	0.0233013	0.6444742	0.5696489
