"Time"	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C

0	0.5821097	0.8066243	0.0463074	0.4512299	0.3738110	0.2238219	0.4557736	0.8251913	0.9799926	0.5871441
50	0.6435255	0.7169997	0.0393009	0.5058991	0.5408073	0.1021548	0.5512825	0.7520410	0.7142408	0.7560189
100	0.5374475	0.4257079	0.0531260	0.4637594	0.5658415	0.0532332	0.5576125	0.6741987	0.8112764	0.6546804
150	0.3979274	0.4134357	0.0961090	0.3872215	0.6537365	0.0698095	0.6321068	0.6784236	0.8066905	0.6751695
200	0.4111091	0.2658979	0.0917231	0.4411847	0.6770496	0.0328920	0.5236779	0.6868708	0.6236734	0.6859150
250	0.2142607	0.2327020	0.0841957	0.3591683	0.6721513	0.0718293	0.6232434	0.8576553	0.6372994	0.6981192
300	0.1752934	0.1928132	0.1475592	0.3402997	0.7117918	0.1130709	0.7116333	0.7776339	0.7722392	0.7934708
350	0.0956259	0.1767694	0.1765526	0.3933143	0.6587884	0.1883606	0.6785780	0.8433805	0.9566133	0.8024909
400	0.0805029	0.1983082	0.1488338	0.3309798	0.6363861	0.1438261	0.5168531	0.8657618	0.7811402	0.8163335
450	0.0790828	0.1787686	0.1607477	0.3115946	0.7885551	0.2150677	0.6421484	0.9010371	0.7062762	0.9072478
500	0.0779760	0.1790779	0.2392046	0.2508872	0.6046971	0.1613982	0.5490567	0.9687720	0.7945292	0.7140974
550	0.0596104	0.3645599	0.2057694	0.2576080	0.5765146	0.3971238	0.6672665	0.7352689	0.8519600	0.7546543
600	0.1458599	0.5969375	0.1389396	0.3591687	0.3754192	0.5290162	0.6920360	0.8397131	0.6304788	0.9008145
650	0.2914883	0.6616457	0.0591034	0.4722995	0.2799114	0.6044762	0.5562628	0.7173151	0.6647923	0.7361418
700	0.4682358	0.5421017	0.0711044	0.5930047	0.2447707	0.5491394	0.4170573	0.7395474	0.6318875	0.8542034
750	0.4765718	0.7037921	0.0609530	0.7296687	0.3661804	0.5570784	0.3931183	0.6898553	0.5562034	0.8050279
800	0.4600397	0.7192787	0.0719430	0.5992629	0.3501892	0.4278521	0.4186594	0.7918344	0.5948450	0.7486073
850	0.6051592	0.7112740	0.0605911	0.6935819	0.3691171	0.4472909	0.5388832	0.7179664	0.7030973	0.6354228
900	0.5630883	0.7321962	0.0612291	0.7223078	0.3017174	0.3812529	0.4380024	0.7503533	0.7456367	0.7273571
950	0.6690550	0.6633608	0.0714254	0.5588763	0.3221715	0.3867311	0.5345607	0.7108463	0.8967151	0.7277757
1000	0.6359726	0.9203025	0.0473820	0.5353614	0.4129572	0.2207081	0.5091604	0.7703834	0.8024360	0.8370789

0	0.5316492	0.7619887	0.0670613	0.4760411	0.3949964	0.2722637	0.5594639	0.7649990	0.7415489	0.8187235
50	0.7700530	0.6768620	0.0827132	0.3604182	0.5315617	0.2012559	0.4841136	0.7564733	0.5972274	0.8389914
100	0.7463494	0.7130998	0.1233267	0.5378310	0.4782760	0.1848572	0.5386819	0.6768829	0.3894786	0.7655341
150	0.5895793	0.7511432	0.0525463	0.4836415	0.4685574	0.1163667	0.4962603	0.7069992	0.3857361	0.6061355
200	0.7348711	0.8844576	0.1059090	0.5052155	0.5725077	0.0919987	0.6115471	0.6109865	0.3585960	0.6925757
250	0.5823977	0.9348728	0.0953943	0.3671849	0.6936148	0.0701655	0.5091191	0.6861252	0.3845713	0.7291449
