"Time"	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0	0.6761713	0.7463790	0.9418608	0.1201773	0.9476899	0.0295018	0.9988566	0.0050877	0.0337875	1.0239361
50	0.7434216	0.7351411	0.9417598	0.1230671	0.4868415	0.0021301	0.3787299	0.0073261	0.0146717	0.9255754
100	0.8198116	0.6885795	0.8368672	0.2835853	0.3846928	0.0009799	0.2403922	0.0043545	0.0182941	0.9986709
150	0.7941981	0.6947320	0.4669665	0.4248696	0.2982251	0.0018864	0.2527337	0.0014973	0.0109482	1.0830034
200	0.8323505	0.6503443	0.2531905	0.4401724	0.3205753	0.0013793	0.2626650	0.0005059	0.0109707	1.0217238
250	0.7609339	0.4708094	0.2625286	0.4785934	0.3489881	0.0094627	0.2203425	0.0046526	0.0208428	1.0132044
300	0.6620459	0.3844864	0.1789254	0.4237359	0.2877209	0.0012358	0.2245246	0.0069030	0.0209828	0.9793952
350	0.6413329	0.2898430	0.2569242	0.3787016	0.2490785	0.0066683	0.2024152	0.0066244	0.0293829	1.0088375
400	0.5700265	0.2424994	0.3012649	0.3675315	0.2800866	0.0036717	0.2345269	0.0067915	0.0584799	0.9814283
450	0.6024105	0.2231816	0.3501094	0.3586663	0.2811038	0.0125699	0.2463619	0.0020604	0.0756817	0.9366464
500	0.5413807	0.2901840	0.3896505	0.3162545	0.2962681	0.0062098	0.2527410	0.0138433	0.1536377	1.0525326
550	0.3258065	0.2996536	0.3996208	0.2959974	0.7704015	0.0243823	0.8898768	0.0352455	0.1446078	1.0399664
600	0.3115321	0.3889265	0.6091934	0.1131731	0.9455250	0.0130819	0.9844293	0.0449390	0.1320176	1.0316953
650	0.3253078	0.5567737	0.8140562	0.0742570	0.9826464	0.0490155	1.0864190	0.0436580	0.0803140	1.0114533
700	0.4005991	0.6487005	0.9452122	0.0322885	1.0240691	0.0436979	1.0058199	0.0481163	0.0584502	1.0738417
750	0.4854615	0.7122534	0.9831583	0.0553415	1.0129643	0.0404419	0.9692973	0.0311845	0.0256253	1.0332827
800	0.5861855	0.7970520	0.9392303	0.0812129	1.0069982	0.0230272	1.0684353	0.0112849	0.0183484	0.9808087
850	0.5918018	0.8430132	0.8998240	0.1071426	0.9693011	0.0209485	1.0344691	0.0098953	0.0268487	1.0018150
900	0.6623871	0.8593994	0.8950642	0.1226079	0.9391935	0.0295955	1.0561146	0.0143341	0.0239508	0.9821741
950	0.6430554	0.8280778	0.8570013	0.1103298	0.9434037	0.0441482	1.0071175	0.0135200	0.0223334	0.9684924
1000	0.6211221	0.8288142	0.8295892	0.0766707	0.9278054	0.0273831	0.9516119	0.0127580	0.0159113	1.0190527

0	0.6761713	0.7463790	0.9418608	0.1201773	0.9476899	0.0295018	0.9988566	0.0050877	0.0337875	1.0239361
50	0.5850910	0.8765113	0.9002938	0.1130817	0.9682298	0.0364354	0.8315676	0.0025604	0.0156155	0.9679462
100	0.5862230	0.8372732	0.8967378	0.1069566	0.8925986	0.0327088	0.7968756	0.0015244	0.0120061	0.9930540
150	0.6343009	0.8496448	0.8930332	0.1105612	1.0158571	0.0207382	0.8079413	0.0004176	0.0055027	1.0274040
200	0.6279851	0.8215324	0.9492263	0.1706800	0.9531931	0.0280413	0.8228871	0.0071197	0.0043653	0.9664418
250	0.6235317	0.8824501	0.8689316	0.1557992	1.0522522	0.0339544	0.8908991	0.0054670	0.0005197	0.9834760
300	0.6891530	0.8243392	0.8801291	0.1451647	0.9886878	0.0351513	0.8388847	0.0163947	0.0031683	0.8713885
350	0.6640596	0.7993936	0.8254078	0.1709115	0.9459806	0.0380183	0.8610308	0.0121506	0.0049664	0.9794711
400	0.6417160	0.7001071	0.7714904	0.1692916	0.9404831	0.0300098	0.9649525	0.0061657	0.0018628	1.0487326
450	0.5689919	0.7271366	0.7408969	0.1411686	1.0486631	0.0282192	0.9826167	0.0043802	0.0042661	0.9784322
500	0.5737914	0.7078373	0.8396280	0.1261388	1.0160906	0.0362916	0.9144590	0.0009010	0.0039056	1.0203780
550	0.5966271	0.7402728	0.9437684	0.1423538	0.9229598	0.0289709	1.0409726	0.0007049	0.0053460	1.0302822
600	0.6533468	0.7989710	0.9554019	0.1277378	0.8999397	0.0292079	1.0614790	0.0036416	0.0098944	0.9908697
650	0.6225206	0.8129236	0.9411319	0.1193766	0.8867993	0.0444569	1.0207844	0.0004040	0.0130571	1.0057446
700	0.6728590	0.8431609	0.8659148	0.1209782	0.8879936	0.0497960	1.0154998	0.0025978	0.0118504	1.0087611
750	0.7068609	0.8493676	0.9361414	0.1249383	0.9631455	0.0411798	0.9718428	0.0021847	0.0178239	1.0164179
800	0.6965177	0.8438666	0.8527555	0.1621777	0.9499683	0.0328995	1.0172605	0.0056939	0.0287166	1.0210354
850	0.6914367	0.7774249	0.9298520	0.1852255	0.9394955	0.0336681	1.0375038	0.0092533	0.0126435	1.0550019
900	0.6517138	0.7816540	0.7259773	0.1321651	0.9602613	0.0297392	1.0493137	0.0081367	0.0152453	1.0416080
950	0.6569419	0.8400733	0.8643566	0.1240047	0.9428916	0.0343335	0.9689336	0.0051610	0.0091746	0.9426550
1000	0.6356580	0.7832803	0.8375566	0.0942219	1.0645887	0.0400062	0.9557992	0.0057326	0.0169700	1.0612797

0	0.6761713	0.7463790	0.9418608	0.1201773	0.9476899	0.0295018	0.9988566	0.0050877	0.0337875	1.0239361
50	0.6991156	0.7231543	0.2927070	0.0939023	1.0568026	0.0341389	1.0272218	0.0095068	0.0139751	0.7503294
100	0.7739146	0.5571718	0.1898602	0.1516983	1.0045609	0.0401653	1.0082849	0.0060298	0.0083246	0.7253059
150	0.7260697	0.4549383	0.1509590	0.1786326	0.9902913	0.0359651	1.0308552	0.0071008	0.0129098	0.6977214
200	0.7099856	0.2820816	0.1731906	0.1593472	1.0134307	0.0320284	0.9773158	0.0011137	0.0358196	0.6650726
250	0.5545528	0.3218051	0.1524618	0.1283232	0.9573069	0.0261520	0.9224532	0.0035947	0.0904168	0.6657561
300	0.5772840	0.2257649	0.2132170	0.1235645	1.0103190	0.0423939	0.9870086	0.0089355	0.1138963	0.7364077
350	0.5224698	0.2151537	0.1636044	0.0901184	1.0229361	0.0234928	1.0128609	0.0470437	0.2109322	0.7048056
400	0.5110989	0.2685042	0.2146469	0.0889129	0.9874220	0.0299874	0.9558763	0.1478541	0.2705801	0.7044046
450	0.4449979	0.2460816	0.2316612	0.0709118	1.0266380	0.0336900	0.8375602	0.3055335	0.2791244	0.7442613
500	0.5195910	0.2253804	0.2363333	0.1004575	1.0396306	0.0287546	0.6540066	0.4769618	0.3337552	0.7276478
550	0.2913551	0.3309664	0.8787649	0.1300273	1.0639678	0.0213865	0.3939417	0.5695653	0.3135863	1.0193033
600	0.2934900	0.4626268	0.7863223	0.1822069	0.9396211	0.0264794	0.2583865	0.5784060	0.1924836	1.0073648
650	0.3702619	0.5912276	0.8343753	0.2064913	0.9848201	0.0658022	0.3519410	0.3504814	0.1015279	1.0460196
700	0.4426422	0.6480541	0.6434232	0.2101348	0.9491729	0.0570585	0.5870257	0.1793274	0.0558640	1.0268336
750	0.4595992	0.6892475	0.7208439	0.1433302	0.9706370	0.0387667	0.7838784	0.0915733	0.0425205	0.9942957
800	0.4876126	0.7769145	0.7890914	0.1405571	0.9838431	0.0441740	0.8638671	0.0328358	0.0359885	1.0184329
850	0.6238223	0.7956602	0.8520894	0.1197330	0.9988106	0.0416040	1.0119808	0.0149906	0.0244513	0.9749202
900	0.6125687	0.7813896	1.0173494	0.1180461	1.0323970	0.0424890	0.9632141	0.0172123	0.0274434	0.9364591
950	0.5869262	0.7989324	0.8912634	0.1304852	1.0302793	0.0522844	0.9791645	0.0112924	0.0212773	1.0216773
1000	0.5370600	0.7118921	0.9519949	0.1096830	1.0432637	0.0425940	0.9776291	0.0057204	0.0113788	1.0550672

0	0.6761713	0.7463790	0.9418608	0.1201773	0.9476899	0.0295018	0.9988566	0.0050877	0.0337875	1.0239361
50	0.5993408	0.8144914	0.5115374	0.1147528	1.0361565	0.0427917	0.9651740	0.0083554	0.0266176	1.0237493
100	0.6922728	0.7445043	0.4940136	0.0825433	1.0437364	0.0379702	0.9623145	0.0052855	0.0110644	0.9655648
150	0.6406737	0.5994236	0.4794504	0.1007457	1.0171387	0.0468952	0.9942570	0.0090561	0.0097637	0.9912840
200	0.5659996	0.5707469	0.5148779	0.0972795	0.9372424	0.0283159	0.9408886	0.0075661	0.0240557	0.9550340
250	0.5460947	0.5616924	0.5277662	0.0737016	0.9857326	0.0391470	1.0523712	0.0026623	0.0319321	0.9542088
300	0.5100106	0.5413131	0.5393035	0.0738096	1.0211233	0.0127769	1.0672397	0.0006392	0.0114191	0.9547936
350	0.4953962	0.5460374	0.5599366	0.0862049	0.9946395	0.0185145	1.0274366	0.0057368	0.0179525	1.0317726
400	0.5709392	0.5856734	0.5807328	0.0801651	0.9091310	0.0247051	1.0228482	0.0007663	0.0180256	1.0120755
450	0.5115957	0.6032929	0.5012804	0.0690316	0.9971353	0.0311257	1.0346989	0.0049699	0.0281667	0.9958874
500	0.4871474	0.5855396	0.5558752	0.0749175	1.0104755	0.0260690	0.9937126	0.0021533	0.0288959	0.9968866
550	0.5496907	0.6608178	0.9351327	0.0762598	1.0261301	0.0246942	1.0685104	0.0020398	0.0173176	1.0609513
600	0.6052618	0.7242330	1.0524584	0.1045298	0.9511099	0.0303516	1.0087421	0.0041667	0.0099147	0.9541357
650	0.5936122	0.6789353	0.9750485	0.1126455	0.9382914	0.0506093	1.0291431	0.0049794	0.0127839	0.9410613
700	0.6047641	0.7391936	0.9251867	0.1002220	0.9885874	0.0260198	0.9710638	0.0055553	0.0137986	1.0255035
750	0.5736130	0.7921670	0.9416031	0.0883367	0.9849581	0.0247686	1.0410530	0.0036119	0.0249828	1.0687098
800	0.5737720	0.7276150	0.9844502	0.1034039	0.9734346	0.0215619	1.0474215	0.0043830	0.0171732	1.0102504
850	0.6327885	0.7083099	0.9669500	0.0621270	1.0099052	0.0262642	1.0348755	0.0015209	0.0113096	0.9903190
900	0.5590324	0.7848314	1.0085232	0.0811846	0.9375649	0.0381268	1.0084980	0.0000000	0.0136392	1.0299012
950	0.6086099	0.8095424	1.0244885	0.0466860	0.9704947	0.0284815	1.0569813	0.0027797	0.0141134	0.9465465
1000	0.6853110	0.7305702	1.0248650	0.0996572	1.0809531	0.0305383	1.0095524	0.0049091	0.0151906	0.9970886

0	0.6761713	0.7463790	0.9418608	0.1201773	0.9476899	0.0295018	0.9988566	0.0050877	0.0337875	1.0239361
50	0.6826593	0.6861060	0.4597288	0.5139749	0.9666161	0.0193825	1.0235627	0.0038319	0.0190608	0.2517410
100	0.6007245	0.5837401	0.2233130	0.6402608	0.9617557	0.0416922	0.9404837	0.0072666	0.0606637	0.0766145
150	0.5550897	0.4202079	0.1433584	0.6722785	0.9493457	0.0242037	1.0393961	0.0083267	0.2871131	0.0462985
200	0.4716506	0.3517748	0.1352061	0.6562797	0.9949260	0.0264486	0.9931901	0.3009097	0.6618441	0.0213344
250	0.3484510	0.2309463	0.1051424	0.7234315	0.9576113	0.0311925	0.6191158	0.6791911	0.8642762	0.0379520
300	0.3435111	0.2329271	0.1194116	0.6767847	0.9448356	0.0384625	0.3555533	0.8320020	0.9689508	0.0206338
350	0.2523942	0.1966694	0.1309915	0.8004502	1.0054186	0.0455790	0.1941941	0.8149036	0.9187041	0.0133674
400	0.2405584	0.2040261	0.1186894	0.8722355	0.9505211	0.0451133	0.1754039	1.0028185	1.0125305	0.0185620
450	0.2122778	0.1636478	0.1043438	0.9705662	0.9112275	0.1438132	0.1288488	0.9228967	1.0529076	0.0149700
500	0.2116228	0.1680198	0.1045410	0.9140303	0.6308930	0.1868292	0.1489193	1.0052818	1.0013433	0.0196230
550	0.1719114	0.1701290	0.1350276	0.4808676	0.5188752	0.1636126	0.1417314	1.0472678	0.9677569	0.7572245
600	0.1471727	0.1913064	0.1735583	0.4031549	0.5104717	0.2729816	0.1126229	0.9952008	0.8012755	0.8615343
650	0.1833234	0.1901794	0.2925882	0.3978465	0.4061643	0.3168472	0.1394313	1.0901086	0.5917774	0.9809800
700	0.1619694	0.2369011	0.3094545	0.4091086	0.3042427	0.4506433	0.1315003	0.9789753	0.4843537	0.9285882
750	0.2120205	0.2699951	0.2603438	0.3945015	0.2449952	0.2189947	0.1423219	0.8849124	0.3369070	0.9275158
800	0.2636574	0.2660085	0.3113920	0.3336138	0.3507265	0.1115504	0.1527443	0.7330628	0.2273276	0.9247230
850	0.2537201	0.3120201	0.3768523	0.3128919	0.6121697	0.0668185	0.2828032	0.5413837	0.1435574	1.0074085
900	0.2497939	0.3768716	0.4750956	0.2933263	0.7845728	0.0615035	0.4894549	0.3058755	0.0988737	1.0091537
950	0.3263764	0.3728345	0.5300094	0.1653800	0.9003405	0.0301453	0.7961231	0.1383602	0.0538111	0.9725164
1000	0.3447665	0.4975312	0.8037162	0.1068671	0.9474575	0.0217039	0.9263570	0.0642909	0.0904912	0.9660571

0	0.6761713	0.7463790	0.9418608	0.1201773	0.9476899	0.0295018	0.9988566	0.0050877	0.0337875	1.0239361
50	0.5744765	0.8058698	0.9662500	0.0953572	1.0345403	0.0324524	0.9894649	0.0061745	0.0235848	0.4045118
100	0.7036144	0.8167591	0.8956266	0.1276116	1.0036913	0.0464585	1.0532135	0.0035173	0.0328653	0.2655365
150	0.6853304	0.8017833	0.9696180	0.1066161	0.9731945	0.0468172	1.0235019	0.0021343	0.0410258	0.2564572
200	0.6487785	0.8401131	0.9991111	0.0959404	0.9903901	0.0292377	0.9554584	0.0034421	0.0645717	0.2483464
250	0.6354201	0.9103855	0.9469110	0.1346586	0.9503567	0.0174692	0.9946887	0.0113576	0.0758266	0.2585559
300	0.6516150	0.8941854	0.9167274	0.1047963	1.0144921	0.0343845	1.0375707	0.0070227	0.0824685	0.2359587
350	0.6689182	0.8873805	0.9774279	0.0990622	0.9869503	0.0388008	1.0166165	0.0041195	0.0954570	0.2500126
400	0.7131515	0.7909635	0.8630419	0.1376241	1.0005425	0.0403682	0.9807399	0.0023688	0.0769879	0.2863694
450	0.6891777	0.7422448	0.8523467	0.1675333	0.9686687	0.0412869	1.0750350	0.0114764	0.0702232	0.2731198
500	0.6701639	0.7448557	0.7626909	0.1615496	0.9808370	0.0441662	1.0486778	0.0148632	0.0606043	0.2695582
550	0.5809000	0.7437762	0.8377409	0.1270632	0.9786751	0.0293160	1.0393949	0.0140845	0.0630264	0.9247117
600	0.5071663	0.7537017	0.9264195	0.1226737	0.9669075	0.0286486	0.9342563	0.0032388	0.0336421	0.9452111
650	0.5650990	0.7793419	0.9299851	0.0918449	0.9367545	0.0378512	1.0082530	0.0069616	0.0225333	0.9596831
700	0.6287962	0.8123446	1.0167682	0.0995068	0.9754698	0.0195007	0.9965261	0.0137530	0.0122781	0.8867488
750	0.5992694	0.8606296	0.9604133	0.1006850	0.9399955	0.0378850	0.9768059	0.0189899	0.0206318	1.0185970
800	0.6286150	0.8327540	0.9417356	0.0906027	0.9660695	0.0224280	0.9796976	0.0121009	0.0153160	0.9466460
850	0.6579624	0.8255008	0.9153990	0.0982735	0.9386804	0.0489537	1.0161110	0.0106965	0.0158930	0.9664252
900	0.6882191	0.8371029	0.8801091	0.1092549	0.9833438	0.0295069	0.9832584	0.0079565	0.0223890	0.9539133
950	0.6632956	0.7531823	0.9315346	0.0814413	1.0307937	0.0227426	0.9128993	0.0044269	0.0204898	1.1225425
1000	0.6398090	0.8098186	1.0240724	0.0793973	0.9787738	0.0161307	0.9574824	0.0004024	0.0169464	1.1006845

0	0.6761713	0.7463790	0.9418608	0.1201773	0.9476899	0.0295018	0.9988566	0.0050877	0.0337875	1.0239361
50	0.7850317	0.7857116	0.3625475	0.0836859	1.0008073	0.0027784	0.6125659	0.0247306	0.0096757	0.8738586
100	0.9599008	0.9084702	0.3775030	0.1245119	1.0725117	0.0000000	0.5710856	0.0289014	0.0020735	0.8740848
150	0.9770209	0.8294497	0.3200060	0.1930990	1.0077066	0.0018819	0.5281214	0.0362974	0.0000000	0.9232754
200	0.9932025	0.7794120	0.3260316	0.1798142	1.0681040	0.0003441	0.5669155	0.0306401	0.0019364	0.9300897
250	0.9326773	0.7561165	0.3033617	0.1938101	1.0712511	0.0002001	0.5599978	0.0421972	0.0013804	0.9893424
300	0.8407139	0.7688440	0.2835276	0.1964757	1.0121428	0.0000735	0.5819405	0.0350530	0.0036973	0.9489416
350	0.8834046	0.7716373	0.2222608	0.2079611	1.0433727	0.0015569	0.5439273	0.0290384	0.0005516	0.8337471
400	0.8225199	0.7725924	0.2548155	0.2126587	0.9923124	0.0005726	0.4927350	0.0323753	0.0010269	0.8751279
450	0.8501957	0.6906508	0.2767725	0.1491159	0.9204034	0.0001286	0.5984636	0.0328977	0.0021617	0.8771644
500	0.8520079	0.7177527	0.2973857	0.1489776	0.9938015	0.0003866	0.5175509	0.0360931	0.0029788	0.9115476
550	0.6557840	0.5049967	0.5468758	0.2546408	0.9560816	0.0172487	0.9338458	0.0283788	0.0163549	0.9713672
600	0.5820148	0.4779414	0.5978860	0.1510151	0.9945057	0.0353943	0.9845462	0.0184900	0.0213536	0.9304351
650	0.4999355	0.5734697	0.7572108	0.1489285	0.9961750	0.0420847	0.9821709	0.0123430	0.0160924	1.0815375
700	0.4806290	0.6946190	0.9261883	0.1038509	0.9677021	0.0325717	0.9271625	0.0102949	0.0218094	0.9852799
750	0.5880088	0.8250241	0.9039086	0.0955134	0.9458983	0.0215019	0.9765266	0.0068316	0.0275094	1.0496914
800	0.6251058	0.8270050	1.0416965	0.0752159	0.9591551	0.0309231	1.0039744	0.0060074	0.0111159	1.0838953
850	0.6181863	0.8459435	0.9691218	0.0771958	0.9982342	0.0372238	0.9908040	0.0021029	0.0208968	1.1811377
900	0.6514129	0.7644009	1.0001887	0.0878643	0.9675708	0.0321313	0.9422523	0.0072631	0.0191094	1.0618674
950	0.6943397	0.8502476	0.9960072	0.0970071	0.9373020	0.0303734	1.1207068	0.0069442	0.0270549	0.9487893
1000	0.6745772	0.8293126	0.9109445	0.1196936	0.8859693	0.0288282	0.9745327	0.0101055	0.0190047	0.9904193

0	0.6761713	0.7463790	0.9418608	0.1201773	0.9476899	0.0295018	0.9988566	0.0050877	0.0337875	1.0239361
50	0.6833850	0.7790148	0.8831171	0.0697164	0.9664999	0.0274973	0.9631634	0.0022997	0.0029323	0.9107468
100	0.6374101	0.8214780	0.9362593	0.0714040	0.9754656	0.0306940	1.0430101	0.0013454	0.0183336	0.9568966
150	0.6675236	0.8671311	1.0628889	0.0295071	0.9366364	0.0183116	1.0194617	0.0090871	0.0136512	1.1119970
200	0.6898472	0.8551094	1.0955486	0.0337015	0.9762750	0.0429211	1.0516873	0.0062121	0.0210748	1.0961313
250	0.6229504	0.8912712	0.9838016	0.0451125	0.8963763	0.0459743	1.0511688	0.0045170	0.0127727	1.1064747
300	0.6500662	0.9129205	0.9330092	0.0397705	0.9768400	0.0412904	0.9678540	0.0049621	0.0177061	0.9676175
350	0.6532718	0.8859726	0.9886847	0.0446363	0.9485445	0.0481323	0.9974753	0.0099317	0.0196942	0.9523633
400	0.6702163	0.8725500	1.0099340	0.0553630	0.9039143	0.0411526	1.0215799	0.0060857	0.0187577	0.9451314
450	0.6626134	0.8577127	1.0267117	0.0449279	1.0927247	0.0227370	1.0698186	0.0051770	0.0066021	0.9681410
500	0.7141107	0.8106482	0.9242669	0.0649124	1.0656188	0.0335607	0.9895423	0.0047895	0.0127880	0.9795661
550	0.6142218	0.7994930	0.9979853	0.1235959	0.9748396	0.0305696	1.1318636	0.0030565	0.0070045	1.0121728
600	0.5997549	0.8696731	0.8767922	0.1336168	1.0182469	0.0393554	1.0960191	0.0063395	0.0190393	0.9514395
650	0.6608716	0.7218297	0.8376597	0.1165257	0.9377777	0.0283839	1.0529152	0.0073748	0.0108640	0.8734118
700	0.6296119	0.7997019	0.9274688	0.1053342	0.9757533	0.0353192	1.0517987	0.0041236	0.0015347	1.0049482
750	0.6808860	0.7902317	0.8928657	0.1283677	0.9798755	0.0401768	1.0662592	0.0040142	0.0128300	0.9791382
800	0.6930036	0.7655678	0.8724056	0.1659022	0.9828983	0.0250272	0.8911819	0.0048285	0.0184305	1.0082750
850	0.6735513	0.7569378	0.9065860	0.1201768	0.9797763	0.0300477	0.9437865	0.0071163	0.0156994	0.9531465
900	0.6514078	0.7809222	0.9519283	0.1278412	1.0195380	0.0453013	0.9841943	0.0032124	0.0102824	1.0462615
950	0.6625030	0.7287502	0.9901445	0.1100160	0.9006302	0.0308139	0.9700466	0.0131800	0.0219791	1.0911571
1000	0.6468587	0.7404166	0.8973099	0.1428866	1.0284086	0.0178508	0.9458223	0.0097524	0.0146587	0.9071146
