YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.2650191	0.0390191	0.2294111	0.3935478	0.9775095	0.3371482	0.9332637	0.9659528	1.0000000	0.0436769
0.5314284	0.0195190	0.2294111	0.3935479	0.9775094	0.3371484	0.9332637	0.9659528	1.0000000	0.0436769
0.5280760	0.0388534	0.1147104	0.3935479	0.9775094	0.3371483	0.9332637	0.9659528	1.0000000	0.0436769
0.5313425	0.0410880	0.3346542	0.1967740	0.9775093	0.3371484	0.9332637	0.9659528	1.0000000	0.0436769
0.5297026	0.0389423	0.2098787	0.9091089	0.1254568	0.9696892	0.9332637	0.9659528	1.0000000	0.1498337
0.5300492	0.0390229	0.2304072	0.3867774	0.9992120	0.1633823	0.9332637	0.9659528	1.0000000	0.0436633
0.5301673	0.0390203	0.2297563	0.3910641	0.9855277	0.3059582	0.4666331	0.9659528	1.0000000	0.0436718
0.5302120	0.0390206	0.2298131	0.3906686	0.9868101	0.2997778	0.4391547	0.4829764	1.0000000	0.0436710
0.5300412	0.0390192	0.2294430	0.3932958	0.9783538	0.3342152	0.7964583	0.7112447	0.5000015	0.0436764
0.5300353	0.0390191	0.2294111	0.3935477	0.9775096	0.3371481	0.9332637	0.9659528	1.0000000	0.0218411
