"Time"	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C
500	0.8817815	0.0594772	0.7364101	0.6983807	0.0019446	0.0029188	0.6551773	0.0308686	0.0652905	0.8919008
550	0.7421786	0.1976615	0.4381911	0.8060093	0.0181528	0.1107911	0.8159222	0.0215914	0.0507700	0.7631767
600	0.5980237	0.2811420	0.6760814	0.8539295	0.0022496	0.1448175	0.6826174	0.0221709	0.0722463	0.8084499
650	0.4378070	0.2784294	0.5013253	0.8300744	0.0112006	0.1725421	0.8526776	0.0345089	0.0754286	0.7349799
700	0.3571014	0.4175027	0.4725289	0.7757902	0.0228744	0.1748865	0.6963889	0.0467289	0.0952202	0.7553166
750	0.2772108	0.3104503	0.4200670	0.8104862	0.0323331	0.1250088	0.8266299	0.0632966	0.1186754	0.8724894
800	0.2770626	0.4235163	0.4736842	0.7594825	0.0446684	0.1202708	0.7464239	0.1458188	0.1105029	0.7890564
850	0.3155032	0.3586871	0.5048287	0.7667866	0.0393164	0.1360201	0.7162898	0.1945080	0.1730148	0.7856748
900	0.2553278	0.3876280	0.5249021	0.8193727	0.0597673	0.1641371	0.7099927	0.1750675	0.2192187	0.6786119
950	0.3410870	0.3788952	0.4912481	0.8129034	0.0604593	0.1835873	0.6593475	0.1475800	0.1618603	0.8351311
1000	0.3490278	0.3908117	0.5710485	0.7859252	0.0728744	0.1658069	0.7295330	0.1861342	0.1511131	0.7887383

0	0.3448095	0.4794437	0.6742726	0.8007107	0.0574984	0.2213005	0.7852632	0.1802877	0.1389585	0.8014337
50	0.1963758	0.4228039	0.6476602	0.7828927	0.0615454	0.2204777	0.8593692	0.1565122	0.3057639	0.6754531
100	0.0981091	0.2296500	0.7173998	0.6247295	0.0500537	0.2139764	0.7058702	0.1924760	0.2851910	0.6653551
150	0.0759230	0.3495384	0.7357423	0.6131130	0.0374014	0.1241179	0.8596168	0.2948012	0.3695608	0.7397187
200	0.0121623	0.2668027	0.8696637	0.7790752	0.0300381	0.1084877	0.5876818	0.2616295	0.2992929	0.6966245
250	0.0135635	0.2656473	0.7475851	0.7270104	0.0413874	0.1608101	0.5759292	0.1998493	0.2762985	0.7328897
300	0.0051025	0.3725580	0.7057442	0.7212758	0.0305775	0.1173112	0.6705584	0.3113818	0.3016137	0.7557032
350	0.0159409	0.2871772	0.7741832	0.7367543	0.0137993	0.0651843	0.7373265	0.3807334	0.2351705	0.7183115
400	0.0203155	0.2726274	0.7452480	0.8321850	0.0122857	0.0738954	0.7256803	0.4003400	0.2612485	0.7132180
450	0.0106446	0.2643217	0.8639387	0.7071302	0.0031957	0.1103806	0.6711082	0.3430034	0.2427323	0.6465815
500	0.0122765	0.2726509	0.6891463	0.6263879	0.0100755	0.1289301	0.5985484	0.2820000	0.1899549	0.6478472
550	0.1300142	0.3017556	0.7292157	0.7451615	0.0241312	0.1024807	0.6082263	0.2471176	0.1967957	0.7248285
600	0.2773984	0.3052673	0.6780250	0.6430110	0.0165217	0.0801896	0.6883136	0.2978908	0.1366569	0.6857171
650	0.3187030	0.3128109	0.5427762	0.6710209	0.0433012	0.0748695	0.8550854	0.2162786	0.0988314	0.8232557
700	0.3436305	0.3345870	0.5697777	0.6943715	0.0678516	0.1070073	0.7621662	0.2833873	0.1269219	0.6851088
750	0.3149596	0.2013886	0.5806067	0.8481123	0.0446340	0.1269575	0.7292614	0.1976998	0.1984314	0.7905517
800	0.3764070	0.3096535	0.5979245	0.6449817	0.0409957	0.1403279	0.8018356	0.1819215	0.1390119	0.8126207
850	0.4062958	0.3427842	0.4648981	0.6857132	0.0464508	0.1468135	0.7918018	0.1257817	0.1427727	0.7222088
900	0.3552875	0.3170065	0.6945818	0.7152956	0.0416603	0.1547059	0.7115284	0.1255983	0.1483553	0.7541535
950	0.2639424	0.3804568	0.4872223	0.6925156	0.0378747	0.1875281	0.7039364	0.0686750	0.2049638	0.7560870
1000	0.2113685	0.4011858	0.3803574	0.7541250	0.0505953	0.1817580	0.9117616	0.1190174	0.1014929	0.7503499

0	0.2904532	0.3663715	0.5950666	0.7990490	0.0885941	0.2008706	0.8082788	0.1257036	0.2237785	0.7624872
50	0.2664150	0.4035812	0.5208903	0.7635862	0.2691347	0.1917945	0.7942914	0.2992825	0.3041479	0.7381568
100	0.2397162	0.3719603	0.6447357	0.7272183	0.4326811	0.2093892	0.5884391	0.1846937	0.5422464	0.8518058
150	0.3130248	0.3060709	0.4169776	0.6507839	0.5515430	0.2064771	0.4934687	0.2199266	0.6220380	0.8837579
200	0.2635272	0.3776493	0.4996685	0.6335350	0.6242149	0.1887555	0.5505599	0.1533527	0.6803305	0.7626444
250	0.3671955	0.3651829	0.4772384	0.5465380	0.6634902	0.1549956	0.5032371	0.1388059	0.7423827	0.6885106
300	0.3077677	0.4842130	0.6528679	0.5287595	0.6591904	0.2322372	0.5299922	0.1436697	0.6886997	0.7213150
350	0.2771122	0.3792607	0.5215684	0.5674814	0.7122982	0.1710999	0.5274649	0.1517695	0.8084733	0.8545486
400	0.2508392	0.4106309	0.4857408	0.4763234	0.7650795	0.1592070	0.5543014	0.1373839	0.5762356	0.8726552
450	0.3545992	0.3595506	0.4817820	0.4299246	0.6996663	0.1856118	0.5494379	0.1986164	0.5500337	0.8469602
500	0.2884483	0.3075974	0.4462178	0.5288282	0.6855332	0.2211676	0.6432721	0.1302879	0.6772665	0.6874248
550	0.2673544	0.3617175	0.6116835	0.3943788	0.6491812	0.2242460	0.7487545	0.1462012	0.5348733	0.8207828
600	0.2729850	0.3375357	0.4775871	0.3750467	0.2678717	0.2015132	0.7088890	0.1868066	0.4521973	0.7784798
650	0.3557749	0.4091073	0.6385488	0.6511939	0.1784389	0.1501817	0.6800840	0.1863219	0.3417367	0.7226424
700	0.2840511	0.3963749	0.6165246	0.6046353	0.0579727	0.1832049	0.7535875	0.1593260	0.3247100	0.7881613
750	0.2052730	0.3927226	0.6299387	0.9294234	0.0504066	0.1525874	0.9320989	0.1855601	0.2552082	0.7153896
800	0.2729898	0.3933121	0.4690202	0.7988523	0.0616315	0.1663910	0.7415400	0.2000213	0.2416304	0.7717365
850	0.2884274	0.3226895	0.4955425	0.7992607	0.0443217	0.1741201	0.9260813	0.1526200	0.3047770	0.7917639
900	0.2659821	0.3378404	0.4986890	0.7715985	0.0590632	0.1921096	0.7811784	0.1716096	0.1673437	0.8349235
950	0.2690907	0.4229761	0.5043643	0.9475699	0.0321870	0.1779933	0.6666830	0.0855510	0.1601252	0.8098051
1000	0.2405889	0.4485027	0.5953866	0.6085483	0.0569284	0.1745263	0.6203560	0.0985581	0.2076360	0.8269865

0	0.3234348	0.4446688	0.5223423	0.7040660	0.0535507	0.2072461	0.7149035	0.1450212	0.1515379	0.7824269
50	0.1975148	0.3933327	0.5343890	0.7163167	0.0338652	0.1416921	0.5789570	0.1657073	0.1319336	0.6611492
100	0.1310129	0.3194804	0.4663987	0.7697321	0.0397671	0.0752296	0.3892957	0.2316413	0.0610894	0.3484359
150	0.0255236	0.3371390	0.5308836	0.6507185	0.0311362	0.1323071	0.2819869	0.2099798	0.0476989	0.2767684
200	0.0127080	0.3077531	0.5126922	0.7813205	0.0503641	0.1308055	0.3647967	0.2934752	0.0537052	0.2541998
250	0.0083619	0.3630245	0.6071562	0.8696967	0.0506132	0.1576395	0.2881559	0.3624463	0.0854345	0.1676113
300	0.0038830	0.4033415	0.6812235	0.8503877	0.0302781	0.1870030	0.3945735	0.3891344	0.0527987	0.2892148
350	0.0081468	0.3921717	0.5916213	0.7184965	0.0492843	0.1700172	0.2368708	0.3051259	0.0436392	0.2052173
400	0.0038102	0.2865902	0.5909579	0.7327398	0.0745258	0.1543950	0.2160319	0.3616081	0.0824002	0.2762073
450	0.0104498	0.3302996	0.5983000	0.8041844	0.0767591	0.1477708	0.3230964	0.3109785	0.0797601	0.3564159
500	0.0047919	0.3162279	0.6798784	0.7628371	0.0601289	0.1206566	0.2249028	0.2848384	0.1019360	0.2404256
550	0.1677433	0.2229723	0.7047276	0.6560710	0.0759051	0.1644398	0.4025355	0.3175853	0.1932180	0.4263126
600	0.2948919	0.3462746	0.5622479	0.6882597	0.0386656	0.2532073	0.4463151	0.3713559	0.2747219	0.7951510
650	0.3107394	0.3741057	0.6582176	0.6812906	0.0523626	0.1547878	0.4788131	0.3063000	0.2179125	0.7362175
700	0.3320715	0.3512203	0.6061899	0.6881708	0.0445208	0.1186046	0.6068753	0.2494815	0.2554367	0.8364632
750	0.3386335	0.3303494	0.7249610	0.9606043	0.0468939	0.1709690	0.8287114	0.2106036	0.2273688	0.7057393
800	0.3220282	0.3583026	0.5292447	0.6430823	0.0425686	0.1703661	0.6632411	0.1850321	0.1697626	0.6756418
850	0.2789167	0.3341296	0.4814900	0.7636533	0.0085374	0.1744577	0.6648919	0.1612128	0.2535344	0.7748693
900	0.3018568	0.3725693	0.4377850	0.6448073	0.0847591	0.2219869	0.6326884	0.1346161	0.1505066	0.8377785
950	0.2941077	0.3407117	0.4127721	0.6451750	0.0521377	0.1440638	0.8323379	0.1535387	0.3400899	0.8635482
1000	0.2003719	0.5028617	0.4046342	0.7171179	0.0499810	0.1380606	0.6770792	0.1306544	0.2387546	0.7561006

0	0.3510117	0.4191414	0.5484370	0.6651018	0.0310214	0.1943617	0.8170768	0.1518702	0.1828373	0.7697028
50	0.2107372	0.3402093	0.4814776	0.7647308	0.0743809	0.1248246	0.8487868	0.2026946	0.2090881	0.6590634
100	0.1151932	0.3399858	0.6205467	0.6475878	0.0454568	0.1345340	0.4982672	0.2371518	0.2234577	0.7162986
150	0.0767249	0.2662476	0.5462487	0.6808263	0.0233632	0.1581111	0.3164429	0.2337830	0.2233616	0.7865427
200	0.0878849	0.1962806	0.7072511	0.7626267	0.0311267	0.1847805	0.4767140	0.2982969	0.1449711	0.7546362
250	0.0484134	0.1598741	0.8017909	0.6290498	0.0518002	0.2156105	0.4509203	0.2977655	0.2299527	0.7212464
300	0.1118982	0.2278803	0.7708055	0.7213535	0.0397452	0.1513204	0.3306473	0.3685882	0.1735408	0.6947154
350	0.0140080	0.2284418	0.7937101	0.8171340	0.0432839	0.1448479	0.3659096	0.3641235	0.1695066	0.6457716
400	0.0638434	0.1553949	0.7348996	0.8449876	0.0733135	0.2473311	0.3437585	0.2936243	0.2214041	0.7873589
450	0.0675364	0.1771250	0.7719315	0.7029569	0.0721163	0.2279568	0.3844254	0.3909039	0.1757893	0.9088005
500	0.0959455	0.2497866	0.8355192	0.7009412	0.0678738	0.1029087	0.4077053	0.2647360	0.2532146	0.8550550
550	0.2713707	0.1971464	0.5666889	0.8070511	0.0417420	0.1722495	0.4748657	0.3525235	0.2295508	0.7967411
600	0.4291554	0.2958155	0.7153150	0.8470977	0.0321029	0.1510314	0.5531135	0.3308077	0.2510926	0.8487546
650	0.3924900	0.3275444	0.7789114	0.6183175	0.0485334	0.2327171	0.6450124	0.2828561	0.2186345	0.6913879
700	0.4912557	0.3286414	0.7512601	0.8364265	0.0370900	0.1459016	0.6841304	0.1607093	0.1699088	0.8907140
750	0.4213995	0.3168088	0.7135393	0.6610227	0.0234661	0.1206494	0.5905603	0.1159743	0.2023143	0.9071976
800	0.2848670	0.2936851	0.5800209	0.6927907	0.0277840	0.1497373	0.7728721	0.1037684	0.1290640	0.8100289
850	0.3813618	0.3710515	0.5822422	0.6999798	0.0757956	0.1289558	0.7462051	0.1095309	0.1746913	0.8871605
900	0.3091476	0.3637992	0.5888277	0.6819522	0.0292707	0.1053500	0.8074169	0.1213724	0.2024009	0.7713078
950	0.2367806	0.4013634	0.4820860	0.7975298	0.0437709	0.1528377	0.7148142	0.1531973	0.2218615	0.6767456
1000	0.2785198	0.2952685	0.5013859	0.8202801	0.0452487	0.2488739	0.7703778	0.2145696	0.1694261	0.6725956

0	0.3820584	0.4748321	0.5842512	0.7663146	0.0428098	0.2733726	0.7999860	0.1976546	0.1913402	0.7937560
50	0.2966939	0.3840902	0.5726572	0.6731696	0.1572582	0.1172436	0.7773574	0.1618307	0.1456801	0.8439175
100	0.4208911	0.2712490	0.6679073	0.5177393	0.2277582	0.0407825	0.8727517	0.1682491	0.1917613	0.7147663
150	0.3244812	0.3337821	0.7358906	0.6929624	0.3590801	0.0189541	0.6792621	0.1891481	0.3773538	0.6763396
200	0.3004742	0.3648814	0.6679137	0.5993925	0.2811986	0.0069913	0.6248068	0.1314020	0.4214960	0.8689335
250	0.3258002	0.3092271	0.7676919	0.6237063	0.3581152	0.0345715	0.6496238	0.1577177	0.2665581	0.8323608
300	0.3236353	0.3445095	0.6790185	0.7608924	0.2632370	0.0076894	0.7233626	0.1402515	0.3841844	0.6168111
350	0.3896331	0.2501967	0.8396741	0.7369211	0.4008602	0.0010737	0.6838701	0.1508406	0.4088937	0.8060984
400	0.4027365	0.2617275	0.7772786	0.4923736	0.2798231	0.0019643	0.6209637	0.1466854	0.3885191	0.7157354
450	0.3204405	0.2229608	0.8067008	0.5880897	0.2597593	0.0024264	0.6754354	0.0977329	0.3877034	0.7079438
500	0.3837443	0.3013969	0.8147219	0.5816863	0.2596107	0.0061505	0.6990933	0.1694989	0.3351098	0.6745817
550	0.3986087	0.2354403	0.6304466	0.5600192	0.1591457	0.0354926	0.7049696	0.0878740	0.4198597	0.7774993
600	0.3410243	0.3470282	0.7409213	0.7747752	0.0631938	0.1066628	0.6987408	0.1137132	0.2583824	0.6094579
650	0.3345104	0.3553511	0.6434938	0.7334869	0.0441740	0.1050972	0.8299407	0.0925896	0.2779402	0.6951129
700	0.2885705	0.2772193	0.5740275	0.9423144	0.0398073	0.1040733	0.5779688	0.1132789	0.2533822	0.7349419
750	0.2510778	0.3451920	0.5988741	0.8603705	0.0489644	0.1139006	0.7261712	0.0898027	0.1570902	0.7009282
800	0.2671597	0.3540656	0.5926759	0.8112490	0.0323169	0.1045910	0.6852595	0.1320554	0.1459612	0.6176956
850	0.2920646	0.4062169	0.5641003	0.7565878	0.0105604	0.1153403	0.6791225	0.1393709	0.1017349	0.5953349
900	0.3054312	0.3696966	0.6076872	0.8091176	0.0068410	0.1567247	0.7913988	0.1317232	0.1160395	0.8916318
950	0.2304024	0.3731402	0.5520827	0.7167712	0.0247718	0.1940159	0.6623540	0.1740366	0.0899658	0.7464526
1000	0.2470967	0.3619588	0.5648969	0.6799278	0.0244933	0.1175005	0.7380995	0.1128790	0.1116525	0.8068540

0	0.3586249	0.4367947	0.5356601	0.7567441	0.0560139	0.2394074	0.6980293	0.1677856	0.1642355	0.8276931
50	0.3237836	0.4063293	0.5539132	0.6889280	0.0969413	0.1012893	0.7839042	0.1417318	0.2325211	0.8109620
100	0.4011373	0.3647879	0.5671581	0.4873816	0.0215349	0.0230619	0.7932167	0.0967458	0.2132285	0.7173347
150	0.3232753	0.4058912	0.5287865	0.5802081	0.0609039	0.0090380	0.6437629	0.0775295	0.1532212	0.7063197
200	0.3611771	0.4210652	0.4586530	0.4890063	0.0292116	0.0003091	0.6569968	0.1590438	0.1455110	0.8115639
250	0.2258073	0.4474538	0.5554320	0.4693134	0.0177159	0.0028707	0.6001795	0.1531915	0.0995327	0.6696300
300	0.2431739	0.4514229	0.5485384	0.3999297	0.0256967	0.0007115	0.5578595	0.1174523	0.0718450	0.7241856
350	0.3215506	0.3570788	0.5307908	0.4064157	0.0055152	0.0073627	0.6741841	0.0784057	0.0597637	0.5623326
400	0.3131652	0.2978902	0.4922652	0.5414994	0.0119714	0.0009371	0.7130914	0.1170320	0.0524608	0.7876223
450	0.2201740	0.3453555	0.4191744	0.4269252	0.0018792	0.0018365	0.7713457	0.1518177	0.0429213	0.7877965
500	0.3117620	0.3458626	0.4383444	0.4115883	0.0068997	0.0008516	0.7765746	0.1774990	0.0671086	0.6666609
550	0.2916251	0.3218752	0.5424958	0.5505310	0.0020191	0.0848582	0.7099105	0.1845484	0.0423522	0.8361036
600	0.2751206	0.2692038	0.5444016	0.5931560	0.0085824	0.1106732	0.7394502	0.1069810	0.0259123	0.7510111
650	0.2252487	0.4807130	0.4715285	0.7435713	0.0111425	0.1712143	0.8424296	0.2022997	0.0566732	0.7621737
700	0.2668532	0.3020964	0.5403379	0.7471517	0.0448298	0.1795860	0.8025509	0.1272858	0.0651107	0.5589972
750	0.2973025	0.4149127	0.5755097	0.8905403	0.0700508	0.2029169	0.7713260	0.1977683	0.0796222	0.8712550
800	0.2749636	0.4399620	0.4893590	0.9194743	0.0582143	0.2030972	0.7232367	0.1580397	0.2163902	0.9363866
850	0.3328090	0.4032109	0.4224301	0.6881791	0.0518160	0.2089107	0.8555268	0.1503015	0.1522591	0.7857092
900	0.3747257	0.3621654	0.3662583	0.7703240	0.0849161	0.1963192	0.8282696	0.1463468	0.1462941	0.8484319
950	0.2325468	0.4027584	0.5154016	0.6287375	0.0768767	0.2555823	0.7072694	0.1407323	0.1841234	0.6877169
1000	0.2528740	0.3179818	0.4780641	0.7147775	0.0257375	0.2825939	0.7542640	0.1724880	0.1819465	0.7267414

0	0.3597391	0.4005230	0.5071754	0.7727013	0.0825244	0.2551496	0.7699119	0.1366239	0.2024063	0.7998989
50	0.1594473	0.3122863	0.6537305	0.7753864	0.1048462	0.1381882	0.7792787	0.2493831	0.2214547	0.7389345
100	0.1407827	0.2816250	0.5375099	0.7850201	0.0305469	0.0904000	0.8003465	0.1957599	0.3627596	0.7703598
150	0.1244116	0.3022938	0.5550737	0.7673098	0.0247705	0.1138853	0.7344242	0.2017889	0.3735422	0.7610535
200	0.0499973	0.4237106	0.5784211	0.7426535	0.0407359	0.1115632	0.7570249	0.2027186	0.3121134	0.7678921
250	0.0878951	0.3470646	0.5664682	0.6781510	0.0194014	0.0780369	0.7395421	0.2220150	0.3469282	0.7786690
300	0.0955027	0.4956114	0.6140275	0.7570740	0.0147981	0.1432410	0.8396971	0.2525565	0.4020156	0.7399293
350	0.0960243	0.3947593	0.5175349	0.6610795	0.0089767	0.1100891	0.7950488	0.3140421	0.3025139	0.7282420
400	0.0895977	0.3148501	0.6490167	0.6064394	0.0051435	0.1257819	0.7587283	0.2162115	0.2985639	0.7622099
450	0.1248844	0.3646497	0.5981228	0.6128360	0.0112486	0.0936476	0.7202105	0.3018758	0.3103605	0.6608978
500	0.0784399	0.3862538	0.6867416	0.6122501	0.0084854	0.1216391	0.7276992	0.3207764	0.2405783	0.7652963
550	0.1699611	0.3637332	0.6112617	0.7754394	0.0140026	0.0993240	0.7870781	0.4041660	0.3066634	0.9673232
600	0.2603381	0.2687143	0.6228198	0.7465842	0.0359295	0.1474278	0.7131523	0.3026510	0.1885368	0.7683918
650	0.2998125	0.3302160	0.5802816	0.6946999	0.0286210	0.1621393	0.5895601	0.3083007	0.1751359	0.8573470
700	0.3891502	0.3504915	0.5553173	0.7192749	0.0262209	0.1974771	0.7062398	0.2171152	0.1545122	0.7479745
750	0.2442591	0.3320844	0.7058030	0.7469295	0.0233016	0.2089295	0.7456731	0.2372479	0.1117783	0.7126864
800	0.3247499	0.3055532	0.5116063	0.7178777	0.0423559	0.2185078	0.7090585	0.2248298	0.1219989	0.7015394
850	0.3015077	0.3675679	0.4097287	0.8955312	0.0473925	0.1953435	0.6745025	0.2741291	0.1534681	0.6916710
900	0.2618884	0.4271591	0.4575478	0.7859616	0.0963730	0.1604202	0.6622464	0.2065490	0.2690399	0.6965916
950	0.1889763	0.3189781	0.5045801	0.6405373	0.0379874	0.2015386	0.6199424	0.1698827	0.2009291	0.7521430
1000	0.2713405	0.2745251	0.5948006	0.6607639	0.0760038	0.1672865	0.7728163	0.2370058	0.2236374	0.7311553
