"Time"	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W

0	0.7338089	0.9986992	0.9972411	0.0733502	0.1176577	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
50	0.7985507	0.9987000	0.6848294	0.7036372	0.1893195	0.0694650	1.0000000	1.0000000	0.1056248	1.0000000
100	0.8170205	0.9987388	0.1244214	0.8586205	0.4105431	0.0299561	1.0000000	1.0000000	0.1056248	1.0000000
150	0.8223122	0.9990958	0.0315204	0.9002662	0.6268268	0.0178182	1.0000000	1.0000000	0.1056248	1.0000000
200	0.8239151	0.9996561	0.0176369	0.9201549	0.7344884	0.0140892	1.0000000	1.0000000	0.1056248	1.0000000
250	0.8244653	0.9998833	0.0144693	0.9350038	0.7795933	0.0129436	1.0000000	1.0000000	0.1056248	1.0000000
300	0.8246610	0.9999458	0.0132907	0.9448701	0.7984262	0.0125917	1.0000000	1.0000000	0.1056248	1.0000000
350	0.8247284	0.9999627	0.0127170	0.9505427	0.8066116	0.0124836	1.0000000	1.0000000	0.1056248	1.0000000
400	0.8247509	0.9999681	0.0124129	0.9535545	0.8103557	0.0124503	1.0000000	1.0000000	0.1056248	1.0000000
450	0.8247584	0.9999701	0.0122496	0.9550927	0.8121481	0.0124401	1.0000000	1.0000000	0.1056248	1.0000000
500	0.8247609	0.9999710	0.0121627	0.9558645	0.8130348	0.0124370	1.0000000	1.0000000	0.1056248	1.0000000
550	0.7601572	0.9999698	0.0150665	0.6546673	0.7652567	0.1410383	1.0000000	1.0000000	0.1056248	1.0000000
600	0.7417264	0.9999480	0.0269361	0.5422877	0.5825766	0.1805469	1.0000000	1.0000000	0.1056248	1.0000000
650	0.7364569	0.9998574	0.0545403	0.4200923	0.4600175	0.1926847	1.0000000	1.0000000	0.1056248	1.0000000
700	0.7349109	0.9995819	0.1312812	0.2998465	0.3832298	0.1964137	1.0000000	1.0000000	0.1056248	1.0000000
750	0.7343637	0.9991259	0.3317321	0.2107729	0.3225635	0.1975593	1.0000000	1.0000000	0.1056248	1.0000000
800	0.7340791	0.9988385	0.6389116	0.1532980	0.2690050	0.1979112	1.0000000	1.0000000	0.1056248	1.0000000
850	0.7339241	0.9987389	0.8602869	0.1181974	0.2232615	0.1980193	1.0000000	1.0000000	0.1056248	1.0000000
900	0.7338530	0.9987104	0.9516310	0.0976314	0.1872710	0.1980525	1.0000000	1.0000000	0.1056248	1.0000000
950	0.7338247	0.9987024	0.9814852	0.0861479	0.1612484	0.1980628	1.0000000	1.0000000	0.1056248	1.0000000
1000	0.7338144	0.9987002	0.9911476	0.0800140	0.1437854	0.1980659	1.0000000	1.0000000	0.1056248	1.0000000

0	0.7338089	0.9986992	0.9972411	0.0733502	0.1176577	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
50	0.7414248	0.9986426	0.3391868	0.2817319	0.1384450	0.1980673	1.0000000	1.0000000	0.1237643	0.2627469
100	0.7435177	0.9975717	0.2250679	0.3333181	0.1901896	0.1980673	1.0000000	1.0000000	0.2060946	0.1271064
150	0.7434802	0.9922610	0.1516427	0.3475604	0.2336772	0.1980673	1.0000000	1.0000000	0.3437186	0.1021511
200	0.7412620	0.9805518	0.1170706	0.3538077	0.2603512	0.1980673	1.0000000	1.0000000	0.4693300	0.0975599
250	0.7369124	0.9686540	0.1020344	0.3584735	0.2749959	0.1980673	1.0000000	1.0000000	0.5435750	0.0967151
300	0.7323172	0.9617118	0.0945717	0.3622967	0.2829392	0.1980673	1.0000000	1.0000000	0.5774003	0.0965597
350	0.7291113	0.9590762	0.0902079	0.3651618	0.2874527	0.1980673	1.0000000	1.0000000	0.5906935	0.0965311
400	0.7275014	0.9586771	0.0874060	0.3671344	0.2901844	0.1980673	1.0000000	1.0000000	0.5954792	0.0965259
450	0.7269656	0.9591036	0.0855610	0.3684271	0.2919159	0.1980673	1.0000000	1.0000000	0.5971086	0.0965249
500	0.7269591	0.9596865	0.0843516	0.3692570	0.2930372	0.1980673	1.0000000	1.0000000	0.5976428	0.0965247
550	0.7174792	0.9465660	0.4112762	0.1677786	0.2803999	0.1980673	1.0000000	1.0000000	0.3902936	0.8337778
600	0.7138959	0.9677617	0.7623785	0.1156731	0.2404668	0.1980673	1.0000000	1.0000000	0.2078965	0.9694183
650	0.7199184	0.9880179	0.9311151	0.0969530	0.1983929	0.1980673	1.0000000	1.0000000	0.1395959	0.9943735
700	0.7269197	0.9955331	0.9777107	0.0867497	0.1670468	0.1980673	1.0000000	1.0000000	0.1166027	0.9989648
750	0.7309498	0.9977809	0.9902468	0.0806645	0.1467251	0.1980673	1.0000000	1.0000000	0.1091117	0.9998096
800	0.7327310	0.9984291	0.9942828	0.0772421	0.1343312	0.1980673	1.0000000	1.0000000	0.1067167	0.9999650
850	0.7334242	0.9986183	0.9958544	0.0754119	0.1270301	0.1980673	1.0000000	1.0000000	0.1059624	0.9999936
900	0.7336761	0.9986747	0.9965526	0.0744501	0.1228399	0.1980673	1.0000000	1.0000000	0.1057281	0.9999988
950	0.7337641	0.9986918	0.9968883	0.0739421	0.1204852	0.1980673	1.0000000	1.0000000	0.1056561	0.9999998
1000	0.7337940	0.9986969	0.9970574	0.0736699	0.1191826	0.1980673	1.0000000	1.0000000	0.1056342	1.0000000

0	0.7338089	0.9986992	0.9972411	0.0733502	0.1176577	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
50	0.7338501	0.9992932	0.9972432	0.0733724	0.1316005	0.0779315	1.0000000	1.0000000	0.0279945	1.0000000
100	0.7340585	0.9998293	0.9972306	0.0741319	0.2343967	0.0410237	1.0000000	1.0000000	0.0078163	1.0000000
150	0.7342451	0.9999659	0.9970290	0.0812659	0.3910456	0.0296849	1.0000000	1.0000000	0.0025714	1.0000000
200	0.7343354	0.9999934	0.9954129	0.1093328	0.4849362	0.0262014	1.0000000	1.0000000	0.0012081	1.0000000
250	0.7343694	0.9999987	0.9862979	0.1586133	0.5330748	0.0251312	1.0000000	1.0000000	0.0008537	1.0000000
300	0.7343808	0.9999998	0.9490234	0.2113503	0.5653257	0.0248025	1.0000000	1.0000000	0.0007616	1.0000000
350	0.7343843	1.0000000	0.8553205	0.2569502	0.5923001	0.0247015	1.0000000	1.0000000	0.0007377	1.0000000
400	0.7343854	1.0000000	0.7137972	0.2944421	0.6154308	0.0246704	1.0000000	1.0000000	0.0007314	1.0000000
