YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.0000000	0.0493498	0.6342509	0.7580406	0.9810574	0.0954882	0.0778787	0.2964745	0.4994643	0.0135355
0.0924109	0.0000000	0.6309686	0.7458348	1.0010307	0.0750345	0.0446171	0.3083037	0.5710724	0.0121672
0.0997010	0.0295372	0.0000000	0.7488307	0.9003603	0.1222882	0.1527220	0.3018934	0.5311803	0.0142904
0.3834524	0.4330596	1.0212139	0.0000000	1.0322584	0.0280197	0.0575677	0.3523783	0.5734385	0.0070806
0.3733314	0.3805638	1.0178916	0.0057835	0.0000000	0.0558492	0.0543961	0.2706798	0.6055887	0.0083304
0.1011173	0.0402715	0.6565252	0.7961624	1.0582398	0.0000000	0.1164903	0.2701151	0.5640222	0.0276839
0.1203717	0.0487788	0.6726235	0.7844741	1.0687091	0.0439225	0.0000000	0.3622404	0.6019593	0.0136402
0.4784237	0.6195659	1.0006114	0.0096810	0.1051715	0.9391224	1.0755158	0.0000000	0.4573176	0.6597500
0.3389457	0.4809752	1.0046175	0.0119776	0.0707468	0.9347974	0.9971269	0.0465996	0.0000000	0.7405537
0.0853117	0.0258722	0.7051697	0.7969233	0.9749800	0.0827344	0.0329623	0.2649552	0.5613170	0.0000000
