"Time"	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
800	0.6840931	0.1683867	1.0000000	0.3239812	0.5334216	0.9999995	0.0242101	0.6572121	0.1277604	0.0495538
850	0.6840931	0.1683867	1.0000000	0.3224019	0.5315433	0.9999995	0.0242101	0.6572121	0.1277604	0.0495538
900	0.6840931	0.1683867	1.0000000	0.3213140	0.5302887	0.9999995	0.0242101	0.6572121	0.1277604	0.0495538
950	0.6840931	0.1683867	1.0000000	0.3205738	0.5294430	0.9999995	0.0242101	0.6572121	0.1277604	0.0495538
1000	0.6840931	0.1683867	1.0000000	0.3200728	0.5288705	0.9999995	0.0242101	0.6572121	0.1277604	0.0495538

0	0.6840930	0.1683867	1.0000000	0.3187749	0.5273783	0.9999995	0.0242101	0.6572121	0.1277604	0.0495538
50	0.6830075	0.1759470	0.9285883	0.3177184	0.5091157	0.4110123	0.0241203	0.6707037	0.2805145	0.0955902
100	0.6729848	0.1932747	0.9145839	0.3099556	0.4026520	0.2672110	0.0234045	0.6887024	0.3505947	0.1127806
150	0.6551095	0.2059994	0.9118376	0.2884825	0.2670789	0.2321018	0.0223134	0.6268200	0.3894987	0.1191996
200	0.6384968	0.2122828	0.9112990	0.2616379	0.1869049	0.2235299	0.0213238	0.5475349	0.4103202	0.1215965
250	0.6272803	0.2148334	0.9111934	0.2405620	0.1479779	0.2214371	0.0206072	0.5125426	0.4207018	0.1224916
300	0.6209678	0.2157578	0.9111726	0.2268552	0.1286192	0.2209262	0.0201783	0.5031569	0.4255759	0.1228258
350	0.6177993	0.2160695	0.9111686	0.2185537	0.1182209	0.2208014	0.0199610	0.5019012	0.4277604	0.1229506
400	0.6163259	0.2161696	0.9111678	0.2137290	0.1122666	0.2207710	0.0198655	0.5023456	0.4287052	0.1229972
450	0.6156761	0.2162005	0.9111676	0.2110256	0.1087409	0.2207635	0.0198285	0.5028392	0.4291028	0.1230146
500	0.6154001	0.2162099	0.9111676	0.2095622	0.1066363	0.2207617	0.0198159	0.5031349	0.4292664	0.1230211
550	0.6165152	0.2066299	0.9825793	0.2089589	0.2087756	0.8097486	0.0199491	0.6808516	0.2952623	0.0769870
600	0.6271186	0.1882161	0.9965837	0.2123870	0.3737245	0.9535499	0.0208120	0.7275265	0.2228407	0.0597975
650	0.6452909	0.1766394	0.9993300	0.2271125	0.4478418	0.9886590	0.0220903	0.7054506	0.1775637	0.0533789
700	0.6617572	0.1714338	0.9998686	0.2495868	0.4772822	0.9972308	0.0231694	0.6833375	0.1519481	0.0509821
750	0.6726610	0.1694300	0.9999742	0.2707564	0.4912965	0.9993236	0.0238049	0.6700667	0.1388578	0.0500871
800	0.6786977	0.1687258	0.9999949	0.2866960	0.5004064	0.9998345	0.0240918	0.6632345	0.1326421	0.0497529
850	0.6816873	0.1684928	0.9999990	0.2975742	0.5074920	0.9999592	0.0241941	0.6599459	0.1298406	0.0496281
900	0.6830628	0.1684189	0.9999998	0.3047467	0.5131106	0.9999896	0.0242204	0.6584217	0.1286253	0.0495815
950	0.6836645	0.1683963	1.0000000	0.3094612	0.5174002	0.9999971	0.0242220	0.6577351	0.1281131	0.0495641
1000	0.6839186	0.1683895	1.0000000	0.3125866	0.5205425	0.9999989	0.0242182	0.6574335	0.1279020	0.0495576

0	0.6840930	0.1683867	1.0000000	0.3187749	0.5273783	0.9999995	0.0242101	0.6572121	0.1277604	0.0495538
50	0.3226705	0.2745459	0.3650208	0.2886652	0.5122597	0.4872970	0.0233182	0.6562106	0.1277604	0.0495538
100	0.1655662	0.6458773	0.2404966	0.1977805	0.4298077	0.3621206	0.0197364	0.6450027	0.1277604	0.0495538
150	0.0882861	0.8764941	0.2160764	0.1145721	0.3128236	0.3315587	0.0179485	0.6098575	0.1277604	0.0495538
200	0.0531179	0.9549553	0.2112874	0.0664087	0.2293948	0.3240971	0.0173319	0.5722306	0.1277604	0.0495538
250	0.0380702	0.9783520	0.2103483	0.0437572	0.1856706	0.3222753	0.0171276	0.5515786	0.1277604	0.0495538
300	0.0318467	0.9851108	0.2101641	0.0340730	0.1660393	0.3218306	0.0170603	0.5435053	0.1277604	0.0495538
350	0.0293275	0.9870427	0.2101280	0.0301055	0.1579703	0.3217220	0.0170380	0.5408484	0.1277604	0.0495538
400	0.0283226	0.9875915	0.2101209	0.0285079	0.1548089	0.3216955	0.0170307	0.5400526	0.1277604	0.0495538
450	0.0279258	0.9877465	0.2101195	0.0278681	0.1535937	0.3216890	0.0170282	0.5398273	0.1277604	0.0495538
500	0.0277702	0.9877900	0.2101192	0.0276121	0.1531257	0.3216874	0.0170274	0.5397658	0.1277604	0.0495538
550	0.1449299	0.8751116	0.8450984	0.0283649	0.2435180	0.8343897	0.0170286	0.6139692	0.1277604	0.0495538
600	0.2183423	0.4963680	0.9696226	0.0356535	0.3687867	0.9595661	0.0170626	0.6490194	0.1277604	0.0495538
650	0.3268063	0.2846557	0.9940428	0.0565736	0.4250907	0.9901280	0.0173145	0.6556793	0.1277604	0.0495538
700	0.4579892	0.2064679	0.9988317	0.0916552	0.4467821	0.9975896	0.0183287	0.6569102	0.1277604	0.0495538
750	0.5628519	0.1803919	0.9997709	0.1380377	0.4561853	0.9994114	0.0202379	0.6571483	0.1277604	0.0495538
800	0.6259077	0.1720726	0.9999551	0.1871605	0.4631248	0.9998561	0.0220820	0.6571977	0.1277604	0.0495538
850	0.6580663	0.1694946	0.9999912	0.2289896	0.4714745	0.9999646	0.0232400	0.6572086	0.1277604	0.0495538
900	0.6729707	0.1687138	0.9999983	0.2595078	0.4816123	0.9999910	0.0238107	0.6572112	0.1277604	0.0495538
950	0.6794837	0.1684819	0.9999997	0.2799475	0.4921344	0.9999974	0.0240561	0.6572118	0.1277604	0.0495538
1000	0.6822231	0.1684140	0.9999999	0.2931951	0.5015532	0.9999990	0.0241533	0.6572120	0.1277604	0.0495538

0	0.6840930	0.1683867	1.0000000	0.3187749	0.5273783	0.9999995	0.0242101	0.6572121	0.1277604	0.0495538
50	0.6903657	0.1845898	0.6005043	0.3140051	0.5273795	0.9999995	0.0248274	0.6900324	0.4172637	0.0495538
100	0.6410115	0.3481360	0.5221601	0.3002028	0.5263175	0.9999995	0.0220480	0.7673154	0.4994230	0.0495538
150	0.5259661	0.5020147	0.5067962	0.2761235	0.5231487	0.9999996	0.0191622	0.8149294	0.5227393	0.0495538
200	0.4274025	0.5826475	0.5037833	0.2387092	0.5169556	0.9999997	0.0179097	0.8346866	0.5293564	0.0495538
250	0.3676662	0.6156886	0.5031924	0.1974763	0.5074814	0.9999998	0.0174413	0.8418303	0.5312342	0.0495538
300	0.3366118	0.6276618	0.5030765	0.1630654	0.4963924	0.9999998	0.0172724	0.8442491	0.5317672	0.0495538
350	0.3218145	0.6316931	0.5030538	0.1389287	0.4861344	0.9999998	0.0172123	0.8450352	0.5319184	0.0495538
400	0.3151601	0.6329851	0.5030493	0.1236091	0.4781724	0.9999999	0.0171912	0.8452833	0.5319613	0.0495538
450	0.3122888	0.6333848	0.5030485	0.1144358	0.4726846	0.9999999	0.0171838	0.8453598	0.5319735	0.0495538
500	0.3110869	0.6335052	0.5030483	0.1091422	0.4691755	0.9999999	0.0171813	0.8453830	0.5319770	0.0495538
550	0.3099620	0.5590398	0.9025440	0.1120894	0.4670795	0.9999999	0.0171788	0.8131054	0.2424747	0.0495538
600	0.3464895	0.3430713	0.9808881	0.1241047	0.4663326	0.9999999	0.0173093	0.7369161	0.1603156	0.0495538
650	0.4368945	0.2321626	0.9962520	0.1395854	0.4668868	0.9999999	0.0179639	0.6873845	0.1369994	0.0495538
700	0.5359021	0.1899189	0.9992650	0.1636004	0.4686750	0.9999998	0.0195148	0.6673366	0.1303824	0.0495538
750	0.6072325	0.1753354	0.9998559	0.1962303	0.4721411	0.9999998	0.0214174	0.6604608	0.1285045	0.0495538
800	0.6478262	0.1705570	0.9999717	0.2299654	0.4778157	0.9999997	0.0228361	0.6582315	0.1279716	0.0495538
850	0.6680034	0.1690473	0.9999945	0.2580130	0.4854927	0.9999996	0.0236146	0.6575268	0.1278203	0.0495538
900	0.6772444	0.1685836	0.9999989	0.2783558	0.4940898	0.9999996	0.0239724	0.6573078	0.1277774	0.0495538
950	0.6812602	0.1684444	0.9999998	0.2920873	0.5023058	0.9999995	0.0241203	0.6572408	0.1277652	0.0495538
1000	0.6829448	0.1684033	1.0000000	0.3011074	0.5092684	0.9999995	0.0241775	0.6572206	0.1277618	0.0495538

0	0.6840930	0.1683867	1.0000000	0.3187749	0.5273783	0.9999995	0.0242101	0.6572121	0.1277604	0.0495538
50	0.5441833	0.2256328	0.5890282	0.3204078	0.8405467	0.9999995	0.0236468	0.6845488	0.4177039	0.4219433
100	0.4388716	0.4197242	0.5084335	0.3085477	0.9364350	0.9999995	0.0206112	0.7762569	0.6283183	0.5609963
150	0.3304159	0.5947475	0.4926283	0.2748808	0.9656737	0.9999996	0.0184744	0.8535780	0.7416249	0.6129197
200	0.2534410	0.6848796	0.4895287	0.2355649	0.9743251	0.9999998	0.0176061	0.8924489	0.7933904	0.6323083
250	0.2100933	0.7214336	0.4889209	0.2041860	0.9765930	0.9999998	0.0172894	0.9092665	0.8157601	0.6395482
300	0.1884006	0.7345975	0.4888017	0.1840710	0.9769507	0.9999998	0.0171771	0.9163323	0.8252051	0.6422516
350	0.1782965	0.7390126	0.4887783	0.1726831	0.9768202	0.9999999	0.0171378	0.9193001	0.8291372	0.6432611
400	0.1738185	0.7404240	0.4887737	0.1666584	0.9766287	0.9999999	0.0171243	0.9205473	0.8307548	0.6436380
450	0.1719050	0.7408599	0.4887728	0.1635902	0.9764807	0.9999999	0.0171196	0.9210692	0.8314128	0.6437788
500	0.1711094	0.7409910	0.4887727	0.1620655	0.9763846	0.9999999	0.0171181	0.9212858	0.8316775	0.6438313
550	0.2386296	0.5977554	0.8997444	0.1764698	0.6295509	0.9999999	0.0171265	0.9179822	0.7376685	0.2714614
600	0.3081556	0.3556871	0.9803391	0.1863836	0.5245944	0.9999999	0.0172681	0.9042878	0.6043127	0.1324157
650	0.4155612	0.2359310	0.9961444	0.1789503	0.4935904	0.9999999	0.0179772	0.8734481	0.4383282	0.0804950
700	0.5247576	0.1910177	0.9992439	0.1826334	0.4841031	0.9999998	0.0197688	0.8199282	0.2987017	0.0611075
750	0.6019239	0.1756530	0.9998517	0.2041782	0.4819308	0.9999998	0.0219794	0.7567736	0.2113204	0.0538680
800	0.6454690	0.1706482	0.9999709	0.2332901	0.4840615	0.9999997	0.0234868	0.7078714	0.1656800	0.0511647
850	0.6670040	0.1690733	0.9999943	0.2596758	0.4893723	0.9999996	0.0241407	0.6802960	0.1441780	0.0501553
900	0.6768332	0.1685910	0.9999989	0.2794063	0.4964326	0.9999995	0.0243158	0.6672209	0.1346464	0.0497784
950	0.6810944	0.1684465	0.9999998	0.2928375	0.5037054	0.9999995	0.0243164	0.6614611	0.1305832	0.0496376
1000	0.6828789	0.1684039	1.0000000	0.3016521	0.5101144	0.9999995	0.0242801	0.6589926	0.1288976	0.0495851

0	0.6840930	0.1683867	1.0000000	0.3187749	0.5273783	0.9999995	0.0242101	0.6572121	0.1277604	0.0495538
50	0.6840931	0.1683867	1.0000000	0.3618493	0.5132231	0.4489790	0.2071879	0.7054878	0.5396322	0.0495546
100	0.6840931	0.1683867	1.0000000	0.3736121	0.4299061	0.3141285	0.2650227	0.7955554	0.6565222	0.0496385
150	0.6840931	0.1683867	1.0000000	0.3648384	0.3180058	0.2804528	0.2834790	0.7978784	0.6897443	0.0500993
200	0.6840931	0.1683867	1.0000000	0.3475342	0.2474782	0.2715936	0.2893397	0.7593025	0.6993432	0.0508254
250	0.6840931	0.1683867	1.0000000	0.3333810	0.2124480	0.2690962	0.2911088	0.7337613	0.7023294	0.0514496
300	0.6840931	0.1683867	1.0000000	0.3248866	0.1952474	0.2683471	0.2915840	0.7231249	0.7034300	0.0518424
350	0.6840931	0.1683867	1.0000000	0.3203962	0.1863214	0.2681131	0.2916844	0.7194291	0.7039275	0.0520496
400	0.6840931	0.1683867	1.0000000	0.3181326	0.1814554	0.2680389	0.2916929	0.7182596	0.7041821	0.0521473
450	0.6840931	0.1683867	1.0000000	0.3170026	0.1787399	0.2680157	0.2916861	0.7179169	0.7043159	0.0521900
500	0.6840931	0.1683867	1.0000000	0.3164337	0.1772191	0.2680086	0.2916804	0.7178273	0.7043844	0.0522076
550	0.6840931	0.1683867	1.0000000	0.2714167	0.2735962	0.8168094	0.1088889	0.8011119	0.2946264	0.0512805
600	0.6840931	0.1683867	1.0000000	0.2600916	0.4144462	0.9547117	0.0515158	0.7616259	0.1774283	0.0502328
650	0.6840931	0.1683867	1.0000000	0.2684955	0.4747294	0.9888974	0.0333486	0.7011008	0.1431030	0.0498080
700	0.6840931	0.1683867	1.0000000	0.2835404	0.4972309	0.9972840	0.0274002	0.6726278	0.1327009	0.0496487
750	0.6840931	0.1683867	1.0000000	0.2962454	0.5072282	0.9993356	0.0253609	0.6623796	0.1294191	0.0495892
800	0.6840931	0.1683867	1.0000000	0.3046530	0.5132506	0.9998371	0.0246334	0.6589396	0.1283388	0.0495670
850	0.6840931	0.1683867	1.0000000	0.3097901	0.5175550	0.9999597	0.0243671	0.6577961	0.1279684	0.0495587
900	0.6840931	0.1683867	1.0000000	0.3129398	0.5206948	0.9999897	0.0242684	0.6574128	0.1278370	0.0495556
950	0.6840931	0.1683867	1.0000000	0.3149438	0.5229208	0.9999971	0.0242318	0.6572823	0.1277890	0.0495544
1000	0.6840931	0.1683867	1.0000000	0.3162651	0.5244564	0.9999989	0.0242181	0.6572371	0.1277712	0.0495540

0	0.6840930	0.1683867	1.0000000	0.3187749	0.5273783	0.9999995	0.0242101	0.6572121	0.1277604	0.0495538
50	0.7012250	0.1233744	1.0000000	0.3192527	0.5274758	0.9999994	0.0261980	0.6572121	0.1277604	0.0495538
100	0.7375687	0.1123639	1.0000000	0.3235412	0.5277104	0.9999993	0.0319932	0.6572121	0.1277604	0.0495538
150	0.7634344	0.1096707	1.0000000	0.3325741	0.5286977	0.9999987	0.0370204	0.6572121	0.1277604	0.0495538
200	0.7767346	0.1090119	1.0000000	0.3427545	0.5308756	0.9999977	0.0397017	0.6572121	0.1277604	0.0495538
250	0.7827092	0.1088507	1.0000000	0.3512842	0.5339686	0.9999968	0.0408446	0.6572121	0.1277604	0.0495538
300	0.7852208	0.1088113	1.0000000	0.3574517	0.5373212	0.9999961	0.0412799	0.6572121	0.1277604	0.0495538
350	0.7862394	0.1088016	1.0000000	0.3616250	0.5403786	0.9999957	0.0414357	0.6572121	0.1277604	0.0495538
400	0.7866441	0.1087993	1.0000000	0.3643922	0.5428698	0.9999955	0.0414893	0.6572121	0.1277604	0.0495538
450	0.7868029	0.1087987	1.0000000	0.3662311	0.5447569	0.9999954	0.0415073	0.6572121	0.1277604	0.0495538
500	0.7868648	0.1087986	1.0000000	0.3674642	0.5461226	0.9999954	0.0415132	0.6572121	0.1277604	0.0495538
550	0.7676277	0.1538108	1.0000000	0.3678766	0.5470797	0.9999956	0.0361702	0.6572121	0.1277604	0.0495538
600	0.7304853	0.1648213	1.0000000	0.3641416	0.5475569	0.9999968	0.0294159	0.6572121	0.1277604	0.0495538
650	0.7057050	0.1675145	1.0000000	0.3556030	0.5470019	0.9999981	0.0261843	0.6572121	0.1277604	0.0495538
700	0.6933534	0.1681733	1.0000000	0.3458314	0.5450658	0.9999989	0.0249133	0.6572121	0.1277604	0.0495538
750	0.6878893	0.1683345	1.0000000	0.3375535	0.5421284	0.9999992	0.0244516	0.6572121	0.1277604	0.0495538
800	0.6856109	0.1683739	1.0000000	0.3315073	0.5389102	0.9999994	0.0242911	0.6572121	0.1277604	0.0495538
850	0.6846910	0.1683836	1.0000000	0.3273813	0.5359820	0.9999994	0.0242368	0.6572121	0.1277604	0.0495538
900	0.6843266	0.1683859	1.0000000	0.3246305	0.5336078	0.9999994	0.0242188	0.6572121	0.1277604	0.0495538
950	0.6841837	0.1683865	1.0000000	0.3227997	0.5318179	0.9999995	0.0242129	0.6572121	0.1277604	0.0495538
1000	0.6841282	0.1683866	1.0000000	0.3215743	0.5305281	0.9999995	0.0242110	0.6572121	0.1277604	0.0495538

0	0.6840930	0.1683867	1.0000000	0.3187749	0.5273783	0.9999995	0.0242101	0.6572121	0.1277604	0.0495538
50	0.6510550	0.0810599	0.5205872	0.4641534	0.8460241	0.7400850	0.0306709	0.5970332	0.1277604	0.0495538
100	0.6757463	0.1142487	0.4265707	0.5185939	0.9382865	0.6766263	0.0450681	0.5863417	0.1277604	0.0495538
150	0.6543057	0.1578583	0.4081333	0.5338155	0.9630654	0.6611318	0.0370329	0.5834868	0.1277604	0.0495538
200	0.6119419	0.1798669	0.4045176	0.5319210	0.9694711	0.6573493	0.0285102	0.5824367	0.1277604	0.0495538
250	0.5787722	0.1884464	0.4038085	0.5215007	0.9711078	0.6564265	0.0243138	0.5820565	0.1277604	0.0495538
300	0.5594003	0.1914478	0.4036695	0.5088199	0.9714115	0.6562016	0.0225480	0.5819317	0.1277604	0.0495538
350	0.5496038	0.1924352	0.4036422	0.4978797	0.9712746	0.6561467	0.0218502	0.5818937	0.1277604	0.0495538
400	0.5450527	0.1927468	0.4036369	0.4900502	0.9709939	0.6561334	0.0215848	0.5818828	0.1277604	0.0495538
450	0.5430518	0.1928421	0.4036358	0.4850855	0.9707016	0.6561302	0.0214867	0.5818798	0.1277604	0.0495538
500	0.5422046	0.1928706	0.4036356	0.4821933	0.9704566	0.6561294	0.0214514	0.5818790	0.1277604	0.0495538
550	0.5010072	0.5380259	0.8830484	0.3561934	0.6772799	0.9160437	0.0191751	0.6434404	0.1277604	0.0495538
600	0.4314667	0.3610262	0.9770649	0.3149050	0.5889466	0.9795019	0.0179328	0.6546205	0.1277604	0.0495538
650	0.4637213	0.2414068	0.9955023	0.2772555	0.5525547	0.9949952	0.0179993	0.6566970	0.1277604	0.0495538
700	0.5402723	0.1934206	0.9991180	0.2548414	0.5311050	0.9987780	0.0192293	0.6571016	0.1277604	0.0495538
750	0.6059953	0.1765327	0.9998270	0.2533856	0.5172733	0.9997015	0.0210831	0.6571866	0.1277604	0.0495538
800	0.6462445	0.1709443	0.9999661	0.2648524	0.5100262	0.9999269	0.0226099	0.6572058	0.1277604	0.0495538
850	0.6670213	0.1691680	0.9999933	0.2794671	0.5081592	0.9999819	0.0234971	0.6572105	0.1277604	0.0495538
900	0.6767475	0.1686202	0.9999987	0.2919368	0.5097626	0.9999952	0.0239196	0.6572117	0.1277604	0.0495538
950	0.6810325	0.1684552	0.9999997	0.3009640	0.5129636	0.9999985	0.0240986	0.6572120	0.1277604	0.0495538
1000	0.6828462	0.1684065	0.9999999	0.3070432	0.5164364	0.9999992	0.0241691	0.6572120	0.1277604	0.0495538
